rid,CPC006_A375_6H:BRD-K83354763-001-01-1:6,CPC006_A375_24H:BRD-K83354763-001-01-1:6,CPC006_A549_6H:BRD-K83354763-001-01-1:6,CPC006_A549_24H:BRD-K83354763-001-01-1:6,CPC006_A673_6H:BRD-K83354763-001-01-1:6,CPC006_AGS_6H:BRD-K83354763-001-01-1:6,CPC006_CL34_6H:BRD-K83354763-001-01-1:6,CPC006_CORL23_6H:BRD-K83354763-001-01-1:6,CPC006_COV644_6H:BRD-K83354763-001-01-1:6,CPC006_DV90_6H:BRD-K83354763-001-01-1:6,CPC006_EFO27_6H:BRD-K83354763-001-01-1:6,CPC006_HA1E_6H:BRD-K83354763-001-01-1:6,CPC006_HA1E_24H:BRD-K83354763-001-01-1:6,CPC006_HCC15_6H:BRD-K83354763-001-01-1:6,CPC006_HCC515_6H:BRD-K83354763-001-01-1:6,CPC006_HCC515_24H:BRD-K83354763-001-01-1:6,CPC006_HCT116_6H:BRD-K83354763-001-01-1:6,CPC006_HEC108_6H:BRD-K83354763-001-01-1:6,CPC006_HEPG2_6H:BRD-K83354763-001-01-1:6,CPC006_HT115_6H:BRD-K83354763-001-01-1:6,CPC006_HT29_6H:BRD-K83354763-001-01-1:6,CPC006_HT29_24H:BRD-K83354763-001-01-1:6,CPC006_JHUEM2_6H:BRD-K83354763-001-01-1:6,CPC006_LOVO_6H:BRD-K83354763-001-01-1:6,CPC006_MCF7_6H:BRD-K83354763-001-01-1:6,CPC006_MCF7_24H:BRD-K83354763-001-01-1:6,CPC006_MDST8_6H:BRD-K83354763-001-01-1:6,CPC006_NCIH1694_6H:BRD-K83354763-001-01-1:6,CPC006_NCIH1836_6H:BRD-K83354763-001-01-1:6,CPC006_NCIH2073_6H:BRD-K83354763-001-01-1:6,CPC006_NCIH508_6H:BRD-K83354763-001-01-1:6,CPC006_NCIH596_6H:BRD-K83354763-001-01-1:6,CPC006_OV7_6H:BRD-K83354763-001-01-1:6,CPC006_PC3_6H:BRD-K83354763-001-01-1:6,CPC006_PC3_24H:BRD-K83354763-001-01-1:6,CPC006_PL21_6H:BRD-K83354763-001-01-1:6,CPC006_RMGI_6H:BRD-K83354763-001-01-1:6,CPC006_RMUGS_6H:BRD-K83354763-001-01-1:6,CPC006_SKLU1_6H:BRD-K83354763-001-01-1:6,CPC006_SKM1_6H:BRD-K83354763-001-01-1:6,CPC006_SKMEL1_6H:BRD-K83354763-001-01-1:6,CPC006_SKMEL28_6H:BRD-K83354763-001-01-1:6,CPC006_SNGM_6H:BRD-K83354763-001-01-1:6,CPC006_SNU1040_6H:BRD-K83354763-001-01-1:6,CPC006_SNUC4_6H:BRD-K83354763-001-01-1:6,CPC006_SW480_6H:BRD-K83354763-001-01-1:6,CPC006_SW620_6H:BRD-K83354763-001-01-1:6,CPC006_SW948_6H:BRD-K83354763-001-01-1:6,CPC006_T3M10_6H:BRD-K83354763-001-01-1:6,CPC006_THP1_6H:BRD-K83354763-001-01-1:6,CPC006_TYKNU_6H:BRD-K83354763-001-01-1:6,CPC006_U937_6H:BRD-K83354763-001-01-1:6,CPC006_VCAP_6H:BRD-K83354763-001-01-1:6,CPC006_VCAP_24H:BRD-K83354763-001-01-1:6,CPC006_WSUDLCL2_6H:BRD-K83354763-001-01-1:6,CPC006_H1299_6H:BRD-K83354763-001-01-1:6,CPC006_RKO_6H:BRD-K83354763-001-01-1:6
5720,-0.196321934462,-0.204486876726,-0.0846474766731,0.852288305759,-0.356549978256,0.854600012302,0.344049990177,-0.0402000248432,1.50119996071,0.538400053978,0.359099984169,-0.0638372153044,-0.374966353178,0.0461113415658,0.630255162716,0.199446409941,0.230399996042,0.054692171514,-0.305400013924,-0.0759999975562,-2.03791904449,-0.00780043005943,-0.86804997921,-0.407800018787,-0.348795443773,-0.233338847756,0.140350013971,-0.960950016975,0.179100006819,-0.280649989843,0.534649968147,-1.31699991226,-0.133450001478,-0.462585866451,-0.711046457291,-0.0720500051975,1.44120001793,0.410238236189,0.464500010014,-0.482050001621,0.169199988246,-1.01384997368,0.45039999485,-0.00430000014603,0.439400017262,0.406150013208,-0.180560842156,0.564966917038,-0.401800006628,1.22389996052,0.510800004005,-0.285700023174,-0.477887302637,0.155754178762,0.615550041199,0.590649962425,0.287399977446
466,0.473745405674,-0.0860777199268,0.255460858345,-0.190043479204,-0.545599997044,0.920099973679,0.681699991226,0.432200014591,-0.699999988079,1.19459998608,1.04194998741,0.699761629105,-0.0716517046094,-0.78338354826,-0.127023696899,-0.278895169497,0.452800005674,-0.287712424994,1.55030012131,1.88549995422,0.580190896988,0.128038838506,0.594200015068,-0.449099987745,-0.491478681564,0.107306003571,0.593150019646,0.0859499871731,-1.57104992867,0.106150001287,1.47510004044,-0.349150002003,0.569750010967,-0.149827674031,-0.872870504856,-0.763100028038,-0.258550018072,1.20024847984,-0.139899998903,0.318800002337,-0.413850009441,-1.22060000896,-0.418199986219,0.53100001812,1.39020001888,-0.287349998951,0.485031723976,0.739942669868,-0.839150011539,-0.149100005627,-0.321900010109,-0.338800013065,0.408927410841,-0.0242941863835,-0.0351500064135,0.589249968529,0.44010001421
6009,-0.18484723568,0.0581958219409,-0.860177576542,0.835917711258,-0.462350010872,0.821200013161,0.905650019646,-0.0589499995112,0.76709997654,0.59375,0.559700012207,0.0212966054678,0.584757685661,0.829473495483,0.265006899834,-0.131074920297,0.177049994469,-0.103448331356,1.07113337517,-0.260800004005,0.294129550457,0.962369203568,0.427799999714,-0.662499964237,-0.664022624493,-0.198638141155,-1.18720006943,0.98400002718,0.402900010347,-1.37444996834,0.53100001812,-0.42919999361,0.0579999983311,-0.945992827415,-0.431791782379,0.754400014877,-0.00889998674393,0.258941948414,-0.200300008059,0.874050021172,0.593949973583,-0.311250001192,0.219799995422,0.062199998647,-0.132950007915,-0.258349984884,0.305353164673,0.0955434665084,-0.36384999752,1.00389993191,0.880900025368,0.603449940681,0.546041190624,2.73110175133,-0.395600020885,1.61214995384,0.319800019264
2309,-0.117867425084,0.726383626461,-0.247011587024,-0.373190104961,-0.508450031281,-0.730300009251,-0.0480500012636,1.43009996414,0.691699981689,0.657249987125,-0.936300039291,-0.576008319855,-1.53898859024,-0.388404518366,-0.931255638599,-0.280951559544,-0.353899985552,-0.64176183939,1.09556674957,1.31560003757,0.10142762959,0.0270400512964,-0.500750005245,-0.32254999876,0.312183439732,0.0883442312479,-0.10055000335,-0.426649987698,1.18099999428,0.00855000317097,-0.866949975491,-0.00164999999106,-0.142300009727,-1.04501378536,-0.0563546866179,0.582650005817,-0.435549974442,-2.82217621803,-0.400450021029,0.888499975204,0.110349982977,-0.195800021291,-0.141899988055,0.137400001287,-1.15444993973,0.509649991989,-1.01084625721,0.0310209393501,-0.103050008416,0.408550024033,0.35719999671,0.784950017929,0.777510464191,0.641837537289,-0.567350029945,-0.124350003898,-0.267399996519
387,-0.154226005077,-0.294412851334,0.256636440754,0.495245039463,-0.494800001383,0.838500022888,0.117699995637,1.53594994545,0.769999980927,0.706749975681,0.0827500224113,0.730915546417,0.070161819458,-1.24031412601,0.416861474514,0.324653923512,0.12729999423,-0.383665800095,1.09196674824,0.842899978161,0.428254812956,0.493155062199,0.365900009871,-0.201350003481,0.205565989017,-0.0493012294173,0.235599994659,0.076950006187,1.03630006313,-0.0502000004053,0.0870999991894,1.78344988823,0.688749969006,0.651231169701,0.991199851036,-1.01715004444,0.171800002456,0.800224483013,0.128749996424,0.841350018978,-0.179650008678,-0.783200025558,-0.420300006866,-0.646799981594,-0.158450007439,0.170299991965,-0.181155249476,0.256272017956,0.0141499936581,-0.21099999547,0.105099998415,0.272350013256,1.26027405262,0.73066431284,-0.104599997401,0.562049984932,0.603999972343
3553,-0.233917191625,-0.780513107777,-0.514452755451,0.462202757597,-0.0593000054359,0.288049995899,-0.515200018883,-0.0373000502586,-0.358799993992,-1.67319989204,-0.24794998765,-0.768944263458,0.599299132824,-0.717155516148,-1.20529615879,-0.46289139986,-0.0159499999136,0.628357052803,0.13639998436,0.844600021839,-0.183275386691,-0.4654712677,-0.256300002337,0.391750007868,-0.514706671238,0.690870404243,-1.0639500618,-0.454300016165,-0.490700006485,-1.02384996414,-0.689899981022,0.34035000205,0.0661499798298,-1.61051464081,0.275225043297,-0.726850032806,-0.874350070953,-0.157225072384,0.42175000906,-0.825000047684,0.119600012898,-0.609050035477,-0.970499992371,-0.397799998522,-0.541999995708,-0.927049994469,0.758245766163,-0.952245652676,-1.18044996262,-0.507849991322,-0.465000003576,-0.883849978447,-0.937102556229,-1.03725671768,-0.690899968147,-0.231849998236,-0.321999996901
427,0.292731910944,-0.2305059582,0.0955766886473,0.0857620984316,0.545949995518,-0.530900001526,0.628400027752,1.30589997768,-0.0487999990582,0.393950015306,0.149899989367,1.68912982941,-0.50588709116,-0.101494736969,0.105132587254,0.269154220819,0.139099985361,-0.63124525547,0.9742000103,3.00419998169,0.470731288195,-0.652831912041,0.251800000668,0.805199980736,-0.619935631752,0.607311189175,-0.1371999681,1.02189993858,0.91890001297,0.0970499962568,1.00705003738,-1.09710001945,0.118350014091,-0.548918306828,0.66817766428,-0.19509999454,0.291750013828,0.237697064877,-0.0953999981284,-0.638999998569,0.742949962616,0.128100007772,-0.658999979496,-0.546700000763,0.699500083923,0.196849986911,1.07108736038,0.664968430996,2.75130009651,-1.36675000191,3.78390002251,0.443800002337,-0.0816365107894,0.314163357019,0.248450011015,-0.0706000030041,-0.0821999907494
5898,-2.45854878426,-0.645402491093,-0.144595324993,0.900453805923,0.591150045395,-0.116700001061,0.025150001049,1.68165004253,-2.05920004845,0.0780499875546,0.0303999781609,-0.836424827576,-0.916906714439,-3.61747813225,-0.311468869448,0.231454700232,-0.567200005054,-0.0698695033789,0.691133260727,0.672999978065,-0.805464267731,-0.814640879631,-0.00470000505447,-0.0216999948025,-0.667886793613,-0.49399498105,-1.41129994392,0.112699992955,-0.0281499996781,0.104299999774,0.938199996948,-1.0081499815,-1.8845499754,-0.57754611969,-0.0593644604087,1.12794995308,0.708750009537,1.59183108807,-1.06610000134,0.695900022984,-1.03699994087,-0.0286500155926,0.452399998903,-0.475600004196,1.06334996223,-0.10095000267,-0.185063764453,0.285283595324,-1.89405012131,-1.2391500473,0.902000010014,-0.275200009346,0.195334613323,-0.582060456276,-0.572350025177,-0.403500020504,-0.555100023746
23365,-0.0956541150808,-0.633004009724,0.169969692826,-0.295044720173,-0.613700032234,0.116200000048,-0.20909999311,-1.40604996681,-2.06430006027,0.00789999961853,0.00249999761581,0.62489938736,0.515895843506,-1.95859384537,-0.28151217103,-0.144169777632,-0.514700055122,0.0351339094341,1.85233354568,1.48099994659,-0.424604892731,0.395180076361,-0.380849987268,-0.397799968719,0.16943141818,-0.0963100194931,-0.0611999928951,0.512849986553,0.248899996281,0.350099980831,-0.41369998455,1.01064991951,0.632049977779,-0.562839388847,1.16913568974,0.160399973392,-0.112000003457,-0.378338396549,0.253899991512,-0.491900026798,0.251100003719,2.0639500618,-0.827849984169,-0.393200010061,-1.28849995136,-0.178249999881,-0.500324726105,-0.262972772121,0.216549992561,-0.517650008202,0.581600010395,0.124950006604,0.668935120106,-0.014408916235,-0.634899973869,0.0982500016689,-0.05759999156
6657,0.237857222557,0.150541067123,0.104463726282,3.90752863884,-0.493400007486,-0.555649995804,-0.58235001564,0.0144000053406,-0.783500015736,-1.38015007973,-0.739650011063,0.644995570183,-0.00109888613224,0.585484802723,0.442689448595,0.159323841333,-0.579200029373,1.27505648136,1.33410000801,1.29219996929,-0.339179635048,-0.575726509094,-1.14985001087,0.412450015545,0.204821392894,0.725732505322,0.367900013924,-0.715450048447,0.447800010443,-0.866349935532,-1.07694995403,-0.723049998283,-0.922049999237,-0.177796036005,-0.303881108761,0.376100003719,-1.63400006294,-1.14700865746,-0.366899996996,-0.896549999714,-0.516350030899,-0.642750024796,-0.0161000043154,-0.128099992871,-0.447200000286,-0.472400039434,0.0482236966491,-0.869463443756,0.00989999622107,-0.971249997616,-0.703199982643,-0.267049998045,-1.17672133446,-1.70132255554,-0.246299996972,-0.0955500006676,-0.0198500156403
