rid,CPC002_HA1E_6H:BRD-A52805806-001-02-8:10,CPC002_HA1E_24H:BRD-A52805806-001-02-8:10,CPC002_HCC515_6H:BRD-A52805806-001-02-8:10,CPC002_HCC515_24H:BRD-A52805806-001-02-8:10,CPC002_PC3_6H:BRD-A52805806-001-02-8:10,CPC002_PC3_24H:BRD-A52805806-001-02-8:10,CPC002_VCAP_6H:BRD-A52805806-001-02-8:10,CPC002_VCAP_24H:BRD-A52805806-001-02-8:10,CPC018_A375_6H:BRD-A52805806-001-02-8:10,CPC018_A549_6H:BRD-A52805806-001-02-8:10,CPC018_A549_24H:BRD-A52805806-001-02-8:10,CPC018_ASC_24H:BRD-A52805806-001-02-8:10,CPC018_HEPG2_6H:BRD-A52805806-001-02-8:10,CPC018_HT29_6H:BRD-A52805806-001-02-8:10,CPC018_MCF7_6H:BRD-A52805806-001-02-8:10,CPC018_MCF7_24H:BRD-A52805806-001-02-8:10,CPC018_NPC_24H:BRD-A52805806-001-02-8:10,CPC018_PHH_24H:BRD-A52805806-001-02-8:10,CPC018_SKB_24H:BRD-A52805806-001-02-8:10
5720,-0.463273853064,0.279904156923,-0.127427354455,0.097055092454,-1.07730412483,0.622923076153,0.644482076168,0.550023853779,0.177870094776,-0.364935815334,0.833850026131,-0.505499958992,-0.304050832987,0.434072822332,-0.336807876825,0.320200771093,-0.713583052158,1.76160001755,1.11486363411
466,-1.3232858181,0.0913379192352,0.580816686153,0.000703416764736,-0.0809935480356,-0.4352247715,-0.652478218079,0.0695263743401,-0.143888384104,-0.337980687618,1.0081499815,-0.776700019836,0.361316680908,-1.36057090759,0.0880734175444,0.293994426727,0.129195570946,-0.357100009918,-0.0843515694141
6009,-1.77822172642,0.687248289585,-1.20979833603,-0.400389164686,-2.01844120026,0.0702677816153,0.0762721598148,-0.294605642557,0.218324229121,-1.10874545574,-1.73055005074,-0.0348999984562,0.569272518158,0.17217759788,-1.57523429394,0.55668759346,0.872686386108,-0.13054998219,-1.75985229015
2309,0.0939009487629,0.126021504402,0.514110505581,0.0310036502779,4.37683773041,-0.372469991446,0.936826467514,0.797736167908,0.387651383877,0.908518671989,-0.817700028419,-0.22879999876,0.245173409581,0.810675740242,-0.111130610108,0.582248806953,0.0447218865156,0.185099989176,-0.549051642418
387,-1.00847601891,0.543059289455,-0.930312395096,-0.609027147293,-0.351255625486,-0.109970867634,0.737427949905,1.05789411068,0.42019200325,-0.924377858639,0.770999968052,0.219249978662,0.555754363537,1.22207558155,0.0368460938334,0.79629945755,0.629646122456,-0.274099975824,-1.26446902752
3553,-0.285787761211,-0.318755030632,-0.515035688877,-0.652422845364,0.604953110218,1.26101565361,0.357847690582,-0.914871811867,0.166318640113,0.4235689044,-0.296600013971,-0.0216500014067,-0.670275211334,-0.421084612608,-0.288026273251,1.17774677277,-0.943507194519,0.906899988651,1.35398077965
427,-1.16281104088,-0.705789864063,-0.0823863148689,0.227561727166,-0.40726339817,0.263507336378,-0.733576595783,-0.294295608997,0.106021806598,-0.0863382667303,-0.341549992561,-0.365299999714,-0.704495787621,-1.13917207718,-0.588009178638,0.257869422436,1.26923465729,0.950850009918,0.234677344561
5898,-0.334404915571,-0.151990681887,-0.490403681993,0.324564158916,-0.136545747519,0.662559509277,-1.01103329659,-0.193953871727,-0.694158017635,-0.951754212379,0.650400042534,0.234999999404,0.277523308992,-0.715820491314,0.591820538044,-0.00285178422928,-0.226462230086,-0.522600054741,0.241078093648
23365,0.783166766167,0.636012434959,-0.425998806953,0.105323605239,0.647532463074,0.148182988167,-0.300700128078,0.828926086426,-0.134681791067,0.90287643671,-0.2920999825,-0.474150002003,1.00565397739,-0.916427612305,0.430711001158,0.349454879761,-0.439389079809,0.553600013256,0.517266511917
6657,-1.05165207386,-0.767437756062,0.0624162480235,-0.191091924906,-0.503849685192,-0.191315695643,-0.279357731342,-1.00745868683,0.202732503414,0.477830529213,0.381700009108,-0.147749990225,-0.0504092052579,0.243822753429,-1.1133723259,-1.18978226185,0.0569078437984,1.44340002537,0.99397867918
