rid,DOS012_VCAP_6H:BRD-K28812281-001-01-9:5.06,DOS012_VCAP_24H:BRD-K28812281-001-01-9:5.06
5720,-0.526150405407,-2.69014310837
466,-0.401805102825,-0.747778534889
6009,0.621579825878,-0.2844209373
2309,0.744141459465,0.761627435684
387,-0.761160671711,-0.820917367935
3553,0.84018009901,0.861957073212
427,0.976710557938,0.544000267982
5898,0.785655915737,1.47100663185
23365,0.428519010544,0.121190369129
6657,0.782423913479,0.189494669437
5054,-1.70185768604,0.131316289306
3108,-0.687184810638,-0.360568284988
1950,0.22415137291,-0.508260071278
351,0.400835603476,0.307546764612
4846,0.470554232597,-0.0521911308169
1452,-1.8928937912,-1.47708296776
4776,0.271553814411,1.03901171684
6908,-0.988153278828,-0.10552200675
672,-0.408936172724,1.0966231823
5710,-0.456629127264,0.577830553055
2115,0.980677068233,0.991128087044
7015,0.0246229730546,0.594432413578
8726,-0.507107913494,0.776394724846
2185,1.05246734619,0.335405349731
3315,-0.145311892033,-0.792086362839
5289,-0.707860648632,1.19381439686
868,-1.10111296177,-0.243237793446
1677,1.00795781612,1.02784991264
7043,1.23460626602,-0.257896006107
5613,0.278889119625,0.223438933492
595,-0.125228255987,0.972171604633
4793,-1.63745760918,-0.449248045683
2736,0.446856021881,0.446130722761
5290,0.555464327335,0.165508002043
6194,-3.65008378029,-0.278883874416
1676,0.524183094501,0.49763789773
23512,0.162569090724,0.696552932262
148022,-0.777578651905,-0.206663385034
1906,0.43857857585,0.0915764868259
8878,-0.0350758843124,1.05861878395
3091,0.836631715298,0.377817928791
5743,0.908708810806,-0.416557133198
5321,0.727341651917,0.0159544497728
4144,-1.05721831322,0.470764279366
1981,0.264237046242,0.162666916847
695,0.582011640072,0.375398486853
10398,1.32866430283,0.231942147017
5708,0.350280493498,-0.700762212276
1213,-0.526739358902,-0.370039671659
226,-2.08666872978,0.169559180737
6777,0.366050243378,0.454150497913
2113,1.00866866112,0.207295432687
3329,-0.858284652233,-0.150400862098
1050,-1.45026600361,1.09346413612
9491,0.0888928845525,0.337077587843
22926,0.508735239506,-0.298776417971
5899,0.32470664382,-0.489967525005
5467,-0.142313346267,0.923382043839
6774,-1.88648927212,0.692049145699
1788,1.78381466866,0.206344053149
5921,0.557626724243,1.84069561958
5721,-1.2612965107,-0.658717274666
2263,0.517619073391,0.149242535233
808,0.971381425858,-3.57957696915
30001,-1.90470266342,-0.451456010342
348,0.164039641619,-0.123968377709
30849,-0.0825765728951,-0.383938252926
1454,0.837287068367,3.85864472389
6500,-0.599562942982,-0.545334398746
5627,0.400885164738,-0.760673999786
5715,-0.78358232975,-0.591109097004
4791,0.687865316868,-1.3447406292
56924,1.05317115784,-0.301948696375
2690,-0.728308975697,-0.399774223566
1019,-0.796062350273,0.952286362648
51422,0.44632768631,1.33610367775
5788,-0.219497859478,0.585032701492
6709,-0.657055199146,0.063720703125
1277,-0.43008941412,-0.210101425648
993,-1.32655334473,0.912982404232
7157,-1.90312051773,-0.0404673069715
1958,-0.960713148117,-0.0404052361846
4582,-0.892352581024,1.03214418888
9212,1.16684484482,0.542202830315
8440,-0.248240247369,0.137538000941
6790,0.108013965189,-0.879206180573
8851,-1.35617518425,-0.299354225397
2534,0.277578175068,0.758533239365
4893,1.19222402573,1.25014340878
665,0.185545712709,0.209727555513
4313,0.851852357388,0.203997582197
1022,-4.55886936188,-0.0552901253104
5880,0.646706044674,-0.457298338413
3162,-0.063238888979,0.475981801748
1282,0.76799929142,0.750320076942
3383,-0.251295685768,0.527293920517
727,0.884950935841,4.45786333084
4792,-1.13942992687,-0.170336902142
4794,0.402644246817,0.208072811365
902,0.698052167892,-0.143396496773
8091,-0.258696168661,-0.672800779343
3486,-1.2632972002,-1.11003148556
10818,0.388460457325,0.322969943285
3454,0.878179907799,0.00019271671772
4282,-0.0377739928663,0.278883874416
1605,-1.74317669868,-0.696321725845
10644,-0.00196454674006,1.20313262939
2065,1.09617257118,-0.0837368518114
8321,0.0396388620138,0.520542144775
8503,0.373235136271,-0.268982052803
7027,0.563929378986,-0.957662940025
6850,0.658108711243,0.637976884842
1978,-2.02515625954,0.724275529385
896,-1.46864283085,0.152067780495
5777,-0.415543675423,0.89352864027
1846,0.526521921158,1.27228689194
5925,-0.480312734842,0.195727571845
142,-0.570580244064,-0.136916786432
1021,0.292701363564,-0.244162589312
5699,-0.749797165394,1.6841981411
8061,-2.90435314178,-0.970504760742
1870,-0.195326149464,0.383464366198
1398,0.995747566223,0.459011048079
3312,0.00189014151692,-0.486012607813
891,0.164577245712,-0.810267686844
4775,0.0902449190617,-0.0288388207555
5111,-0.259640753269,0.448325812817
5696,0.32697468996,0.526878535748
5588,1.44854211807,0.297961115837
6839,-1.05682706833,1.64573943615
329,-0.470193862915,1.15008664131
5058,-0.427251249552,-2.07717394829
998,0.293154269457,0.336701512337
9134,0.816498756409,1.43748891354
6616,-0.0220284797251,-0.2538177073
5223,-0.0937220528722,-1.13153076172
4690,1.69742321968,-1.78998947144
958,0.775069713593,1.02359676361
1616,-0.337771594524,-1.31658506393
991,-0.129954755306,0.482393950224
6347,-0.276642233133,0.621973097324
6714,-0.319983363152,-0.165938556194
652,0.337786197662,1.00024497509
4331,0.59946423769,0.435760736465
7099,0.531684696674,0.113573357463
10320,-0.345363080502,0.869883477688
2042,3.10461711884,-0.202306687832
843,0.118019245565,0.154578626156
840,1.16824829578,-2.67216086388
7048,-0.231392994523,-0.218581527472
4851,0.945784091949,1.09979009628
6464,0.669102728367,0.229586243629
23410,-0.0450042150915,0.309594154358
54205,0.261386752129,-2.81745004654
