rid,CPC004_A375_6H:BRD-A61793559-001-08-1:10,CPC004_HA1E_6H:BRD-A61793559-001-08-1:10,CPC004_HA1E_24H:BRD-A61793559-001-08-1:10,CPC004_HCC515_6H:BRD-A61793559-001-08-1:10,CPC004_HCC515_24H:BRD-A61793559-001-08-1:10,CPC004_HEPG2_6H:BRD-A61793559-001-08-1:10,CPC004_HT29_6H:BRD-A61793559-001-08-1:10,CPC004_MCF7_6H:BRD-A61793559-001-08-1:10,CPC004_PC3_6H:BRD-A61793559-001-08-1:10,CPC004_PC3_24H:BRD-A61793559-001-08-1:10,CPC004_VCAP_6H:BRD-A61793559-001-08-1:10,CPC004_VCAP_24H:BRD-A61793559-001-08-1:10,CPC018_A375_6H:BRD-A61793559-001-08-1:10,CPC018_A549_6H:BRD-A61793559-001-08-1:10,CPC018_A549_24H:BRD-A61793559-001-08-1:10,CPC018_ASC_24H:BRD-A61793559-001-08-1:10,CPC018_HEPG2_6H:BRD-A61793559-001-08-1:10,CPC018_HT29_6H:BRD-A61793559-001-08-1:10,CPC018_MCF7_6H:BRD-A61793559-001-08-1:10,CPD001_MCF7_6H:BRD-A61793559-001-10-7:10,CPC018_MCF7_24H:BRD-A61793559-001-08-1:10,CPD001_MCF7_24H:BRD-A61793559-001-10-7:10,CPC018_NPC_24H:BRD-A61793559-001-08-1:10,CPD001_PC3_24H:BRD-A61793559-001-10-7:10,CPC018_PHH_24H:BRD-A61793559-001-08-1:10,CPC018_SKB_24H:BRD-A61793559-001-08-1:10
5720,-0.0846516862512,0.384244263172,0.246088072658,-0.446337342262,0.0281465649605,-0.41669896245,0.225965827703,0.459976702929,0.0837564766407,-0.978031158447,1.59460997581,0.220141619444,-1.9950094223,-0.376300036907,-0.567999958992,-0.188861757517,-0.0641437247396,-0.899130940437,0.0227254629135,-0.17394964397,-2.87334632874,0.264235854149,-0.812888741493,0.228266194463,-0.278115332127,0.352319300175
466,-0.854536056519,-0.682369470596,-0.821710526943,0.513346374035,0.395799130201,-0.228289052844,0.211312219501,-0.311870723963,-1.09737443924,-0.609916329384,1.44129598141,0.453431427479,-0.0323131605983,-1.08675003052,-0.712249994278,0.0238596536219,-2.23412752151,-1.19122707844,-0.434677004814,0.121986299753,-0.767151534557,-0.62114071846,-0.66626906395,0.302015691996,0.317301750183,-1.07431900501
6009,-0.74896222353,-0.483683168888,0.0917198583484,-0.0621621012688,-0.0548396706581,-0.747094154358,0.056273072958,0.501855790615,-0.453454107046,0.371946692467,0.871635377407,-0.155544415116,0.624880850315,-0.277199983597,-0.869249999523,0.789891719818,0.52266740799,-0.00388833880424,0.98240083456,-0.536964833736,1.35106539726,-0.330045968294,0.55611371994,0.234069466591,1.41587328911,0.255290925503
2309,-0.0984733849764,0.828788518906,1.48416447639,0.64199000597,-0.742482662201,-0.372358977795,0.120586946607,0.286864429712,-0.214618012309,-0.0855207592249,0.608302354813,-0.721151769161,1.30010199547,-0.326900005341,0.0643000006676,2.00263404846,-0.0702301859856,-0.882429659367,-0.809488892555,0.42097428441,0.149178728461,0.0598480030894,-0.400094032288,0.55020403862,0.484048932791,-0.448037475348
387,0.0148188732564,-0.787388920784,0.747370183468,-0.430858641863,0.0463002175093,-0.218502372503,0.446798801422,0.568177461624,-0.802743077278,-1.06830942631,0.912325739861,0.110769689083,2.77129554749,0.682799994946,-0.748199999332,0.150531202555,1.3447791338,-0.194772973657,1.72844719887,-0.0777137726545,2.82465004921,-0.428954750299,-0.209149047732,-0.0497821979225,-0.45796585083,-0.228001445532
3553,-0.736909687519,0.392497420311,-0.549334704876,-1.30284678936,0.119188249111,-0.32677346468,-0.23647543788,-0.473189115524,0.443313091993,-0.820078372955,-1.49748325348,-0.671455860138,0.771138191223,0.938250005245,1.07875001431,0.37869527936,0.155809149146,1.55899000168,1.92048692703,-0.184548810124,0.222121879458,-0.441916555166,1.24303662777,-0.578491151333,-0.592330873013,0.697064816952
427,-0.762832522392,-0.829110383987,-0.244750902057,0.450762927532,-0.113768145442,-1.748285532,-0.0824000909925,0.583761930466,-0.650281727314,-0.522845745087,0.975484967232,-0.445899754763,2.28817772865,-0.723649978638,0.0833000019193,-0.719633281231,-0.0379353389144,-0.420385628939,-0.245866492391,-0.259773075581,-1.21171307564,-0.933686614037,-0.438928306103,0.150537624955,0.198607206345,-0.871154904366
5898,0.121821045876,-0.895387887955,-0.206646949053,0.854757785797,0.14698022604,0.617679774761,-0.875923395157,0.107348740101,-0.732176959515,-0.870088636875,0.263411521912,-0.223001718521,-1.8276001215,-0.492700010538,-0.212649986148,-5.28483295441,-0.0411653667688,-0.607484817505,1.26990330219,-0.678483307362,-0.267305344343,-0.589517831802,0.171945527196,0.499195247889,0.0699963346124,0.0362985953689
23365,-0.289342015982,-1.35942959785,-1.18953001499,0.932492673397,0.0659927800298,0.294254511595,-0.899900615215,-0.605628728867,-0.794335842133,-0.179972827435,0.448720872402,-0.517942786217,1.98738193512,-1.50664997101,0.427749991417,-0.413897335529,-0.233435973525,-1.03425383568,1.81264185905,-0.153354346752,1.26072323322,-0.61076259613,-0.584590911865,0.583233356476,-0.642097711563,-0.0642567649484
6657,-0.394098341465,0.324723958969,0.428499341011,0.207351848483,1.13353526592,1.0042052269,-0.628508806229,0.049832046032,0.0227807089686,0.56806075573,-1.78767549992,-0.12029491365,-0.183033108711,0.905250012875,0.760500013828,-0.214152812958,-0.0394799113274,1.04348504543,1.0491604805,-1.03083050251,0.0185898914933,-0.413328707218,0.284429967403,-0.826827287674,-0.177943378687,0.800348758698
