rid,DOS026_VCAP_24H:BRD-K76624532-001-01-6:5.02,DOS048_A375_24H:BRD-K76624532-001-01-6:5.02,DOS048_A549_24H:BRD-K76624532-001-01-6:5.02
5720,-1.23580086231,-0.101799994707,-0.491899996996
466,-0.624401450157,0.650849997997,-1.83239996433
6009,-0.430332571268,1.18985009193,-0.437999993563
2309,0.829901754856,0.378049999475,-0.398299992085
387,-0.00125685334206,0.916649997234,0.921700000763
3553,0.421615034342,-0.674250006676,0.510999977589
427,-0.716480016708,0.817400038242,1.02049994469
5898,-0.756364524364,-0.221650004387,-0.077500000596
23365,0.727586150169,0.865949988365,4.66979980469
6657,0.363008141518,-0.0552000105381,1.06060004234
5054,0.519059181213,0.517050027847,-0.810500025749
3108,-0.443452835083,1.16380000114,-0.337900012732
1950,1.70609784126,0.253999978304,-0.395500004292
351,-0.187220051885,0.122900001705,0.00400000018999
4846,0.0612084269524,0.858749985695,4.0232000351
1452,-0.473779022694,0.624449968338,0.588900029659
4776,0.567595362663,0.257250010967,2.18359994888
6908,-0.00342178344727,2.04789996147,-0.85379999876
672,0.504010558128,0.277400016785,-2.91350007057
5710,-0.569170713425,-0.715099990368,0.883800029755
2115,-0.426885843277,0.669550001621,1.5843000412
7015,0.183751314878,0.283749997616,1.13670003414
8726,0.767368555069,-0.671900033951,-0.751999974251
2185,1.19264602661,-0.800999999046,1.92569994926
3315,0.686561703682,-0.812549948692,0.674499988556
5289,0.034085214138,0.0148000046611,0.480100005865
868,0.623030006886,-0.165600001812,0.744899988174
1677,0.133641451597,1.39380002022,2.09139990807
7043,0.52137196064,-0.0636500120163,1.31869995594
5613,-0.455571264029,0.501049995422,1.24240005016
595,0.908593773842,0.645799994469,-0.064099997282
4793,0.00897015631199,0.0751999989152,1.22969996929
2736,1.14122855663,-0.716349959373,0.163800001144
5290,-1.4017264843,0.413150012493,-0.236599996686
6194,-0.0716156214476,-0.00034999998752,0.0
1676,-0.321592450142,-0.170950010419,0.933300018311
23512,0.277716398239,-1.34764993191,0.779500007629
148022,1.14011824131,0.837949991226,0.948400020599
1906,-0.0753153860569,-0.372850000858,0.160099998116
8878,0.12010140717,0.0108999982476,-0.213699996471
3091,-0.138812556863,-1.83240008354,-1.29949998856
