rid,CPC001_HA1E_6H:BRD-K00486786-001-01-4:10,CPC001_HA1E_24H:BRD-K00486786-001-01-4:10,CPC001_HCC515_6H:BRD-K00486786-001-01-4:10,CPC001_HCC515_24H:BRD-K00486786-001-01-4:10,CPC001_PC3_6H:BRD-K00486786-001-01-4:10,CPC001_PC3_24H:BRD-K00486786-001-01-4:10,CPC001_VCAP_6H:BRD-K00486786-001-01-4:10,CPC001_VCAP_24H:BRD-K00486786-001-01-4:10,CPC017_A375_6H:BRD-K00486786-001-01-4:10,CPC017_A549_6H:BRD-K00486786-001-01-4:10,CPC017_A549_24H:BRD-K00486786-001-01-4:10,CPC017_ASC_24H:BRD-K00486786-001-01-4:10,CPC017_HEPG2_6H:BRD-K00486786-001-01-4:10,CPC017_HT29_6H:BRD-K00486786-001-01-4:10,CPC017_MCF7_6H:BRD-K00486786-001-01-4:10,CPC017_MCF7_24H:BRD-K00486786-001-01-4:10,CPC017_PHH_24H:BRD-K00486786-001-01-4:10,CPC017_SKB_24H:BRD-K00486786-001-01-4:10
5720,0.00495329499245,-0.386372327805,-7.06034994125,0.359006553888,-0.158354118466,-0.188852280378,-0.859799087048,-0.906991124153,0.300172537565,-0.919700026512,-1.42500758171,0.970028877258,-0.414080262184,-0.793233931065,-1.30955457687,-1.57842493057,0.391102075577,0.440200030804
466,1.46780121326,-0.541600227356,2.02265000343,0.175455391407,-0.0300391763449,0.319217562675,-0.791055798531,-0.304538607597,-0.191759765148,0.455900013447,0.176037713885,-0.569473147392,0.856383323669,0.75387275219,-0.723821997643,-0.795611202717,-0.831268250942,-0.503149986267
6009,-0.151398390532,2.59259486198,-0.507049977779,-0.233532980084,0.205982089043,-0.279698848724,0.207983255386,-1.58753871918,1.96809399128,-0.249000012875,0.44577229023,-0.784716486931,-0.261517494917,0.193572551012,0.174923688173,-0.0694658532739,-1.20508134365,-0.0372999981046
2309,-0.641474723816,1.14332926273,1.45319998264,0.696584939957,1.35249686241,0.80734026432,-0.380967408419,0.421964287758,0.310042977333,-0.209233358502,-0.619050085545,-1.13154935837,0.425361037254,2.00216293335,0.970142126083,1.65902996063,-0.639393210411,-0.803399980068
387,0.906757354736,-0.57704949379,2.37144994736,0.43065726757,-1.35764610767,-0.235037326813,-0.140129297972,0.194343194366,0.654238343239,0.178099989891,-1.32421696186,-0.193022459745,-0.212319985032,0.402035534382,1.38737010956,-1.06541752815,-0.756026208401,-0.160899996758
3553,0.641832590103,3.21113634109,0.970149993896,-0.704958379269,0.631950259209,-0.24740087986,1.48493695259,1.44046139717,-0.308619707823,-0.055999994278,1.3569483757,-1.04739522934,-0.405378818512,0.203019499779,-0.672661602497,0.311464071274,-0.0143675208092,0.691049993038
427,-0.165645748377,-1.59611392021,1.69800007343,0.256964325905,-0.16722869873,0.33092597127,0.098234243691,-0.331565231085,2.54764437675,-0.652433335781,-1.05573999882,0.278171956539,-0.137270629406,0.563294351101,-0.203397393227,0.309673726559,0.44561368227,0.222300007939
5898,1.65375125408,8.62922382355,1.23694992065,0.0378707051277,-1.48653697968,0.273427128792,-0.369694054127,-0.352045714855,-1.85734939575,-0.0519666671753,0.883042395115,-0.00357059389353,0.311745733023,0.856359541416,-0.305998653173,0.260220110416,-0.708979427814,1.04040002823
23365,0.906303048134,0.802267313004,2.75920009613,0.594810068607,-0.164705708623,1.23122286797,-0.267752945423,-0.258767962456,1.51850712299,-0.158466681838,-0.250875234604,-0.483930826187,0.0468110442162,0.194794923067,1.09528887272,-0.232809603214,0.154368057847,0.125149995089
6657,-0.487932503223,0.809520363808,2.3938999176,-1.02084982395,0.766427516937,-0.924274921417,1.03348636627,1.01401507854,-1.90322315693,0.322133332491,0.00938959419727,0.293507695198,-0.217684045434,0.16369484365,-0.852049529552,0.600332915783,0.635522902012,-0.432600021362
5054,2.43460845947,2.19306850433,0.541849970818,0.0090429186821,0.577366411686,0.937599182129,0.22913596034,-0.0563831962645,0.581399917603,0.225466668606,-1.08645296097,0.4842210114,2.19102168083,0.226137414575,2.51647043228,1.176248312,-0.36422419548,0.696399986744
3108,-0.392211377621,-1.5806183815,2.58844995499,-0.513298988342,0.383861273527,0.623509049416,-0.864096820354,0.0321541167796,1.73980212212,0.160866707563,-0.278905391693,-0.398559033871,0.00499582290649,0.0566291958094,0.165749490261,-0.417922228575,2.59440803528,-0.152199983597
1950,1.30701386929,-3.04091119766,1.3043500185,-0.53690123558,-0.42280036211,-0.95782828331,1.04881441593,-0.423776656389,-0.99543851614,-0.314866662025,1.60580682755,0.810538947582,-0.829983711243,0.0783118903637,-1.37053310871,0.449135541916,0.994720995426,0.295050024986
351,0.129299655557,2.73615026474,0.117299996316,-0.336167395115,-0.644875049591,0.136192619801,-0.972464382648,0.463698029518,0.45033159852,0.385366678238,1.03827464581,1.00778579712,-0.413133144379,-0.478807091713,-0.780819296837,0.694186687469,-0.242840707302,0.0
4846,-1.37235784531,0.914404392242,0.179099977016,-1.76455807686,-0.11060410738,-0.453816324472,-0.515592455864,0.757734537125,5.35214710236,0.342833340168,-0.704426884651,0.494985878468,0.37919652462,1.28066432476,-0.586651265621,-0.54312068224,0.523385465145,0.388450026512
1452,0.784457683563,0.990077853203,1.05889999866,-0.0299932360649,-0.337783813477,0.332329452038,-0.158087000251,-0.134448736906,0.479052305222,0.602266669273,-0.110735528171,-1.55579650402,-0.417219877243,0.313274055719,0.903147876263,-0.63633441925,-1.32832562923,0.588750004768
4776,-1.33751893044,-1.82181620598,0.950199961662,-0.292008340359,0.189935401082,-0.569200515747,1.19961619377,1.28241086006,-0.91340559721,-0.352766662836,1.1687810421,-0.240396618843,-0.314790189266,0.601589798927,-1.24413740635,0.960160255432,0.252942979336,-0.19754999876
6908,1.44049119949,-1.80335366726,3.27925014496,0.338145673275,-0.0188215449452,0.0956669747829,-0.963015139103,-1.02482867241,1.4616471529,-0.155633330345,0.158313497901,-0.671690046787,0.210460990667,0.313419312239,0.54271030426,-1.58005595207,-0.591451346874,-0.658800005913
672,-0.603199720383,-2.45882678032,1.74239993095,0.210087746382,0.254335492849,-0.205773353577,-0.638501882553,-0.120098665357,-0.808135211468,0.577566742897,0.209226727486,0.402776926756,-0.695365667343,-0.522229194641,-0.357204645872,-1.26923787594,0.716821610928,-0.271149992943
