rid,CPC019_A375_6H:BRD-K11224669-001-01-8:10,CPC019_A549_6H:BRD-K11224669-001-01-8:10,CPC019_A549_24H:BRD-K11224669-001-01-8:10,CPC019_HA1E_6H:BRD-K11224669-001-01-8:10,CPC019_HCC515_6H:BRD-K11224669-001-01-8:10,CPC019_HEPG2_6H:BRD-K11224669-001-01-8:10,CPC019_HT29_6H:BRD-K11224669-001-01-8:10,CPC019_MCF7_6H:BRD-K11224669-001-01-8:10,CPC019_MCF7_24H:BRD-K11224669-001-01-8:10,CPC019_PC3_6H:BRD-K11224669-001-01-8:10,CPC019_PC3_24H:BRD-K11224669-001-01-8:10,CPC019_VCAP_6H:BRD-K11224669-001-01-8:10,CPC019_VCAP_24H:BRD-K11224669-001-01-8:10,ERG015_PC3_24H:BRD-K11224669-001-01-8:10.0631,ERG015_PC3_6H:BRD-K11224669-001-01-8:10.0631,ERG015_VCAP_24H:BRD-K11224669-001-01-8:10.0631,ERG015_VCAP_6H:BRD-K11224669-001-01-8:10.0631
5720,0.196354568005,0.328400015831,0.531392455101,-1.21863567829,-1.08516931534,0.752739310265,0.182772219181,-0.50433331728,0.476300299168,-0.247183397412,-0.302638918161,0.602008640766,0.740298271179,-0.0649435669184,-0.74740177393,0.789998173714,-0.092862278223
466,0.242364093661,-0.345650017262,1.82676196098,0.0110892355442,-0.227543890476,1.97259950638,-0.416839241982,0.186033323407,-0.12338501215,0.455418109894,-0.553757190704,-0.257753938437,0.639294981956,-0.258450657129,-0.491529732943,-0.467043071985,0.347938358784
6009,0.896678924561,0.159100010991,-0.801800847054,0.955208361149,1.75980830193,0.0634429603815,0.33883664012,0.20733332634,-0.96536308527,-0.0628324151039,0.26797619462,0.440917521715,0.729896843433,-0.295865386724,0.140076547861,0.500175535679,0.164360105991
2309,-0.175957813859,-0.531100034714,0.11597160995,0.628803551197,0.307030498981,1.08747458458,-0.91635632515,-0.0514333248138,-0.49451225996,-0.670347511768,-0.735180616379,-0.333706974983,-0.197212278843,-0.622858047485,-0.899064481258,-0.249235093594,-0.10700622201
387,0.76227414608,-0.44525000453,0.238534837961,1.84656846523,1.324670434,-1.18259906769,-0.239466875792,-0.21046666801,1.25931179523,-0.56811863184,-0.481456071138,-0.074501812458,-0.299290388823,-0.412118315697,-0.311876833439,-0.338465005159,-0.950397372246
3553,-0.477824777365,-0.0119000002742,-0.082610860467,0.0870363414288,-0.274912446737,0.029558584094,0.357457220554,0.65326666832,-0.523860216141,-0.0605833604932,-0.106873340905,0.157472148538,-0.278609931469,-0.259322822094,0.581392467022,0.239675611258,0.00932083465159
427,2.06988096237,-1.40805006027,0.0870738327503,0.657108843327,1.01571941376,-0.833411991596,0.029217928648,-0.0790666937828,-0.136637538671,0.277262866497,-0.385972827673,-0.473860740662,0.674913465977,-1.00592827797,0.572198390961,-1.20518875122,0.247708126903
5898,0.124772816896,0.290549993515,1.3118070364,0.256053566933,-0.195092171431,-0.495910227299,0.097822830081,0.0612999945879,0.0686825662851,0.176206082106,-0.509417176247,-0.342656910419,0.230107888579,-3.48888111115,-0.587140142918,0.075172521174,-0.193619936705
23365,0.39486014843,0.0220500230789,-0.0807651877403,0.994407773018,0.798060119152,-1.21983253956,0.0555311441422,-0.299433350563,-0.182155400515,0.818655014038,0.734909594059,0.54167675972,0.396643996239,-0.249368846416,0.016112819314,-1.281686306,0.0980779528618
6657,-0.302096366882,-0.115599997342,-0.785502016544,-0.814841628075,0.314564466476,-0.47504901886,0.143820017576,0.130700051785,-0.354195982218,0.0659655034542,0.459769397974,0.168133050203,-0.297157555819,0.212634146214,0.181433841586,0.441164702177,0.0683479905128
5054,0.316674351692,-4.15735006332,1.12028765678,0.331533014774,0.432760745287,0.237690761685,-0.220266848803,-0.0270666666329,0.0389833189547,-0.428407281637,-0.588373363018,-0.56291860342,-1.50751388073,1.1548576355,-0.0756779909134,0.185670927167,0.942299842834
3108,0.970617651939,0.631250023842,-0.603938341141,0.351978451014,0.51684564352,-0.544248402119,-0.19209498167,0.179666683078,0.546140193939,0.061460711062,-0.646609306335,0.309241205454,0.246024876833,0.0188467800617,-0.192244619131,-0.740378856659,-1.0639013052
1950,0.460956275463,-0.0767999887466,-1.10580456257,-0.552232444286,-0.66070920229,0.299504041672,-0.0872880443931,0.0148000046611,-0.167116492987,2.2827296257,0.0934021323919,-0.825617551804,-0.24175298214,-0.636499345303,0.486879050732,0.6270378232,0.761177241802
351,0.345897585154,-0.355800002813,-1.02221143246,-0.678251385689,1.15426754951,-0.567612946033,-0.434891998768,-0.181333348155,-0.0791908800602,0.0334946960211,0.107967838645,0.22321473062,0.488941818476,-0.266027271748,0.556907534599,-0.310786634684,0.345676243305
4846,0.987682759762,-0.110499978065,0.118572086096,-0.612414717674,0.491328597069,0.613931357861,-0.19454100728,0.0345999896526,0.0786185115576,-0.505522847176,-0.773333489895,-0.281100779772,-0.162723451853,-0.0845015347004,0.662470757961,0.32848289609,-0.56796681881
1452,0.461592197418,-0.560850024223,-0.36415758729,1.02646946907,-0.0788492709398,0.248815283179,-0.359902322292,-0.608966648579,-0.584602355957,-0.161634877324,0.108525574207,-1.6591335535,-1.12561643124,-0.180406317115,-1.20709788799,-0.543812513351,-0.236603438854
4776,-0.771030008793,0.0303499996662,-0.670419216156,-0.726438879967,-0.921033740044,0.385096520185,-0.0327530503273,0.215666666627,-0.706049025059,0.189999580383,-0.039177402854,-0.386755049229,-0.807080030441,1.27252447605,1.12818217278,0.695929825306,0.297973304987
6908,0.764599382877,0.043850004673,-0.259169995785,-0.341235041618,1.40527105331,-0.296385556459,-0.195332080126,-0.538633346558,0.212641999125,-0.483191251755,-0.462102502584,0.312212884426,0.383768081665,-0.412383913994,-0.332118988037,0.0391536355019,-1.02046203613
672,-0.0952783823013,0.486499994993,1.24933767319,0.286928445101,-1.00929629803,1.12060213089,0.0395374298096,1.24286663532,0.240145519376,-0.00817929208279,0.877659380436,-0.0633810013533,0.088730469346,0.453192919493,0.560021162033,0.312516331673,1.1559125185
5710,0.614708185196,0.337650001049,-0.192555934191,0.514043867588,1.07766079903,-0.573383271694,0.764852046967,0.0251333639026,-0.302207052708,-0.113278225064,0.173125162721,-1.76526510715,-1.68129563332,0.293510138988,-1.54259204865,-0.774884879589,-0.398987114429
2115,0.247908085585,-0.433349996805,-0.203151971102,-0.817041575909,-0.0253251306713,0.30499792099,1.00479054451,0.0116999894381,-0.731426477432,-0.145026311278,0.0780640989542,0.0585526302457,0.29632166028,-0.58311855793,-0.468535363674,0.290178567171,-0.0600498095155
