rid,CPC004_A375_6H:BRD-K80431395-001-02-4:10,CPC002_HA1E_6H:BRD-A42649439-001-02-8:10,CPC004_HA1E_6H:BRD-K80431395-001-02-4:10,CPC002_HA1E_24H:BRD-A42649439-001-02-8:10,CPC004_HA1E_24H:BRD-K80431395-001-02-4:10,CPC002_HCC515_6H:BRD-A42649439-001-02-8:10,CPC004_HCC515_6H:BRD-K80431395-001-02-4:10,CPC002_HCC515_24H:BRD-A42649439-001-02-8:10,CPC004_HCC515_24H:BRD-K80431395-001-02-4:10,CPC004_HEPG2_6H:BRD-K80431395-001-02-4:10,CPC004_HT29_6H:BRD-K80431395-001-02-4:10,CPC004_MCF7_6H:BRD-K80431395-001-02-4:10,CPC002_PC3_6H:BRD-A42649439-001-02-8:10,CPC004_PC3_6H:BRD-K80431395-001-02-4:10,CPC002_PC3_24H:BRD-A42649439-001-02-8:10,CPC004_PC3_24H:BRD-K80431395-001-02-4:10,CPC002_VCAP_6H:BRD-A42649439-001-02-8:10,CPC004_VCAP_6H:BRD-K80431395-001-02-4:10,CPC002_VCAP_24H:BRD-A42649439-001-02-8:10,CPC004_VCAP_24H:BRD-K80431395-001-02-4:10,CPC016_A375_6H:BRD-A42649439-001-02-8:10,CPC014_A375_6H:BRD-A11706664-001-01-1:10,CPC016_A549_6H:BRD-A42649439-001-02-8:10,CPC014_A549_6H:BRD-A11706664-001-01-1:10,CPC016_A549_24H:BRD-A42649439-001-02-8:10,CPC014_A549_24H:BRD-A11706664-001-01-1:10,CPC016_ASC_24H:BRD-A42649439-001-02-8:10,CPC014_ASC_24H:BRD-A11706664-001-01-1:10,CPC014_HA1E_6H:BRD-A11706664-001-01-1:10,CPC014_HCC515_6H:BRD-A11706664-001-01-1:10,CPC016_HEPG2_6H:BRD-A42649439-001-02-8:10,CPC014_HEPG2_6H:BRD-A11706664-001-01-1:10,CPC016_HT29_6H:BRD-A42649439-001-02-8:10,CPC014_HT29_6H:BRD-A11706664-001-01-1:10,CPC016_MCF7_6H:BRD-A42649439-001-02-8:10,CPC014_MCF7_6H:BRD-A11706664-001-01-1:10,CPC016_MCF7_24H:BRD-A42649439-001-02-8:10,CPC014_MCF7_24H:BRD-A11706664-001-01-1:10,CPC016_NEU_24H:BRD-A42649439-001-02-8:10,CPC014_NEU_24H:BRD-A11706664-001-01-1:10,CPC016_NPC_24H:BRD-A42649439-001-02-8:10,CPC014_NPC_24H:BRD-A11706664-001-01-1:10,CPC014_PC3_6H:BRD-A11706664-001-01-1:10,CPC014_PC3_24H:BRD-A11706664-001-01-1:10,CPC014_PHH_24H:BRD-A11706664-001-01-1:10,CPC016_SKB_24H:BRD-A42649439-001-02-8:10,CPC014_SKB_24H:BRD-A11706664-001-01-1:10,CPC014_VCAP_6H:BRD-A11706664-001-01-1:10,CPC018_A375_6H:BRD-K80431395-001-02-4:10,CPC018_A549_6H:BRD-K80431395-001-02-4:10,CPC018_A549_24H:BRD-K80431395-001-02-4:10,CPC018_ASC_24H:BRD-K80431395-001-02-4:10,CPC018_HEPG2_6H:BRD-K80431395-001-02-4:10,CPC018_HT29_6H:BRD-K80431395-001-02-4:10,CPC018_MCF7_6H:BRD-K80431395-001-02-4:10,CPC018_MCF7_24H:BRD-K80431395-001-02-4:10,CPC018_NPC_24H:BRD-K80431395-001-02-4:10,CPC018_PHH_24H:BRD-K80431395-001-02-4:10,CPC018_SKB_24H:BRD-K80431395-001-02-4:10,MUC.CP003_MCF7_6H:BRD-K80431395-001-02-4:10,MUC.CP003_MCF7_6H:BRD-K80431395-001-02-4:3.3333,MUC.CP003_MCF7_6H:BRD-K80431395-001-02-4:1.1111,MUC.CP003_MCF7_6H:BRD-K80431395-001-02-4:0.3704,MUC.CP003_MCF7_24H:BRD-K80431395-001-02-4:10,MUC.CP003_MCF7_24H:BRD-K80431395-001-02-4:3.3333,MUC.CP003_MCF7_24H:BRD-K80431395-001-02-4:1.1111,MUC.CP003_MCF7_24H:BRD-K80431395-001-02-4:0.3704,MUC.CP003_NKDBA_24H:BRD-K80431395-001-02-4:10,MUC.CP003_NKDBA_24H:BRD-K80431395-001-02-4:3.3333,MUC.CP003_NKDBA_24H:BRD-K80431395-001-02-4:1.1111,MUC.CP003_NKDBA_24H:BRD-K80431395-001-02-4:0.3704
5720,-0.480746209621,-2.15948057175,-1.8612203598,-0.693474769592,-0.703761994839,-0.902451694012,-0.98684990406,0.232312440872,-0.55577737093,-2.30935144424,0.120490327477,-1.1013790369,-1.97960579395,-0.985741496086,-1.94074702263,-0.610144078732,-0.765993475914,-1.38409459591,-2.02866315842,-1.5142737627,-1.34017038345,-1.18366122246,-1.65995001793,-1.04569077492,-2.23255372047,-0.824823439121,0.201441779733,0.346465229988,-0.523487985134,-1.20365452766,-2.0678229332,-1.98459994793,-1.76220726967,-1.0887773037,-3.14774990082,-1.38731169701,-0.647085785866,-0.478591501713,0.0397922471166,0.757650017738,0.834960460663,-0.585779547691,-1.39592051506,0.170160993934,5.86424970627,0.708170950413,0.831537604332,-0.399295777082,0.177066907287,-0.54118514061,0.883849978447,0.744985461235,-2.87482976913,-1.07102966309,-1.26537716389,-1.4034922123,2.75354170799,0.829954385757,0.453913986683,0.872992157936,0.341246724129,-0.501259386539,0.033645004034,0.00329947471619,0.184138044715,0.627756774426,0.703534066677,0.686100006104,0.603299975395,0.410499989986,0.624150037766
466,0.375622093678,0.464397400618,2.18897390366,-0.0988705530763,0.382960349321,0.449167609215,0.57168763876,0.719571948051,-0.0628993660212,1.25997531414,0.102520748973,1.23477160931,0.514535307884,1.56296646595,-0.79346716404,-0.719996631145,0.478567063808,1.27826833725,-2.54900789261,-0.656164050102,0.0528185926378,0.41077542305,-1.21834993362,-1.17235994339,-2.32307767868,0.0219840407372,-1.24343800545,0.523632466793,1.0587875843,0.107224628329,2.34697151184,2.5773999691,-1.10033679008,0.0115241631866,0.877249956131,0.880937576294,-0.948589742184,-0.317615747452,0.480807006359,-0.750900030136,-0.368179708719,-0.36142244935,1.34496152401,0.471847832203,0.754649996758,0.0986951291561,-0.56699192524,0.742819190025,0.857902467251,0.654585123062,-1.15244996548,0.876624107361,3.04845404625,0.24145719409,1.42883884907,-0.230750948191,-0.567241251469,0.510459184647,0.404186666012,1.81575274467,0.649912059307,1.1592373848,1.96677148342,-0.886396408081,-0.205314308405,-0.0495321266353,-0.247788757086,-0.483549982309,0.0495499968529,0.482500016689,0.511049985886
6009,0.616493701935,1.21495389938,0.950463294983,0.842936038971,-0.0952917933464,-0.473480284214,-0.934319376945,0.15926939249,-0.0847510397434,0.671664893627,0.542886197567,1.82547616959,-0.115454375744,-0.290801852942,-1.40723955631,-1.01322937012,-0.641933679581,0.213438212872,-1.26865661144,-1.35085999966,0.77482008934,0.632126927376,0.485100001097,-0.473488986492,-0.538562238216,-1.04675459862,-0.960552573204,-0.242378890514,0.961308240891,-0.20990845561,0.617861628532,0.71749997139,0.47450274229,1.81399130821,1.93190002441,1.14797270298,1.52424967289,0.195103853941,-0.590517759323,-1.19729995728,0.228661566973,0.0680198222399,0.245612889528,0.816028237343,0.769400000572,-0.471594065428,-0.402720332146,1.63829219341,1.05362343788,1.38601660728,1.31540000439,0.241491764784,1.08928084373,0.593294262886,0.952533602715,0.4336348176,0.35910782218,-0.22002543509,0.818039178848,2.44024920464,0.754613637924,2.1091337204,1.90427160263,0.310433864594,-0.0592119991779,0.290374457836,0.0865222588181,0.768800020218,1.23425006866,0.553049981594,0.940400004387
2309,0.443060517311,1.38357996941,3.20217084885,0.458233445883,1.71725308895,1.30310297012,1.00552201271,0.750120520592,0.403373539448,3.54413795471,-0.58843433857,0.64957690239,4.25077152252,4.00757026672,3.59092092514,1.63545608521,0.532004237175,0.592544913292,1.42105102539,0.846226811409,0.103615865111,-0.0920446813107,-0.173299998045,-1.09883773327,-0.600517988205,-1.35082352161,0.678829550743,1.01907229424,0.756660878658,0.950481832027,2.95058727264,2.03489995003,-0.535460531712,-0.0464520081878,1.51625001431,1.14311408997,2.87007880211,1.70551323891,0.330068647861,-1.88690006733,-0.0636459738016,0.30547606945,3.46605968475,-3.27180290222,2.9563999176,1.49083852768,0.385366439819,0.765255093575,-0.498430520296,1.57358181477,0.466100007296,0.917670845985,4.0767364502,-0.171271890402,1.99429321289,2.818318367,0.689311981201,1.26476693153,1.57572054863,1.36889100075,1.71020162106,1.69906747341,1.2007997036,1.36141014099,1.43316030502,1.54424619675,1.81237304211,0.138850003481,0.0416000038385,0.646749973297,0.938099980354
387,-0.449858576059,-0.496386349201,-1.05250346661,-0.756193995476,-0.832508742809,0.0182754695415,-1.33172917366,-1.19786071777,-2.13957166672,0.4880669415,0.185517609119,-0.0775539949536,-1.08881533146,-0.921047151089,0.0059233289212,-0.675777196884,-0.183279022574,-0.445089489222,-1.41521883011,0.0236619561911,-0.0755229219794,-0.359288990498,-0.612500011921,-0.684580385685,0.456678420305,0.994724333286,-0.445564985275,-0.69466906786,0.219303801656,-0.823091626167,0.144547998905,0.121399998665,0.281181007624,1.30590903759,1.34810006618,-0.367771029472,0.0891394689679,-0.658236861229,0.713075935841,0.797600030899,0.586191534996,0.363771677017,-0.387112081051,0.523829102516,1.65380001068,-0.87828707695,0.182054534554,0.758179605007,-0.564941525459,1.13741314411,1.40304994583,0.407669216394,0.364068299532,0.260975956917,-1.71222054958,0.0904526412487,1.00772082806,0.830539464951,0.604368507862,-0.864015817642,-0.437616050243,0.442669808865,-0.397836387157,-0.530721664429,-0.302546799183,-0.590547502041,0.647365272045,0.351649999619,0.525099992752,0.193449988961,0.750649988651
3553,0.204307734966,-0.331664055586,-0.432460844517,1.05308508873,0.29056173563,-1.0648932457,-0.820671439171,-1.04868519306,-0.457256197929,-0.753635585308,-0.600109875202,-0.311490565538,2.20042967796,2.5815281868,3.93294239044,2.57244300842,-0.683740198612,-0.581078767776,0.0297393128276,-0.175331637263,-0.153596937656,0.0665006488562,1.02030003071,1.19225800037,1.34888029099,0.215703964233,-1.63339090347,-0.593721449375,0.469788849354,-0.689324498177,0.0696596205235,0.0518999993801,-0.0288303121924,-0.788759708405,-0.73584997654,-0.827285170555,-1.0644698143,-1.24725413322,0.430682986975,0.980799973011,-0.186274901032,-0.0163543857634,0.520798623562,-0.211184114218,-0.0386000014842,-0.503863632679,-0.157583683729,-0.325613945723,0.271145403385,-1.3517639637,-1.12835001945,-0.631981670856,-0.300291329622,-1.54134619236,-0.410505414009,-0.134879112244,-0.23151576519,0.432247877121,-0.785844385624,-0.00454962253571,0.244364976883,-1.2549302578,-1.28990638256,-0.160149782896,0.436682671309,-1.23308515549,-1.08182871342,-0.663300037384,-0.569249987602,-1.07564997673,-0.749350011349
427,0.152416825294,-0.699720203876,-1.15892469883,-1.44195520878,-0.548061132431,-1.58378434181,-1.10142016411,-0.559480428696,-1.20962285995,-0.810518622398,0.881218850613,-0.552021741867,-0.689128041267,-0.479518681765,-0.551777720451,-0.410342663527,-0.147636115551,0.929952204227,1.4207675457,0.360451519489,-0.603102326393,0.0448926538229,-0.342350065708,-0.471195816994,-0.988712668419,1.6233792305,-0.760303497314,0.451616168022,-0.266130536795,-0.974304080009,0.184708744287,-1.42900002003,1.46680903435,-0.918828010559,-1.67645001411,-0.898188650608,-0.991384148598,-1.14853167534,-0.208585619926,-0.571399986744,0.0715753659606,-0.58992087841,-1.708989501,0.761596798897,-2.03855013847,-0.53951561451,-1.95854091644,-0.85357105732,-0.215921103954,-0.319757163525,-0.145499974489,-0.833903610706,-0.60469096899,-0.791954636574,0.191578686237,1.07968473434,3.4251396656,0.231114938855,0.445331513882,1.03907310963,-0.261096000671,0.90246796608,0.93940860033,0.620708286762,0.44727113843,0.778444468975,0.748130679131,-0.542450010777,-0.116000011563,0.425949990749,0.228249996901
5898,-0.621796429157,1.05561184883,1.5721745491,3.61912727356,2.69205999374,1.86939203739,0.68454182148,1.15018415451,2.094435215,1.6938893795,0.99725484848,0.6455078125,-0.224713101983,-0.0389656275511,4.41370677948,2.64959669113,0.156172201037,0.393609970808,0.0987203866243,0.338331013918,-0.0909774899483,0.433297485113,-1.18720006943,0.768203258514,-0.147114127874,0.984422326088,0.00129376351833,0.312979102135,0.487424343824,0.29782807827,0.917829871178,1.73559999466,0.455887854099,1.20971024036,0.258450001478,-0.212083026767,0.503773570061,-0.995632827282,-0.607791662216,-0.0859000086784,-0.59250921011,-0.874460399151,0.0093931555748,0.202847450972,2.7922000885,-0.408564060926,-0.247987568378,-0.467910498381,0.301979035139,-0.270577847958,-5.89764976501,-0.6067481637,1.80783057213,1.16422390938,0.154310911894,2.39085936546,-0.974977076054,1.52916252613,0.752918660641,0.264354944229,0.287736386061,0.0310079008341,0.00725525617599,0.280718326569,0.606071233749,-3.20819664001,-0.192731827497,-0.00310000777245,-3.98200011253,-0.169950067997,-0.970950067043
23365,-0.390629768372,-0.523159980774,-0.640116453171,0.200463175774,-0.616769433022,-0.662144422531,-0.0876224115491,-1.18520355225,-1.85587739944,0.309391915798,0.398849248886,0.0923217236996,-0.364893555641,-0.593854784966,-0.840587496758,-0.261623471975,-0.123447149992,0.703074395657,0.147478178144,-0.105202496052,-0.309502720833,0.672222912312,-0.513849973679,0.309266984463,2.69838118553,3.65342640877,0.661759376526,0.515336453915,-0.212861210108,0.32705271244,-0.402831554413,2.95959997177,-0.0868643224239,0.782758235931,0.0799999982119,0.00658223778009,0.0625511705875,-0.781418681145,-0.342407107353,1.06595003605,0.242535337806,0.492256969213,0.0483940280974,1.582477808,-0.795600056648,0.222042307258,0.85283356905,0.877425074577,-0.412073731422,0.236749276519,3.45630002022,1.34794068336,-0.464276999235,-0.0213740356266,-1.45207333565,0.419079661369,-0.493824273348,-0.602494895458,1.28171932697,-0.288935184479,0.0809728652239,0.107354581356,0.0971962362528,-0.132744833827,0.831266760826,0.92560839653,0.0718233287334,0.705200016499,0.838799953461,0.28924998641,0.368499994278
6657,-0.807984948158,-0.145170107484,-1.27624106407,-1.52254402637,-1.80423092842,1.40650272369,1.46763193607,0.561384558678,0.27894192934,-0.623486161232,-1.01641535759,-0.401328742504,-0.671036541462,-0.828335046768,-0.400849014521,-0.255455553532,-0.850174248219,-1.17600047588,0.427817106247,0.0224751159549,-0.739522695541,-0.620351552963,1.46759998798,0.963210105896,1.33556330204,0.582229554653,0.100229486823,0.274053990841,-0.935727596283,0.652949929237,-0.0847236514091,-0.470499992371,0.438447892666,-0.337735176086,-0.865499973297,-0.851964771748,0.130265057087,-0.994903087616,-0.168133288622,-0.179300010204,0.669173836708,0.719993293285,0.449645936489,1.3351752758,0.30015000701,-0.47196906805,-0.14980340004,-0.621873378754,-1.75766205788,-1.75577402115,-0.491750001907,-0.177166134119,-0.974805772305,-1.75469660759,-0.775336503983,-1.001947999,1.58419144154,0.388537287712,-0.819468736649,-0.317219913006,-0.597274124622,-1.25943171978,-0.622250556946,-0.20136718452,0.137375980616,-0.978136837482,-1.07058799267,-0.724050045013,-0.77505004406,-0.664200007915,-1.1331499815
