rid,CPC019_A375_6H:BRD-K50280607-001-01-7:10,CPC019_A549_6H:BRD-K50280607-001-01-7:10,CPC019_A549_24H:BRD-K50280607-001-01-7:10,CPC019_HA1E_6H:BRD-K50280607-001-01-7:10,CPC019_HCC515_6H:BRD-K50280607-001-01-7:10,CPC019_HEPG2_6H:BRD-K50280607-001-01-7:10,CPC019_HT29_6H:BRD-K50280607-001-01-7:10,CPC019_MCF7_6H:BRD-K50280607-001-01-7:10,CPC019_MCF7_24H:BRD-K50280607-001-01-7:10,CPC019_PC3_6H:BRD-K50280607-001-01-7:10,CPC019_PC3_24H:BRD-K50280607-001-01-7:10,CPC019_VCAP_6H:BRD-K50280607-001-01-7:10,CPC019_VCAP_24H:BRD-K50280607-001-01-7:10,DOS001_VCAP_6H:BRD-K50280607-001-01-7:5.16,DOS001_VCAP_24H:BRD-K50280607-001-01-7:5.16,DOS031_MCF7_24H:BRD-K50280607-001-01-7:5.16,DOS031_PC3_24H:BRD-K50280607-001-01-7:5.16
3108,0.663468956947,0.782799959183,-0.180736929178,0.28464999795,-0.745127260685,0.909630775452,0.173758298159,-0.0346982777119,0.796040832996,0.438403725624,0.0151861868799,-0.310887128115,0.635270476341,-0.519926846027,-0.458778977394,-2.07439994812,0.117700003088
1950,-0.804008245468,-1.10909998417,-1.08506584167,0.478749990463,0.397198081017,-0.240944966674,2.28159570694,0.285798609257,0.0801876485348,2.98574113846,-0.201130777597,-0.138012677431,-0.539791107178,-0.392001926899,-0.925179302692,0.698199927807,-0.381000012159
351,0.138024449348,-0.271800011396,0.104027703404,0.0,-0.745714068413,0.0348909720778,-1.44635772705,-0.127716481686,-0.697970986366,-0.494045853615,-0.420306652784,0.0887949317694,-0.0159066021442,0.0,0.366346985102,0.42895001173,0.205700010061
4846,-0.349603205919,0.0902500003576,-1.93580198288,0.140150010586,0.0624973140657,-0.458599209785,-0.32188937068,0.781827449799,-0.314413368702,0.311532318592,0.121450006962,0.100857794285,-0.0474918484688,-1.00936067104,-0.284857213497,-0.939300000668,-4.38619995117
1452,0.0948555618525,0.158050000668,1.96401894093,-0.566449999809,0.0428876951337,0.876886367798,1.61882531643,-0.353896021843,1.74802446365,0.705222666264,-0.697411298752,0.659497082233,0.141285151243,-0.561413526535,0.284536898136,-1.61229991913,1.00074994564
4776,-0.66094648838,-0.506799995899,-0.0700572878122,0.605849981308,-0.0765598043799,0.625762104988,0.385370492935,-0.504815399647,-0.66138869524,-0.990873932838,-0.704111158848,-0.373911887407,0.649996101856,-0.295179307461,1.62516200542,0.235899984837,-0.840649962425
6908,0.792231619358,0.461999982595,1.56356608868,0.630249977112,0.30845451355,0.519894063473,2.04430317879,0.767041921616,1.89287781715,1.2489541769,0.276963293552,0.504684209824,0.583076059818,0.467417120934,1.25516796112,-0.324050009251,0.208499997854
672,-0.0316946282983,-0.0448500216007,-1.27279639244,0.119350008667,0.486987024546,0.0666860491037,1.93170440197,0.969444692135,0.575289130211,0.33806142211,0.0470407009125,0.0566829741001,-0.901911556721,0.0358008444309,1.26154375076,-0.0892000049353,1.57229995728
5710,-0.573072075844,1.22644996643,1.25898361206,0.171549975872,-0.0963817834854,0.165337204933,0.265824824572,-0.234169960022,0.949089169502,0.816636443138,0.34541863203,0.429623425007,0.830177843571,0.169558957219,0.173743546009,0.0354499965906,0.427300006151
2115,0.246620506048,0.215849995613,0.0938538536429,-0.359849989414,0.201953291893,-0.608406543732,1.01590967178,-0.84334397316,0.4600045681,-0.267960369587,-0.106191694736,-0.665331840515,1.04373943806,-0.798071861267,-0.818055987358,0.235249996185,0.516200006008
7015,-0.72745847702,-0.962750017643,0.201160535216,0.463000029325,-0.0717201381922,-0.276697993279,0.24460452795,-0.609532833099,0.711208343506,-0.709146857262,-0.272547215223,-0.646160006523,0.844929397106,-0.674543380737,-0.188456073403,0.980749964714,-0.116250000894
8726,0.348040044308,1.30955004692,-0.672926962376,-0.336600005627,0.407586395741,0.338530093431,2.87586688995,0.0849869474769,-0.268871694803,0.0283632483333,0.0217578448355,0.0438342541456,-1.5627297163,-0.0520011633635,1.16989731789,-0.642499983311,0.336250007153
2185,-0.786267280579,-0.0196500048041,-0.647507190704,-0.664649963379,0.569126665592,0.474780350924,0.672715306282,-0.180230796337,-0.378315806389,-0.745310723782,-0.309320598841,-0.434885203838,0.447402745485,-2.12057352066,-0.998866081238,0.395449995995,-0.123349994421
3315,-0.350557208061,0.152349993587,0.0225529987365,-0.959100008011,0.130433112383,-0.103157959878,0.966450572014,0.186438590288,-1.95158970356,0.750252842903,0.0917994230986,-0.365906715393,-0.265944778919,-0.796892046928,-0.0934025794268,0.0733000040054,-0.146050006151
5289,0.964970886707,0.185099989176,-0.858279466629,0.530950009823,0.046982228756,0.352582484484,1.79861354828,0.097996622324,1.32242262363,-0.16926009953,0.62997931242,-0.377750992775,-0.499622434378,-0.6241710186,0.00400757417083,0.889999985695,-0.790250062943
868,1.97552585602,0.879850029945,0.262741595507,1.96490001678,0.355193078518,-0.58232831955,2.22574281693,-0.0316349714994,-0.534577906132,-0.18380613625,-0.924405574799,0.512273132801,0.415088742971,1.8863222599,-0.420947909355,-0.184550002217,-0.317900002003
1677,-0.826248288155,-0.90875005722,-0.504515528679,-0.516499996185,-0.0775189250708,-0.0792639181018,1.63914585114,4.94185733795,-0.443880915642,-0.0486583001912,-0.126325264573,0.239610031247,-0.0175053067505,0.126081243157,0.323762118816,2.45364999771,0.863749980927
7043,-0.233411058784,0.743200004101,-0.392576277256,-0.328350007534,0.000475943088531,1.51298475266,-0.384424954653,0.236137971282,-0.341493189335,-0.153982803226,-0.564335048199,-0.586983561516,0.768267095089,-0.982284069061,0.38351970911,0.012600004673,0.0444000065327
5613,-0.424309551716,0.80245000124,-1.15879368782,0.133000016212,2.98227739334,1.06811666489,0.142937958241,-0.285203695297,-1.35571408272,-0.359347969294,-0.43528971076,-0.14860060811,0.270763903856,0.57628929615,-0.58718842268,-1.2486499548,-0.506650030613
595,0.230249673128,0.476000010967,1.14566004276,0.455749988556,0.420216143131,0.921764016151,0.803544461727,-1.22115910053,1.45996534824,-0.286425858736,0.649142920971,0.0705033242702,0.425641685724,0.336025267839,0.93399399519,-0.549449980259,0.116949990392
4793,0.52063113451,0.383249998093,1.20863616467,-0.0569500029087,0.0165087357163,0.293293118477,3.54120278358,-0.104560822248,2.34521508217,0.166632562876,0.0778888612986,0.0833797603846,0.249152719975,-0.433308780193,0.00924008339643,0.260399997234,0.793550014496
2736,0.352858781815,-0.400999993086,0.602105975151,-0.0512500107288,-0.298318117857,0.0124963968992,1.38071632385,-0.266423463821,-0.285515248775,-0.713968455791,-0.146395236254,-0.757034480572,0.178701102734,0.166701063514,-1.30340909958,-0.278500020504,-0.352249979973
5290,-0.681771278381,-0.487949997187,-0.438855826855,0.0484499931335,0.504104018211,-0.0467791557312,0.109222277999,-0.424575388432,-0.286848694086,-0.714833855629,-0.751401305199,-0.759627282619,0.373075395823,-0.0159661024809,-0.959210515022,0.908150017262,0.220799982548
6194,0.130952239037,0.000699999975041,2.00681686401,-0.731549978256,-0.000501290778629,0.584905266762,0.204115360975,0.5851354599,0.301032185555,-0.285893678665,-0.0556864514947,0.133927002549,0.631442725658,0.0,0.147062703967,0.814800024033,0.208100005984
1676,-1.05341410637,0.389550000429,-1.0274285078,-0.205200001597,-0.0521480739117,0.275316536427,-0.685511648655,-0.632037460804,-1.16801476479,-0.494180828333,-0.985120952129,-0.726149559021,0.265213519335,0.03421702981,-0.297950923443,0.719449996948,-0.129699990153
23512,-0.101984292269,0.458599984646,-0.177170708776,0.0600000023842,0.242730081081,-0.428710877895,1.58774852753,0.334762781858,-1.21642947197,-0.0857325568795,-0.104083746672,-0.646581590176,-0.94990080595,-3.51589179039,-2.27644133568,1.29124999046,0.466500014067
148022,-0.847949147224,0.230500012636,0.466656774282,0.136449992657,0.255638033152,0.700411915779,2.50460457802,-0.40545207262,1.9873111248,-0.228415563703,-0.0972803235054,0.480877131224,1.06410431862,0.163044661283,1.77589321136,-0.879500031471,-0.0609499961138
1906,-0.635917425156,1.10860002041,-5.5789642334,0.400999993086,0.162894070148,0.722137153149,0.551490306854,-0.663066267967,-0.558010578156,-0.122650466859,-0.836854636669,-0.452827364206,0.385032117367,-0.598036646843,-0.521271407604,0.274549990892,0.086999990046
8878,0.129827052355,0.00164999999106,0.204202368855,0.376199990511,0.357994019985,0.467491388321,0.659989058971,-2.0519824028,-0.491914182901,-0.181659564376,0.200408756733,0.377126455307,-0.341956287622,0.230626374483,0.502663373947,-0.699550032616,-1.12035000324
3091,-0.350043922663,0.183299988508,-0.0620023310184,0.269849985838,0.437151819468,1.26031041145,-0.653877854347,0.159262388945,-3.64404892921,-0.368026971817,-0.552495837212,0.289552986622,-0.813011705875,-1.95143806934,-0.262310624123,0.304350018501,-1.52355003357
5743,0.0863485187292,-0.426400005817,2.73383331299,-0.337249994278,0.107026800513,-0.34445220232,-0.795496404171,4.78882312775,0.4738317132,0.329136133194,0.223439782858,-0.628630697727,-1.06690382957,3.20863509178,-0.432956188917,0.209549993277,-0.0659999996424
5321,-1.15221822262,-0.183300018311,-1.20122098923,-0.237900018692,0.237022742629,0.47237855196,-0.527864277363,-0.674988746643,-1.85400414467,-0.983227372169,-0.810008049011,-0.938813507557,0.0845315232873,-0.644133925438,-1.36567509174,0.653249979019,0.192700013518
4144,-0.257253021002,-0.434700012207,1.64339160919,0.342449992895,-1.05984842777,0.394070744514,-1.42834436893,0.0376304388046,-0.453701376915,-0.515130877495,-0.261013388634,-0.28785738349,0.288908749819,-0.00513169169426,0.0509757697582,0.583200037479,0.856000006199
1981,-1.09252560139,-0.270500004292,1.21497249603,0.645949959755,-1.5998903513,-0.412689357996,0.410314798355,0.0663522481918,-0.0217860937119,2.51325821877,-0.100099518895,0.112090058625,0.542653918266,1.93836188316,0.699486136436,0.660700023174,-0.804650008678
695,-0.4339838624,0.595149993896,0.381456017494,0.583850026131,-0.291295111179,-0.158671557903,-1.14236903191,0.106591746211,-0.74079811573,0.462070286274,-1.04833066463,0.561871528625,0.307847619057,0.707882940769,0.185477763414,1.03890001774,0.00304999947548
10398,-0.791386306286,0.00299999862909,-0.422276735306,0.0,-0.446864277124,1.12346708775,0.899991750717,-0.985511541367,-0.856846392155,-1.39881002903,-0.285153567791,-0.21265219152,0.344694495201,0.394296944141,-0.279858678579,0.349250018597,-0.0564499795437
5708,0.273583769798,-2.51730012894,-1.20317018032,-0.295549988747,-0.229702591896,0.370177984238,1.38308262825,0.00533646345139,1.39271736145,-0.765525877476,0.156639754772,-0.602976918221,0.269069671631,-0.667755007744,-0.57293009758,0.190249979496,0.00499999988824
1213,0.684895634651,-1.67129993439,0.593263864517,0.373600006104,0.0179583728313,0.0683748871088,1.13374221325,-0.512949466705,-0.298120677471,0.395186007023,0.142413586378,1.1311699152,-1.29225790501,-0.0260134339333,0.00564706325531,-1.65505003929,0.570500016212
226,0.334559857845,0.888200044632,0.98834425211,0.480949997902,-0.477535903454,0.411481112242,1.52803659439,0.209818527102,-1.17109954357,0.148908600211,0.742288410664,0.119722090662,0.939012646675,1.08835959435,-0.995781540871,0.583549976349,5.11324977875
6777,0.946107685566,0.726649999619,1.55613899231,-0.172399997711,-0.407588422298,-0.48775318265,3.91904020309,0.158775568008,1.99999022484,-0.168352767825,0.886660575867,-0.0950424820185,0.864791214466,0.623894691467,0.141894966364,-0.0930500030518,0.468600034714
2113,0.0931435823441,0.379549980164,-0.733534276485,-0.381150007248,0.908432781696,0.122987627983,0.0768919885159,0.43759894371,-0.144896745682,-0.22069889307,-0.482664823532,-0.175009340048,0.574097752571,0.168524235487,-0.575639247894,0.181600004435,-0.685199975967
3329,0.779791653156,0.0590499937534,0.794277787209,-0.00209999829531,0.103869199753,1.52852404118,0.676950991154,0.442175745964,1.37913417816,0.570680260658,0.156199917197,1.01617586613,-0.127952709794,1.32346010208,1.27861499786,-0.722400009632,0.243149995804
1050,0.0302837491035,-0.026299983263,1.37384855747,0.0,0.67967492342,-0.474385976791,1.30057656765,0.508712410927,1.74062085152,-0.336787164211,0.0844272151589,0.115677118301,-0.943803668022,0.852227628231,0.325634539127,0.175049990416,-0.0499499961734
9491,-0.906485319138,-1.30009996891,0.377462923527,-0.202399984002,0.682189166546,0.478191763163,0.255927622318,0.251956641674,-0.472750782967,-0.0761406868696,-0.822555065155,-0.490249812603,0.72611117363,-0.69254565239,-0.553261160851,0.600750029087,0.210900008678
22926,0.454688102007,0.520150005817,1.26496219635,-0.648050010204,-0.415796995163,-0.267977833748,0.610926151276,-0.558007836342,1.6254273653,-0.0224090889096,-1.04411900043,0.0398452021182,0.911459207535,-0.213869839907,0.178105041385,0.0780500024557,0.680500030518
5899,0.374184787273,-0.156000003219,0.502962946892,-0.237850010395,-0.242704316974,-0.106585144997,3.82063031197,0.523778438568,2.84204936028,0.567061543465,-0.405706316233,-0.00607302226126,0.94179713726,-0.081907145679,0.227345257998,0.321150004864,-2.71539998055
5467,-0.283072292805,-0.0349999964237,0.635746181011,0.303350001574,-0.389656633139,-0.164644882083,0.725959181786,-0.725280225277,0.582974553108,0.0631460249424,-0.0999740064144,-0.404406428337,1.05764174461,0.226751476526,-0.0073499083519,1.32859992981,-0.247000008821
6774,0.160467743874,0.490599989891,0.359122693539,0.666400015354,-0.146953761578,0.82231003046,0.651532173157,-0.283688724041,-0.763206362724,-0.327959895134,0.364705711603,0.108910292387,-0.30257922411,0.968579947948,-0.334532231092,-0.46819999814,-0.224599987268
1788,-0.919067621231,0.48244997859,-0.632652580738,-0.304000020027,-0.361545950174,0.293674260378,-0.232680514455,-0.681548714638,-0.478804647923,-0.733549237251,-0.776172995567,-0.269966244698,0.43206641078,-0.403185009956,-0.372886747122,0.361549973488,-0.451900005341
5921,0.447582393885,1.3653999567,1.03320598602,0.383749991655,2.65533971786,0.264543920755,1.29284572601,0.850372433662,0.980946958065,0.198929741979,0.448252111673,-0.110006153584,1.27561426163,5.14628696442,-0.275642931461,0.208850026131,-0.282700002193
5721,0.593969345093,-0.293850004673,-0.793722867966,-0.939350008965,-0.193546950817,-0.474524438381,0.969705224037,0.461466133595,0.677115321159,0.643964588642,0.838249504566,-1.27412712574,-1.31645977497,0.158005565405,-0.664568126202,-0.581750035286,1.43005001545
2263,-0.653740823269,-1.02265000343,-0.445930749178,0.111299999058,-0.0604787766933,-0.0507833994925,-0.135571122169,-0.249394148588,-0.832887411118,-0.166222527623,-0.887468218803,-0.279760122299,0.849619925022,-0.581844747066,-0.56002920866,-0.303000003099,-0.462999999523
808,-0.554308414459,-0.921350002289,-0.729376316071,0.478299975395,-0.348190814257,-0.594628512859,-0.206293553114,-0.703251838684,0.0902998894453,0.103146620095,-0.806341409683,-0.346007823944,-0.250194966793,-0.656792879105,-0.491129726171,0.318399995565,-0.390699982643
30001,-0.214777156711,-0.317200005054,1.25663137436,0.202199995518,-0.436887800694,-0.468890458345,2.75880980492,0.737477183342,2.09321165085,0.185282677412,0.657423138618,0.0442793592811,1.05496835709,-0.0746904164553,0.0810621082783,0.111699998379,-1.46765005589
348,-0.619657814503,-0.949100017548,-0.427508741617,0.088799983263,-1.55597376823,0.529080331326,1.86866426468,0.955122828484,0.357130199671,0.222281754017,-0.367620050907,-1.10432982445,0.854815721512,-0.247788056731,-0.89281898737,-0.928149998188,-0.492599993944
30849,0.598513841629,0.359750002623,0.490864276886,-0.879649996758,0.580063223839,0.190576761961,0.898777008057,1.06615030766,1.97905778885,0.564840614796,-0.484472185373,0.633145689964,1.45246243477,-0.391458123922,0.185744345188,-1.2365000248,-2.16510009766
1454,0.0933121293783,-0.71305000782,0.895460963249,-0.0777499973774,0.438118249178,-0.167588174343,-0.102697849274,-0.715254366398,2.14895439148,-0.532092571259,-0.460906326771,-0.91307926178,0.613272130489,-0.820751488209,0.147020429373,-0.419749975204,-0.459700018167
6500,0.638219356537,1.63619995117,-0.0261629670858,0.244550004601,0.222098350525,1.21256411076,3.53035473824,0.711910009384,0.342133522034,0.9011272192,0.693368434906,0.96573984623,-0.577785491943,1.72843194008,3.22592306137,0.0764499902725,-0.600399971008
5627,0.593164920807,0.237849995494,1.91864824295,-0.675550043583,-0.328722149134,1.196195364,1.80976676941,0.960503816605,0.191573530436,0.894389629364,0.0871759057045,-0.966109931469,-0.459974884987,0.445291548967,0.163306802511,-0.358749985695,-0.382750034332
5715,0.519818127155,0.177500009537,-0.256841063499,-0.474849998951,-0.0641398280859,0.103953249753,1.26036286354,0.189364477992,0.788654327393,0.689924120903,0.401846826077,0.961307585239,0.737726807594,0.367050528526,0.105454258621,-3.10985016823,0.0323999971151
4791,-0.600381135941,-1.28289997578,-1.25184285641,-0.21400000155,-0.768537342548,0.221003264189,3.12271690369,0.0588403344154,0.492716372013,0.13761870563,-0.595978021622,-1.02730762959,0.886180281639,0.224939823151,-0.386274456978,0.208200007677,-0.194000005722
56924,-0.00281759351492,0.511950016022,1.90293526649,0.651450037956,0.469295024872,-0.138607800007,0.404765933752,-0.400682598352,0.62635666132,-0.272889405489,0.494217813015,-0.483017683029,-0.0387858450413,-0.438443601131,0.504415035248,0.0275999903679,-1.14639997482
2690,0.930690765381,-0.562700033188,1.14366149902,0.38740003109,0.433047801256,-0.159515172243,-1.09503877163,0.475377380848,-1.0079870224,0.182708010077,0.699032008648,1.03749477863,-0.569643557072,-1.38129281998,-1.03631532192,-0.335049986839,-0.00694999098778
1019,0.127572625875,0.333599984646,-0.455002486706,0.0517999976873,0.436035305262,0.30244910717,1.12671732903,0.16103041172,-2.09181308746,0.227903306484,0.224904894829,0.406334549189,-2.19364333153,0.441685080528,-1.88515377045,0.21835000813,0.825450003147
51422,0.151857838035,-0.0349999964237,0.621018350124,-0.901549994946,0.263251245022,-0.796646893024,3.8631734848,0.117962598801,1.4633102417,0.143092542887,-0.116017833352,0.495786368847,0.754083573818,0.926845252514,-0.866975665092,-0.491799980402,-1.52565002441
5788,-0.825411677361,0.117749989033,-0.607307672501,0.389749974012,0.48326176405,-0.00920984148979,0.39528593421,0.188353359699,-0.488490343094,-0.963419914246,-0.283651888371,0.608648180962,0.867859125137,-0.000478714704514,-0.0783160626888,-0.0316499769688,-0.587399959564
6709,0.220446079969,-0.134499996901,0.477679133415,0.409599989653,0.239965558052,0.219200402498,1.6024326086,0.279090881348,1.66864967346,0.533524155617,0.0738095715642,0.0545993596315,-0.12813667953,0.519346356392,1.74567377567,-0.660749971867,-1.49520003796
1277,0.683568418026,-0.597900032997,0.903347671032,-0.174150004983,-0.1733712852,-1.26497840881,3.37076997757,0.198139041662,1.38537466526,-0.527334868908,-0.232944250107,-0.166982576251,0.0615421384573,-0.778770267963,2.61950802803,-0.808449983597,-0.161200016737
993,0.473874181509,-0.0329999923706,0.562447488308,0.388750016689,0.494456231594,0.682239830494,1.95589613914,-0.00668363273144,0.967323184013,0.528859436512,0.529316365719,0.380284965038,0.229543864727,0.819574713707,0.12579023838,-0.983349978924,-0.315799951553
7157,0.175149559975,-0.846000015736,1.82994627953,-0.833150029182,0.22960935533,0.12213049829,0.94709199667,0.152237892151,0.970382273197,-0.852549791336,0.858399510384,0.142687395215,0.592548370361,-0.326282590628,-0.189668059349,0.276749998331,0.355700016022
1958,-0.0640669390559,-0.915849983692,-0.046565502882,0.674950003624,-0.337040841579,-0.690865397453,2.7984392643,0.155966997147,0.299067437649,-0.340159475803,0.131708368659,-0.522968292236,-0.639053463936,-0.529046654701,0.490195989609,-1.15935003757,-2.91634988785
4582,0.788584709167,0.0320000015199,-0.289341181517,0.00539999455214,-0.155757188797,-0.468001157045,3.03278160095,-0.68925511837,0.194475516677,0.379106402397,-0.326585948467,-0.0434377938509,2.67619609833,1.00899481773,-0.0708835422993,0.226100027561,1.47889995575
9212,-0.178616508842,0.656049966812,1.01790750027,-1.21340000629,0.0598003268242,0.456903547049,0.34171807766,-0.129859611392,1.1435996294,-0.258638858795,-0.462275981903,-0.235363438725,0.623842835426,0.148026362062,-1.45420718193,0.280499994755,0.0154499858618
8440,0.317753642797,-0.52965003252,-0.0847519263625,0.241950005293,0.272118389606,0.131548374891,0.870496273041,-0.594898104668,-2.44607615471,0.210812091827,-0.186159029603,0.770807385445,-0.610493957996,0.887838721275,0.825551271439,0.570749998093,-0.133550047874
6790,0.713642239571,1.57494997978,0.478964686394,0.246399998665,-0.0582147166133,0.36829572916,1.76304578781,0.613496601582,1.99115514755,0.862462341785,0.282215118408,0.38056999445,0.840762376785,0.330264627934,0.0810651108623,-0.383500009775,-0.0708999931812
8851,0.116998285055,0.632250010967,-0.454427540302,0.581799983978,1.30659019947,0.884763658047,2.18852949142,0.56773430109,1.10722017288,0.587757229805,-0.145033895969,-0.27303892374,-0.208136349916,3.7431743145,0.514887571335,-0.316100001335,0.454349994659
2534,-0.563121378422,-0.693599998951,-0.172351270914,0.470200002193,0.304982751608,-0.705525994301,2.31112575531,-1.55161881447,0.509247660637,0.0905165150762,-0.175857335329,0.0306564122438,0.176324084401,-0.317975968122,-0.267953425646,0.366349995136,-0.19770000875
4893,0.0185878798366,-0.369399994612,0.316092282534,0.20094999671,0.134213685989,1.05792689323,1.4289624691,0.493686795235,0.989151895046,-0.347845226526,-0.250629335642,-0.341637581587,0.612025022507,-0.450897663832,-0.178326264024,0.404700011015,-0.196250006557
665,0.672582566738,0.762549996376,-0.5271884799,0.000550001859665,0.219581663609,-0.0897102802992,1.13436162472,0.551806807518,0.85532617569,-0.0513407438993,0.412649571896,0.241024658084,1.11497306824,-0.162999600172,-0.193834900856,-0.357150018215,0.648599982262
4313,-0.689459562302,0.240900009871,-0.865260660648,-0.88615000248,-0.235497355461,-0.154925197363,-0.800656139851,-0.413206130266,-1.73261618614,-0.960346698761,-1.1957296133,-0.53970682621,-0.233912527561,-0.729764521122,-0.775083303452,-0.397100001574,-0.823199987411
1022,0.696891188622,-0.401549994946,0.533838570118,-0.627949953079,-0.0686472803354,0.118218868971,1.53198099136,0.0419878587127,0.749095380306,0.485722213984,0.750433504581,0.522475242615,0.488442569971,-0.647134542465,0.453620135784,-0.387950003147,0.00394999980927
5880,0.198939681053,-0.190549999475,0.0302917063236,-0.601099967957,-0.410291790962,-0.141823917627,2.93627023697,0.595836400986,0.716043293476,0.185572087765,-0.393957108259,-0.350333929062,1.00578260422,0.664983272552,-0.197521477938,-0.667700052261,0.623449921608
3162,-0.316349089146,0.15775001049,-4.1542506218,-0.971049964428,0.138787537813,0.266691327095,-0.100216314197,-0.0221431404352,0.37727662921,-0.574711501598,-0.00654697418213,2.19906544685,-0.136737197638,-0.487387210131,-1.13753271103,1.93324995041,0.492699980736
1282,0.761946678162,0.0189500004053,1.32551372051,1.58809995651,0.404422670603,0.21229660511,-0.0349445641041,0.508348464966,-0.766861438751,0.203294098377,-0.577285170555,-0.397820234299,0.510493040085,-1.11076593399,-0.845267891884,-0.106450021267,0.140949994326
3383,-0.398184716702,-0.264349997044,-1.24927175045,-0.265799999237,0.197129413486,-0.786036789417,2.03655052185,-0.265007078648,-0.174883946776,0.245215207338,-0.555546283722,0.63305580616,0.494219779968,-0.660255134106,-0.0420056656003,-1.32754993439,-0.0847000032663
727,-0.207975715399,0.0154500007629,1.2319791317,0.332200020552,0.208832636476,0.829510569572,0.823514163494,4.305580616,1.11605083942,-0.524042844772,0.00282382965088,-0.398622900248,0.513514220715,-0.528456330299,0.226458400488,0.267100036144,-1.01440000534
4792,0.707626461983,0.367200016975,1.77395820618,0.44960001111,-0.724799394608,0.144843325019,0.479739665985,-0.346807420254,1.46225547791,-1.4991312027,0.117377355695,-0.338472664356,0.337938725948,0.445929944515,0.814471662045,-0.186049997807,1.36049997807
4794,-0.594421684742,0.321600019932,-0.197217643261,-0.509299993515,-0.417890757322,0.459686160088,0.880524754524,-0.223008066416,0.398257136345,-0.515787243843,-0.266671419144,-0.965165495872,0.881444215775,-0.481029093266,-1.17470371723,1.28869998455,-0.624050021172
