rid,CPC006_A375_6H:BRD-K18849474-001-01-0:79.44,CPC006_A375_24H:BRD-K18849474-001-01-0:79.44,CPC006_A549_6H:BRD-K18849474-001-01-0:79.44,CPC006_A549_24H:BRD-K18849474-001-01-0:79.44,CPC006_A673_6H:BRD-K18849474-001-01-0:79.44,CPC006_AGS_6H:BRD-K18849474-001-01-0:79.44,CPC006_CL34_6H:BRD-K18849474-001-01-0:79.44,CPC006_CORL23_6H:BRD-K18849474-001-01-0:79.44,CPC006_COV644_6H:BRD-K18849474-001-01-0:79.44,CPC006_DV90_6H:BRD-K18849474-001-01-0:79.44,CPC006_EFO27_6H:BRD-K18849474-001-01-0:79.44,CPC006_HA1E_6H:BRD-K18849474-001-01-0:79.44,CPC006_HA1E_24H:BRD-K18849474-001-01-0:79.44,CPC006_HCC15_6H:BRD-K18849474-001-01-0:79.44,CPC006_HCC515_6H:BRD-K18849474-001-01-0:79.44,CPC006_HCC515_24H:BRD-K18849474-001-01-0:79.44,CPC006_HCT116_6H:BRD-K18849474-001-01-0:79.44,CPC006_HEC108_6H:BRD-K18849474-001-01-0:79.44,CPC006_HEPG2_6H:BRD-K18849474-001-01-0:79.44,CPC006_HT29_6H:BRD-K18849474-001-01-0:79.44,CPC006_HT29_24H:BRD-K18849474-001-01-0:79.44,CPC006_JHUEM2_6H:BRD-K18849474-001-01-0:79.44,CPC006_LOVO_6H:BRD-K18849474-001-01-0:79.44,CPC006_MCF7_6H:BRD-K18849474-001-01-0:79.44,CPC006_MCF7_24H:BRD-K18849474-001-01-0:79.44,CPC006_MDST8_6H:BRD-K18849474-001-01-0:79.44,CPC006_NCIH1694_6H:BRD-K18849474-001-01-0:79.44,CPC006_NCIH1836_6H:BRD-K18849474-001-01-0:79.44,CPC006_NCIH2073_6H:BRD-K18849474-001-01-0:79.44,CPC006_NCIH508_6H:BRD-K18849474-001-01-0:79.44,CPC006_NCIH596_6H:BRD-K18849474-001-01-0:79.44,CPC006_NOMO1_6H:BRD-K18849474-001-01-0:79.44,CPC006_OV7_6H:BRD-K18849474-001-01-0:79.44,CPC006_PC3_6H:BRD-K18849474-001-01-0:79.44,CPC006_PC3_24H:BRD-K18849474-001-01-0:79.44,CPC006_PL21_6H:BRD-K18849474-001-01-0:79.44,CPC006_RMGI_6H:BRD-K18849474-001-01-0:79.44,CPC006_RMUGS_6H:BRD-K18849474-001-01-0:79.44,CPC006_SKLU1_6H:BRD-K18849474-001-01-0:79.44,CPC006_SKM1_6H:BRD-K18849474-001-01-0:79.44,CPC006_SKMEL1_6H:BRD-K18849474-001-01-0:79.44,CPC006_SKMEL28_6H:BRD-K18849474-001-01-0:79.44,CPC006_SNGM_6H:BRD-K18849474-001-01-0:79.44,CPC006_SNU1040_6H:BRD-K18849474-001-01-0:79.44,CPC006_SNUC4_6H:BRD-K18849474-001-01-0:79.44,CPC006_SNUC5_6H:BRD-K18849474-001-01-0:79.44,CPC006_SW480_6H:BRD-K18849474-001-01-0:79.44,CPC006_SW620_6H:BRD-K18849474-001-01-0:79.44,CPC006_SW948_6H:BRD-K18849474-001-01-0:79.44,CPC006_T3M10_6H:BRD-K18849474-001-01-0:79.44,CPC006_THP1_6H:BRD-K18849474-001-01-0:79.44,CPC006_TYKNU_6H:BRD-K18849474-001-01-0:79.44,CPC006_U937_6H:BRD-K18849474-001-01-0:79.44,CPC006_VCAP_6H:BRD-K18849474-001-01-0:79.44,CPC006_VCAP_24H:BRD-K18849474-001-01-0:79.44,CPC006_WSUDLCL2_6H:BRD-K18849474-001-01-0:79.44,CPC006_H1299_6H:BRD-K18849474-001-01-0:79.44,CPC006_RKO_6H:BRD-K18849474-001-01-0:79.44
5720,-1.71516239643,-0.145303726196,-0.44022628665,0.0599799454212,0.974099993706,-0.476599991322,-1.51840007305,-0.561049997807,0.546249985695,0.724799990654,-0.649749994278,-1.30494070053,0.00401710160077,-0.390965342522,-1.36109876633,-0.658609926701,0.222199976444,0.261799156666,0.584123015404,0.164555683732,-0.450598746538,0.176649987698,-0.607849955559,0.133941471577,0.291097521782,-0.885900020599,0.0541500151157,-0.662000000477,-1.13645005226,0.000699996948242,-0.0486499965191,-0.614149987698,-0.320150017738,-0.413103282452,0.375072300434,-0.336149990559,-0.567200005054,0.498207569122,-1.09230005741,0.142250001431,0.047900006175,0.157649993896,0.170499995351,0.733950018883,0.136850014329,0.313400000334,0.0712999999523,-0.0844061300159,0.120400905609,1.36459994316,0.572600007057,1.20200002193,0.476899981499,-0.958388447762,0.656336963177,-0.365200012922,-1.04135000706,0.0399000048637
466,-1.28696191311,-0.101335890591,0.187176331878,-0.363267064095,1.16735005379,0.00659999996424,-0.131650000811,-0.968299984932,-0.0610499978065,0.643150031567,-0.331000000238,-0.134252712131,0.358748853207,0.199798688293,-1.30285739899,-0.1102540344,0.180200010538,0.561375558376,0.34356546402,-0.170541331172,-0.0603589117527,-1.702450037,-1.18640005589,-0.592727005482,0.270230919123,-0.351900011301,-0.629299998283,-0.187550008297,-0.885550022125,-0.607149958611,-2.07500004768,-0.0909499973059,-2.28640007973,-0.214638113976,-0.208063736558,-0.460350036621,-0.449599981308,-1.12876629829,-2.71669983864,-2.32124996185,0.273550003767,0.179000005126,0.0785000026226,-1.89075005054,-0.186900019646,0.217500001192,-1.25189995766,-1.6094725132,0.585121512413,-2.93950009346,0.270550012589,-1.3056999445,-1.80385005474,-0.469109863043,1.15271246433,-2.44264984131,-2.11934995651,-0.0579000115395
6009,-1.52168178558,0.332340538502,-0.0070905983448,-0.994372785091,0.0843499973416,0.109799981117,-1.25970005989,0.0261000096798,0.0401000007987,-0.871299982071,-0.885599970818,-1.03388297558,0.263558745384,-0.364462077618,-0.788579463959,-0.349730104208,0.0827500075102,0.836635887623,1.34766829014,-0.0605655759573,0.0901581272483,0.884299993515,-1.36255002022,-0.0929427593946,0.0730974301696,-0.844500005245,0.35514998436,-0.52874994278,-1.14985001087,-0.613499999046,-1.49269998074,0.471550017595,-0.903599977493,-0.438846707344,-0.369567573071,0.107949972153,1.19394993782,-0.286130607128,-0.740350008011,-0.0327999889851,-0.544749975204,-0.776199996471,1.11354994774,0.831900000572,0.522849977016,-0.522800028324,0.144450008869,0.267267167568,0.36913767457,-0.938099980354,-0.514299988747,0.107000000775,0.0203499943018,-0.598874211311,0.118030078709,1.10249996185,-0.365750014782,0.845600008965
2309,1.06097948551,-0.339925140142,-0.45306032896,-0.261116445065,-0.463099986315,-0.563449978828,-0.244199991226,-0.804600000381,0.0942499637604,-0.900399982929,0.282399982214,-0.674719631672,-0.794717133045,-0.179736539721,1.20349121094,-0.154467180371,1.29935002327,0.421904653311,-0.67996352911,-0.584258615971,-0.514388084412,0.164199993014,-0.385349988937,-0.83744841814,-0.45638564229,0.276849985123,0.0921999961138,-0.449449986219,0.933399915695,0.347299993038,-0.793699979782,-0.629199981689,-0.0641500353813,0.0147140584886,-0.155365049839,0.258950024843,0.0586499869823,2.28182435036,-0.165899991989,0.181999996305,0.121800005436,-1.11575007439,-0.983299970627,-0.00830000638962,0.114749997854,-0.480699986219,-1.54715001583,0.594188094139,-0.338340699673,2.46399998665,-0.546450018883,-2.15750002861,0.470550000668,-0.7453956604,-1.7680478096,0.137950003147,-0.262250006199,-0.735650002956
387,-1.04430782795,-0.346165835857,-0.161733716726,-0.347851514816,0.109700009227,0.752099990845,-0.00325000006706,-0.61284995079,0.0680999979377,-0.332050025463,-0.0285999923944,-1.21629202366,0.66936892271,-0.0877456441522,-0.830127716064,-1.18157124519,0.176000013947,1.18558263779,0.017207056284,-1.30667078495,0.157989948988,0.041400000453,-0.920850038528,-1.12930715084,-0.668569147587,-0.0236999988556,-0.634150028229,-0.966700017452,1.42455005646,0.568899989128,-0.771899998188,-0.297149986029,-0.308999985456,-1.72357738018,-1.62128245831,0.728550076485,1.25160002708,2.10757064819,-0.773249983788,-0.0202500037849,-0.976099967957,-0.545949995518,-0.460900008678,0.0108499974012,1.57044994831,-0.712300002575,0.67610001564,0.604325890541,0.0339833907783,2.13919997215,-0.445700019598,0.416399985552,0.0487499982119,-0.524995446205,0.223219513893,0.895650029182,0.361200004816,-1.67315006256
3553,0.452432841063,-0.380302578211,-0.0574800223112,-0.434538573027,-0.35095000267,-0.252500027418,0.496050000191,-0.0230499953032,-0.243099987507,-0.039450019598,0.246349990368,0.291359990835,0.0272598974407,-0.24247649312,-0.065921664238,0.12024898082,-0.611199975014,-0.43931299448,0.880942702293,0.100299097598,0.254631429911,0.0807000100613,0.296949982643,0.244529485703,1.43245601654,0.213249996305,-0.276300013065,-0.770699977875,-0.097199998796,0.66840004921,0.227099984884,-0.224799990654,0.504499971867,1.1242814064,0.704049050808,0.167450010777,0.106200009584,1.45856535435,-0.126750022173,-0.430950045586,0.159299999475,1.35255002975,-0.0184500217438,0.254449993372,-0.853350043297,-0.134900003672,1.47119998932,0.187764972448,-0.0708834379911,1.94830000401,0.429750025272,0.0948999971151,0.453049987555,0.350062936544,-0.554539144039,-0.819150030613,0.394749999046,0.559100031853
427,-0.134489774704,-0.345443099737,0.723174333572,-0.684760570526,0.135550007224,-0.279100000858,0.307349979877,-1.54124999046,0.121950000525,0.452150017023,-0.373250007629,0.0912126749754,-0.0166458953172,0.412516176701,0.213695794344,0.398444235325,-0.567099988461,0.0860131680965,-0.0853357389569,-0.0412982404232,-0.518306434155,-2.12809991837,-0.40545001626,-0.157795384526,-0.565233767033,-2.11400008202,-0.206799998879,0.408200025558,-0.325749993324,-0.954300045967,-0.650699973106,1.13660001755,-1.47609996796,0.229240134358,-0.187691032887,-0.846949934959,-0.039549998939,-0.55419498682,0.304100036621,-1.06299996376,0.19580000639,-0.737900018692,-1.21079993248,-0.518299996853,-0.555000007153,-0.0929000005126,-0.767350018024,-0.813476622105,0.273474156857,-1.60109996796,0.510450005531,-1.23660004139,-1.55300009251,0.522335827351,1.23009455204,-1.18639993668,-0.484699994326,-0.108550004661
5898,-1.77817761898,-0.221360906959,-0.40404650569,0.102868676186,-0.39280000329,0.684000015259,-0.372749984264,-0.513049960136,-0.0881000012159,-0.335249990225,-0.407099992037,-0.583843529224,0.170736864209,-0.423758089542,-3.69169521332,-0.691686451435,-0.566749989986,0.244578629732,0.0366847813129,-0.0568400397897,-0.348583370447,-0.539749979973,0.265049993992,-0.421548992395,-0.376527965069,-0.589150011539,-0.960700035095,0.27815002203,-0.865999996662,-1.68285000324,0.0393999814987,-1.54659998417,-0.18029999733,0.03999607265,-0.443579643965,-1.38580000401,-0.717700004578,-3.5443880558,-0.645900011063,-1.83625006676,0.59944999218,-1.84494996071,0.862450003624,-2.61059999466,-1.00119996071,-0.243000000715,-0.983049988747,-0.540629982948,-0.0686072558165,-2.78740000725,-0.790149986744,-0.316399991512,-0.422199994326,-0.69812732935,-0.590081572533,-0.528750002384,0.618849992752,0.0773999989033
23365,1.23781204224,0.375302791595,0.542490959167,0.400195121765,-0.275250017643,0.565050005913,-0.109049990773,1.23594999313,-0.0197999998927,0.0595500171185,0.359400004148,-0.209533318877,-0.0103208273649,0.660156190395,-0.349131166935,-0.0562080442905,-0.813250005245,0.766628503799,-0.186553254724,-1.01972281933,0.477025806904,0.508199989796,0.514349997044,0.284551084042,-0.14312043786,-0.857649981976,-0.303000003099,0.489800035954,1.82199990749,0.653699994087,0.408050000668,-0.213900029659,-0.792700052261,0.0845499485731,-0.663308918476,0.677649974823,0.347699999809,-1.57074308395,1.65289998055,0.309949994087,0.454900026321,0.45814999938,0.755899965763,0.629649996758,0.89954996109,1.43239998817,-0.400950014591,-0.0207684636116,0.654924452305,-1.20759999752,0.828800022602,1.36510002613,0.498899996281,0.49270555377,-1.48404836655,-1.1835000515,0.910799980164,-0.254199981689
6657,0.641354203224,-0.0542456954718,-1.35076129436,-0.765603423119,0.748350024223,-0.637600004673,1.11590003967,-0.0828500017524,0.269499987364,-0.280449986458,0.109650015831,0.141656920314,0.529464185238,0.64625453949,-0.311269491911,0.80704331398,-1.32809996605,-0.874653339386,-0.380989074707,0.33462792635,0.391265332699,-0.2200999856,1.47519993782,0.0633144676685,0.954986572266,-0.501950025558,0.637399971485,0.847049951553,0.00554999709129,0.0860999971628,0.581550002098,0.287999987602,0.663650035858,0.444187879562,0.332277238369,0.436450004578,0.0612500011921,1.05304861069,1.00265002251,-0.236699968576,0.0079500079155,0.705099999905,0.042999997735,0.26060000062,-0.399950027466,-0.29929998517,0.667450010777,-0.516878068447,0.100880920887,2.46129989624,0.39099997282,-0.635699987411,-0.373800009489,0.563239097595,-0.354256600142,-1.32060003281,0.434200018644,-0.300999999046
