rid,CPC009_A375_6H:BRD-K11540476-001-05-1:10,CPC009_A549_6H:BRD-K11540476-001-05-1:10,CPC009_A549_24H:BRD-K11540476-001-05-1:10,CPC009_HA1E_6H:BRD-K11540476-001-05-1:10,CPC009_HCC515_6H:BRD-K11540476-001-05-1:10,CPC009_HEPG2_6H:BRD-K11540476-001-05-1:10,CPC009_HT29_6H:BRD-K11540476-001-05-1:10,CPC009_MCF7_6H:BRD-K11540476-001-05-1:10,CPC009_MCF7_24H:BRD-K11540476-001-05-1:10,CPC009_PC3_6H:BRD-K11540476-001-05-1:10,CPC009_PC3_24H:BRD-K11540476-001-05-1:10,CPC013_A375_6H:BRD-K11540476-001-04-4:10,CPC013_A549_6H:BRD-K11540476-001-04-4:10,CPC013_A549_24H:BRD-K11540476-001-04-4:10,CPC013_ASC_24H:BRD-K11540476-001-04-4:10,CPC013_HA1E_6H:BRD-K11540476-001-04-4:10,CPC013_HCC515_6H:BRD-K11540476-001-04-4:10,CPC013_HEPG2_6H:BRD-K11540476-001-04-4:10,CPC009_VCAP_6H:BRD-K11540476-001-05-1:10,CPC009_VCAP_24H:BRD-K11540476-001-05-1:10,CPC013_HT29_6H:BRD-K11540476-001-04-4:10,CPC013_MCF7_6H:BRD-K11540476-001-04-4:10,CPC013_MCF7_24H:BRD-K11540476-001-04-4:10,CPC013_NEU_24H:BRD-K11540476-001-04-4:10,CPC013_NPC_24H:BRD-K11540476-001-04-4:10,CPC013_PC3_6H:BRD-K11540476-001-04-4:10,CPC013_PC3_24H:BRD-K11540476-001-04-4:10,CPC013_SKB_24H:BRD-K11540476-001-04-4:10,CPC013_VCAP_6H:BRD-K11540476-001-04-4:10,CPC013_VCAP_24H:BRD-K11540476-001-04-4:10
5720,1.15643441677,-0.191598385572,1.03890001774,0.356783509254,0.41822513938,0.272185087204,0.193840771914,-0.911869108677,0.0299500003457,-0.396352678537,0.246777877212,-0.249586343765,-0.548150002956,0.567771196365,-0.738320887089,-0.349184751511,-0.513934731483,0.49223190546,-0.258509993553,-0.0915443748236,-0.34059381485,-0.666082799435,-0.0153088197112,-0.837450027466,0.392616033554,0.36013558507,0.572040975094,-0.475414037704,-0.919904589653,-0.255115836859
466,0.726858556271,0.605125308037,0.551750004292,1.12590384483,1.06109595299,0.855566501617,-1.24783241749,0.431857168674,0.746749997139,0.473312169313,-1.17749011517,1.30744934082,-1.47479999065,0.543175518513,-0.440786540508,-0.564055502415,-0.214825823903,0.144528016448,0.117556490004,-0.355400621891,-0.204164758325,0.321120738983,-0.113105490804,0.176999986172,-0.625172376633,-0.176499143243,-0.187417194247,0.0815813094378,-1.05027937889,-0.0426301471889
6009,0.375409066677,0.137580960989,0.191350013018,0.552437365055,0.608104348183,1.0504219532,0.0746503919363,0.318609476089,-0.843699991703,-0.0307091735303,-0.00947710871696,-1.00186979771,-0.773849964142,0.315058499575,-0.81106865406,-1.9942201376,-0.164770960808,0.196158260107,-0.00438014417887,-0.454969882965,-0.8048376441,-0.0998246446252,-0.986699342728,-0.28409999609,0.0566639006138,-0.00139996409416,-0.244378834963,0.793706178665,-1.14895510674,-0.251819252968
2309,0.171346962452,-0.307750821114,1.16949999332,0.653550505638,-0.0694060176611,-0.531777381897,-0.856004714966,-0.406691789627,-0.013749986887,1.06945419312,-0.0585713274777,0.162907779217,0.26574999094,-0.160301670432,-1.58241188526,0.13955925405,0.716682553291,0.333888918161,0.65792298317,-0.341836124659,-0.552196800709,-0.0833774656057,0.0628903433681,0.751399993896,-0.1068161726,2.15084648132,-0.066291205585,-0.130777284503,-0.687382817268,0.964209377766
387,0.415277272463,0.615348398685,0.591500043869,-0.198202937841,0.768136620522,-0.140389725566,1.06763327122,1.15048539639,0.332899987698,1.73240172863,-0.392868667841,2.13554024696,-1.49830007553,1.24893271923,-0.584220290184,-0.337427854538,-1.09767889977,0.614252686501,-0.0227500516921,-1.97321915627,-1.24829936028,-0.294518858194,-0.474647015333,-0.278500020504,1.66880631447,-0.173994630575,0.923238933086,1.20623230934,-1.06279826164,0.0561977215111
3553,-1.00503158569,-1.40558767319,-0.0536000132561,-1.9442551136,-0.24375474453,0.356454968452,-0.932307124138,1.02560186386,0.14509999752,0.317223459482,0.476869255304,-0.649670362473,0.824949979782,-0.698510289192,-0.0465264245868,0.14482691884,1.07068109512,-0.92360329628,-0.970252931118,-0.340354382992,-0.591598987579,-0.589101374149,-0.238231390715,0.414149969816,0.171116396785,0.183711498976,0.352424710989,-0.20803552866,0.886709153652,0.214789777994
427,0.289299547672,0.688890457153,-0.266900002956,-0.864917993546,0.65272796154,0.839687824249,-0.00828173942864,0.134477347136,-0.0804000049829,-0.49950414896,-0.327673256397,4.29636383057,-0.569549977779,-0.441081225872,0.134852021933,0.382985293865,1.95344185829,-0.615161061287,-0.139653176069,0.656406462193,0.758869349957,-0.19161850214,-1.07381129265,0.986349999905,0.392402589321,-0.278397530317,-0.185838520527,-0.029688373208,-1.03001523018,-0.00795064121485
5898,0.668702244759,-0.225713461637,-1.44414997101,-0.727428793907,0.815788030624,1.10305738449,-0.687350809574,-0.387679487467,-0.0817999988794,0.659792900085,-1.47841441631,0.349939703941,0.21305000782,-1.47957241535,-0.813030779362,-0.279288232327,1.14299583435,-0.188452720642,0.878709435463,0.118510633707,-0.698448359966,0.359247744083,-0.15113581717,0.236750006676,-0.925839304924,-0.819491803646,-0.858245790005,0.12147308141,-0.62096196413,-0.129524275661
23365,0.0304727852345,-0.210203230381,-1.35234999657,-0.387934207916,0.198961928487,-0.0973028838634,0.106157079339,-0.843716979027,-0.0417499989271,1.11416912079,0.411929130554,0.493694990873,-0.317149996758,0.00230604410172,-0.631467759609,0.451313465834,0.317179769278,0.10207990557,-0.873807787895,-0.260484039783,-0.752586960793,-1.93159532547,0.277406543493,0.145150005817,-0.0320843085647,-0.377157509327,-0.0472997277975,0.418310970068,-0.269635766745,0.0560573488474
6657,-0.627433776855,-1.04125726223,0.959600031376,-1.97097039223,-0.0145086254925,-0.110231310129,-0.570676445961,0.548271477222,0.0120500028133,0.159817665815,0.160912796855,-1.29831707478,1.20015001297,-1.91508865356,0.535628378391,0.661427378654,1.60150945187,-1.08252441883,-0.645663678646,0.286307811737,0.195779144764,0.41064041853,-0.0490045025945,0.0722000300884,0.630594611168,0.931622028351,-1.1498221159,-0.630744218826,0.703909516335,0.581431031227
