rid,DOS022_VCAP_6H:BRD-K93584503-004-02-8:5,DOS022_VCAP_24H:BRD-K93584503-004-02-8:5,DOS045_A549_24H:BRD-K93584503-004-02-8:5,DOS045_HT29_24H:BRD-K93584503-004-02-8:5
5720,0.508189678192,-0.202586293221,0.510410785675,0.319600015879
466,1.02594065666,-3.54719281197,-0.202247902751,0.206450000405
6009,-0.258906185627,-0.0600193291903,0.727412879467,-0.64509999752
2309,0.206881150603,0.733444333076,-0.42560839653,-2.53320002556
387,-0.0713750272989,-0.0597182288766,-0.479860842228,0.193849980831
3553,-0.811193168163,-0.877510845661,-0.255069553852,-0.027999997139
427,-0.805884480476,-0.146175786853,0.00935184955597,-0.0748499929905
5898,0.332978188992,-0.0228608250618,-1.04834914207,-0.0802000164986
23365,-0.259132266045,-0.0155046582222,0.911885499954,-1.05250000954
6657,-0.633004426956,-0.8100669384,-0.658381521702,-0.746649980545
5054,-0.236745297909,0.993251383305,0.134944558144,0.534749984741
3108,-0.35121178627,3.71391534805,1.57355237007,1.25975000858
1950,0.289996445179,-0.0499846339226,-0.185356885195,0.487550020218
351,0.514481723309,0.393161833286,0.445090830326,-0.293099999428
4846,0.714968800545,0.774185657501,0.868814468384,0.157649993896
1452,-0.577888727188,-0.696515440941,1.53864920139,0.419800013304
4776,-0.911152482033,-0.221781551838,-0.322456121445,0.345299959183
6908,0.468342959881,0.424459725618,1.03110074997,0.251600027084
672,0.634674608707,1.21108615398,0.325787484646,-1.03200006485
5710,-0.33360850811,1.05703830719,-0.653856873512,1.08914995193
2115,-0.302449524403,-0.0199629943818,-1.23568952084,1.03325009346
7015,-0.151950716972,-0.0531406216323,-0.27386572957,0.288049995899
8726,2.92233991623,-0.170815214515,0.15610358119,0.168850004673
2185,-0.883750975132,-0.997464001179,-0.30731356144,0.310800015926
3315,0.177628576756,0.261740505695,-0.555710971355,0.160550013185
5289,-0.0327912569046,-0.362955927849,0.455172717571,1.28684997559
868,-1.13428533077,0.407370686531,1.55411148071,0.813699960709
1677,-0.57631957531,-0.0972702354193,0.50943428278,0.0417999923229
7043,-1.21012234688,-0.170065611601,0.0563149452209,-1.06220006943
5613,-0.982988893986,-0.208607941866,-0.867358446121,-0.17245003581
595,-0.133339479566,0.762323021889,1.06127536297,-0.962799966335
4793,-0.100576534867,0.512712836266,-0.354243993759,1.17949998379
2736,-0.552171230316,-0.636040508747,0.0792922899127,0.749799966812
5290,-0.47334510088,-0.250139653683,-0.418877094984,0.528999984264
6194,-0.268684446812,0.0,-0.076326392591,0.0
1676,-1.66640365124,-0.321563243866,0.0302374362946,-0.461649984121
23512,0.572563409805,-0.150266468525,0.517723977566,-0.178399994969
148022,-0.563690602779,-0.46642819047,-0.684096038342,-0.309300005436
1906,-1.63236618042,-1.12643826008,-0.0176694244146,0.85799998045
8878,0.660513103008,1.37135624886,-0.0557836741209,-0.320799946785
3091,-1.01824879646,0.414728462696,-0.916794121265,-0.693799972534
5743,-0.218382313848,-0.089881747961,0.153595119715,-0.0650500059128
5321,-0.394696414471,-0.138936325908,-0.954181015491,-0.79699999094
4144,0.332483142614,-1.50801229477,-1.7669980526,-0.668349981308
1981,-0.043256431818,0.35211545229,-0.506487607956,1.85895001888
695,0.376597613096,0.5236312747,1.55326998234,1.35555005074
