rid,DOS057_A375_24H:BRD-K17996849-001-01-8:5,DOS057_A549_24H:BRD-K17996849-001-01-8:5,DOS057_HT29_24H:BRD-K17996849-001-01-8:5,DOS057_MCF7_24H:BRD-K17996849-001-01-8:5,DOS057_PC3_24H:BRD-K17996849-001-01-8:5,MUC.CP001_MCF7_6H:BRD-K17996849-001-01-8:9.9987,MUC.CP001_MCF7_6H:BRD-K17996849-001-01-8:3.3329,MUC.CP001_MCF7_6H:BRD-K17996849-001-01-8:1.111,MUC.CP001_MCF7_6H:BRD-K17996849-001-01-8:0.3703,MUC.CP001_MCF7_24H:BRD-K17996849-001-01-8:9.9987,MUC.CP001_MCF7_24H:BRD-K17996849-001-01-8:3.3329,MUC.CP001_MCF7_24H:BRD-K17996849-001-01-8:1.111,MUC.CP001_MCF7_24H:BRD-K17996849-001-01-8:0.3703,MUC.CP001_NKDBA_24H:BRD-K17996849-001-01-8:9.9987,MUC.CP001_NKDBA_24H:BRD-K17996849-001-01-8:3.3329,MUC.CP001_NKDBA_24H:BRD-K17996849-001-01-8:1.111,MUC.CP001_NKDBA_24H:BRD-K17996849-001-01-8:0.3703
5720,-0.10055000335,-2.34419989586,-0.921422302723,-1.14654994011,0.809699952602,-1.0480376482,0.568928420544,-0.347770869732,-1.26550590992,-0.142084747553,0.578899979591,1.62879478931,0.435699284077,0.10080332309,-0.0959999859333,0.747974395752,0.187493681908
466,0.540700018406,0.462650001049,-2.05025863647,-0.475749999285,-0.112900003791,-0.0720562189817,0.450550377369,0.280375182629,0.883516967297,0.801458060741,0.631850004196,0.777668476105,1.42338299751,0.319201648235,0.792750000954,0.972539424896,0.689158082008
6009,-0.256850004196,-0.778800010681,-0.806114494801,-0.309399992228,0.776499986649,-0.764972984791,-0.266636788845,-0.255721688271,0.230815932155,-0.330974459648,-0.523149967194,0.642401993275,0.675782322884,-1.43590652943,-1.24059998989,-0.915191709995,-0.0693218111992
2309,0.646399974823,0.400000035763,-0.843214094639,1.78925001621,1.16854989529,0.913935899734,-0.63261950016,-0.899728417397,-0.0396887511015,0.128145128489,-0.630750000477,-0.493486046791,-0.19043186307,0.928987383842,-0.248149991035,0.794127583504,-0.0359404683113
387,-0.388349980116,-0.110800012946,-1.23824429512,0.274650037289,-0.73734998703,-0.35322919488,-0.429829627275,2.77730536461,0.754179894924,-0.698699951172,-0.626549959183,0.0249638818204,0.0806809961796,-0.669976711273,-1.17215001583,-1.3407586813,0.0250614210963
3553,-0.616150021553,0.74749994278,0.976552903652,2.0570499897,-0.780700027943,0.817243814468,-0.335289120674,-0.612397432327,-0.274920523167,-0.661636352539,0.622500002384,-0.535670638084,-0.969466567039,-0.881105184555,0.0353499948978,-0.894063830376,-1.25095963478
427,0.134149998426,1.18919992447,0.173878982663,1.80505001545,0.0180000066757,-1.3231716156,0.948141157627,-0.359839051962,-0.501451909542,-0.239758208394,-0.264550000429,0.45924898982,0.0912532508373,0.933069646358,0.924499988556,-5.31598854065,0.421078711748
5898,0.428350001574,-0.421099990606,-0.699906885624,-0.592350006104,0.462199985981,0.203725486994,0.560252845287,0.553540825844,0.551401853561,0.274899750948,-0.73449999094,-0.0642960369587,0.284439116716,2.2624001503,1.10979998112,1.10757184029,-0.255860805511
23365,-0.721850037575,0.770799994469,0.843346118927,0.105599999428,-0.498049974442,-0.736685395241,-0.992860198021,3.56199979782,-1.06940841675,0.509516477585,0.546550035477,-0.839448213577,-1.03436994553,-0.474600940943,-0.073399990797,-0.78896856308,0.0415449924767
6657,-0.312550008297,0.266749978065,0.405900657177,2.31839990616,-0.134099960327,0.237418144941,-0.209905743599,-0.378429502249,-0.724225699902,-0.350932955742,0.36210000515,-0.750819802284,-1.06532156467,-1.11393177509,-0.00850000977516,-0.5142531991,-1.12055492401
5054,-0.162000000477,0.717849969864,-4.45043039322,-0.684100031853,-0.147050023079,0.388170897961,0.18913577497,0.0687389373779,0.0617796257138,-0.642696261406,-0.701349973679,1.45597171783,-0.755940377712,1.91112434864,0.792600035667,-0.237024769187,0.997585475445
3108,0.718949973583,1.22219991684,-0.451167345047,2.70414996147,0.469099998474,-0.733557999134,3.44398117065,0.24116897583,-0.331441819668,1.47704589367,0.118200004101,0.589243173599,-0.859128117561,0.567042946815,-0.171949982643,0.530528128147,-0.389464735985
1950,0.453150004148,1.72620010376,-0.0851936489344,2.92344999313,0.570999979973,-0.611170113087,1.1042201519,-0.599850356579,0.133214876056,-0.0835030004382,-0.521849989891,0.0782550275326,-1.06484544277,-0.316569268703,-0.85205000639,0.792489945889,-0.842689335346
351,0.481849998236,1.57309997082,0.573314011097,1.00325000286,0.960899949074,0.392266869545,0.767323613167,-0.471782207489,-0.202178448439,-0.169137552381,0.763899981976,-0.0787381604314,-0.751950442791,-0.0943013057113,0.00065000000177,0.0478132404387,-0.264115035534
4846,0.603649973869,0.807799994946,0.595283806324,1.82289993763,-0.33630001545,0.847650527954,-0.195348486304,0.653071641922,0.782144904137,-0.417499989271,2.36735010147,-0.177705913782,-0.327562063932,0.350889742374,-0.136299997568,-0.164485543966,-0.451121300459
1452,0.0414499938488,-0.0501499921083,-1.61496949196,-1.82095003128,-0.633249998093,-0.0235693454742,0.142321974039,0.992930650711,0.983886957169,0.542243421078,-1.43234992027,-0.816664874554,-0.218574762344,-1.79563581944,0.0164500027895,0.481844455004,-0.580586850643
4776,0.0798999965191,0.896350026131,1.83850061893,3.23519992828,-0.309149980545,0.393078118563,0.253475725651,-0.35951423645,-0.78083139658,-0.410709291697,-0.225299984217,-0.281622290611,0.687995553017,-0.757469534874,-0.53845000267,-0.280485749245,-1.05764663219
