rid,DOS030_VCAP_6H:BRD-K61001510-001-01-0:4.99,DOS030_VCAP_24H:BRD-K61001510-001-01-0:4.99,DOS034_A375_24H:BRD-K61001510-001-01-0:4.99,DOS034_A549_24H:BRD-K61001510-001-01-0:4.99,DOS034_HT29_24H:BRD-K61001510-001-01-0:4.99,DOS034_MCF7_24H:BRD-K61001510-001-01-0:4.99,DOS034_PC3_24H:BRD-K61001510-001-01-0:4.99,DOSBIO002_A375_24H:BRD-K61001510:9.98494,DOSBIO002_HT29_24H:BRD-K61001510:9.98494,DOSBIO002_PC3_24H:BRD-K61001510:9.98494,DOSBIO002_MCF7_24H:BRD-K61001510:9.98494,DOSBIO002_NEU_24H:BRD-K61001510:9.98494,DOSBIO002_NPC_24H:BRD-K61001510:9.98494
5720,-1.68001818657,-0.242595538497,-0.123866677284,-0.325477421284,1.05820000172,0.242835432291,-0.168924719095,-0.76718711853,-0.249850004911,-1.29997968674,-0.0357348918915,3.24950003624,1.43790352345
466,-1.23412299156,-1.30650007725,-0.351433336735,0.150983765721,0.459200024605,-0.29037719965,1.02738165855,-2.09537529945,0.868900001049,-1.16487789154,-0.891341090202,0.087249994278,-1.48647773266
6009,-0.637802124023,0.0720094814897,0.616966664791,0.795201182365,0.476350009441,0.646165370941,0.446172893047,1.16707897186,1.60979998112,1.03971064091,2.5905649662,1.98345005512,0.389713943005
2309,-0.885902047157,0.768084466457,0.770300030708,-1.08653724194,0.478699982166,-0.277307033539,-0.387170165777,1.37350869179,1.70840001106,-0.702709794044,0.773522734642,0.452099978924,-0.633534252644
387,-2.35142540932,0.0728983283043,0.907833337784,-1.26646399498,0.489550024271,0.204606160522,-1.38817930222,-1.78043437004,-0.530950009823,-1.25725865364,-1.49239563942,-1.29595005512,-2.73772764206
3553,0.150342732668,2.69459676743,0.0384666696191,-0.945234656334,-1.02464997768,0.830466330051,4.19286680222,-1.41319465637,-1.2677000761,0.0744061470032,0.228397235274,-0.703700006008,1.21115922928
427,0.241915568709,-0.823620915413,-0.114633329213,0.687786459923,-0.695850014687,0.335763692856,0.116757720709,2.72163724899,-1.98185002804,4.32616138458,3.25858020782,0.368900001049,0.772627353668
5898,-1.14626562595,-1.34683513641,-1.81343340874,-0.557038426399,-0.817149996758,-0.72916662693,-3.20386362076,-1.43163728714,-0.596650004387,-0.932960093021,-0.0836586207151,0.234150022268,-0.684060811996
23365,-0.828038692474,-1.19161641598,-0.0957666710019,-0.0586284399033,-0.449899971485,-0.609715163708,-0.153887718916,2.19338417053,0.895749986172,5.70230817795,1.93900299072,1.15775001049,0.386997401714
6657,1.37563180923,1.79526412487,-0.120933294296,0.102436006069,-0.719449996948,1.09557676315,2.09069919586,5.18682193756,-2.40715003014,0.391907632351,0.0819293856621,-0.570099949837,-2.02852606773
5054,0.71581184864,0.473854929209,-0.0106666684151,-0.0720918923616,-0.221850007772,0.0281894803047,-1.15898740292,3.17775774002,-1.02130007744,0.876812160015,3.70692539215,0.302150011063,0.0548697635531
3108,-1.10133802891,-0.0420599132776,0.430966675282,-0.615247964859,0.984449982643,0.4170358181,-0.0119862630963,2.70340967178,-1.21560001373,-1.22101569176,0.0642261356115,-0.998450040817,0.233805418015
1950,2.62228035927,0.606044054031,0.17883336544,1.27436470985,1.04710006714,1.8775677681,2.22781467438,-0.84219533205,-2.33115005493,-2.29379606247,-2.12334632874,-1.7322499752,-0.567273914814
351,-1.20068466663,-0.090603530407,-0.699000000954,0.309037774801,-0.807200014591,0.58262604475,1.34397172928,-1.88740992546,-0.336849987507,0.249239891768,0.686434984207,1.41069996357,-0.97741150856
4846,-0.606886506081,0.823746800423,0.43463331461,0.213080480695,1.92454993725,1.2730628252,1.04194128513,4.00344848633,-1.19124996662,3.71740341187,-0.566262364388,0.934399962425,2.59106230736
1452,-0.66602152586,-0.953619837761,1.06049990654,-1.24523603916,0.293249994516,-0.455070286989,-0.672741889954,-0.296680808067,1.50865006447,-0.569656312466,0.364970773458,-0.36724999547,-1.30464231968
4776,1.35916733742,0.960900187492,0.60763335228,0.500740230083,-0.975849986076,1.91416013241,1.1969345808,1.94774699211,3.63479995728,0.703041493893,0.977398514748,-0.252950012684,-0.187866330147
6908,-0.962359189987,0.477027475834,0.716333329678,0.325834602118,1.29955005646,-0.702194809914,0.201132059097,2.07773804665,0.743600010872,-0.829542160034,0.616681158543,0.389149993658,-1.0937833786
672,-1.45898902416,-0.824982404709,-0.734700024128,-0.799625456333,1.25010001659,-0.316717386246,0.439306408167,-0.464441329241,-0.652899980545,4.81569480896,3.7585234642,1.30104994774,-0.628847897053
5710,-2.87088775635,-1.03052103519,0.849700033665,0.269923746586,0.0334499925375,-0.175002068281,-0.804552078247,0.980496525764,0.999650001526,0.223246976733,1.26863658428,0.463699936867,-0.168434500694
2115,-0.372185498476,1.64160680771,0.510433375835,-1.00180959702,-0.765850007534,0.290632307529,0.720816969872,-0.727074027061,1.49184989929,0.254332512617,0.00820487737656,-1.1114000082,-1.10364449024
7015,0.827948510647,1.48739624023,-0.295700013638,0.514137923717,-1.14964997768,0.914948105812,2.11115169525,2.49242758751,-1.45825004578,-0.900319993496,0.970758795738,-0.144449993968,1.26792120934
8726,-0.875636219978,-0.977036058903,-0.391166657209,0.674293935299,0.65474998951,0.195204600692,0.0373746156693,-2.30869174004,2.58700013161,-0.873034000397,1.54458546638,-0.382149994373,0.133944123983
2185,1.8262989521,1.10645186901,0.204033359885,0.810469567776,-0.644349992275,1.60117173195,2.23977398872,1.32507705688,-0.818549990654,0.659197866917,0.174642413855,0.888599991798,0.685457587242
3315,-0.480079293251,2.32124996185,-0.717633366585,-0.921158909798,0.437450021505,-0.913375020027,-0.512339115143,-0.337661236525,-0.0602999925613,-3.8458840847,0.206186413765,0.131049990654,0.638842463493
5289,0.187672495842,1.41852176189,-3.29566693306,-0.351517051458,-0.323449999094,0.286902695894,1.77844524384,1.74427437782,1.7921500206,0.788961946964,1.21937382221,0.226700037718,-0.686126828194
868,-1.28281569481,0.872708618641,1.08243346214,0.0592716224492,0.186550021172,0.280350625515,0.506778180599,3.70000267029,-0.637950003147,-0.279666751623,0.424918204546,0.115000002086,-2.37694811821
1677,0.468245863914,-0.071338891983,0.728700041771,0.474975317717,0.722400009632,0.196674183011,1.65545117855,0.837164461613,1.7038500309,0.405345678329,0.682855904102,-0.0476999878883,0.622482717037
7043,-0.167465150356,0.50192117691,0.617166638374,-0.536242544651,-0.924250006676,-1.007558465,-0.209691643715,3.77955818176,-1.13189995289,1.59162187576,-0.653998553753,-0.700650036335,0.79053747654
5613,1.50110411644,0.770786702633,0.449699997902,0.836091637611,-0.707199990749,1.47099006176,2.4291331768,-1.24077689648,-1.42484998703,-0.425801217556,-0.148442715406,-1.53994989395,-0.46892863512
595,-1.32452046871,-2.46413707733,-0.365566670895,-0.515807807446,-1.99654996395,-1.40265321732,-1.34935975075,0.382141947746,2.36540007591,0.91862142086,1.27419292927,-0.916300058365,0.698914289474
4793,0.130511343479,2.26436328888,-0.352233320475,-0.498512744904,0.976449966431,0.143364116549,-0.338019222021,0.20422244072,0.251100003719,-0.373015403748,0.524704873562,0.712149977684,1.09609293938
2736,0.431178450584,1.56478428841,0.36116668582,-1.01713705063,-1.07875001431,0.293585479259,1.26806056499,4.48042583466,-1.89584994316,3.14775109291,-0.0317220836878,-0.527899980545,-0.834831476212
5290,2.07369422913,-0.236673027277,0.61396664381,1.59083247185,-1.28055000305,2.47966456413,2.41493940353,-0.336817413568,-0.206700026989,0.264029562473,-0.313424944878,-0.820849955082,-0.0128155723214
6194,-0.0588555932045,0.460010230541,-0.158066660166,-0.446059703827,0.447849988937,0.496975332499,-0.537509202957,-4.0490398407,1.52234995365,2.42369318008,1.15485572815,1.23589992523,-1.50482392311
1676,-0.449487149715,-0.0924608409405,0.345866650343,-0.678902983665,-1.51390004158,0.68163305521,1.2409594059,-1.2288697958,-0.914200007915,0.397582739592,-1.01869082451,-1.18774998188,0.00646042823792
23512,-1.57410037518,0.0413002818823,-1.13289999962,0.796254575253,0.421649992466,-0.0961210951209,-1.10813522339,-1.59321093559,0.472600013018,-0.414798676968,0.616681873798,-0.626100003719,0.266034513712
148022,-1.48219799995,0.30919367075,0.479933321476,-0.709888696671,-2.15435004234,-0.601296901703,-0.430789977312,0.405488014221,-1.31995010376,-2.1143143177,-1.45353317261,-0.226200014353,0.341186314821
1906,0.371124923229,1.23697388172,0.323400020599,0.344953000546,-0.984799981117,-0.205507516861,0.184196591377,0.0964910760522,-0.556999981403,-0.0728716775775,0.0571633651853,-0.51240003109,-0.235753595829
8878,-2.041639328,-1.10191833973,0.578466713428,-0.191938489676,-1.07225000858,0.156980752945,-1.07779169083,-0.962972044945,1.80924999714,-0.41897469759,0.142608985305,-0.14659999311,-0.655799329281
3091,-0.667659699917,-0.259565621614,-2.3533000946,0.34866052866,0.316500008106,0.206305161119,-1.13820958138,-2.59454488754,-0.352650016546,-1.13458704948,-0.385264307261,0.391699969769,-0.642408490181
5743,2.75473856926,1.12567162514,0.384233355522,-0.0608216226101,-0.149499997497,0.9012799263,-0.192683279514,7.8767991066,4.02535009384,-0.873813331127,6.03297233582,0.470499992371,0.833069562912
5321,1.21557927132,0.386270284653,0.50670003891,-0.078266069293,-1.59019994736,-0.0418107509613,0.562777280807,-0.232855990529,-0.398149996996,-0.0429809093475,-0.624384403229,-1.65529990196,0.401040285826
4144,0.562179803848,0.418034613132,0.249466627836,-0.316502600908,0.658550024033,0.563320279121,0.734006643295,0.429981231689,2.00929999352,1.73045325279,1.86748182774,0.799300014973,-1.19041609764
1981,1.26042091846,0.228656411171,-0.113866686821,0.347438007593,0.592099964619,0.356546938419,-0.302487164736,1.13414216042,-0.19200001657,-0.074274495244,0.874223709106,-0.850399971008,-1.27109539509
695,-0.281292676926,0.0622317641973,0.625466704369,-0.975101947784,0.636349976063,-0.152465581894,0.180371910334,5.34902000427,-0.244249984622,1.9497551918,0.785170555115,1.77470004559,0.722340226173
10398,0.392065823078,1.93424212933,0.0709333121777,0.0585773587227,-1.4240500927,0.257034003735,-2.06856942177,8.83914375305,2.37060022354,0.886630177498,2.08933019638,-0.551150023937,-0.214900434017
5708,-1.20433545113,0.632596135139,-0.724066674709,0.61125010252,-0.204950004816,-0.810141861439,0.234405070543,-3.46083784103,-0.83244997263,-0.972335934639,-0.799001097679,-0.219999998808,-0.735560297966
1213,-2.26447629929,-0.700249731541,0.132833376527,-0.173962667584,-0.165050029755,0.352658897638,-1.6964609623,-0.291619360447,0.542600035667,-0.100049763918,0.349367380142,0.0551500022411,-2.24450922012
226,-1.30860304832,-1.23420071602,0.404433339834,4.45573616028,0.516299962997,-0.121476709843,-0.235178828239,0.758700370789,1.31424999237,0.585476875305,0.843544661999,-0.464050024748,-0.833544969559
6777,0.745422840118,0.0692684426904,0.694633364677,2.89109134674,-0.696400046349,-0.234590396285,0.438312411308,7.07037973404,-0.563650012016,-1.18993508816,0.0440427735448,-0.493499994278,-1.49411582947
2113,0.114017218351,0.633817076683,-0.60119998455,0.0915350914001,-0.291350007057,0.575825750828,0.635206520557,2.84701299667,-1.58739995956,0.0213512219489,1.35275900364,0.475300014019,-0.131081849337
3329,-2.04421615601,-1.7320599556,-0.191699996591,0.787709355354,0.10340000689,-1.01122772694,-1.09499752522,-0.854451537132,0.385899990797,0.035480286926,0.432143688202,0.084450006485,-0.637710690498
1050,-1.5423938036,-0.68395614624,0.757233381271,-0.663334608078,0.511600017548,0.282521694899,-0.732460737228,5.16600370407,1.5761500597,-0.741605103016,2.31260061264,-0.262699991465,0.936162769794
9491,1.15105628967,0.352008074522,0.884833335876,1.46672558784,0.1535500139,1.47150552273,1.31760668755,-0.246467709541,-0.124099999666,0.309098303318,0.164187282324,-0.848349988461,0.630572974682
22926,0.459504544735,0.208984673023,0.24416667223,-1.46013057232,-0.780449986458,-1.26220202446,-1.13619935513,-1.00762033463,0.606599986553,-0.958429098129,-2.35228681564,-0.902300000191,-1.72265338898
5899,-0.170027852058,0.572453200817,-0.656533360481,0.0451552420855,-0.209700018167,1.02002322674,-0.481665879488,0.680439949036,0.18875002861,0.217738062143,-0.246440708637,-0.324749976397,-0.192269161344
5467,-0.638813793659,0.403085947037,-0.0196333527565,-0.401424527168,-0.813950002193,0.183688789606,0.599223732948,5.61879396439,-1.27960002422,-0.721770048141,3.11316466331,0.599749982357,1.44112873077
6774,0.870629191399,-0.640659034252,0.634166717529,-0.271214485168,-0.617199957371,-0.627995967865,-0.928483009338,2.72711515427,0.171849995852,1.70166528225,3.93825984001,0.480199992657,-1.10908377171
1788,0.842351317406,0.834226429462,0.340100049973,0.898330330849,-1.84204995632,2.21134328842,1.64011585712,3.9825501442,-0.702650010586,1.43788850307,0.537923693657,0.394150018692,0.0178262591362
5921,-0.992381215096,-1.5297511816,-0.216266676784,0.0630214363337,1.00810003281,-0.3665163517,-1.61230802536,-0.677915692329,0.215000003576,-0.239858269691,-1.03936982155,-0.892750024796,-0.303926467896
5721,-0.0648902058601,0.112247794867,0.0693666636944,0.820592880249,-0.644649982452,0.16691686213,0.870512545109,1.34195756912,1.12919998169,2.23820400238,1.87496912479,1.26119995117,0.693707108498
2263,2.08110809326,1.70193111897,-0.399400025606,0.485239684582,0.354749977589,1.66088747978,0.481956481934,0.654773712158,-1.69799995422,1.52863740921,0.312611550093,-0.385399997234,0.745865702629
