rid,CPC013_A375_6H:BRD-K18364651-001-01-5:10,CPC013_A549_6H:BRD-K18364651-001-01-5:10,CPC013_A549_24H:BRD-K18364651-001-01-5:10,CPC013_ASC_24H:BRD-K18364651-001-01-5:10,CPC013_HA1E_6H:BRD-K18364651-001-01-5:10,CPC013_HCC515_6H:BRD-K18364651-001-01-5:10,CPC013_HEPG2_6H:BRD-K18364651-001-01-5:10,CPC013_HT29_6H:BRD-K18364651-001-01-5:10,CPC013_MCF7_6H:BRD-K18364651-001-01-5:10,CPC013_MCF7_24H:BRD-K18364651-001-01-5:10,CPC013_NEU_24H:BRD-K18364651-001-01-5:10,CPC013_NPC_24H:BRD-K18364651-001-01-5:10,CPC013_PC3_6H:BRD-K18364651-001-01-5:10,CPC013_PC3_24H:BRD-K18364651-001-01-5:10,CPC013_SKB_24H:BRD-K18364651-001-01-5:10,CPC013_VCAP_6H:BRD-K18364651-001-01-5:10,CPC013_VCAP_24H:BRD-K18364651-001-01-5:10,ERG014_PC3_24H:BRD-K18364651-001-01-5:10.0972,ERG014_PC3_6H:BRD-K18364651-001-01-5:10.0972,ERG014_VCAP_24H:BRD-K18364651-001-01-5:10.0972,ERG014_VCAP_6H:BRD-K18364651-001-01-5:10.0972
5054,-0.047596052289,-0.809300005436,-0.314066678286,-0.420973300934,-1.35281455517,0.663700044155,0.140181854367,0.604602098465,-0.280149996281,0.783264160156,-0.680450022221,0.0534999966621,-0.534124195576,0.224392518401,-0.627003192902,-0.707477390766,0.0915020778775,0.648966193199,0.183099985123,-0.0544605851173,-0.639932155609
3108,0.75766479969,-0.290350019932,-0.94456666708,0.311370521784,0.244695037603,-0.878666639328,-0.190465867519,0.241402521729,-0.0676000118256,-0.352674335241,-0.00659999251366,3.15963363647,-0.96027970314,-0.567812800407,-0.138183504343,0.32669532299,-0.519853651524,-0.290304392576,0.294900000095,0.829416394234,-0.610106050968
1950,1.09080374241,2.44254994392,-0.79936671257,1.73533976078,0.407887250185,0.696600079536,0.455344319344,-0.0795736312866,0.575474977493,0.56383651495,4.18550014496,-0.435033351183,-0.254574269056,0.897848010063,0.416591048241,0.542444169521,0.168075621128,0.284293055534,-0.240099996328,-0.439345538616,-0.924689233303
351,0.137381494045,0.770200014114,-0.521666765213,0.511497378349,-0.079055160284,-0.40016669035,0.194579213858,-0.476405918598,0.866425037384,1.06953990459,-0.000300000014249,-0.0720999985933,-0.270618200302,0.326119184494,-0.342309772968,0.389445543289,-0.233763873577,0.118405796587,-0.0227999985218,0.0,0.0
4846,3.46170902252,0.113999992609,0.292166650295,0.213316828012,0.112480223179,-0.814066648483,-0.21075835824,0.927578091621,1.18784987926,0.135690867901,-0.337899982929,-0.611066639423,-0.00905266776681,0.635242044926,0.493926048279,0.391013532877,0.133692845702,0.89095467329,-0.163699999452,0.746800541878,0.229625254869
1452,-0.53852391243,0.964900016785,-1.41270005703,0.798660337925,0.383471131325,0.328866660595,-0.120415531099,-0.205453753471,0.313250005245,-0.209143459797,-0.410500019789,-0.213866680861,-0.608177781105,-1.21162796021,-0.810320019722,0.232206717134,0.407109111547,0.0531353354454,0.591300010681,-0.234814167023,0.182519987226
4776,1.24422502518,1.08089995384,0.0672333091497,1.10145187378,0.795703172684,0.244000017643,-0.0225371569395,0.139211326838,-0.236050024629,0.841555714607,-0.950200021267,-0.113366693258,-0.255390584469,1.03266561031,0.21396446228,0.248513936996,0.742635846138,0.117153376341,-0.154449999332,-0.302669733763,-0.201125562191
6908,-0.731903553009,-1.40925002098,-0.36116668582,-0.90934407711,-0.603830754757,-0.110066652298,0.0669187903404,0.689730525017,-0.576925039291,-0.541803538799,0.729499995708,-1.2896001339,-0.0710242390633,-0.914545595646,0.112301558256,-1.04703533649,-0.299756705761,-0.364632874727,0.10505002737,-0.0774519145489,0.707113921642
672,-0.324870795012,0.155299991369,0.587933301926,-0.0364482477307,1.11947703362,0.37750005722,0.253936231136,0.859033405781,-0.640600025654,0.890810608864,0.162049993873,-0.385466694832,-0.234621345997,1.02540326118,0.871201634407,0.24005882442,0.511285007,-0.0539915263653,-0.719399988651,0.529158592224,0.133832350373
5710,1.57284617424,-1.80190002918,-0.948833346367,-1.00521409512,-0.311140924692,-0.0373333394527,0.399671286345,-0.686913013458,1.19552505016,-0.201743468642,-0.103249967098,-0.131899997592,0.846165955067,-0.376137673855,-0.567911028862,-0.321635186672,0.282048046589,1.49541187286,0.0653000175953,0.493727833033,-0.0920854508877
2115,-0.79704117775,0.84325003624,0.22036665678,0.497328072786,0.820782005787,0.194166645408,0.461847066879,0.78765296936,-0.29699999094,1.72011184692,0.929700016975,0.733099997044,0.518090367317,2.1931810379,-0.209676891565,0.80503487587,0.350282609463,-0.511218070984,0.199499994516,-0.897767841816,-1.00625061989
7015,-0.430711746216,1.54205012321,1.19633340836,0.788623571396,0.387754917145,0.0306000187993,0.323297321796,-0.0747183337808,1.17422497272,0.308204233646,-0.956249952316,3.39223361015,-0.514277815819,1.24038255215,0.593022704124,0.256565958261,0.592368066311,0.817262411118,-0.514850020409,-0.498319268227,-0.189098462462
8726,-1.31260991096,-1.07045006752,-0.0934666693211,0.118772700429,-0.807192623615,-0.138199999928,-0.00257632508874,0.0701626762748,0.260199993849,-0.562753379345,-0.0433000028133,0.0230999961495,-0.298499882221,-0.867578268051,0.808646082878,0.206324309111,-0.240768894553,-0.233475387096,0.117399990559,0.123868785799,0.242194935679
2185,0.283660233021,0.88514995575,-0.0739666745067,3.03446984291,1.49108111858,0.170166701078,-0.108344018459,0.244329571724,1.15970003605,0.755019783974,-0.371299982071,-0.120966613293,-0.0849679037929,0.844349205494,0.991676568985,0.794045865536,0.955473482609,-0.300931096077,-0.228049993515,-0.592287123203,0.0632447451353
3315,-2.23602342606,-2.15470004082,-0.110666669905,-1.04076886177,-0.881369113922,-0.133333325386,0.143108427525,-0.221304744482,0.356474995613,-0.0307813528925,-1.22604990005,-0.611366629601,0.521220505238,-0.971867322922,-0.0115873878822,-0.246636122465,-0.871341109276,1.28455770016,0.880300045013,-0.267003774643,-0.293624401093
5289,-1.62864279747,0.902649998665,-0.54786670208,-0.840949296951,-0.062601916492,0.291900038719,-0.249820038676,0.469389438629,0.376724988222,0.732769489288,0.406850010157,-0.55716663599,-0.375470012426,-0.0911899283528,-0.160149008036,0.437044560909,0.575853586197,-0.710685789585,-1.19599997997,-0.41045165062,-0.343589305878
868,0.906116247177,-0.0875000059605,-0.460466682911,0.294080257416,0.262347877026,0.227199971676,0.0924950540066,0.617248654366,0.324999988079,0.683808386326,1.40575003624,-0.879099965096,-0.25682926178,0.43765065074,-0.0135433226824,0.362065911293,0.16431966424,-0.402121633291,-1.110049963,-0.564603328705,-1.11770558357
1677,3.64842104912,1.98319995403,0.823466658592,0.324373543262,0.842687904835,0.71776664257,-0.730015039444,0.468412041664,-0.431874990463,0.672098278999,-0.851149976254,-0.857300043106,-0.210524350405,0.12149758637,0.779843568802,0.846592485905,0.68636405468,1.03219985962,0.329549998045,-0.989300608635,0.241677224636
7043,0.0879357308149,0.630200028419,-0.167833343148,0.659800291061,0.468922883272,0.183566659689,-0.0347581207752,1.13920605183,0.854625046253,0.353727132082,-0.564899981022,-0.479466706514,0.312803000212,0.790794730186,0.708538889885,0.784005880356,0.632458031178,0.72791069746,0.237050011754,-0.499055624008,0.0152753926814
5613,1.27247810364,0.552500009537,-0.329333335161,0.695304870605,0.382826268673,-0.120466679335,-0.187704756856,0.150844067335,0.90909999609,1.14631664753,0.324299991131,2.42086696625,0.200766324997,0.934406518936,0.503324866295,0.403093039989,0.326067239046,1.01762449741,-0.254299998283,-1.36399269104,-0.538037538528
595,-0.482892632484,-0.811949968338,-0.256966680288,-0.216748446226,-0.781298577785,0.541566669941,0.206548005342,0.856349647045,-0.575749993324,-0.300212711096,-0.605300009251,-0.22516669333,0.586935639381,-0.253588199615,-0.111793324351,-1.08127903938,-0.46434995532,0.97004199028,0.398699969053,0.115090489388,0.0819043591619
4793,0.968309879303,-0.468699991703,-0.357966661453,-0.420705378056,-0.0522854924202,-0.0604666918516,-1.12344169617,1.04476642609,0.21400000155,0.280263364315,0.180750012398,3.04630017281,-0.53689044714,-0.192757859826,-0.163821861148,-0.22708272934,0.331835448742,0.5427967906,-0.229950010777,-0.759414315224,-0.494319975376
2736,0.0578035861254,0.345300018787,0.0345667004585,0.950955808163,1.12811052799,0.236100003123,-0.117861352861,0.891845405102,0.241974979639,1.39541327953,0.556600034237,0.18953332305,0.244079619646,1.12344157696,0.625883221626,0.961196184158,0.459469407797,1.62903404236,0.25775000453,-0.143556967378,-0.209120392799
5290,-0.770614385605,0.698549985886,0.267100006342,1.22871685028,0.796489715576,-0.191966667771,0.0758111029863,-0.521106898785,-0.287400007248,-0.0344059541821,0.300300002098,-0.0673333108425,-0.444676160812,1.12926888466,0.0475903600454,0.31108134985,-0.792712807655,-0.101964831352,-0.217049986124,-0.349940150976,-0.163406133652
6194,0.0,-0.00270000007004,-0.334866672754,-0.000372998678358,-0.000789513753261,-0.000466666766442,-0.618715584278,-0.47759154439,0.0804250016809,0.129724219441,-0.0013499999186,0.22473333776,-0.584797918797,0.28462100029,0.000126610742882,-0.000622464169282,-0.00120172952302,-0.801910340786,0.674499988556,0.55160343647,0.338675916195
1676,2.2638926506,-0.106750003994,0.361000001431,0.217612326145,0.874086141586,0.253766685724,0.762820780277,0.176163852215,-0.470649987459,0.661474823952,-1.50915002823,-0.33296662569,0.140705704689,1.25476753712,0.437750250101,0.452860951424,0.481435984373,0.854635477066,0.141350001097,-0.602747917175,-0.352454960346
23512,-0.181105315685,-5.26569986343,0.204366654158,0.179116100073,-0.485260516405,0.89583337307,-0.0464867651463,0.17527499795,1.36607503891,1.30399274826,-0.164200007915,-0.262700021267,0.638105928898,0.541921615601,-0.636879324913,-0.800628185272,0.228614941239,0.466084569693,-0.83755004406,0.542822182178,0.310863703489
148022,0.644837141037,0.908399999142,0.219433322549,-1.04134881496,0.00629542768002,-0.178433343768,-0.674918293953,0.510901629925,-0.392949998379,0.359837055206,-0.665650010109,-0.241933330894,-0.477051913738,-0.272646874189,0.0182250440121,-0.301546186209,0.65866714716,-1.09386968613,0.656950056553,-0.325225174427,0.0312093533576
1906,-0.433005869389,0.0810000002384,-0.111299961805,0.589932501316,0.386815875769,0.251999974251,0.437962412834,0.0126874744892,0.060074955225,0.502107977867,-0.695149958134,-1.53466677666,0.360845535994,0.871058762074,0.551805615425,0.153324350715,0.545823097229,0.638503074646,0.215799987316,-0.41611802578,-0.779171049595
8878,-1.24130606651,-4.81010007858,-0.380500018597,-0.527656495571,-0.480317562819,-0.88170003891,-0.218071401119,-0.647401928902,-0.00922499597073,-1.22590327263,0.449200004339,-0.025566726923,-0.340324819088,-0.866395413876,-0.879476904869,-1.37291073799,-0.229240730405,-0.623589217663,-0.256300002337,0.472960114479,-0.109674073756
3091,0.013566147536,0.0300500020385,0.273333340883,-0.17628544569,3.4496486478e-05,0.516999959946,0.367899537086,-0.609425425529,1.08187496662,0.257626831532,0.338450014591,0.555933356285,-0.0885294079781,0.346182227135,-1.04499232769,0.258716970682,0.200825974345,-0.433832705021,-0.186049997807,-0.794719219208,-1.20938253403
5743,1.76817476749,0.592049956322,-0.274833321571,1.88626134396,1.02259683609,0.170733332634,-0.198633506894,0.353306680918,0.399874985218,0.380805969238,-0.677250027657,-0.080200009048,-0.0311842765659,-0.0207064151764,1.00700891018,0.113021716475,-0.00280140480027,0.511870920658,-0.469550013542,0.112239554524,-0.482695639133
5321,1.62734997272,0.371749997139,0.597400009632,1.04994559288,-0.326757669449,0.589400053024,-0.0441021770239,-0.114403657615,-0.219199985266,1.11539816856,0.0,0.372266680002,-0.639274477959,1.17022955418,0.380922019482,-0.080145187676,0.198097616434,0.39048859477,0.194999992847,-0.52303814888,-0.247101068497
4144,0.806181669235,-0.247199982405,-0.871933341026,0.3827496171,1.19244778156,0.543500065804,0.372992217541,0.253684878349,-2.32979989052,0.483608394861,0.535750031471,0.930999994278,-0.578274607658,0.448195308447,-0.734151780605,0.298613369465,-0.503961801529,1.05995702744,0.00349999964237,-0.363839626312,0.115695565939
1981,0.0778825581074,-0.0902500152588,-0.158633351326,0.642789125443,-0.797543525696,0.0429666638374,-0.631537914276,0.20589146018,-0.281049966812,-0.0749234631658,0.197699993849,-0.743466675282,0.478101819754,0.368084996939,0.00399748980999,-0.271746069193,0.0790226310492,1.33090114594,2.18580007553,-0.113027274609,0.03933160007
695,0.793302059174,0.335900008678,0.2568333745,0.167084991932,0.65455019474,0.45003336668,-0.0396776348352,0.566751301289,-0.469974994659,0.0851214975119,-0.774850010872,-0.601966679096,0.45563596487,-0.082891985774,1.51580274105,0.0827418416739,-0.0889607146382,0.324357122183,0.732800006866,-0.238393440843,-0.720845341682
10398,2.24225521088,0.903100013733,0.158599987626,-0.252244740725,-2.32636094093,0.765166640282,0.452397286892,0.822885215282,-0.14252500236,1.11235201359,-0.365799993277,0.110300034285,-0.365094929934,0.41041213274,-0.500113427639,0.795900821686,0.610835134983,0.672602891922,0.224350005388,-0.62643134594,-0.498669266701
5708,-1.12714207172,-5.21169996262,0.213666677475,-0.704962670803,-6.74967002869,0.557300031185,0.680382013321,0.458442240953,-1.35392487049,0.0662142783403,-2.56270003319,-3.68726682663,0.963152647018,1.42212426662,0.0741833746433,0.122637957335,0.741906166077,0.797237098217,-0.0755500197411,-0.285546183586,-0.654386997223
1213,-1.7550586462,-0.325500011444,0.146766662598,-1.13151669502,-0.531164526939,-0.51526671648,0.346730053425,-0.41169065237,0.115149997175,-0.754906475544,0.42534995079,-0.338066667318,0.0464074164629,-1.37009596825,-1.09767520428,-0.818260073662,-0.288579165936,-0.0894905626774,-0.167349994183,0.512481689453,0.0108742527664
226,-0.165490239859,0.182400003076,-0.0121666714549,-0.617183744907,-0.467500060797,-0.620433330536,-0.263407379389,-0.291011035442,-1.14235007763,-1.33003330231,-1.01935005188,-0.591966688633,-1.18605339527,-0.775525152683,-0.770528137684,-0.297602325678,-0.241354480386,-0.0963426083326,-0.0467500090599,-0.197453647852,0.345516979694
6777,0.0771605372429,0.373750030994,-0.98126667738,-0.277050197124,-0.301171571016,0.106166675687,-0.318418204784,1.22913193703,-0.017574980855,0.0597446300089,-0.0670000016689,0.0831666588783,0.395159363747,-0.262840509415,-0.346499502659,-0.227882653475,-0.350595116615,-0.235464960337,-0.0481500029564,-0.32800668478,0.369963914156
2113,-0.919369995594,0.889250040054,-0.0349000096321,0.29260802269,0.361073374748,0.260133326054,-0.345875382423,0.647665321827,0.346875011921,0.970385909081,-0.494800031185,0.34910005331,-0.292126536369,0.545470714569,0.660784304142,0.575734019279,0.724474728107,-0.336094766855,-0.0696000009775,-0.63933801651,-0.188801333308
3329,-1.57902634144,-1.23935008049,0.535000026226,-0.592226803303,-0.960331320763,-0.102233365178,0.133953422308,0.203014209867,-1.96855008602,-0.567355751991,0.357699990273,-1.64900004864,0.962889611721,0.00258257985115,-0.642791986465,-0.19874471426,-0.0747662931681,0.121967159212,-0.175949990749,0.117920063436,0.203454047441
1050,-0.713199973106,1.82129991055,-0.041166678071,-0.55570936203,1.85587692261,-0.143633365631,0.408771634102,0.501411139965,-0.203224986792,-0.768320858479,5.23789978027,-0.167033329606,0.805595219135,-0.586928725243,-0.246280193329,-0.5048828125,-0.225075870752,-0.352433472872,1.50480008125,0.178262844682,0.43111756444
9491,-1.24018514156,1.2132999897,-0.0284999981523,0.652203142643,0.458312660456,-0.349600017071,-0.27431294322,0.219405964017,0.914049983025,0.656515002251,-0.255800008774,-0.400966644287,-0.788539290428,0.800955295563,0.558065950871,0.355989217758,0.187210291624,0.407030552626,0.195850014687,-1.03101754189,-0.27239638567
22926,-1.44751548767,0.588949978352,-0.467400044203,1.80535840988,0.355499863625,0.381366670132,-0.154223293066,1.13502585888,-0.0149000026286,0.346295058727,0.841400027275,-0.0312333330512,0.725190043449,-0.231742531061,-0.435285806656,0.488707512617,0.359299898148,-1.337195158,-2.69619989395,-0.483092665672,0.130066663027
5899,-1.50833296776,0.296000003815,-0.0867666602135,-0.279155284166,-0.33167308569,-0.763733386993,-0.109854176641,-0.442375570536,0.388824999332,-0.0857695043087,-0.210049986839,0.0700999796391,0.688363850117,-0.716626703739,0.0764536261559,0.0386322066188,-0.470278829336,0.0437187850475,0.759099960327,-0.320422828197,0.107472158968
5467,-0.201076701283,0.447600007057,-0.0465333461761,0.090342104435,0.497182607651,-0.227933347225,-0.222913816571,0.181797429919,-0.150549992919,0.878507435322,-0.212000012398,-0.841199994087,-0.533841848373,0.353596627712,-0.59760504961,0.170933872461,0.312637239695,-0.636224627495,-0.439850002527,0.0543226078153,0.170780062675
6774,0.302499055862,-0.890299975872,-0.280833333731,-0.290190368891,-0.841425180435,0.466266691685,0.23097102344,1.38013529778,-0.874874949455,1.40130627155,-0.953350007534,1.05130004883,0.685404360294,0.632355570793,-0.410546213388,-0.311671823263,-0.0972006917,1.82163536549,-0.0947999954224,-0.354766070843,3.22340202332
1788,1.12284588814,1.52705001831,0.0298000052571,0.9819034338,-0.118217498064,-0.013100028038,0.27442163229,-0.434479057789,0.854499936104,0.706634163857,0.670449972153,-0.467733353376,0.106695458293,1.32417953014,0.623221218586,0.148136645555,0.910825371742,0.61377710104,-0.387300014496,-0.821627497673,0.018286600709
5921,-0.0731576532125,0.141550064087,0.628299951553,-0.569018185139,0.428601562977,0.66730004549,0.469172120094,0.195293486118,2.00489997864,-0.401287436485,-0.148949995637,1.73720002174,0.611137449741,-1.00120162964,0.533770799637,0.522902309895,-0.683224856853,-0.407049506903,0.0318000018597,0.452730834484,-0.092211060226
5721,0.623744785786,-0.347699999809,-0.718933343887,0.0716594606638,0.15249966085,0.25656670332,-0.166698738933,-0.101177282631,0.955024957657,0.271497637033,-0.198900014162,0.0521999970078,-0.349437385798,-0.495103687048,-0.114531069994,-0.359478831291,-0.0253220833838,0.519968152046,1.39065003395,0.402411699295,1.23316955566
2263,1.41545462608,0.358899980783,-0.0771666765213,0.744833648205,1.46487081051,-0.173533350229,-0.266453951597,0.145915955305,-0.209124982357,0.322127521038,-0.250450015068,-0.1833999753,-0.2436786443,0.958724975586,0.166811555624,1.02617835999,0.928020894527,0.316338449717,-0.257099986076,-0.747228860855,-0.442095577717
808,0.798688590527,0.851050019264,0.593600034714,1.44807422161,0.670832157135,0.213366687298,0.263125985861,0.252834200859,-1.58169996738,-0.264037966728,-1.10574996471,0.151633381844,0.311299115419,1.25915324688,0.246014565229,0.0823757052422,-0.191953420639,0.482601702213,-0.113600000739,-0.277883410454,-0.297603219748
30001,1.52498519421,-1.95825004578,-1.00243330002,0.856668591499,-0.534895062447,-0.728000044823,-0.458434462547,0.211156994104,-0.449199974537,0.588533103466,-0.457649976015,-0.823200047016,-0.59554952383,-0.438229054213,-0.386690795422,-1.57142353058,-0.80397772789,-0.494748562574,-1.22329998016,-0.50654989481,0.158659368753
348,-1.0118367672,0.383599996567,0.260433375835,0.0445254668593,0.163796395063,-0.0662666857243,0.233785688877,0.298304975033,-0.467874974012,0.0166703686118,0.102099955082,0.0905666351318,0.0651307106018,1.16124427319,0.356251686811,-0.272456526756,0.584995210171,0.203509747982,-0.329499989748,0.320101439953,0.771353781223
30849,-0.157526671886,0.192900002003,-0.107366681099,-0.888553500175,-0.934899389744,-0.169633328915,-0.0207508653402,0.20593456924,0.223474979401,-0.265530019999,-0.383049994707,-0.902999997139,0.247064754367,-0.412304341793,-0.493846178055,-0.592535912991,-0.224783033133,-0.722802400589,0.225850000978,-0.314109742641,0.275852382183
1454,-1.77400922775,-1.58375000954,-0.682100057602,-0.257187843323,0.492613196373,1.01409995556,0.0850676372647,-1.19761717319,0.459550023079,0.309638768435,-1.75389993191,-4.20069980621,-0.00448453612626,0.479634225368,0.351683676243,0.000967875123024,0.236711591482,0.995854139328,-0.0891999974847,-0.262771815062,0.827881634235
6500,0.0744848325849,-0.378799974918,0.196600019932,-0.962529778481,-0.530745208263,0.224000051618,0.232805281878,-0.0925612896681,0.823699951172,-0.666195452213,0.111800014973,0.0986999645829,-0.271607100964,-0.883624613285,-0.681663274765,-0.813005685806,-0.213431537151,-0.911964178085,0.725199997425,0.0247911289334,0.237511515617
5627,0.388136804104,0.708350002766,-0.541799962521,-0.996751189232,0.450558513403,0.397466659546,0.389165103436,0.657338023186,1.00762498379,-0.123678214848,-0.0586999952793,-0.180133357644,1.02437067032,-0.703347206116,-0.505353212357,-0.604599177837,0.109064303339,-0.433698832989,-1.17270004749,0.266074866056,-0.0778839290142
5715,-2.19895672798,-3.39249992371,-0.297333329916,-2.57909178734,-0.302559792995,0.330033361912,-0.292447209358,0.289602458477,0.0587000250816,-1.12085938454,-0.516000032425,-0.785833358765,-0.110495232046,-1.1241812706,-1.20898580551,0.288476318121,-0.501059114933,-1.41388249397,0.512000024319,1.25069248676,0.987309157848
4791,-0.5998711586,2.03784990311,-0.342800021172,2.86473917961,0.187104582787,0.416133344173,0.119675695896,0.185250669718,0.096774995327,1.87375915051,-0.315700024366,2.13223338127,0.133275553584,0.643277406693,0.616443991661,0.433609813452,0.673681795597,0.110118769109,-0.035649985075,-0.751276016235,-0.0416242107749
56924,-0.872321844101,0.803200006485,0.425733357668,-0.0309353470802,0.355618059635,-0.653666734695,-0.0192755013704,1.03278172016,-0.65872502327,0.0946749523282,5.85115003586,-0.76490008831,0.172389090061,-1.07941818237,-0.0572932213545,3.26891493797,0.224592983723,0.0854543149471,-0.0082999765873,0.683158636093,-0.162974894047
2690,-0.313049614429,-0.12729999423,-3.8369333744,-0.51043766737,-0.20867151022,0.07866666466,0.186360090971,1.00284385681,0.405674993992,0.597725391388,0.0250999927521,3.04779982567,-0.125654429197,2.26594424248,2.15722537041,-0.504462301731,-0.0621419548988,-1.07984745502,-0.780200004578,-0.0246694982052,-0.820676505566
1019,-0.632020354271,2.21064996719,-0.465266704559,-1.2783806324,0.259870558977,0.259166657925,0.396987259388,-0.848491609097,-1.56205010414,-0.857251286507,0.339350014925,-0.111666664481,-1.19716918468,-0.673842787743,-0.635714173317,-0.00899542402476,-0.57855963707,-0.139419659972,-0.303599983454,0.527796506882,0.777776360512
51422,1.61541795731,2.74190020561,-0.115566700697,-0.594510853291,-0.0931833386421,-0.0507333427668,-0.699706554413,1.38238525391,0.663349986076,0.252253085375,-0.122600018978,3.67716693878,-0.603436946869,-0.30011421442,-0.788886070251,0.6883456707,-0.0887374281883,-0.0690530836582,0.0567000061274,0.665078103542,0.829497218132
5788,0.0547724366188,1.09930002689,0.00680001080036,0.735713243484,1.00602710247,0.149400010705,-0.252418220043,0.621217370033,0.523525059223,0.896520912647,0.758800029755,-0.0412333011627,-0.112633921206,0.84837770462,0.261386483908,0.268675774336,0.941967725754,0.391741514206,-0.310649991035,-0.995052993298,-0.482204556465
6709,-1.18025684357,-1.24020004272,0.275899976492,0.00187319517136,-1.07977306843,0.0217666924,0.160160452127,0.109469749033,-0.105925008655,-0.269862025976,0.226499989629,-0.661200046539,-0.351014047861,-0.752328455448,-0.103541970253,-0.762636721134,-0.236533612013,0.954681158066,-0.130800008774,0.244431763887,0.60079228878
