rid,CPC004_A375_6H:BRD-A84174393-236-03-0:10,CPC004_HA1E_6H:BRD-A84174393-236-03-0:10,CPC004_HA1E_24H:BRD-A84174393-236-03-0:10,CPC004_HCC515_6H:BRD-A84174393-236-03-0:10,CPC004_HCC515_24H:BRD-A84174393-236-03-0:10,CPC004_HEPG2_6H:BRD-A84174393-236-03-0:10,CPC004_HT29_6H:BRD-A84174393-236-03-0:10,CPC004_MCF7_6H:BRD-A84174393-236-03-0:10,CPC004_PC3_6H:BRD-A84174393-236-03-0:10,CPC004_PC3_24H:BRD-A84174393-236-03-0:10,CPC004_VCAP_6H:BRD-A84174393-236-03-0:10,CPC004_VCAP_24H:BRD-A84174393-236-03-0:10,CPC009_A375_6H:BRD-A84174393-001-28-5:10,CPC009_A549_6H:BRD-A84174393-001-28-5:10,CPC009_A549_24H:BRD-A84174393-001-28-5:10,CPC009_HA1E_6H:BRD-A84174393-001-28-5:10,CPC009_HCC515_6H:BRD-A84174393-001-28-5:10,CPC009_HEPG2_6H:BRD-A84174393-001-28-5:10,CPC009_HT29_6H:BRD-A84174393-001-28-5:10,CPC009_MCF7_6H:BRD-A84174393-001-28-5:10,CPC009_MCF7_24H:BRD-A84174393-001-28-5:10,CPC009_PC3_6H:BRD-A84174393-001-28-5:10,CPC009_PC3_24H:BRD-A84174393-001-28-5:10,CPC009_VCAP_6H:BRD-A84174393-001-28-5:10,CPC009_VCAP_24H:BRD-A84174393-001-28-5:10,CPC015_A375_6H:BRD-A84174393-236-03-0:10,CPC015_A549_6H:BRD-A84174393-236-03-0:10,CPC015_A549_24H:BRD-A84174393-236-03-0:10,CPC015_ASC_24H:BRD-A84174393-236-03-0:10,CPC015_HEPG2_6H:BRD-A84174393-236-03-0:10,CPC015_HT29_6H:BRD-A84174393-236-03-0:10,CPC015_MCF7_6H:BRD-A84174393-236-03-0:10,CPC015_MCF7_24H:BRD-A84174393-236-03-0:10,CPC015_NPC_24H:BRD-A84174393-236-03-0:10,CPC015_PHH_24H:BRD-A84174393-236-03-0:10,CPC015_SKB_24H:BRD-A84174393-236-03-0:10
5720,-2.64920949936,-2.47009325027,-2.56022191048,-1.64325487614,-0.849529623985,-0.605077505112,-2.44058442116,-0.987603783607,-1.54303359985,-0.432530254126,-0.863532662392,0.0342678427696,-1.03386509418,0.690581679344,0.329850018024,0.937339484692,0.519125103951,0.798522591591,-0.362200051546,0.0334625989199,-0.445300012827,-1.49198889732,0.538640499115,-0.255159139633,1.1296929121,-0.0318327695131,-0.658500015736,0.395027726889,1.11957108974,-1.45834994316,-0.336012333632,0.831829786301,0.80753827095,0.164073601365,0.0511499941349,-0.590149998665
466,-1.69368815422,-0.786439716816,-1.87747013569,-1.04829967022,-2.69119977951,0.421901255846,-0.814508020878,-0.023804038763,-0.24060356617,0.0441880002618,0.579909443855,0.545111119747,-0.0511273741722,0.575851082802,0.252750009298,1.44273245335,1.62040615082,0.928781926632,0.0768333077431,0.229608952999,-1.57365000248,-0.92582398653,0.405863285065,1.16526722908,1.24439764023,0.915921807289,-1.14485001564,-2.34688138962,-0.0855053290725,-0.824349999428,2.36441159248,0.891118526459,0.659552514553,-1.09699964523,-0.308550029993,0.663850009441
6009,2.36465072632,2.2307369709,0.356917113066,0.831856966019,-0.118379175663,1.15234661102,2.28878235817,-0.320751667023,3.19451951981,0.583416759968,1.36494719982,1.09636247158,-0.83033144474,-0.947211503983,-0.347249984741,0.342358887196,1.06645941734,0.695332705975,-0.632133364677,-0.267256140709,-1.80709993839,1.00136005878,1.00228643417,0.309245556593,0.934021949768,-0.0755459666252,0.2445499897,1.3548771143,0.361092090607,-0.390249997377,1.32276844978,1.27035605907,-0.557016074657,0.879536390305,0.96540004015,0.673799991608
2309,1.78403246403,2.13596796989,-0.559387266636,0.132794648409,-0.04131051898,-0.63639998436,-0.0607694685459,0.432660788298,0.210478931665,-0.315626889467,0.166461735964,-1.22015023232,1.48290038109,0.887870967388,0.661149978638,0.402708262205,-0.475112855434,0.0611924380064,0.143899992108,-1.05841183662,0.82129997015,0.661415278912,0.485386669636,-0.722602665424,0.361865729094,-0.593721926212,0.12064999342,1.52477681637,-1.15858197212,-0.742650032043,-0.24364900589,-1.82082211971,-1.65011453629,0.957288265228,0.216900005937,-0.868500053883
387,3.60851764679,6.00354480743,3.26612687111,2.02927017212,0.263564646244,1.71343898773,2.35144543648,0.0904795080423,2.74215435982,0.744880735874,2.22962522507,0.587720870972,-0.304801851511,-0.730019986629,-0.273350000381,-0.145660936832,-0.215880632401,-1.21935260296,-3.23390007019,0.438529491425,-0.497699975967,1.18340468407,-0.122469887137,0.737195074558,0.810952007771,-0.0140381902456,0.306499987841,1.7873609066,-0.301793932915,1.2431999445,0.088941603899,0.691988110542,-0.776195883751,0.972781062126,0.273300021887,0.740749955177
3553,-0.732680499554,-1.58940887451,0.218474507332,2.16319966316,0.0483709275723,0.0994548648596,-0.114581093192,-0.380499601364,-0.569572985172,-0.890997946262,-0.609772264957,-0.960483133793,0.373668700457,-1.08739078045,-0.598749995232,-1.36009681225,-1.10144603252,0.503896176815,0.449933350086,-0.449089854956,-0.509999990463,0.799731314182,0.28054279089,-0.67573171854,-1.45673215389,-0.338596284389,0.422050058842,-0.296396911144,-0.204505771399,0.245850026608,-0.0829491615295,-0.391441375017,1.27461993694,-0.252979815006,2.12924981117,0.110399998724
427,0.226463034749,-1.0818593502,-1.82138824463,0.0876652598381,0.609960198402,1.00594615936,-1.36527371407,-0.150782033801,-2.01498508453,-0.412327706814,-0.895988583565,0.0581473335624,-0.42414611578,-0.725343585014,0.0833500027657,0.343430459499,1.15484845638,0.342896878719,-1.12720012665,-0.031358987093,-0.257050007582,-1.1526941061,-0.189578175545,0.75136423111,-0.396024346352,1.11275207996,1.65989995003,-0.76765537262,-0.037141636014,-0.221850007772,0.0904969200492,1.35407006741,0.301747083664,0.627213001251,-0.167349994183,0.942550003529
5898,-1.68552947044,0.439104557037,-0.11961619556,-2.78379511833,0.552288889885,0.149041891098,0.340402930975,-0.0407876968384,0.380233883858,-0.419976562262,0.870441317558,-0.222355931997,-1.2304161787,-0.381429046392,0.109099984169,-0.744028627872,-0.0235803723335,-1.74637389183,-1.03990006447,-0.215883105993,-1.34305000305,0.648001253605,-0.499684214592,0.771101593971,-0.051909673959,-0.530735135078,0.522300004959,-1.37634563446,-2.19942140579,0.801649987698,0.264836013317,0.371374279261,-0.455958306789,-0.491838544607,-0.415850013494,0.94604998827
23365,2.85837674141,0.726477444172,0.429290950298,0.915444850922,-0.537048637867,0.775710940361,0.630034148693,2.89892458916,0.0130878919736,-0.160521000624,0.556628346443,0.0246723741293,0.313950002193,-1.38223528862,0.0,-0.147996455431,-2.02764797211,-1.78952145576,-1.0572334528,-0.034167394042,-0.250450015068,0.573398709297,0.0216397047043,0.0564311817288,0.254419863224,-0.287545979023,0.428900003433,-0.691036224365,0.174440175295,3.11820006371,0.0750561952591,-0.133907854557,3.44298410416,0.360560119152,0.674399971962,-0.0355999916792
6657,0.267714500427,-1.64266037941,0.557793319225,-1.4512270689,-1.46289265156,0.141329735518,-0.851797938347,-1.02807402611,-0.0675752162933,-0.0973603054881,-0.94054889679,-2.90710926056,0.757091283798,-0.403671532869,-0.263099998236,-1.4777752161,-0.757674574852,0.0671989023685,0.734233319759,-0.145528838038,-0.0364999994636,0.112046055496,-1.45605540276,-0.581462144852,-0.713653028011,0.331221610308,-0.351850032806,-0.080480851233,2.46125197411,1.52369999886,0.570257723331,0.666997492313,1.26762390137,0.24483063817,1.53909993172,-0.16139999032
5054,-0.21439114213,1.22369682789,0.747967422009,-0.477387726307,-2.34456181526,-0.0933244228363,1.47346115112,0.89633846283,-5.2215628624,-0.310938447714,-0.13545909524,-0.656042158604,-0.406522274017,0.0688427612185,0.0469499975443,0.380780160427,0.102687478065,-0.563793003559,-0.0155999660492,0.174804121256,-0.34319999814,-1.25354635715,-0.33584612608,0.271309792995,-0.377044051886,0.170503243804,1.64829993248,-0.708648562431,-0.271820366383,-0.91295003891,0.147697150707,0.424962162971,4.02368974686,-0.215920627117,-1.26454997063,1.77495002747
3108,2.24039816856,2.74632740021,4.25846338272,3.13844680786,0.774869561195,0.804785251617,1.36542844772,-0.578707456589,1.37278163433,-0.460524737835,-0.0597337186337,1.36603820324,-1.18146407604,-0.687566936016,-0.843849956989,-0.151760801673,-1.19729459286,-0.0343418121338,0.753366649151,1.74545717239,1.05815005302,1.36106860638,-1.41580557823,0.3329025805,0.96551066637,-0.215681836009,0.978249967098,0.543008863926,0.296966671944,0.257600009441,-0.0347435921431,0.302807897329,-0.197459205985,-0.11552542448,0.743449926376,-1.35334992409
1950,-1.70149314404,-0.734362900257,-2.52632451057,2.11064052582,1.49548208714,0.317447543144,-0.960110664368,-0.567228317261,-1.39963877201,-0.130487814546,-0.810536980629,-0.927203893661,0.024535164237,0.748866677284,-0.00890000164509,1.20506536961,0.538040101528,1.08438825607,0.623366713524,-0.412840425968,0.852250039577,-0.849337339401,0.10445573926,0.47369119525,-0.553261637688,0.98178601265,0.945299983025,1.82326388359,2.60308551788,-0.0874500051141,-0.0538950711489,0.867084801197,1.23736059666,1.0516821146,-0.0890500098467,-0.0739499926567
351,-0.00864970684052,-1.78308081627,0.711213767529,1.09552359581,0.766909301281,0.49981841445,-0.825698196888,-0.25650203228,-0.337565809488,0.0782280042768,-0.083800137043,-0.526659369469,0.503199160099,-1.64071214199,-0.746350049973,-1.65682029724,-0.532830059528,1.45692408085,0.61470001936,-0.756833791733,0.326099991798,-0.259411603212,-0.606385350227,-0.234442934394,-0.27778840065,0.536728143692,-0.818599998951,-1.24879479408,-0.170699417591,0.675700008869,-0.158679991961,1.1560189724,3.45880651474,-2.0151245594,0.000300000014249,-0.00034999998752
4846,0.610087394714,-1.20662415028,0.603503704071,0.744457304478,0.0935646593571,-0.778763353825,-0.677416980267,-0.781562268734,-0.513381958008,-0.423626214266,0.0105216503143,-0.439608961344,0.524321675301,-0.199404716492,-0.484699994326,0.725176215172,3.36733102798,-1.23106694221,0.938800036907,-0.287223905325,0.579050004482,-0.934679746628,-0.408721625805,0.832481622696,0.852302491665,0.471969664097,1.36230003834,0.697150349617,-0.631482422352,-0.991750001907,1.12223637104,0.516277492046,0.0444308072329,-0.802521109581,0.567600011826,-0.251699984074
1452,-0.707396924496,0.951993584633,-0.7936617136,0.217150568962,0.412181138992,-0.157159626484,-0.140152275562,0.504482269287,0.918423593044,-0.225050836802,0.669250965118,0.0719090104103,-0.106098309159,-0.196976870298,-0.647099971771,0.691196262836,0.0665412545204,0.150287166238,-0.222866654396,-0.02050550282,-0.708400011063,-0.735379457474,0.390004336834,1.35532212257,0.109354928136,-0.970916688442,0.0475499927998,0.0160471275449,-0.466311812401,-0.34399998188,-1.54261159897,-0.300098657608,-1.96955275536,-0.833552539349,-0.261500000954,0.231549993157
