rid,CPC010_A375_6H:BRD-K26257340-001-06-7:10,CPC012_A375_6H:BRD-K26257340-001-02-6:10,CPC010_A549_6H:BRD-K26257340-001-06-7:10,CPC012_A549_6H:BRD-K26257340-001-02-6:10,CPC010_A549_24H:BRD-K26257340-001-06-7:10,CPC012_A549_24H:BRD-K26257340-001-02-6:10,CPC012_ASC_24H:BRD-K26257340-001-02-6:10,CPC010_HA1E_6H:BRD-K26257340-001-06-7:10,CPC012_HA1E_6H:BRD-K26257340-001-02-6:10,CPC010_HCC515_6H:BRD-K26257340-001-06-7:10,CPC012_HCC515_6H:BRD-K26257340-001-02-6:10,CPC010_HEPG2_6H:BRD-K26257340-001-06-7:10,CPC010_HT29_6H:BRD-K26257340-001-06-7:10,CPC012_HT29_6H:BRD-K26257340-001-02-6:10,CPC010_MCF7_6H:BRD-K26257340-001-06-7:10,CPC012_MCF7_6H:BRD-K26257340-001-02-6:10,CPC010_MCF7_24H:BRD-K26257340-001-06-7:10,CPC012_MCF7_24H:BRD-K26257340-001-02-6:10,CPC012_NEU_24H:BRD-K26257340-001-02-6:10,CPC012_NPC_24H:BRD-K26257340-001-02-6:10,CPC010_PC3_6H:BRD-K26257340-001-06-7:10,CPC012_PC3_6H:BRD-K26257340-001-02-6:10,CPC010_PC3_24H:BRD-K26257340-001-06-7:10,CPC012_PC3_24H:BRD-K26257340-001-02-6:10,CPC012_PHH_24H:BRD-K26257340-001-02-6:10,CPC012_SKB_24H:BRD-K26257340-001-02-6:10,CPC010_VCAP_6H:BRD-K26257340-001-06-7:10,CPC012_VCAP_6H:BRD-K26257340-001-02-6:10,CPC010_VCAP_24H:BRD-K26257340-001-06-7:10,CPC012_VCAP_24H:BRD-K26257340-001-02-6:10
5720,-4.06266498566,-1.37868463993,0.693700015545,-0.708332419395,0.756949961185,-1.16194999218,4.85772037506,0.136999994516,-1.25365412235,0.271218746901,-0.664508581161,1.08947253227,0.00947894528508,-3.02297973633,-1.51929748058,-0.0880600512028,0.610727488995,0.0928378030658,-0.421700000763,0.391802787781,0.617628872395,0.119641020894,-1.34908533096,1.32723391056,1.63602209091,0.294305920601,-1.0602273941,-0.571853935719,-0.0335741899908,0.282642424107
466,1.34667038918,-0.664989769459,-0.138899996877,-0.909165263176,-0.133900016546,-0.794049978256,-1.13975405693,0.486333400011,-0.678581237793,0.0613256171346,0.10415571928,0.210906505585,-0.142858654261,-1.46290540695,0.501330912113,-0.130620017648,0.382509022951,-0.650720477104,0.881900012493,0.439869761467,0.466653227806,-1.38502085209,-0.516982138157,1.40068840981,-0.658082604408,1.25178956985,-0.930416464806,-0.253614068031,-0.486541181803,-0.157840266824
6009,-2.44797229767,1.44556546211,0.830999970436,0.118166565895,0.938349962234,-1.11389994621,2.04023075104,0.0722999870777,0.957878887653,0.934149205685,1.1146440506,-1.19850027561,0.230887115002,1.13483464718,-0.162421986461,0.615639984608,-0.553495764732,1.01368284225,1.17990005016,0.671318054199,-0.29369983077,0.893796980381,-0.380181163549,1.08330690861,1.31763601303,-0.733777046204,-0.63984143734,0.441334009171,-0.062077626586,0.762849509716
2309,2.84104728699,-0.277967810631,0.827199995518,-0.188580423594,-0.386700004339,-1.5529500246,0.118578113616,1.32120013237,-0.638728201389,0.670030772686,0.0115554481745,0.0952545106411,-0.659634113312,-0.459318488836,-0.326087117195,0.0525000020862,0.684101939201,0.202904447913,-1.03649997711,0.161154419184,-0.144362986088,-0.693453967571,-0.164282903075,-0.701979279518,0.666594028473,0.2831351161,-0.63011187315,-0.321881532669,-0.616633117199,0.305539667606
387,2.58464217186,2.57375645638,-0.372099995613,1.18735408783,0.894999980927,-1.0136500597,3.14606618881,0.567033350468,3.00988101959,0.246727347374,2.88973140717,0.0474328696728,-0.289093732834,2.06955957413,1.18540608883,1.36355996132,0.066926792264,0.935615241528,0.839600026608,0.439887166023,0.551656126976,0.570795178413,-0.304425299168,-0.0991606116295,0.862094342709,0.397772371769,-0.0921109169722,0.702410519123,-0.305846810341,0.0595902167261
3553,2.49404191971,0.386569827795,1.00919997692,-0.0115090552717,-0.524899959564,0.366400003433,0.257290929556,0.605899989605,0.103660590947,0.917346715927,-0.487318575382,-0.730758845806,0.492890179157,0.398631125689,1.69116008282,0.903080046177,-0.158142477274,0.0339289903641,-0.746299982071,-0.475656569004,0.315041542053,0.00849231332541,-0.212618783116,-1.07543182373,0.228329449892,-0.624099373817,0.780964612961,0.207357198,0.652420282364,0.725456833839
427,2.07424998283,-0.740768969059,-2.12470006943,-0.349942296743,0.0222000014037,0.421799987555,-0.159930169582,0.616133332253,1.22934424877,-0.36738461256,0.243085205555,-0.814824044704,-0.430992513895,-1.21852767467,0.207020148635,0.599959969521,-0.562796533108,0.0123131517321,0.631200015545,-0.482682824135,0.141822457314,-0.222118407488,-0.0338456295431,3.0487241745,-0.309886872768,-0.156919196248,-0.851412296295,-0.125993549824,-0.514545798302,-0.00516809523106
5898,0.04704195261,-0.078620955348,-0.366200000048,0.0340762734413,-0.33440002799,0.508050024509,-1.1173428297,0.0929333567619,-0.301063239574,-0.680152714252,0.594583690166,-0.00449275970459,0.113918170333,0.341700464487,1.29739046097,-0.433360010386,-0.552646875381,-1.36907815933,-0.650200009346,-0.438745349646,-0.207396358252,0.0489851534367,0.717625081539,-1.28038454056,-0.208647727966,0.832947134972,-0.0442716442049,-0.911547124386,-0.106341391802,-1.09285283089
23365,2.81609845161,0.394182473421,0.215700000525,1.68424522877,-0.202250003815,1.07544994354,-0.858688116074,-0.323366671801,-1.8877338171,0.124267667532,2.45364069939,-0.184371337295,0.366072565317,0.546198189259,0.93044513464,1.11285996437,0.231386780739,-0.924378633499,-0.523400008678,1.04579138756,-0.280954569578,0.0291756168008,-0.690643012524,-0.127145171165,-0.12330711633,0.0827937424183,-0.306177556515,-0.124577462673,-0.398362219334,-1.31008982658
6657,2.99637460709,-0.346362888813,1.59379994869,0.577246427536,-0.661749958992,1.13540005684,0.51784157753,2.41150021553,0.211831122637,1.01798951626,-0.296861588955,-0.611188948154,0.0582109689713,0.106049709022,1.34088337421,0.888580024242,-0.282081305981,0.118599511683,0.611000001431,0.6462880373,-0.54723316431,0.170930817723,0.670384168625,-0.534612774849,0.0615175068378,-0.763234734535,1.53218829632,0.307121485472,-0.431093424559,0.290291935205
5054,-1.24949228764,0.0943510457873,-1.17980003357,-0.662548959255,-0.620399951935,-1.27005004883,-1.14934158325,-0.433333307505,-0.793948531151,0.431615531445,0.930912137032,0.471243619919,-0.717194080353,-1.36483049393,-0.34133541584,0.923700034618,-0.487711429596,-0.156519204378,-0.076700001955,-0.303945958614,0.106194809079,-0.320968031883,-0.515225112438,-0.520876169205,-0.233186453581,1.20687794685,-0.234164699912,-0.333853900433,-0.381333112717,0.245938390493
3108,2.71730852127,2.50646901131,0.0469000004232,1.74304413795,0.275400012732,-0.0700000077486,1.75396025181,0.726333379745,3.46121454239,0.750512301922,1.48218095303,-0.747384607792,-0.828971803188,3.58432197571,0.295266598463,0.504440069199,-0.165179938078,1.05832564831,0.0410999991,0.209819972515,0.119962796569,0.404194116592,-0.206434726715,-0.169643849134,2.70766162872,4.27381515503,-0.314873635769,-0.039282631129,-0.293049693108,0.163375198841
1950,3.29863858223,-1.30581855774,-0.661199986935,0.251847118139,-1.14024996758,0.574300050735,4.24425268173,1.31366670132,-0.848455786705,0.951384067535,-0.728750944138,-0.609504461288,-0.276720821857,-0.972965836525,1.48645567894,0.27143996954,-0.585443556309,0.697614490986,2.0992000103,-0.671429753304,-0.0422710962594,-0.273448616266,0.731358766556,-0.13522849977,-0.0507610142231,-0.868691325188,0.515075623989,0.637783765793,-0.14130435884,0.957011520863
351,0.297464251518,-0.433375597,-0.842800021172,0.397939532995,-0.607149958611,0.784500002861,-0.499335944653,-0.317099988461,0.176599800587,0.922784030437,-0.130225434899,-0.639701604843,0.401131749153,-0.421026259661,-0.0294281244278,-0.356379985809,-0.156661689281,0.563229501247,0.000699999975041,-0.728378653526,-0.281248360872,-0.14747941494,0.728009521961,0.235175266862,-0.190986782312,-0.0929075330496,-0.773734509945,0.0769210159779,-0.950466930866,-0.734176337719
4846,4.09523916245,0.00282714422792,1.00380003452,-0.700362205505,1.24430000782,-0.423649996519,-0.0408671721816,1.02556681633,-1.04525589943,0.939574718475,-0.572939634323,-0.0331799387932,0.634536147118,-0.0731999501586,1.50604939461,0.391479939222,-0.156549230218,0.261171162128,-1.19609999657,2.33542180061,-0.867808878422,-0.0153907090425,0.0729874670506,-0.0969249904156,-0.222724884748,-0.485563576221,-0.655056238174,-0.673775613308,-0.0328905135393,-0.161041751504
