rid,CPC001_HA1E_6H:BRD-K26521938-001-04-9:10,CPC001_HA1E_24H:BRD-K26521938-001-04-9:10,CPC001_HCC515_6H:BRD-K26521938-001-04-9:10,CPC001_HCC515_24H:BRD-K26521938-001-04-9:10,CPC001_PC3_6H:BRD-K26521938-001-04-9:10,CPC001_PC3_24H:BRD-K26521938-001-04-9:10,CPC001_VCAP_6H:BRD-K26521938-001-04-9:10,CPC001_VCAP_24H:BRD-K26521938-001-04-9:10,CPC017_A375_6H:BRD-K26521938-001-04-9:10,CPC017_A549_6H:BRD-K26521938-001-04-9:10,CPC017_A549_24H:BRD-K26521938-001-04-9:10,CPC017_ASC_24H:BRD-K26521938-001-04-9:10,CPC017_HEPG2_6H:BRD-K26521938-001-04-9:10,CPC017_HT29_6H:BRD-K26521938-001-04-9:10,CPC017_MCF7_6H:BRD-K26521938-001-04-9:10,CPC017_MCF7_24H:BRD-K26521938-001-04-9:10,CPC017_NPC_24H:BRD-K26521938-001-04-9:10,CPC017_PHH_24H:BRD-K26521938-001-04-9:10,CPC017_SKB_24H:BRD-K26521938-001-04-9:10,NMH002_FIBRNPC_24H:BRD-K26521938-001-06-4:10,NMH002_FIBRNPC_6H:BRD-K26521938-001-06-4:10,NMH002_NEU_6H:BRD-K26521938-001-06-4:10,NMH002_NEU_24H:BRD-K26521938-001-06-4:10,NMH002_NPC_6H:BRD-K26521938-001-06-4:10,NMH002_NPC_24H:BRD-K26521938-001-06-4:10
5720,0.359939396381,-0.0998022854328,0.815449953079,-0.58119559288,0.03132173419,-0.838983714581,-0.374839544296,-1.61512649059,0.0711999833584,-0.153977617621,-0.437228828669,-0.131477221847,0.224866509438,-0.202941700816,-0.527628600597,-1.10067808628,-0.140642732382,-0.0648629665375,1.49535000324,-1.75934362411,-0.643149375916,-0.565983712673,0.358875989914,0.629960894585,0.032971188426
466,-0.065112747252,0.151586875319,-0.295450001955,0.0108959972858,0.0379552394152,-1.02198672295,1.02296757698,-1.30300223827,-0.0919666662812,0.312004297972,0.295656770468,-0.0236610993743,-0.354975134134,0.537681937218,-0.896365106106,-0.525183320045,-0.00676528736949,-0.262347310781,-1.04655003548,-0.93897330761,-1.06338000298,-0.391734600067,1.65707111359,0.801902472973,0.478058338165
6009,0.506767451763,0.834749221802,-0.421599984169,0.213838413358,-0.461297780275,0.828782916069,1.03049612045,-0.2558362782,-0.570366680622,0.0476866401732,-0.340083062649,-0.231155112386,1.6808245182,-0.0101288110018,-1.13104939461,-1.14781141281,-0.423144072294,-0.981377065182,-0.271499991417,-0.917807042599,0.264914423227,-0.00216599553823,-0.00188571214676,0.241184860468,-0.385873049498
2309,-0.658920645714,0.33335980773,0.227499991655,0.0799376517534,0.034731388092,0.728828191757,0.509850203991,-0.500367820263,0.607700049877,1.31336021423,0.027174372226,-0.258301436901,0.374247789383,0.321097701788,0.37035369873,-0.0997202694416,-0.284293234348,-1.03341221809,-0.176799997687,-1.08953773975,0.168443888426,0.182885795832,0.573468148708,0.0722640156746,-0.327419757843
387,-0.465212106705,0.570113241673,0.744750022888,0.414710581303,0.101588845253,0.869883239269,1.41797244549,0.553017020226,-0.287433326244,-0.108591303229,-0.385827243328,-1.99192631245,0.854101479053,-0.274987012148,0.965666234493,-0.95594483614,-0.359424054623,0.1563770473,-1.0719499588,-0.654009759426,-0.328510433435,0.0557655245066,-0.579217076302,0.634672939777,-0.322757869959
3553,0.55606508255,-0.0125614106655,-0.819549977779,-0.0923574119806,-0.000832919962704,1.17800879478,-0.71264231205,1.06347310543,0.0659333318472,-0.166967570782,0.189031377435,2.20315980911,-0.892288863659,0.9508690238,-0.806112825871,-0.207839950919,-0.216344580054,0.213322579861,-0.202349990606,1.63322734833,0.0737494081259,0.249562561512,-0.382703781128,-1.06351280212,-0.278793007135
427,0.158570989966,-1.5429725647,-0.00420001149178,-0.206104189157,-0.691164493561,-0.110791429877,-0.244360655546,-0.346602916718,1.83263337612,-0.55128121376,0.252764701843,-0.121918097138,-0.605277180672,-0.181701123714,-0.415267646313,-0.536557495594,-0.363884478807,-0.256679803133,0.376849979162,-0.370670795441,0.346668720245,0.274691611528,-0.0261722505093,-0.248920366168,0.0878839492798
5898,0.602909743786,0.30716252327,0.132749974728,-1.80903589725,0.796578705311,-0.640179336071,-0.507489621639,-0.588500022888,-0.346500039101,0.143086016178,-0.0720968395472,0.0575408861041,-0.300309658051,0.149133428931,-0.942247331142,-0.531043291092,-0.386712580919,0.671968221664,-0.358099997044,-2.09742879868,1.71933174133,-1.67363536358,-1.02601265907,0.33903080225,-1.79065585136
23365,-0.0615672320127,0.435424476862,0.854700028896,-0.561461567879,-0.687921285629,0.12693567574,-0.316402673721,0.665400028229,0.693000078201,-0.574462115765,-0.113225266337,0.0650696232915,0.101179026067,0.0206250324845,0.145213782787,0.113016493618,-0.703230500221,0.319405019283,0.251749992371,-1.26567459106,-1.27986252308,-0.565275549889,-0.102163121104,-0.225873097777,-0.121535465121
6657,-0.493833035231,-0.452572405338,0.0321500003338,0.574870526791,0.190297216177,-0.27114123106,-0.84229195118,1.31804609299,1.10263347626,-0.577390134335,-0.442116051912,0.989380657673,-0.144546627998,0.629275202751,-0.508487343788,0.700352907181,-0.77332341671,0.142154753208,0.0185499787331,1.72934746742,0.479215323925,-0.195988848805,0.380274891853,0.802443742752,-1.0611114502
