rid,CPC006_A375_6H:BRD-K09907482-001-02-5:40,CPC006_A375_24H:BRD-K09907482-001-02-5:40,CPC006_A549_6H:BRD-K09907482-001-02-5:40,CPC006_A549_24H:BRD-K09907482-001-02-5:40,CPC006_A673_6H:BRD-K09907482-001-02-5:40,CPC006_AGS_6H:BRD-K09907482-001-02-5:40,CPC006_CL34_6H:BRD-K09907482-001-02-5:40,CPC006_CORL23_6H:BRD-K09907482-001-02-5:40,CPC006_COV644_6H:BRD-K09907482-001-02-5:40,CPC006_DV90_6H:BRD-K09907482-001-02-5:40,CPC006_EFO27_6H:BRD-K09907482-001-02-5:40,CPC006_HA1E_6H:BRD-K09907482-001-02-5:40,CPC006_HA1E_24H:BRD-K09907482-001-02-5:40,CPC006_HCC15_6H:BRD-K09907482-001-02-5:40,CPC006_HCC515_6H:BRD-K09907482-001-02-5:40,CPC006_HCC515_24H:BRD-K09907482-001-02-5:40,CPC006_HCT116_6H:BRD-K09907482-001-02-5:40,CPC006_HEC108_6H:BRD-K09907482-001-02-5:40,CPC006_HEPG2_6H:BRD-K09907482-001-02-5:40,CPC006_HT115_6H:BRD-K09907482-001-02-5:40,CPC006_HT29_6H:BRD-K09907482-001-02-5:40,CPC006_HT29_24H:BRD-K09907482-001-02-5:40,CPC006_JHUEM2_6H:BRD-K09907482-001-02-5:40,CPC006_LOVO_6H:BRD-K09907482-001-02-5:40,CPC006_MCF7_6H:BRD-K09907482-001-02-5:40,CPC006_MCF7_24H:BRD-K09907482-001-02-5:40,CPC006_MDST8_6H:BRD-K09907482-001-02-5:40,CPC006_NCIH1694_6H:BRD-K09907482-001-02-5:40,CPC006_NCIH1836_6H:BRD-K09907482-001-02-5:40,CPC006_NCIH2073_6H:BRD-K09907482-001-02-5:40,CPC006_NCIH508_6H:BRD-K09907482-001-02-5:40,CPC006_NCIH596_6H:BRD-K09907482-001-02-5:40,CPC006_NOMO1_6H:BRD-K09907482-001-02-5:40,CPC006_OV7_6H:BRD-K09907482-001-02-5:40,CPC006_PC3_6H:BRD-K09907482-001-02-5:40,CPC006_PC3_24H:BRD-K09907482-001-02-5:40,CPC006_PL21_6H:BRD-K09907482-001-02-5:40,CPC006_RMGI_6H:BRD-K09907482-001-02-5:40,CPC006_RMUGS_6H:BRD-K09907482-001-02-5:40,CPC006_SKLU1_6H:BRD-K09907482-001-02-5:40,CPC006_SKM1_6H:BRD-K09907482-001-02-5:40,CPC006_SKMEL1_6H:BRD-K09907482-001-02-5:40,CPC006_SKMEL28_6H:BRD-K09907482-001-02-5:40,CPC006_SNGM_6H:BRD-K09907482-001-02-5:40,CPC006_SNU1040_6H:BRD-K09907482-001-02-5:40,CPC006_SNUC4_6H:BRD-K09907482-001-02-5:40,CPC006_SW480_6H:BRD-K09907482-001-02-5:40,CPC006_SW620_6H:BRD-K09907482-001-02-5:40,CPC006_SW948_6H:BRD-K09907482-001-02-5:40,CPC006_T3M10_6H:BRD-K09907482-001-02-5:40,CPC006_THP1_6H:BRD-K09907482-001-02-5:40,CPC006_TYKNU_6H:BRD-K09907482-001-02-5:40,CPC006_U937_6H:BRD-K09907482-001-02-5:40,CPC006_VCAP_6H:BRD-K09907482-001-02-5:40,CPC006_VCAP_24H:BRD-K09907482-001-02-5:40,CPC006_WSUDLCL2_6H:BRD-K09907482-001-02-5:40,HOG003_A549_24H:BRD-K09907482-001-02-5:10,HOG003_A549_24H:BRD-K09907482-001-02-5:3.33,HOG003_A549_24H:BRD-K09907482-001-02-5:1.11,HOG003_A549_24H:BRD-K09907482-001-02-5:0.3704,HOG003_A549_24H:BRD-K09907482-001-02-5:0.1234,HOG003_A549_24H:BRD-K09907482-001-02-5:0.0412,HOG003_A549_24H:BRD-K09907482-001-02-5:0.013,HOG003_A549_24H:BRD-K09907482-001-02-5:0.0045,HOG003_A549_24H:BRD-K09907482-001-02-5:0.0015,HOG003_A549_6H:BRD-K09907482-001-02-5:10,HOG003_A549_6H:BRD-K09907482-001-02-5:3.33,HOG003_A549_6H:BRD-K09907482-001-02-5:1.11,HOG003_A549_6H:BRD-K09907482-001-02-5:0.3704,HOG003_A549_6H:BRD-K09907482-001-02-5:0.1234,HOG003_A549_6H:BRD-K09907482-001-02-5:0.0412,HOG003_A549_6H:BRD-K09907482-001-02-5:0.013,HOG003_A549_6H:BRD-K09907482-001-02-5:0.0045,HOG003_A549_6H:BRD-K09907482-001-02-5:0.0015,CPC006_H1299_6H:BRD-K09907482-001-02-5:40,HOG003_MCF7_24H:BRD-K09907482-001-02-5:10,HOG003_MCF7_24H:BRD-K09907482-001-02-5:3.33,HOG003_MCF7_24H:BRD-K09907482-001-02-5:1.11,HOG003_MCF7_24H:BRD-K09907482-001-02-5:0.3704,HOG003_MCF7_24H:BRD-K09907482-001-02-5:0.1234,HOG003_MCF7_24H:BRD-K09907482-001-02-5:0.0412,HOG003_MCF7_24H:BRD-K09907482-001-02-5:0.013,HOG003_MCF7_24H:BRD-K09907482-001-02-5:0.0045,HOG003_MCF7_24H:BRD-K09907482-001-02-5:0.0015,HOG003_MCF7_6H:BRD-K09907482-001-02-5:10,HOG003_MCF7_6H:BRD-K09907482-001-02-5:3.33,HOG003_MCF7_6H:BRD-K09907482-001-02-5:1.11,HOG003_MCF7_6H:BRD-K09907482-001-02-5:0.3704,HOG003_MCF7_6H:BRD-K09907482-001-02-5:0.1234,HOG003_MCF7_6H:BRD-K09907482-001-02-5:0.0412,HOG003_MCF7_6H:BRD-K09907482-001-02-5:0.013,HOG003_MCF7_6H:BRD-K09907482-001-02-5:0.0045,HOG003_MCF7_6H:BRD-K09907482-001-02-5:0.0015,CPC006_RKO_6H:BRD-K09907482-001-02-5:40
5720,0.768360495567,0.107073672116,0.63074195385,0.786258280277,0.00145000219345,0.125400006771,1.55900001526,1.26590001583,-0.88480001688,-0.171199992299,0.782199978828,0.573119461536,0.300015091896,1.15164637566,-0.271533727646,0.378146260977,0.620249986649,0.0349324904382,-0.290113270283,-0.722699999809,0.46978276968,-0.444534242153,0.747799992561,0.852400004864,0.574507236481,0.62783151865,0.963100016117,-0.453049987555,0.614099979401,0.402949988842,1.17610001564,0.623100042343,-0.183100000024,0.832949995995,0.0934853628278,0.0763227790594,-0.183300003409,-0.220899999142,0.401352673769,0.641099989414,0.691200017929,-0.225800007582,-0.0103500038385,1.08990001678,-0.0948000028729,0.717649996281,0.884350001812,0.341600000858,-0.0981408059597,-0.0645500421524,-0.10284999758,-0.0510500073433,-0.738199949265,0.813826441765,0.935987770557,0.345050007105,0.303656876087,0.459323108196,-0.128251492977,-0.206220030785,-0.122289091349,0.108970470726,-0.277625620365,-0.159539699554,0.173953205347,0.479189246893,-0.206582516432,-0.484919130802,0.0813421458006,-0.0159333907068,-0.844574213028,-1.40964663029,0.300068616867,-0.0764007940888,0.928849995136,-1.18108153343,-0.326938778162,-0.263708293438,-0.505023658276,0.0717666596174,0.28867700696,0.0269015431404,-0.288560599089,0.666222155094,-0.151726603508,0.5886054039,0.460656791925,-0.160659059882,-0.00172609090805,0.824516355991,0.491803318262,-0.359742224216,0.95458316803,-0.00365000963211
466,0.680967330933,-0.298415541649,0.389672130346,0.637274622917,0.979050040245,0.748149991035,-4.8232998848,0.440600007772,0.670799970627,0.322750002146,-0.842000007629,-0.227560251951,-0.272778600454,0.705058574677,0.118508458138,0.810137629509,-0.152700006962,0.148154556751,-3.11431145668,-0.929099977016,0.863747835159,0.138320863247,0.451950013638,0.708350002766,0.611567437649,0.969643056393,1.11389994621,0.407100021839,-3.51189994812,0.593800008297,1.3030500412,0.391950011253,0.51289999485,0.930199980736,-0.237804308534,-1.26455032825,-0.910300016403,0.0996000021696,0.530326068401,0.56200003624,1.15534996986,-1.2092000246,1.37195003033,-0.122750014067,-1.04330003262,-0.0559500083327,0.359950006008,-0.28749999404,0.303571283817,0.62424993515,0.186650007963,-0.542249977589,0.0271500013769,0.601905107498,0.930956721306,-0.0858000069857,-0.282312124968,0.328964948654,0.276302218437,-2.99012851715,0.109407678246,0.214170172811,-0.152377620339,-0.31372231245,0.466442734003,-0.582247316837,-3.05341672897,0.522779166698,0.244546383619,-0.70084810257,-0.0334679447114,-0.199582248926,-0.0814830362797,0.156620830297,0.715200006962,-1.31818723679,-0.138671115041,-0.281548023224,-0.562277555466,-0.220000013709,0.133067369461,0.178490102291,0.265940189362,0.483734190464,-0.649007678032,0.586904883385,0.227027237415,0.0594248771667,-0.253546446562,0.787985265255,0.5076212883,-0.517752051353,0.66542494297,-0.525650024414
6009,0.681729257107,0.816881895065,0.0741118192673,0.207915633917,-0.440850019455,-0.241299986839,0.392300009727,0.766399979591,-0.916800022125,1.1345499754,1.32924997807,-0.239150479436,0.193753048778,0.0700417608023,0.271771043539,-0.42947691679,0.485249996185,0.55347764492,0.301285982132,0.358999997377,0.920590937138,0.285194814205,1.36644995213,1.37835001945,0.0592704117298,0.379484891891,-0.182200014591,-2.39475011826,0.931599974632,0.21044999361,0.870700001717,-0.378250002861,-1.15380001068,0.258799999952,-0.249406576157,0.521285295486,0.754400014877,2.72169995308,1.39459586143,1.1697499752,2.23235011101,-0.318800002337,1.13909995556,0.987150013447,-0.513700008392,1.12330007553,-0.421700030565,1.52690005302,0.864665746689,0.329750001431,-0.40909999609,-0.0446999967098,1.10475003719,-0.142506197095,0.557740926743,-0.504249989986,-0.175808832049,0.037908166647,0.427800178528,0.76760083437,0.420760303736,0.620182514191,-0.300597161055,0.673411369324,0.876979768276,-0.524257004261,0.823861837387,0.563077926636,-0.189571604133,-0.205672636628,1.26364779472,0.792815983295,-0.679333150387,-0.256539732218,-0.212999999523,-1.48868894577,-0.490414589643,0.571644842625,-1.21840965748,-0.637933313847,-0.349566876888,-0.232348099351,0.837345123291,0.704739570618,-0.908483922482,0.278143137693,-0.415532618761,0.410304039717,-0.301622003317,0.569046020508,-0.364739894867,-0.515430808067,0.079394236207,-0.44629997015
2309,-0.540142059326,-0.424102902412,-0.0513669550419,0.461668789387,0.472249984741,-0.177550002933,0.674499988556,0.781700015068,0.801400005817,-0.040549993515,0.523500025272,-0.0343971922994,-0.50600117445,0.0630407333374,0.0405383035541,-0.1188506037,1.10730004311,0.358142226934,-0.741701900959,-0.713500022888,-0.279163867235,-0.289031207561,-0.669049978256,-1.07509994507,-0.601986706257,-0.19010913372,-0.00620000064373,-2.18020009995,1.55069994926,0.15569999814,-1.23599994183,-0.822600007057,-0.0838000029325,0.424349993467,0.514339566231,0.174936950207,-0.169400006533,-0.564999997616,0.196044132113,-0.437950015068,0.294200003147,0.243550002575,-0.65775001049,0.476799964905,2.58080005646,-0.608649969101,0.809100031853,0.244899988174,-1.61403989792,3.08555006981,-0.478199958801,-0.249399989843,0.623250007629,-0.12270694226,0.29411765933,-0.935050010681,0.0520707666874,-0.481621265411,-0.672833383083,0.802683413029,-0.548848152161,0.202169954777,1.34062898159,0.181404143572,0.314793676138,-0.492022812366,-0.225571036339,0.0851538926363,0.112296961248,-0.357868313789,-0.615262567997,-0.4946205616,0.658778250217,0.257394611835,-0.957049965858,-0.715038657188,0.255551278591,0.214760094881,-0.0876448899508,0.0541666448116,0.704322934151,0.565892457962,-0.236547484994,0.559450268745,1.48636770248,0.40140157938,0.284487783909,0.154287412763,0.822772562504,0.0437990278006,0.953457355499,-0.813362598419,1.24317705631,-0.0381500124931
387,0.931662082672,1.18393802643,0.943438053131,-0.0801118090749,0.142549991608,0.534449994564,0.666800022125,1.13230001926,1.05480003357,0.569499969482,0.248100012541,0.460579305887,-0.0916331186891,0.215961277485,0.640842616558,-0.41104143858,0.579349994659,-0.497911274433,0.379401832819,-0.0815000012517,0.525924742222,1.36977386475,1.26979994774,0.344850003719,0.62662422657,0.321561157703,1.18850004673,0.116999998689,1.39010000229,0.0250999927521,-0.107950001955,-0.354749977589,-0.0606999993324,0.117050021887,0.128361985087,0.168359652162,0.311450004578,0.0434999987483,1.22028839588,0.162650004029,0.447149991989,0.84944999218,0.519150018692,0.583000004292,-1.20459997654,0.466600000858,-0.110549986362,0.017049998045,-0.514975607395,0.634999990463,0.0917999967933,-0.535049974918,1.53854990005,-0.00290877372026,-0.110146738589,0.236750006676,-1.35073399544,0.0532231330872,-0.964344978333,-1.71357727051,0.0590209960938,-0.172993481159,-0.995087504387,0.630869448185,1.04719018936,-0.34758707881,-1.20568263531,-0.2711199224,-0.0969132781029,0.00513511896133,0.69417899847,0.309493333101,-0.291785210371,0.965558707714,0.0379999987781,-1.14430522919,-0.412169188261,-0.598015904427,-0.909903526306,-0.359733343124,-0.240804821253,0.819189727306,1.12011671066,0.658281981945,-0.467307031155,0.337463438511,0.256559282541,1.37001419067,1.09783267975,0.636432766914,0.497146397829,0.0446894131601,0.640342712402,-0.39019998908
3553,0.746562361717,4.10460090637,-0.610698342323,-0.1552965343,-0.770399987698,-1.21624994278,-0.601800024509,-0.763899981976,0.525600016117,-0.348800003529,-0.725149989128,-0.736770391464,0.00199424102902,-0.0160993039608,0.829684972763,0.830258190632,-0.830349981785,-0.898916125298,-1.31221485138,-0.302100002766,-0.0389967411757,-0.428847432137,-0.706650018692,-0.440600007772,-0.0763039588928,1.12272310257,0.313150018454,-0.123249992728,0.674499988556,-1.1455000639,-0.592350006104,0.164200007915,-0.361499994993,-0.554250001907,2.1809053421,3.98409247398,0.180899977684,-1.33819997311,-0.335116863251,-1.24394989014,-1.21219992638,0.0690499991179,1.59944999218,0.428900003433,0.154799997807,-0.798300027847,-0.43544998765,-0.572350025177,-0.425451248884,0.033999979496,0.179149985313,-0.227100014687,-0.919949948788,0.016104195267,-1.1609480381,0.337550014257,-0.842167854309,0.0408739447594,0.0848406627774,-0.118951611221,-0.473835647106,-0.162189021707,-0.0159690584987,-0.757976591587,-0.837979316711,0.0860115885735,1.24061012268,-0.609988093376,0.123563021421,0.000263422727585,-0.398973464966,0.1620221138,1.13692760468,-1.14792525768,0.580250024796,1.04980897903,-0.111999563873,-0.283476054668,0.018856216222,1.16540002823,-0.618585467339,-0.887033879757,-0.353018343449,1.59811878204,-0.0109348893166,-0.336944490671,-0.100686147809,-0.53566712141,-0.0668811351061,-0.551141679287,-0.287267923355,0.671894788742,-1.72182095051,0.224249988794
427,0.607522845268,-0.563378214836,-1.141954422,0.31453281641,0.522800028324,1.30404996872,-1.42139995098,0.0601999983191,2.44560003281,0.137050002813,-0.415950000286,-0.253875792027,0.233987823129,-0.795310258865,0.512858271599,0.374989211559,-1.36855006218,2.59071874619,0.899863779545,0.0681999996305,-0.0867331847548,0.183945447206,-0.495999991894,0.155349999666,0.43333992362,0.701864361763,-0.734699964523,0.523699998856,-1.13919997215,0.13765001297,1.12864995003,-0.684450030327,0.297199994326,0.868250012398,0.414865791798,-1.21202230453,-1.11950004101,0.267399996519,-1.22012293339,-0.99840003252,1.06980001926,-0.563250005245,-0.400900006294,0.139850005507,-0.950200021267,0.200249999762,0.35490000248,-0.901650011539,0.239918753505,3.22620010376,-0.801750004292,-0.897300004959,-0.280200004578,0.711560606956,0.526095747948,0.0868000015616,-0.432508647442,0.214317142963,0.562269151211,-0.355983614922,0.399114400148,0.10202600807,0.785871386528,0.465577244759,0.567045986652,-0.414286971092,-0.248385995626,0.308291137218,-0.52007830143,-0.109232693911,0.543123841286,-0.045964807272,-0.874490261078,-0.427011072636,1.81970000267,-0.12214846909,0.940063118935,0.600141465664,0.468801826239,0.12349998951,0.64994174242,0.370374977589,0.554631829262,-0.482466936111,-0.489893436432,-0.124494485557,-0.49585801363,-0.0552555434406,-0.799783825874,0.5825740695,0.716403841972,-0.248203545809,-0.226942896843,-0.465450018644
5898,-0.29876986146,0.238744497299,0.582945585251,-0.0344699621201,0.572600007057,-0.0121499970555,-0.720700025558,-0.0636000037193,1.40670001507,-1.01300001144,0.392049998045,-0.285942733288,0.05641746521,0.11978212744,0.0292321257293,-0.255358427763,-0.527999997139,-1.62640631199,1.04384422302,-1.92729997635,-0.278808236122,0.740152716637,0.101250000298,0.497449994087,0.402920842171,-0.000207409262657,-0.726450026035,-0.51709997654,-1.94599997997,-0.729149997234,0.730849981308,0.165549993515,0.512000024319,-0.870450019836,0.372237771749,0.471477091312,-0.776849985123,-0.240400001407,0.326643526554,-0.668399989605,0.195600003004,-0.341399997473,-1.11520004272,-0.936450004578,0.323399990797,-0.593200027943,0.107400000095,0.291250020266,-1.20129144192,0.183250010014,-0.425549983978,0.126800000668,-0.222849994898,0.0417581945658,-0.714151799679,-0.896600008011,-2.15316104889,-0.227132618427,0.101650170982,-2.53270864487,-0.0120425522327,-0.070899926126,-1.38540697098,-0.43015179038,-1.50773596764,-0.324755072594,-1.25387275219,-1.12574005127,-0.459631472826,-0.270589292049,-0.517949700356,-1.56173634529,-0.906307399273,0.168338522315,0.917050004005,-1.42209601402,0.153376817703,0.234939008951,0.0549502074718,-2.66280007362,0.22223366797,-1.05805671215,0.614464104176,-0.626847147942,-1.22318887711,0.835232496262,0.348490506411,0.0903366655111,0.50573605299,0.370930731297,0.355468392372,0.172336816788,0.23859372735,0.46850001812
23365,0.066808745265,0.79658550024,-0.296731591225,0.066607862711,0.623549997807,0.603049993515,-0.263900011778,-2.21950006485,-0.355500012636,0.259750008583,-1.46015000343,0.0635757148266,-1.45963406563,-0.125313386321,-0.274242013693,-0.687534272671,-1.06005001068,-0.0081565529108,0.155283674598,1.0379999876,1.29813945293,-1.05642700195,-0.993900001049,-1.06844997406,-0.0540291853249,-0.350338280201,0.0407499969006,1.06209993362,0.20759999752,-0.790099978447,0.105100005865,-0.766149997711,-0.0476999990642,-1.1153999567,-0.446986973286,-0.23494464159,0.0113999843597,0.327800005674,0.558573126793,-0.851350009441,-0.926299989223,0.0344500020146,1.46745014191,-0.10015001893,-0.914099991322,-1.34945011139,-0.584599971771,-0.412599980831,-0.0614322423935,2.86074995995,-0.879800021648,-0.040600001812,0.257649987936,-0.479481875896,-1.47589182854,-0.248900011182,-0.0120394229889,-0.0743877589703,-0.881851792336,3.5498111248,0.0834991931915,0.198340833187,-1.08731758595,0.647204995155,0.410982549191,-0.0367695763707,-0.166705325246,0.475643455982,-0.00962727144361,-0.676096260548,-0.261270046234,-0.420556247234,-0.413184463978,0.173035740852,0.596750020981,-0.111450046301,-0.269333839417,-0.414918094873,-1.00958275795,-0.309033334255,-0.60098528862,-0.768087387085,2.56667995453,-0.252869278193,-0.540207386017,-0.630524098873,0.263460785151,0.343625605106,0.466786324978,0.00442273169756,0.0696988925338,0.558655440807,-0.320444941521,2.96290016174
6657,0.752214133739,0.979589223862,-0.497012376785,-0.0614147931337,-0.0765999928117,-0.585749983788,-0.034699998796,-0.289299994707,0.0309999994934,-0.739050030708,-0.103150010109,-0.49603420496,0.508136630058,-0.956042528152,-0.428624808788,0.217797353864,-1.02095007896,-0.780984759331,-0.356606692076,0.0921000018716,-0.868109941483,-0.81007039547,-1.85510003567,-0.991250038147,0.282631754875,0.699583411217,1.13129997253,-0.316550016403,1.11000001431,-1.6181999445,-0.855400025845,-0.275249987841,-0.829299986362,-1.04704999924,0.126263990998,0.173672229052,0.00130000710487,-0.991599977016,-1.15638327599,-0.978399991989,-1.48479998112,-0.287050008774,-0.986050009727,-0.289849996567,-1.40929996967,-0.362949997187,0.34604999423,-0.991150021553,-0.508748710155,2.00600004196,0.0957000106573,-0.269150018692,-0.337400019169,0.675176978111,-0.591793775558,-0.358950018883,-0.419527471066,-0.345395505428,0.461169451475,0.34053581953,-0.244352072477,0.0992569029331,0.687996149063,-0.891526341438,-0.601302981377,-0.151761859655,0.188456773758,-0.887085199356,0.073939666152,-0.470761716366,1.17165541649,0.106621131301,0.719069182873,-0.0638740360737,-0.60404998064,1.37139093876,0.197005063295,0.0458622649312,0.0178760495037,0.144566684961,-0.767016768456,-0.203687846661,-0.509628236294,-1.49697065353,0.341200470924,-0.406225383282,-0.394657731056,-0.619226455688,-1.02861583233,-0.788368999958,-0.961764454842,0.168269425631,-1.68928277493,0.144450008869
