rid,CPC006_A375_6H:BRD-K00317371-001-02-0:10,CPC006_A375_24H:BRD-K00317371-001-02-0:10,CPC006_A549_6H:BRD-K00317371-001-02-0:10,CPC006_A549_24H:BRD-K00317371-001-02-0:10,CPC006_A673_6H:BRD-K00317371-001-02-0:10,CPC006_AGS_6H:BRD-K00317371-001-02-0:10,CPC006_CL34_6H:BRD-K00317371-001-02-0:10,CPC006_CORL23_6H:BRD-K00317371-001-02-0:10,CPC006_COV644_6H:BRD-K00317371-001-02-0:10,CPC006_DV90_6H:BRD-K00317371-001-02-0:10,CPC006_EFO27_6H:BRD-K00317371-001-02-0:10,CPC006_HA1E_6H:BRD-K00317371-001-02-0:10,CPC006_HA1E_24H:BRD-K00317371-001-02-0:10,CPC006_HCC15_6H:BRD-K00317371-001-02-0:10,CPC006_HCC515_6H:BRD-K00317371-001-02-0:10,CPC006_HCC515_24H:BRD-K00317371-001-02-0:10,CPC006_HCT116_6H:BRD-K00317371-001-02-0:10,CPC006_HEC108_6H:BRD-K00317371-001-02-0:10,CPC006_HEPG2_6H:BRD-K00317371-001-02-0:10,CPC006_HT29_6H:BRD-K00317371-001-02-0:10,CPC006_HT29_24H:BRD-K00317371-001-02-0:10,CPC006_JHUEM2_6H:BRD-K00317371-001-02-0:10,CPC006_LOVO_6H:BRD-K00317371-001-02-0:10,CPC006_MCF7_6H:BRD-K00317371-001-02-0:10,CPC006_MCF7_24H:BRD-K00317371-001-02-0:10,CPC006_MDST8_6H:BRD-K00317371-001-02-0:10,CPC006_NCIH1694_6H:BRD-K00317371-001-02-0:10,CPC006_NCIH1836_6H:BRD-K00317371-001-02-0:10,CPC006_NCIH2073_6H:BRD-K00317371-001-02-0:10,CPC006_NCIH508_6H:BRD-K00317371-001-02-0:10,CPC006_NCIH596_6H:BRD-K00317371-001-02-0:10,CPC006_NOMO1_6H:BRD-K00317371-001-02-0:10,CPC006_OV7_6H:BRD-K00317371-001-02-0:10,CPC006_PC3_6H:BRD-K00317371-001-02-0:10,CPC006_PC3_24H:BRD-K00317371-001-02-0:10,CPC006_PL21_6H:BRD-K00317371-001-02-0:10,CPC006_RMGI_6H:BRD-K00317371-001-02-0:10,CPC006_RMUGS_6H:BRD-K00317371-001-02-0:10,CPC006_SKLU1_6H:BRD-K00317371-001-02-0:10,CPC006_SKM1_6H:BRD-K00317371-001-02-0:10,CPC006_SKMEL1_6H:BRD-K00317371-001-02-0:10,CPC006_SKMEL28_6H:BRD-K00317371-001-02-0:10,CPC006_SNGM_6H:BRD-K00317371-001-02-0:10,CPC006_SNU1040_6H:BRD-K00317371-001-02-0:10,CPC006_SNUC4_6H:BRD-K00317371-001-02-0:10,CPC006_SNUC5_6H:BRD-K00317371-001-02-0:10,CPC006_SW480_6H:BRD-K00317371-001-02-0:10,CPC006_SW620_6H:BRD-K00317371-001-02-0:10,CPC006_SW948_6H:BRD-K00317371-001-02-0:10,CPC006_T3M10_6H:BRD-K00317371-001-02-0:10,CPC006_THP1_6H:BRD-K00317371-001-02-0:10,CPC006_TYKNU_6H:BRD-K00317371-001-02-0:10,CPC006_U937_6H:BRD-K00317371-001-02-0:10,CPC006_VCAP_6H:BRD-K00317371-001-02-0:10,CPC006_VCAP_24H:BRD-K00317371-001-02-0:10,CPC006_WSUDLCL2_6H:BRD-K00317371-001-02-0:10,CPC006_H1299_6H:BRD-K00317371-001-02-0:10,CPC006_RKO_6H:BRD-K00317371-001-02-0:10
5720,-2.96291565895,-0.451298892498,0.0433411896229,0.53737872839,1.35185003281,0.100350007415,-0.956749975681,-0.853399991989,0.0512500107288,-0.228300005198,0.153749987483,-0.381668061018,-0.00397577090189,0.750665187836,-0.5476526618,-0.0166286751628,-0.864849984646,-0.91675978899,1.09477376938,0.52044314146,0.817936480045,-0.517449975014,-0.364549994469,0.603733718395,0.232575535774,-1.08654999733,-1.28500008583,0.272850006819,-0.238150000572,-1.22239995003,-0.407499998808,-0.727150022984,-0.241549998522,0.487530559301,-0.366688072681,0.0486500002444,0.348600029945,-0.462717503309,0.0278999954462,-0.257650017738,0.158099994063,-0.712700009346,0.2649500072,-0.229499995708,0.0943499803543,-0.432950019836,0.443599998951,-0.964910328388,0.600694775581,0.411500006914,-0.826099991798,-0.140950009227,-0.781300008297,0.0164940729737,0.594954788685,0.587149977684,-0.191899985075,0.097800001502
466,0.68315756321,0.343555927277,0.100078955293,-0.0594665333629,-0.0927499830723,0.28354999423,-0.0303499996662,0.484599977732,-2.06580018997,0.257450014353,1.27964997292,0.227766394615,0.515410363674,0.163059771061,0.0673647671938,0.0767565965652,-0.139650002122,0.0733707696199,0.527855992317,0.270167499781,0.167714357376,0.181299984455,0.00705000758171,-1.64765202999,-2.74927473068,-0.0107000172138,0.259350001812,0.285050004721,-0.0188000053167,1.53174996376,-0.11534999311,-0.00690001249313,-0.168449997902,1.05458760262,-0.0556803792715,0.279549986124,0.416099995375,0.54277074337,0.67334997654,0.733350038528,0.143099993467,0.0661000013351,1.03114998341,0.622250020504,1.98440003395,0.369949996471,0.709849953651,0.253070235252,-0.194586724043,0.055999994278,0.081749998033,0.907999992371,1.11575007439,-0.0243525020778,0.523630440235,0.541649997234,-0.344399988651,0.552999973297
6009,0.228902459145,-0.263710439205,-1.15142500401,-0.269509464502,-0.82439994812,-0.85790002346,-0.345400005579,-0.575700044632,-0.856199979782,-0.408200025558,1.57819998264,1.52117109299,0.753071904182,0.224857360125,0.335611671209,0.294467687607,0.304000020027,-0.448520958424,-0.720372200012,0.0360911786556,-0.278645724058,-0.333050012589,-0.376949965954,-0.520271420479,-1.42533564568,-1.34364998341,0.544649958611,-0.296049982309,-0.713500022888,1.70204997063,0.0972000062466,0.814100027084,-0.395000010729,0.560171127319,-0.0920486748219,0.0235500335693,1.1739000082,0.289541095495,0.151950001717,1.01954996586,-0.594650030136,0.964749991894,0.176750004292,0.25125002861,-0.0139000117779,0.639649987221,0.279949992895,-0.975114107132,-0.185940265656,0.562600016594,-0.812899947166,0.706799983978,0.54960000515,0.740111291409,0.606982886791,0.676800012589,-0.833050012589,-2.21044993401
2309,-0.0982371419668,0.124216675758,-0.386798977852,-0.736890792847,0.335100024939,-0.136550009251,-0.169900000095,1.33809995651,-1.48500001431,0.0376500040293,-0.633399963379,-0.574588894844,0.0245631020516,-0.910773992538,0.596863031387,0.162811726332,-0.619799971581,-2.02935290337,-2.27088809013,-1.3014279604,0.535052895546,0.289349973202,-0.946200013161,-5.38449954987,-3.35738325119,0.485600024462,-0.329649984837,0.469900012016,-0.596949994564,-1.31634998322,-1.45889997482,-0.481599986553,-1.53174996376,-0.731123507023,-0.0014110468328,-0.405149996281,-0.842999994755,-0.21066121757,-0.387149989605,-0.0813499987125,1.27489995956,-0.140049993992,-0.458400011063,-0.718549966812,-0.223850011826,-0.717399954796,-0.718949973583,-1.76371359825,-0.360345095396,0.0507999956608,-0.882699966431,0.169199973345,-3.4875497818,-0.132448941469,-0.263198375702,0.0218500010669,-0.508849978447,3.51030015945
387,0.25794544816,-0.354214310646,-0.586929798126,-0.015729624778,-0.998349964619,-0.0612500011921,-0.651100039482,0.885800004005,-0.465600013733,0.348549991846,0.651399970055,0.656805038452,-1.43549990654,1.08306515217,0.400685817003,0.135886371136,-0.501049995422,-0.7973279953,0.633884072304,0.216256514192,-0.521947622299,-0.191300004721,0.41060000658,1.31520748138,-0.357464253902,-0.15039999783,0.202700003982,0.0707999914885,-4.33695030212,-2.07389998436,0.630599975586,-0.0563999935985,0.740149974823,0.047300696373,0.343245148659,0.0219499990344,0.431200027466,-0.147081017494,1.45714998245,0.679300010204,-1.23629999161,1.56739997864,0.517149984837,-0.0638499855995,1.2418500185,0.23884999752,-0.139699995518,-0.516576647758,-0.944545567036,0.360000014305,-0.359950006008,-0.00705000758171,0.33805000782,0.176118731499,0.878715276718,0.72184997797,-1.19475007057,-0.489149957895
3553,-0.86801302433,-0.468186765909,-0.805197715759,-0.107349023223,-0.614149987698,-0.273200005293,-0.118450000882,-0.650900006294,0.281699985266,-0.594350039959,-0.467650026083,-1.00706791878,-0.0543987043202,-0.256749272346,1.43529629707,-0.173417598009,1.03075003624,1.26205766201,0.465112090111,-0.353523671627,-0.290558069944,-0.568949997425,-0.43930003047,0.928489327431,4.25044441223,-1.04314994812,-0.772149980068,-0.76734995842,-0.789250016212,1.55279994011,0.337249994278,-0.13275000453,-0.937350034714,-0.778747975826,-0.267569750547,0.216299980879,0.00675001740456,-0.117331534624,0.0801999866962,-0.0823500007391,0.419499993324,-1.05229997635,-1.00144994259,-0.403000026941,-0.722049951553,-0.555800020695,-0.442650020123,0.993759870529,-0.927349507809,-0.236000001431,-0.256150007248,0.0553000122309,-0.467900007963,-0.463327288628,-0.500027060509,-0.267050027847,-0.34295001626,-0.471200019121
427,-0.291512966156,-0.291609227657,0.39739304781,-0.256519079208,-3.36240005493,-0.808899998665,0.486400008202,2.19790005684,-1.02614998817,0.0601500123739,0.160050004721,0.81476187706,0.283733427525,0.431126832962,-0.00628665462136,-0.376435905695,0.96130001545,0.681173980236,1.04756689072,0.82325899601,-0.109906554222,0.111549988389,0.0785999894142,1.4655277729,1.48979640007,-0.0163999795914,0.419500023127,0.581200063229,0.89209997654,1.15139997005,0.0368999838829,-0.625200033188,-0.142399996519,0.736943006516,0.106510095298,-0.331200003624,0.680000007153,-0.421186774969,1.04789996147,0.524450004101,0.221349999309,0.553550004959,1.28614997864,1.41750001907,0.400499999523,-0.0259999930859,1.59570002556,0.926584661007,0.119957447052,-0.270350009203,0.254799991846,1.16760003567,0.383599996567,0.588611841202,0.473756879568,0.43805000186,1.51574993134,0.382899999619
5898,-0.173064410686,-0.242953211069,-0.780208706856,-0.129252135754,-0.442750006914,-0.679050028324,-0.311500012875,0.320549964905,0.148949995637,-1.22455000877,0.348200023174,0.406025290489,-0.786531805992,-0.219378098845,-0.0849417150021,-0.174364179373,0.200199991465,0.44627892971,0.610862195492,0.0117439776659,-0.057585477829,0.121699996293,-3.38789987564,-1.68032550812,-0.686379253864,0.167649999261,0.482050001621,-0.219450011849,-0.38504999876,1.54739999771,-0.514200031757,-0.35490000248,-1.0408500433,0.695948302746,-0.246299028397,-0.647599995136,0.708750009537,-0.454722821712,0.631399989128,-0.761849999428,-0.21005000174,0.556400001049,0.268000006676,-0.320550024509,0.7242000103,-0.113150000572,-0.532649993896,-0.826970219612,-0.375320076942,-0.421000003815,-0.926550030708,-0.0929999947548,-1.16244995594,-0.806842505932,-0.497219204903,0.0520000010729,-1.92690002918,0.0800499916077
23365,0.936886906624,-0.2119987607,0.732779979706,-0.5607868433,-1.04659998417,1.05089998245,0.103250004351,0.905200004578,0.57279998064,0.15640000999,-0.0152999982238,0.0243869721889,-0.480415016413,-0.273256987333,2.376308918,-0.735476791859,0.057250007987,-1.05654788017,-0.822613954544,-0.266032129526,-0.616114556789,0.170750007033,0.606949985027,1.19954192638,-1.33897733688,1.31069993973,0.556349992752,-0.109149992466,-0.580250024796,1.29315006733,0.438300013542,-0.688099980354,-0.242599993944,-0.797534942627,-0.0291769206524,-0.133399993181,-0.356299996376,0.777761816978,2.30084991455,-0.743849992752,0.419900000095,1.97389996052,0.553600013256,-0.155550003052,0.326700001955,-0.477899998426,-0.129150003195,0.051453538239,0.471884042025,0.594550013542,2.28410005569,0.269650012255,-0.624199986458,-0.690945804119,0.533266544342,-0.65465003252,-1.88884997368,-1.45830011368
6657,1.37624025345,0.0711650103331,-0.127194136381,0.258202165365,-1.13969993591,-0.615649998188,-0.0468499958515,0.478850007057,1.06319999695,-0.338400006294,-0.823050022125,-0.184041693807,0.723088800907,-0.314953565598,0.277000874281,-0.0186071507633,0.638999998569,1.06558227539,0.523494422436,-0.250462561846,-0.700318038464,-0.0259499996901,0.270150005817,0.367498725653,3.87088871002,-0.203649997711,-0.3899500072,0.0194999873638,-1.03890001774,1.30394995213,-0.484449982643,0.0692999958992,-0.0324000120163,-0.155957400799,-0.285801708698,-0.382099986076,-1.3016500473,-0.985992193222,0.154100000858,-0.19509999454,-0.142299994826,-0.838899970055,-1.18515002728,0.403899997473,-0.67634999752,-0.221699997783,-0.610450029373,-0.0178836882114,-0.62613004446,-0.931499958038,0.495600014925,-0.28694999218,0.211149990559,-0.792007446289,-0.654907405376,-0.916649997234,0.482749998569,-0.277449995279
