rid,CPC001_HA1E_6H:BRD-K62353524-001-01-8:10,CPC001_HA1E_24H:BRD-K62353524-001-01-8:10,CPC001_HCC515_6H:BRD-K62353524-001-01-8:10,CPC001_HCC515_24H:BRD-K62353524-001-01-8:10,CPC001_PC3_6H:BRD-K62353524-001-01-8:10,CPC001_PC3_24H:BRD-K62353524-001-01-8:10,CPC001_VCAP_6H:BRD-K62353524-001-01-8:10,CPC001_VCAP_24H:BRD-K62353524-001-01-8:10,CPC017_A375_6H:BRD-K62353524-001-01-8:10,CPC017_A549_6H:BRD-K62353524-001-01-8:10,CPC017_A549_24H:BRD-K62353524-001-01-8:10,CPC017_ASC_24H:BRD-K62353524-001-01-8:10,CPC017_HEPG2_6H:BRD-K62353524-001-01-8:10,CPC017_HT29_6H:BRD-K62353524-001-01-8:10,CPC017_MCF7_6H:BRD-K62353524-001-01-8:10,CPC017_MCF7_24H:BRD-K62353524-001-01-8:10,CPC017_NPC_24H:BRD-K62353524-001-01-8:10,CPC017_PHH_24H:BRD-K62353524-001-01-8:10,CPC017_SKB_24H:BRD-K62353524-001-01-8:10
5720,0.352764368057,0.251353234053,0.628300011158,-0.170973628759,0.423365175724,-0.607298910618,0.897126078606,-0.847894668579,0.169105768204,-0.824782967567,-0.410871237516,0.608609378338,-0.304219096899,-0.461633861065,-1.16282474995,-0.676021456718,0.118446335196,0.661478579044,0.878550052643
466,0.318707346916,0.596733570099,0.416499972343,0.0822669565678,0.231299117208,-0.0943551808596,-0.233846247196,-0.343641638756,0.72808277607,-0.351411640644,-0.146796271205,-0.216220989823,-0.30417200923,-0.21182705462,0.190419584513,-1.47159862518,-0.490640580654,-0.0758411884308,0.167900025845
6009,-0.362076371908,0.428586989641,0.276849985123,0.161340594292,0.0953081399202,0.282144993544,0.793517649174,0.490874826908,0.297724962234,-0.838402271271,-0.534582257271,-0.167174488306,0.370281666517,-0.634534835815,0.682778060436,-0.00974848866463,-0.461802184582,-1.39209783077,-0.847699999809
2309,-0.687173843384,-0.677493274212,-0.241250008345,0.0283591300249,-0.744195282459,0.455107539892,0.245120808482,-0.127507448196,1.09084260464,-0.990016877651,1.66694641113,-1.10690355301,-3.9019203186,0.514489769936,-0.805943250656,0.205682143569,0.440471053123,-0.0394885018468,-0.0923499912024
387,0.0480857044458,0.342044144869,-0.087049998343,1.07151174545,0.199406847358,0.492088615894,-0.488626241684,0.178844347596,0.718254089355,-1.13748717308,0.230596482754,-0.381909519434,-0.855668485165,-0.238188356161,0.752016603947,-1.75836992264,-0.0602514594793,-1.27179729939,-0.589650034904
3553,-1.25107502937,-0.0797460377216,0.359549999237,-0.542392969131,-0.576058864594,1.90204143524,0.408775955439,0.623545706272,0.0143499746919,1.19311702251,-0.449350178242,1.02320623398,0.601692140102,0.654071211815,0.019719697535,1.38903343678,0.637483179569,1.05841970444,-0.625050008297
427,-0.0753476470709,-0.708539545536,0.141800001264,-0.00203060358763,0.468939900398,-0.677935838699,-0.644126117229,0.229245468974,1.11902391911,-0.0336430668831,-0.581317543983,-0.321393966675,0.282243788242,-0.117832235992,-1.13780009747,-1.1121160984,0.0708573386073,0.479579389095,0.12760001421
5898,-0.357303619385,-0.854054272175,-0.563650012016,0.518181800842,0.989679932594,1.74906909466,0.298179030418,0.632082521915,-0.935117721558,0.187087416649,1.15280461311,0.35310035944,0.365348130465,-0.358900487423,0.764988362789,0.845650196075,-0.612945854664,1.2218388319,0.39690002799
23365,0.00522312521935,0.359173536301,-0.973749995232,0.417516440153,0.183675318956,-0.242990419269,0.576491177082,-0.863583385944,-0.605076551437,-0.100137144327,0.445635080338,-0.332874596119,-0.026292398572,0.191693782806,0.682661175728,-0.276119709015,0.938263058662,-0.342415779829,0.655700027943
6657,-0.215360090137,-1.07422089577,-0.242049992085,0.558537006378,-0.0130706503987,-0.290266901255,0.212382808328,0.733556449413,-0.203529670835,1.35189247131,-0.0386428311467,0.778709113598,0.544067680836,-0.0574912428856,-0.894662320614,1.11757934093,-0.0981034338474,0.869294047356,0.518299996853
