rid,DOS055_A375_24H:BRD-K17579844-001-01-7:5,DOS055_A549_24H:BRD-K17579844-001-01-7:5,DOS055_HT29_24H:BRD-K17579844-001-01-7:5,DOS055_MCF7_24H:BRD-K17579844-001-01-7:5,DOS055_PC3_24H:BRD-K17579844-001-01-7:5
5720,-0.254250019789,0.215949982405,0.29536986351,0.443868875504,-0.107749983668
466,0.424400001764,-0.176649987698,-1.00613462925,-1.15080320835,-0.59659999609
6009,0.204899996519,0.798650026321,1.19274926186,1.26860284805,0.620850026608
2309,1.27865004539,0.404150009155,0.51511579752,-0.592328131199,0.996550023556
387,0.839400053024,0.62650001049,2.7161052227,1.18157243729,0.676850020885
3553,-1.23954999447,-1.06564998627,-0.676104724407,-2.20700597763,0.527649998665
427,-0.556699991226,-0.222849994898,-1.94772720337,-2.39387345314,-1.98235011101
5898,-0.0560999959707,-0.182750016451,0.272633731365,0.304574608803,0.410199999809
23365,-0.364299952984,-0.603950023651,-0.108915038407,4.62434720993,-0.0756999999285
6657,-1.31190001965,-2.16079998016,-1.34792852402,-1.95450377464,-0.709100008011
5054,0.793099999428,-0.549300014973,-1.33351874352,-0.0154856406152,-0.673200011253
3108,-0.00690000131726,0.471949994564,0.821187734604,0.612464725971,0.770200014114
1950,-1.07795000076,-0.140249997377,-1.17330515385,-0.631558060646,-0.0994499921799
351,-2.8235502243,0.12784999609,0.112381741405,-0.615377187729,0.150150001049
4846,-0.357950001955,-0.450249999762,-0.4922567904,-1.29240739346,-0.0361000001431
1452,-0.322149991989,-0.835500001907,0.514782726765,0.145606964827,0.363749980927
4776,-0.393800020218,-0.811399996281,-0.73137396574,-0.350446015596,-1.31350004673
6908,0.0158499926329,-0.481450021267,0.201974660158,-1.27271068096,-0.128699988127
672,0.0561499893665,0.0598999932408,-1.81213521957,-0.0947710052133,-0.0397000014782
5710,0.37935000658,0.247900009155,0.756053864956,1.12431812286,1.1263999939
2115,0.79414999485,-0.836199998856,-0.148204863071,1.81896829605,0.287149995565
7015,0.027199998498,0.0712500065565,-1.29243719578,-0.155693471432,-0.284049987793
8726,-0.475300014019,0.0972999930382,1.34450566769,-0.484165430069,0.590399980545
2185,-0.970799982548,-0.737800002098,-0.944538414478,-0.446753978729,-0.215849995613
3315,0.848700046539,0.123050004244,1.03233134747,0.448539584875,0.507699966431
5289,0.559350013733,-0.991649985313,-0.869099497795,-0.152116000652,-1.33585000038
868,1.1263500452,-1.66484999657,0.616995692253,-2.17368769646,-0.121649980545
1677,-0.0357999950647,-0.480650007725,-1.4373562336,-0.101661764085,-0.572250008583
7043,-0.86669999361,-1.11765003204,-0.495831668377,-1.19957828522,-0.315999984741
5613,-0.891400039196,-1.76304996014,-0.466486334801,-0.990696489811,-0.233999982476
595,-0.191500008106,0.537549972534,0.509546279907,-2.37715482712,0.479399979115
4793,0.381949990988,-0.415499985218,1.81849455833,1.12117946148,1.07669997215
2736,-0.279049992561,-0.41139999032,-0.372576087713,-1.63009643555,-0.70634996891
5290,-0.548500001431,-0.132300019264,0.460361421108,0.733529746532,-0.794550001621
6194,0.00065000000177,0.0,-0.000436549627921,-0.634313225746,-0.000999999931082
1676,-1.99409997463,-1.14575004578,-0.757803142071,-1.06084907055,-0.977200031281
23512,-0.534799993038,-0.890600085258,0.432512134314,-0.0706285983324,-0.228349998593
148022,0.419699966908,-0.795249998569,0.574556052685,-2.90638709068,0.11225001514
1906,-1.71705007553,-1.65560007095,-0.902737975121,-0.389661669731,-1.2281999588
8878,0.692299962044,-0.129299998283,0.149881958961,-0.0180679149926,0.413749992847
3091,0.586250007153,-1.76300001144,-1.32638442516,-0.958443403244,-2.76104998589
5743,0.745849967003,0.480550020933,-0.845885396004,3.38431596756,-0.807850003242
5321,0.226449996233,-3.95169997215,-1.85185110569,-1.14132606983,-1.3055999279
4144,0.879249989986,-0.462750017643,-0.613654255867,-6.01049137115,-0.261500000954
1981,0.839550018311,0.301599979401,-0.0956608057022,-0.991692781448,0.00135000050068
695,5.47289991379,1.20080006123,-0.382130593061,0.505713820457,-0.856949985027
10398,-1.13960003853,-1.38339996338,-1.32891798019,-1.2508341074,-0.386249989271
5708,0.00670000910759,-2.53789997101,-1.95455980301,0.0375037938356,0.290849983692
1213,0.0139000117779,-0.0496999919415,1.24997770786,0.175054997206,-1.69204998016
226,-0.782449960709,-0.17460000515,0.169792428613,-0.830184698105,-0.616149961948
6777,2.11999988556,-0.186549991369,0.67446321249,1.38870072365,0.307749986649
2113,0.369149982929,-0.114100009203,-0.796950340271,-2.84485626221,-0.170949995518
3329,0.168399989605,0.729499995708,0.493905812502,-0.0193647146225,0.0145000219345
1050,-0.12839999795,0.605499982834,0.321705967188,1.24800026417,-0.291799962521
9491,-0.737550020218,-1.30349993706,-1.18922460079,-1.37322390079,-1.64625000954
22926,0.35824996233,-2.53469991684,0.235194504261,0.12871311605,0.477999985218
5899,-0.444750010967,0.91345000267,-1.0892894268,-1.21320211887,-0.365599989891
5467,0.287750005722,-0.88740003109,0.531540751457,-1.3272074461,1.30505001545
6774,0.0488499999046,0.628199994564,-1.30471229553,3.79021811485,0.135350003839
1788,-0.817349970341,-0.634150028229,-0.934476196766,-2.96095538139,-0.530849993229
5921,0.641550004482,0.39695006609,0.643449604511,0.451850146055,2.56240010262
5721,0.39025002718,-0.19810000062,0.77709454298,0.000867582857609,-0.21250000596
