rid,CPC002_HA1E_6H:BRD-K18816859-001-01-4:10,CPC002_HA1E_24H:BRD-K18816859-001-01-4:10,CPC002_HCC515_6H:BRD-K18816859-001-01-4:10,CPC002_HCC515_24H:BRD-K18816859-001-01-4:10,CPC002_PC3_6H:BRD-K18816859-001-01-4:10,CPC002_PC3_24H:BRD-K18816859-001-01-4:10,CPC002_VCAP_6H:BRD-K18816859-001-01-4:10,CPC002_VCAP_24H:BRD-K18816859-001-01-4:10,CPC010_A375_6H:BRD-K18816859-002-04-6:10,CPC010_A549_6H:BRD-K18816859-002-04-6:10,CPC010_A549_24H:BRD-K18816859-002-04-6:10,CPC010_HA1E_6H:BRD-K18816859-002-04-6:10,CPC010_HCC515_6H:BRD-K18816859-002-04-6:10,CPC010_HEPG2_6H:BRD-K18816859-002-04-6:10,CPC010_HT29_6H:BRD-K18816859-002-04-6:10,CPC010_MCF7_6H:BRD-K18816859-002-04-6:10,CPC010_MCF7_24H:BRD-K18816859-002-04-6:10,CPC010_PC3_6H:BRD-K18816859-002-04-6:10,CPC010_PC3_24H:BRD-K18816859-002-04-6:10,CPC010_VCAP_6H:BRD-K18816859-002-04-6:10,CPC010_VCAP_24H:BRD-K18816859-002-04-6:10,CPC018_A375_6H:BRD-K18816859-001-01-4:10,CPC018_A549_6H:BRD-K18816859-001-01-4:10,CPC018_A549_24H:BRD-K18816859-001-01-4:10,CPC018_ASC_24H:BRD-K18816859-001-01-4:10,CPC018_HEPG2_6H:BRD-K18816859-001-01-4:10,CPC018_HT29_6H:BRD-K18816859-001-01-4:10,CPC018_MCF7_6H:BRD-K18816859-001-01-4:10,CPC018_MCF7_24H:BRD-K18816859-001-01-4:10,CPC018_NPC_24H:BRD-K18816859-001-01-4:10,CPC018_PHH_24H:BRD-K18816859-001-01-4:10,CPC018_SKB_24H:BRD-K18816859-001-01-4:10
5720,0.229656517506,-0.231623798609,0.10515615344,0.414589434862,0.162503033876,0.165185600519,0.746101856232,1.34281718731,0.91287535429,1.05334997177,0.286000013351,0.573934614658,-0.37451338768,0.713253974915,0.612709403038,0.732041478157,0.322691500187,-0.218649730086,0.540569782257,-0.438361644745,-0.443740993738,-0.0858402699232,0.119599983096,0.230749994516,-0.555557608604,0.119421154261,0.123335510492,0.640090763569,1.38984251022,-0.0808983817697,0.425659656525,2.47149944305
466,0.67818236351,-0.31119337678,0.258074104786,0.432717174292,0.750388085842,1.12019848824,-0.971835017204,0.461971998215,-2.21561908722,0.678550004959,-1.85220003128,1.03407800198,1.08867442608,0.593642890453,0.808631002903,0.234710037708,0.493183016777,-0.0844489783049,0.565390050411,-0.0127893835306,-0.127554029226,0.183185622096,0.5177333951,0.659749984741,0.895502448082,-0.167872622609,-0.170690357685,-1.89018750191,0.101555153728,0.858310818672,0.223062187433,-0.422988086939
6009,0.14697869122,-0.170214742422,0.65841203928,-0.476643770933,0.68351662159,0.0819519907236,0.372291743755,-0.259655684233,0.329020738602,0.626950025558,0.360000014305,1.37426829338,0.441699653864,0.0682843178511,0.458178937435,0.484222471714,0.558956623077,-0.38938704133,-0.511311233044,0.280940383673,0.104054316878,0.174725189805,-0.0123666673899,-0.764549970627,0.622824966908,-0.765020430088,-0.289119958878,-0.101216927171,-0.314000785351,-0.200894266367,-0.045579098165,-1.35250759125
2309,-0.0194465965033,-0.491038024426,-0.0541190877557,-0.223319858313,0.244546830654,0.0015063136816,1.10229122639,0.675374150276,0.570515692234,1.33730006218,0.463800013065,1.42901670933,-0.736895561218,-0.282569468021,0.228797242045,0.696019589901,-0.451772749424,-0.530545651913,0.663191437721,-0.0971326828003,0.334324985743,0.611751616001,0.25706666708,-0.292549997568,-0.0224150884897,-0.166018992662,-0.139132857323,-0.574896156788,-0.811614394188,-0.42300003767,-0.542375087738,-0.822549462318
387,0.65446972847,-0.993996858597,0.352322429419,-1.34482586384,0.162405908108,-0.963601648808,1.11403894424,0.586399674416,0.0981160998344,-0.0706000030041,-1.26769995689,0.0455627888441,0.223471030593,0.20052844286,-0.0052944123745,0.911268472672,-0.232190683484,-1.1787968874,0.7488052845,0.267044335604,-0.342222213745,0.783367156982,-0.561533331871,-0.445100009441,0.314795255661,-0.474669337273,0.2108143121,0.276102274656,-0.268740296364,-0.125539332628,-0.617085039616,-1.08518302441
3553,-0.969411373138,0.137708976865,-0.678397417068,-0.47373971343,-0.267656236887,0.034506380558,-0.0306721702218,-0.559387266636,0.709638655186,-0.558849990368,1.6359000206,-1.16274034977,0.0258690491319,-1.0319763422,0.0281304717064,0.993938744068,-0.6365467906,-0.204482644796,0.0112003535032,-0.535209178925,1.29620492458,0.182738363743,0.564500033855,0.487199991941,-0.85743111372,2.01631879807,0.171695306897,-0.603839874268,1.12843418121,-0.557938635349,-0.0113451220095,0.147332504392
427,-0.29080632329,0.193354845047,0.0800359994173,0.0180175602436,0.618414640427,-0.0663758665323,-0.606062293053,1.00079274178,0.0519113093615,0.0058000087738,0.216100007296,0.697690486908,0.242051124573,0.662899494171,0.000662736594677,0.367819488049,0.0254239737988,-0.288430333138,-0.0829510986805,-0.61488622427,0.714501738548,-0.102406151593,0.145000040531,0.321999996901,0.449951291084,-0.722486317158,-0.0702196136117,-0.520983755589,-0.369602680206,4.08495569229,-0.281810969114,-0.725330293179
5898,0.621103942394,0.820626974106,0.0312086045742,-0.573017179966,0.247190833092,0.0674656704068,-1.44896864891,-0.730272233486,-0.0988879799843,-0.749250054359,-0.713699996471,0.268279969692,0.0644937306643,-0.84962785244,0.747130990028,0.304282307625,0.632570624352,0.372122228146,0.0976763740182,-0.566602826118,0.592054843903,0.731459617615,-0.1277333498,-4.33650016785,0.0875806212425,-0.0816081911325,-0.0516962185502,-0.706993758678,0.414944112301,0.868211627007,-0.622051537037,-0.498469889164
23365,-0.111620232463,-0.370098739862,-0.776603162289,-2.1355984211,0.0887787789106,-0.142592072487,-1.09291923046,0.360449254513,0.315489172935,-1.6032500267,-1.63150000572,-1.2924567461,-0.17305098474,-1.02921795845,0.582496166229,0.622154057026,-0.827313661575,-0.0724351406097,-0.0350480824709,-0.523133575916,-0.159741386771,0.909235596657,0.172299981117,-0.332050025463,-0.0511943139136,0.364090442657,0.158948525786,0.342506945133,-0.477652609348,-0.400478303432,-1.10498261452,-0.600961685181
6657,-0.938687443733,-0.805387377739,0.303594172001,-0.409696668386,-0.676723659039,-0.616155266762,-0.162275075912,-0.797600924969,0.847571134567,-0.438499987125,0.976300001144,-1.00559997559,0.138136103749,-0.602669119835,-0.371862590313,0.301803708076,0.292720198631,0.493331521749,-0.971613287926,-0.678374409676,1.30584442616,-0.473912417889,0.844600081444,-0.239650011063,-0.157962143421,0.747495651245,-0.337958306074,0.480328470469,0.114403679967,0.302542299032,-0.903939843178,0.394001364708
