rid,CPC006_A375_6H:BRD-K59470558-003-01-0:10,CPC006_A375_24H:BRD-K59470558-003-01-0:10,CPC006_A549_6H:BRD-K59470558-003-01-0:10,CPC006_A549_24H:BRD-K59470558-003-01-0:10,CPC006_A673_6H:BRD-K59470558-003-01-0:10,CPC006_AGS_6H:BRD-K59470558-003-01-0:10,CPC006_CL34_6H:BRD-K59470558-003-01-0:10,CPC006_CORL23_6H:BRD-K59470558-003-01-0:10,CPC006_COV644_6H:BRD-K59470558-003-01-0:10,CPC006_DV90_6H:BRD-K59470558-003-01-0:10,CPC006_EFO27_6H:BRD-K59470558-003-01-0:10,CPC006_HA1E_6H:BRD-K59470558-003-01-0:10,CPC006_HA1E_24H:BRD-K59470558-003-01-0:10,CPC006_HCC15_6H:BRD-K59470558-003-01-0:10,CPC006_HCC515_6H:BRD-K59470558-003-01-0:10,CPC006_HCC515_24H:BRD-K59470558-003-01-0:10,CPC006_HCT116_6H:BRD-K59470558-003-01-0:10,CPC006_HEC108_6H:BRD-K59470558-003-01-0:10,CPC006_HEPG2_6H:BRD-K59470558-003-01-0:10,CPC006_HT115_6H:BRD-K59470558-003-01-0:10,CPC006_HT29_6H:BRD-K59470558-003-01-0:10,CPC006_HT29_24H:BRD-K59470558-003-01-0:10,CPC006_JHUEM2_6H:BRD-K59470558-003-01-0:10,CPC006_LOVO_6H:BRD-K59470558-003-01-0:10,CPC006_MCF7_6H:BRD-K59470558-003-01-0:10,CPC006_MCF7_24H:BRD-K59470558-003-01-0:10,CPC006_MDST8_6H:BRD-K59470558-003-01-0:10,CPC006_NCIH1694_6H:BRD-K59470558-003-01-0:10,CPC006_NCIH1836_6H:BRD-K59470558-003-01-0:10,CPC006_NCIH2073_6H:BRD-K59470558-003-01-0:10,CPC006_NCIH508_6H:BRD-K59470558-003-01-0:10,CPC006_NCIH596_6H:BRD-K59470558-003-01-0:10,CPC006_NOMO1_6H:BRD-K59470558-003-01-0:10,CPC006_OV7_6H:BRD-K59470558-003-01-0:10,CPC006_PC3_6H:BRD-K59470558-003-01-0:10,CPC006_PC3_24H:BRD-K59470558-003-01-0:10,CPC006_PL21_6H:BRD-K59470558-003-01-0:10,CPC006_RMGI_6H:BRD-K59470558-003-01-0:10,CPC006_RMUGS_6H:BRD-K59470558-003-01-0:10,CPC006_SKLU1_6H:BRD-K59470558-003-01-0:10,CPC006_SKM1_6H:BRD-K59470558-003-01-0:10,CPC006_SKMEL1_6H:BRD-K59470558-003-01-0:10,CPC006_SKMEL28_6H:BRD-K59470558-003-01-0:10,CPC006_SNGM_6H:BRD-K59470558-003-01-0:10,CPC006_SNU1040_6H:BRD-K59470558-003-01-0:10,CPC008_A375_6H:BRD-K59470558-003-02-8:10,CPC008_A375_24H:BRD-K59470558-003-02-8:10,CPC008_A549_6H:BRD-K59470558-003-02-8:10,CPC008_HCC515_6H:BRD-K59470558-003-02-8:10,CPC008_HEPG2_6H:BRD-K59470558-003-02-8:10,CPC008_HT29_6H:BRD-K59470558-003-02-8:10,CPC008_MCF7_6H:BRD-K59470558-003-02-8:10,CPC008_MCF7_24H:BRD-K59470558-003-02-8:10,CPC008_PC3_6H:BRD-K59470558-003-02-8:10,CPC008_PC3_24H:BRD-K59470558-003-02-8:10,CPC006_SNUC4_6H:BRD-K59470558-003-01-0:10,CPC006_SNUC5_6H:BRD-K59470558-003-01-0:10,CPC006_SW480_6H:BRD-K59470558-003-01-0:10,CPC006_SW620_6H:BRD-K59470558-003-01-0:10,CPC006_SW948_6H:BRD-K59470558-003-01-0:10,CPC006_T3M10_6H:BRD-K59470558-003-01-0:10,CPC006_THP1_6H:BRD-K59470558-003-01-0:10,CPC006_TYKNU_6H:BRD-K59470558-003-01-0:10,CPC006_U937_6H:BRD-K59470558-003-01-0:10,CPC006_VCAP_6H:BRD-K59470558-003-01-0:10,CPC008_VCAP_6H:BRD-K59470558-003-02-8:10,CPC006_VCAP_24H:BRD-K59470558-003-01-0:10,CPC008_VCAP_24H:BRD-K59470558-003-02-8:10,CPC006_WSUDLCL2_6H:BRD-K59470558-003-01-0:10,CPC006_H1299_6H:BRD-K59470558-003-01-0:10,CPC006_RKO_6H:BRD-K59470558-003-01-0:10
5720,0.616681873798,0.00878968834877,-2.25308275223,-0.85415327549,0.469050019979,0.144700005651,-8.3326997757,-0.416799992323,0.791899979115,-0.0771000087261,0.137950003147,-0.0718673020601,-0.432671010494,-0.611836850643,-0.707398295403,-0.0280496478081,-0.00864998996258,-0.574514269829,-0.105563044548,-1.14899992943,0.189489156008,0.293956756592,-0.0582000017166,-1.90319991112,-1.37176418304,-0.323602795601,-0.329249978065,-3.09539985657,-0.305200010538,-0.987399995327,-0.48495003581,-0.0442500114441,-3.27399992943,-0.751749992371,-1.01970863342,0.102536305785,0.593299984932,-0.702899992466,-1.67309188843,-0.503050029278,-1.19375002384,0.918200016022,-0.153149992228,-0.65364998579,-0.838850021362,1.06085276604,0.0157500058413,0.523532748222,0.124356359243,1.56373858452,0.130355402827,1.67436659336,-0.585850000381,-0.762252449989,0.342351615429,1.01585006714,-1.47060000896,0.429300010204,0.781577944756,0.315464287996,-0.123150005937,-1.29179990292,-0.820999979973,-0.545800030231,-1.24815630913,0.605281829834,-0.689798295498,0.885061919689,0.373400002718,-0.573949992657,-1.11625003815
466,0.738907396793,-0.0120926313102,0.499545663595,-1.06158649921,0.471850007772,0.343650013208,-1.20949995518,-0.65649998188,-0.956200003624,0.464700013399,-0.341549992561,0.0712682455778,-0.117535457015,0.029467208311,-0.237317413092,-0.501029193401,-0.79129999876,-0.797828316689,0.283975481987,-0.0871500000358,0.517718017101,0.331035077572,-1.61845004559,-1.10000002384,-0.0479121357203,-0.234606593847,-2.02465009689,1.28040003777,-3.38700008392,-1.12025010586,0.119449988008,-2.64899992943,-1.25620007515,-3.29029989243,-1.1392660141,0.402255177498,-0.760749936104,-0.71439999342,0.00420024991035,-0.755649983883,-0.1617000103,0.103349998593,0.12800000608,-0.55060005188,-1.20490002632,-3.38301181793,-1.06134998798,-0.99693363905,0.232687115669,0.451130539179,-2.64384198189,-2.87008976936,0.615499973297,-0.559861838818,0.457001596689,-1.0148999691,-0.779399991035,-0.770699977875,-2.58781266212,0.0218328610063,-0.469049990177,0.624149978161,-0.0403999984264,-0.0738499909639,-1.07129466534,0.386012762785,0.383564084768,0.408523112535,0.117649994791,-1.05425000191,-0.907200038433
6009,-0.207567349076,-0.247220382094,-0.698811411858,-0.546030521393,-0.118700005114,-0.367949992418,0.212699994445,-0.488099992275,0.221900001168,0.387300014496,-0.451249986887,0.00751129165292,0.0382251702249,-0.415903508663,0.441826283932,-0.243981659412,0.832199990749,0.595541477203,0.459640741348,0.352349996567,0.0326284766197,0.193730637431,0.413850009441,-0.434850007296,-0.851432681084,-0.409411907196,-0.103000000119,-0.340749979019,-0.530799984932,-0.227149993181,-0.115449965,-0.532899975777,-3.4552500248,-0.521149992943,0.918400764465,0.114573448896,0.199350014329,-0.56819999218,-0.903740048409,-0.886250019073,-0.458249986172,-0.920650005341,1.99674999714,-0.662400007248,0.453500032425,-1.0161870718,-0.628499984741,1.56164050102,-0.228936478496,-0.591239094734,-1.08171224594,0.622706115246,-0.432200014591,-0.73365932703,-0.473049640656,0.495499968529,-0.755900025368,0.68774998188,0.729364037514,-0.515025496483,-0.486649990082,-0.0620000064373,0.0,-0.594200015068,0.221386983991,0.755007088184,1.29132676125,0.031905323267,-0.639450013638,-0.396549999714,0.289450019598
2309,-0.409104257822,-0.687415957451,0.168255701661,-0.197174429893,-0.154149994254,-0.635250031948,-0.782299995422,0.269899994135,-1.02509999275,-1.16104996204,-0.48394998908,-0.134880080819,-0.375712990761,-0.871821045876,-0.0729905664921,-0.986003220081,0.834999978542,0.166527882218,0.135149627924,-0.110200002789,-0.489067852497,-0.625969290733,0.742449998856,0.556100010872,-0.0534919127822,-0.618203878403,-0.664300024509,-0.481600016356,-0.23109999299,-0.368650019169,-0.103150002658,0.63630002737,-1.25310003757,-0.0615999922156,0.600192129612,-0.890666365623,-2.09334993362,-0.415899991989,0.0999765992165,-1.09025001526,-0.472100019455,-0.775049984455,-0.575999975204,0.389599978924,-0.0879499986768,1.39994096756,-0.122049994767,1.93534290791,0.0939554721117,0.337932407856,1.48199892044,2.43795466423,-0.487500011921,-0.0208404231817,0.0971763208508,0.897099971771,0.369199991226,-0.413349986076,0.955875515938,-1.27879154682,-0.660199999809,-0.189300000668,-2.07960009575,-0.923749983311,-0.887168169022,0.127829045057,-0.823096394539,0.142364636064,-0.973999977112,-0.624849975109,-1.09609997272
387,0.782925724983,0.390257567167,1.14011287689,-0.242593318224,0.497300028801,-0.285549998283,-2.49469995499,0.303700000048,-0.442699998617,0.99019998312,0.381449997425,0.161905765533,0.764035403728,-0.0364676229656,0.0134710371494,-0.152438476682,-0.645600020885,1.00079965591,0.475442647934,0.574249982834,0.517868220806,0.833115100861,0.785849988461,1.77039992809,-0.203833073378,-0.393145084381,-0.0775500014424,1.15244996548,1.03859996796,0.57984995842,-0.0795999988914,0.655499994755,-2.60664987564,-0.479799985886,2.01455330849,0.190827742219,0.963699996471,1.30384993553,-0.326673895121,-0.724150061607,-1.61615002155,1.5543500185,-0.0137000083923,-0.0167500078678,-0.420800000429,0.000839546322823,0.749850034714,-0.368546038866,0.312429785728,-0.48547577858,-0.68970310688,1.58624577522,1.05124998093,-1.6534101963,-0.488882958889,0.487300008535,-3.28469991684,0.214499950409,0.733841300011,0.808645129204,0.67175000906,-0.514799952507,0.465999990702,-0.0761999934912,0.541469395161,0.446452856064,1.3035453558,0.498444497585,1.37465000153,-0.257699966431,-0.746999979019
3553,0.0811917036772,-0.600573122501,-0.759086608887,0.159283697605,-0.205599993467,-0.0366500020027,3.93370008469,0.58679997921,0.0,-0.768450021744,0.263850003481,0.326199054718,-0.921086132526,-0.302835404873,1.65902602673,0.306188076735,-0.956900000572,-0.0840856283903,-0.42675101757,-0.0327000021935,-0.095984376967,-0.232249140739,0.896950006485,-0.144199997187,-0.103337183595,0.471193015575,0.00249999761581,2.92149996758,1.31599998474,0.581499993801,-0.284000009298,0.370850026608,1.72200000286,0.746150016785,0.242796644568,-0.406695187092,0.126049995422,0.575900018215,0.447102606297,1.13230001926,0.128350019455,-0.726599991322,-0.21495001018,-0.239199995995,0.0712999999523,-1.01135802269,0.251949995756,-0.233601987362,-0.60980540514,-0.493810534477,-0.599283576012,0.641292393208,-0.295300006866,0.263835310936,-1.05378222466,-0.292599976063,-0.596899986267,0.377249985933,-0.847235560417,-0.109725855291,0.37555000186,0.257250010967,-0.210099995136,0.430900007486,0.620694518089,-1.21812665462,-0.639819979668,-0.54600083828,-0.258749961853,0.327950000763,1.34669995308
427,0.534335613251,-0.190437942743,0.654755949974,-0.43020310998,-0.318050026894,0.119149982929,3.10689997673,-0.241899996996,-1.48699998856,-0.181999981403,1.11205005646,-0.399273514748,-0.360063791275,0.740567028522,0.641298770905,0.137631475925,-1.36504995823,-1.13839387894,-0.977900326252,-0.429600000381,0.682609856129,-0.363864243031,-2.17615008354,-0.730650007725,0.409247785807,-0.448809891939,-2.09934997559,1.81434988976,-0.248300001025,-0.31635004282,0.0991500020027,-0.64335000515,-0.402300000191,-1.44649994373,-1.76897454262,0.718510687351,-1.09534990788,-0.49975001812,-0.0911373794079,0.242699995637,-0.512600004673,-0.412100017071,0.193950027227,-0.430649995804,-0.0624999701977,0.542912840843,0.180200010538,1.69266080856,-0.0771054029465,-0.325256943703,-0.426072716713,-0.101935505867,0.757099986076,-0.383349388838,-0.135824128985,0.433299988508,-0.477499991655,-0.262199997902,-0.910476744175,0.0111112445593,-0.340099990368,0.110249996185,0.665600001812,-0.211149990559,-0.638529777527,0.431185424328,0.452329665422,0.0432133190334,-0.985300004482,-0.34714999795,-0.633149981499
5898,-0.326566576958,-0.606997966766,-0.135946467519,-1.03382277489,-1.08509993553,-0.250349998474,-3.81100010872,-0.906400024891,-0.414200007915,-1.20105004311,-0.35070002079,-0.323327302933,-0.0604435764253,-1.99046361446,-1.32119512558,-0.301835566759,-0.360150009394,-0.0320093929768,0.0330610983074,-0.442800015211,0.372392356396,-0.249832898378,-1.1209499836,0.578199982643,0.161501511931,-0.810280740261,-0.0983500033617,-0.142350018024,0.105200000107,-0.187350004911,-0.0631499961019,-0.474550008774,-1.39575004578,0.122550003231,-0.489412695169,0.094751611352,-0.821799993515,-0.400049984455,-0.794918239117,-0.1045999825,0.431349992752,-0.200500011444,-2.94924998283,0.0858999937773,-1.84074997902,-0.879553437233,-0.0208500027657,1.54921865463,0.255280375481,-0.71041315794,-1.38747990131,0.0192506462336,-0.467199981213,-1.47712695599,-0.266360759735,-0.495799988508,-0.698400020599,-0.633400022984,-0.190862089396,-0.861685633659,0.0219999998808,0.498849987984,-0.908500015736,0.0956499874592,-0.248287037015,-1.90970516205,-0.205925390124,-0.252644449472,-0.279599994421,-1.07770001888,-0.859400033951
23365,0.799439132214,1.09600412846,1.2123323679,1.00705528259,-1.07634997368,-0.0465999916196,4.5858001709,1.58609998226,0.0551999993622,2.45854997635,0.262749999762,-0.811419785023,-0.443448543549,-0.647638320923,0.226410120726,0.564220428467,-1.08369994164,-0.203134849668,2.00648927689,0.317249983549,0.259188473225,0.0750085264444,0.0478999912739,0.684049963951,0.703750669956,0.601696252823,0.822149991989,3.06765007973,2.72919988632,1.05519998074,0.475600004196,-0.124650001526,1.79839992523,0.408050000668,2.0315117836,-0.0435567870736,0.295650005341,1.52429997921,3.9604113102,0.323599994183,0.381899982691,0.414600014687,1.27390003204,0.667700052261,0.00319999828935,1.07122218609,1.48355007172,2.24680805206,0.238140940666,0.146718040109,0.893798232079,1.6217546463,1.14559996128,-1.03713786602,-0.381422847509,1.17404997349,0.32570001483,-0.0721499919891,0.698630809784,0.408437132835,-0.0920500010252,1.74119997025,0.441000014544,0.462399989367,-0.422139078379,-0.153794139624,0.526516795158,0.748006999493,0.157949998975,-0.436749994755,0.451000034809
6657,0.307183206081,0.537559628487,0.268316626549,0.649667561054,0.00425000488758,0.316100001335,-0.990700006485,0.0842000022531,-0.876800000668,-0.640649974346,0.670249998569,-0.243552029133,-0.34259647131,1.06101286411,-0.325152218342,0.467218995094,-0.144050002098,0.512947738171,-0.509624898434,-0.580649971962,-0.274499177933,-0.596374690533,0.0206499993801,0.688899993896,0.199681848288,0.345627963543,0.945149958134,1.25604999065,0.402000010014,1.24559998512,0.144000008702,0.60070002079,-0.191550016403,1.46825003624,-0.558272302151,-0.244981199503,0.36779999733,0.925400018692,0.444831967354,1.3628000021,0.114899992943,-1.66554999352,0.34810000658,0.331200003624,0.870100021362,-1.15292274952,0.538749992847,-0.287583768368,-0.503616333008,0.727107048035,-0.937924861908,0.14256978035,-0.489199995995,0.607857465744,-0.614234566689,-0.120049983263,-0.285299986601,0.629649996758,-0.154631778598,0.0879640057683,-1.12530004978,2.02355003357,0.300999999046,-0.0829499959946,0.800627350807,-0.676996290684,0.298799216747,-0.118485853076,-0.0980999916792,0.228100001812,1.02820003033
