rid,CPC003_HA1E_6H:BRD-A41145729-001-02-7:10,CPC003_HA1E_24H:BRD-A41145729-001-02-7:10,CPC003_HCC515_6H:BRD-A41145729-001-02-7:10,CPC003_HCC515_24H:BRD-A41145729-001-02-7:10,CPC003_PC3_6H:BRD-A41145729-001-02-7:10,CPC003_PC3_24H:BRD-A41145729-001-02-7:10,CPC003_VCAP_6H:BRD-A41145729-001-02-7:10,CPC003_VCAP_24H:BRD-A41145729-001-02-7:10,CPC015_A375_6H:BRD-A41145729-001-02-7:10,CPC015_A549_6H:BRD-A41145729-001-02-7:10,CPC015_A549_24H:BRD-A41145729-001-02-7:10,CPC015_ASC_24H:BRD-A41145729-001-02-7:10,CPC015_HEPG2_6H:BRD-A41145729-001-02-7:10,CPC015_HT29_6H:BRD-A41145729-001-02-7:10,CPC015_MCF7_6H:BRD-A41145729-001-02-7:10,CPC015_MCF7_24H:BRD-A41145729-001-02-7:10,CPC015_NPC_24H:BRD-A41145729-001-02-7:10,CPC015_PHH_24H:BRD-A41145729-001-02-7:10,CPC015_SKB_24H:BRD-A41145729-001-02-7:10,NMH002_FIBRNPC_24H:BRD-A41145729-001-04-3:10,NMH002_FIBRNPC_6H:BRD-A41145729-001-04-3:10,NMH002_NEU_6H:BRD-A41145729-001-04-3:10,NMH002_NEU_24H:BRD-A41145729-001-04-3:10,NMH002_NPC_6H:BRD-A41145729-001-04-3:10,NMH002_NPC_24H:BRD-A41145729-001-04-3:10
5720,0.968549966812,-1.62811088562,0.488630712032,0.2492723912,-0.0422387719154,0.167197734118,0.227843105793,0.401850014925,0.35689073801,-0.784649968147,0.645501971245,3.11255908012,-1.7322499752,-0.0785166472197,-1.1707611084,0.810328543186,0.321666240692,0.122599989176,0.461500018835,-0.18866930902,0.0448419451714,0.434906721115,-0.0779263079166,-0.348169624805,-0.645999968052
466,0.735249996185,-2.09303307533,-0.296149164438,-0.431965261698,-0.26057100296,-0.588549852371,0.704230248928,0.209400013089,0.0398219078779,0.146249994636,0.346704095602,-0.219315677881,0.155149996281,-0.230781629682,-0.31924277544,0.980341851711,-1.0211070776,0.938199996948,0.879950046539,0.127960085869,0.672935724258,-0.0138447135687,-1.14359354973,0.696764945984,0.043066650629
6009,0.347000002861,0.614067018032,0.531831681728,-0.429689913988,-0.609692335129,0.182879909873,0.219838202,1.04250001907,-0.0810278207064,0.335250020027,0.376450896263,0.634895086288,0.717299997807,1.23270487785,0.599314928055,0.41978675127,-0.858109593391,-0.279599994421,-0.347800016403,-0.688476085663,0.17881681025,0.132391363382,-0.805367410183,0.426009595394,-0.206166684628
2309,-0.406399995089,0.849088668823,-0.0741300359368,-0.291583955288,-0.0932528227568,0.819520831108,-0.501781344414,1.51250004768,-0.659480690956,-0.724099993706,-0.792138874531,0.075024664402,-0.886550068855,0.0833078548312,-0.862469434738,-0.5848082304,-0.0505008660257,0.566550016403,0.191749989986,-0.422940820456,0.370334714651,0.225222378969,-0.0113586820662,0.445793151855,0.120966643095
387,0.168700009584,-0.769562423229,-0.627138495445,-0.424558579922,-0.380904465914,0.51887100935,0.486957222223,-0.7825999856,0.797793805599,0.179800003767,0.613358557224,1.29341506958,-1.92305004597,1.32318806648,0.241047009826,0.560323953629,-1.00006735325,-0.362450003624,0.229400008917,-0.265831947327,0.486042499542,0.720892548561,-0.812615692616,0.321242421865,0.433100014925
3553,-0.996999979019,1.45862340927,-0.429769009352,-0.205715090036,0.093248128891,0.296316623688,-0.630329430103,-0.994349956512,0.190905243158,0.379999995232,-0.725297808647,0.134118244052,3.24119997025,-0.635961532593,0.857593715191,0.0622478276491,1.06776618958,-0.69865000248,-0.535449981689,-0.115396529436,0.0328699722886,-0.0105034708977,0.565546989441,-0.306460916996,0.631133317947
427,-0.38734999299,-2.95137882233,-0.137280538678,-0.585229992867,-0.387162029743,-0.472559511662,0.796953439713,-0.74950003624,0.18828189373,0.317099988461,-0.689404904842,0.977002263069,0.908599972725,0.15358401835,0.0163423288614,-0.127699166536,0.219496160746,0.753399968147,0.459700018167,0.533356547356,1.04863786697,-0.0383304357529,0.43922290206,-0.113848417997,0.110866688192
5898,0.574499964714,-0.877286553383,-1.07716321945,-1.67630684376,-0.345437824726,-0.753042459488,-0.479955822229,-2.14214992523,0.017890105024,-0.509900033474,0.0195428133011,0.651683211327,1.05324995518,-1.47512471676,0.953370034695,0.0408594682813,-1.16607069969,0.358850032091,0.546149969101,-0.0574719235301,0.459758013487,-0.333132117987,-2.34898948669,-0.153428643942,-0.955833315849
23365,-0.696750044823,-1.48039054871,-1.64412164688,-1.18550026417,-0.213389337063,-0.196951687336,-0.183292239904,-1.89020001888,1.32389354706,0.41740000248,0.272026360035,-0.276501059532,3.51219987869,-0.0674087256193,0.789114892483,-0.291774094105,0.449248850346,0.774999976158,-0.00310000777245,-1.03918266296,-0.0653594657779,-0.295960456133,-0.480737328529,0.0934179872274,-0.00673335790634
6657,-1.01065003872,1.39179384708,0.234484508634,-0.224312156439,-0.795311689377,-0.546274602413,-0.442559063435,-0.388999998569,0.312722533941,-0.166400000453,-0.3000639081,0.00104049686342,3.89564990997,-0.405131340027,1.2230142355,0.376915335655,-0.185064733028,-0.0972499847412,-0.338750004768,-0.00439854711294,-0.0740403831005,0.479582995176,-0.313619881868,0.503461718559,0.51029998064
