rid,CPC008_A375_6H:BRD-K89093471-001-03-8:10,CPC008_A375_24H:BRD-K89093471-001-03-8:10,CPC008_A549_6H:BRD-K89093471-001-03-8:10,CPC008_HCC515_6H:BRD-K89093471-001-03-8:10,CPC008_HEPG2_6H:BRD-K89093471-001-03-8:10,CPC008_HT29_6H:BRD-K89093471-001-03-8:10,CPC008_MCF7_6H:BRD-K89093471-001-03-8:10,CPC008_MCF7_24H:BRD-K89093471-001-03-8:10,CPC008_PC3_6H:BRD-K89093471-001-03-8:10,CPC008_PC3_24H:BRD-K89093471-001-03-8:10,CPC008_VCAP_6H:BRD-K89093471-001-03-8:10,CPC008_VCAP_24H:BRD-K89093471-001-03-8:10
5720,-0.54193854332,-3.35064983368,0.644679963589,-0.105605170131,0.0660001635551,-1.28592431545,-3.01146364212,-2.61455011368,-2.02610254288,-3.67844176292,-0.363697528839,-2.22276353836
466,0.84525591135,-1.34084999561,0.880663096905,-0.426906466484,0.0216027423739,1.46994435787,-0.254505515099,-1.75755000114,-0.906108260155,-2.19060087204,-2.34285712242,-0.190943151712
6009,-0.907737731934,-0.757149994373,-0.471818029881,-0.413828372955,0.249450221658,-0.275170952082,-0.124623179436,-0.41629999876,-0.426521033049,-0.124988347292,-0.196455180645,-1.65956664085
2309,3.19576931,3.36674976349,1.89899563789,6.67430067062,2.27557182312,3.13329148293,3.47112751007,3.30140018463,0.975584089756,3.8428144455,3.37543869019,2.52125000954
387,0.0828776881099,-1.99510002136,-0.158694714308,0.511072278023,-0.680045068264,-0.826052904129,0.213671475649,-2.96059989929,-0.36812672019,-0.532667458057,0.154097214341,-0.631521761417
3553,-0.768538653851,-1.01794993877,-0.942886471748,-1.13071703911,0.592197179794,-0.278615891933,0.75303953886,1.09135007858,-1.14549946785,0.170390874147,0.0291627049446,0.647885680199
427,-0.281623780727,1.24959993362,0.786720991135,0.0559557527304,0.639154314995,-0.224351942539,0.308739244938,-0.247499972582,-0.87745565176,1.0734629631,-0.849454641342,0.779286980629
5898,-0.858954906464,0.964349985123,-0.216702818871,0.365307271481,1.2770178318,-0.700610280037,-0.401988685131,-0.250849992037,0.0519331544638,2.16592025757,-0.222574025393,0.390143990517
23365,0.231314212084,-1.13655006886,-0.314914882183,-0.213125437498,0.426385372877,0.0254952460527,0.908202528954,1.30210006237,1.95594239235,2.00399518013,-0.851236701012,0.96466422081
6657,-2.86266851425,-2.66914987564,-1.39469659328,-3.92095279694,-0.137152984738,-0.170844554901,0.383995056152,1.07560002804,1.41147100925,2.08940148354,0.000100076198578,1.09879851341
5054,0.296895951033,0.793750047684,4.30487966537,-0.450351476669,4.78319263458,0.292175352573,1.07772529125,5.33450031281,-1.89663255215,-2.03828620911,1.48925042152,-0.592542827129
3108,0.991210222244,-3.31374979019,0.15988573432,0.264336466789,-0.122899249196,0.255359917879,0.933373868465,0.825249969959,1.06394922733,0.176111280918,-0.726608037949,-0.0769551098347
1950,-1.06578338146,-0.816100001335,-0.404776543379,0.0962573289871,-0.385863155127,-0.00231504440308,2.2446243763,1.93964993954,0.76479190588,2.04067611694,-0.185873001814,0.781605005264
351,-1.80785501003,0.703400015831,0.395221710205,0.17243026197,0.199371501803,-0.775906443596,0.679057776928,2.115650177,0.957322716713,1.51793932915,-0.528979897499,-0.342000007629
4846,-0.61948877573,1.5720500946,-0.764584779739,3.71197009087,-0.324249655008,1.67188048363,-0.426712960005,-1.35385000706,1.90748000145,1.17569351196,0.525335788727,-0.490488111973
1452,1.20253908634,1.96449995041,0.827171862125,0.635084748268,0.896515488625,1.62774348259,0.0194250047207,1.51375007629,0.72151106596,0.96086871624,-0.634527623653,0.757161557674
4776,-0.555515646935,-0.1399500072,-0.865171253681,-0.626061975956,0.0147902369499,0.235791638494,0.967730998993,1.90685009956,1.37977027893,2.01442337036,-0.228993609548,1.68109965324
6908,-0.460213631392,0.725650012493,0.553448140621,1.84800839424,-0.25504308939,1.46952366829,0.141779944301,-2.50640010834,-0.698015093803,-0.959240615368,0.436278969049,0.21296569705
672,0.413032412529,-1.40565001965,0.982608556747,-0.142541959882,-0.476347059011,0.646629273891,-0.145770847797,-2.44519996643,1.50500440598,0.587208449841,0.382561206818,3.12762093544
5710,-0.926188707352,-0.541799962521,1.40575766563,-1.12104642391,0.399932026863,0.333835959435,-0.28260332346,-1.78384995461,-0.706276297569,-0.688507556915,-0.252815812826,0.576163291931
2115,0.382187336683,-0.294900029898,0.14453959465,-0.160753428936,-0.575469136238,-0.311550021172,-0.894916653633,1.46659994125,1.30618977547,-1.79897260666,0.0618826895952,0.617634236813
7015,-0.111940056086,1.69665002823,0.402152836323,-0.819792032242,-0.778461098671,-0.677059054375,0.449285656214,1.8139500618,1.20854818821,2.69015216827,-0.00375160574913,0.237901836634
