rid,CPD002_MCF7_24H:BRD-K96042922-001-06-4:10,CPD002_MCF7_6H:BRD-K96042922-001-06-4:10,CPD002_PC3_6H:BRD-K96042922-001-06-4:10,CPD002_PC3_24H:BRD-K96042922-001-06-4:10,RAD001_A549_6H:BRD-K96042922-001-04-9:10,RAD001_A549_6H:BRD-K96042922-001-04-9:3.3333,RAD001_A549_6H:BRD-K96042922-001-04-9:1.1111,RAD001_A549_6H:BRD-K96042922-001-04-9:0.3704,RAD001_A549_6H:BRD-K96042922-001-04-9:0.1235,RAD001_A549_6H:BRD-K96042922-001-04-9:0.0412,RAD001_A549_6H:BRD-K96042922-001-04-9:0.0137,RAD001_A549_6H:BRD-K96042922-001-04-9:0.0046,RAD001_A549_6H:BRD-K96042922-001-04-9:0.0015,RAD001_HCC515_6H:BRD-K96042922-001-04-9:10,RAD001_HCC515_6H:BRD-K96042922-001-04-9:3.3333,RAD001_HCC515_6H:BRD-K96042922-001-04-9:1.1111,RAD001_HCC515_6H:BRD-K96042922-001-04-9:0.3704,RAD001_HCC515_6H:BRD-K96042922-001-04-9:0.1235,RAD001_HCC515_6H:BRD-K96042922-001-04-9:0.0412,RAD001_HCC515_6H:BRD-K96042922-001-04-9:0.0137,RAD001_HCC515_6H:BRD-K96042922-001-04-9:0.0046,RAD001_HCC515_6H:BRD-K96042922-001-04-9:0.0015,RAD001_MCF7_6H:BRD-K96042922-001-04-9:10,RAD001_MCF7_6H:BRD-K96042922-001-04-9:3.3333,RAD001_MCF7_6H:BRD-K96042922-001-04-9:1.1111,RAD001_MCF7_6H:BRD-K96042922-001-04-9:0.3704,RAD001_MCF7_6H:BRD-K96042922-001-04-9:0.1235,RAD001_MCF7_6H:BRD-K96042922-001-04-9:0.0412,RAD001_MCF7_6H:BRD-K96042922-001-04-9:0.0137,RAD001_MCF7_6H:BRD-K96042922-001-04-9:0.0046,RAD001_MCF7_6H:BRD-K96042922-001-04-9:0.0015,RAD001_MCF7_24H:BRD-K96042922-001-04-9:10,RAD001_MCF7_24H:BRD-K96042922-001-04-9:3.3333,RAD001_MCF7_24H:BRD-K96042922-001-04-9:1.1111,RAD001_MCF7_24H:BRD-K96042922-001-04-9:0.3704,RAD001_MCF7_24H:BRD-K96042922-001-04-9:0.1235,RAD001_MCF7_24H:BRD-K96042922-001-04-9:0.0412,RAD001_MCF7_24H:BRD-K96042922-001-04-9:0.0137,RAD001_MCF7_24H:BRD-K96042922-001-04-9:0.0046,RAD001_MCF7_24H:BRD-K96042922-001-04-9:0.0015,RAD001_PC3_6H:BRD-K96042922-001-04-9:10,RAD001_PC3_6H:BRD-K96042922-001-04-9:3.3333,RAD001_PC3_6H:BRD-K96042922-001-04-9:1.1111,RAD001_PC3_6H:BRD-K96042922-001-04-9:0.3704,RAD001_PC3_6H:BRD-K96042922-001-04-9:0.1235,RAD001_PC3_6H:BRD-K96042922-001-04-9:0.0412,RAD001_PC3_6H:BRD-K96042922-001-04-9:0.0137,RAD001_PC3_6H:BRD-K96042922-001-04-9:0.0046,RAD001_PC3_6H:BRD-K96042922-001-04-9:0.0015,RAD001_PC3_24H:BRD-K96042922-001-04-9:10,RAD001_PC3_24H:BRD-K96042922-001-04-9:3.3333,RAD001_PC3_24H:BRD-K96042922-001-04-9:1.1111,RAD001_PC3_24H:BRD-K96042922-001-04-9:0.3704,RAD001_PC3_24H:BRD-K96042922-001-04-9:0.1235,RAD001_PC3_24H:BRD-K96042922-001-04-9:0.0412,RAD001_PC3_24H:BRD-K96042922-001-04-9:0.0137,RAD001_PC3_24H:BRD-K96042922-001-04-9:0.0046,RAD001_PC3_24H:BRD-K96042922-001-04-9:0.0015
5720,-1.46477591991,-0.883314013481,-0.202416568995,0.918049991131,0.16127717495,-0.373629689217,0.799216747284,-0.595501899719,-0.163584113121,0.502455294132,1.75852942467,0.314595043659,-0.661717891693,-2.59740805626,-0.612333893776,1.02312171459,0.617766678333,0.357680559158,-0.147862553596,0.462637752295,0.175412923098,0.603778660297,0.580950021744,-0.304049998522,0.469999969006,-0.698799967766,0.0715499818325,-1.1740000248,0.811749994755,-1.38400006294,-0.790100038052,0.310000002384,0.152199998498,-0.47650000453,1.73350000381,0.550999999046,-1.65719997883,-0.196600005031,-0.951600015163,-0.336899995804,0.461499989033,-0.177900001407,-0.0168499946594,-0.0930500030518,0.334900021553,-0.755150020123,-0.0399999991059,-1.24874997139,0.725400030613,0.148399993777,0.0,0.849399983883,-0.138899996877,-0.314700007439,-1.18439996243,-0.195600003004,-0.195600003004,1.31869995594
466,-0.839884102345,-2.79751682281,-0.642964303493,-1.75014996529,0.0969018936157,-0.869103729725,0.683189034462,-0.842750668526,0.55645865202,-0.391724437475,0.575344324112,-1.26863467693,-0.62799680233,0.267195224762,-1.19002735615,0.0879307836294,-0.734066724777,-0.645758569241,-0.362704902887,0.296271085739,-0.505597651005,-0.520511031151,1.46965003014,0.790099978447,1.5135999918,-0.114649996161,0.143799990416,-0.556050002575,-0.662699997425,-1.47060000896,-0.367049992085,-0.218799993396,0.7757999897,-0.237399995327,0.555100023746,0.496899992228,-1.21790003777,-0.178000003099,-0.467599987984,0.310400009155,0.358950018883,-0.877799987793,-1.47784996033,0.475499987602,-1.25394999981,0.0169499963522,0.0711500048637,-2.29644989967,0.0534000024199,0.240799993277,0.446200013161,-0.494399994612,-0.674499988556,0.550100028515,0.129700005054,0.43029999733,-0.516399979591,0.634899973869
6009,-1.58846569061,0.816085159779,-0.327879071236,0.996700048447,0.257548630238,-1.14952874184,0.434116691351,-0.106027454138,0.166778296232,-0.190495491028,0.085587516427,-0.273656845093,-0.457401901484,-0.996435523033,-0.327186197042,1.48840093613,-0.454533368349,-0.282945156097,0.0786392986774,1.18774962425,-0.0897639989853,-0.0385434627533,-4.61005020142,0.12009999156,0.13814997673,-0.532099962234,-0.64359998703,-1.38024997711,-0.845100045204,0.22950001061,-0.798900008202,-0.305799990892,-0.15340000391,1.25559997559,1.25559997559,-0.423400014639,-2.29439997673,-1.0392999649,-0.709299981594,-0.709299981594,0.0968999862671,0.185000002384,2.00839996338,0.444150000811,-0.119500041008,0.241100013256,0.311800003052,-0.17729999125,-0.593349993229,-0.539699971676,-0.426999986172,-0.481999993324,0.811699986458,1.85280001163,0.394100010395,-0.144600003958,0.394100010395,1.4838000536
2309,-0.34459489584,0.733933389187,-0.692520022392,1.67155003548,-0.62528526783,0.274095237255,0.354652881622,-0.514408230782,0.786265194416,-0.107928648591,0.22888225317,0.176462695003,-0.577039182186,1.21787655354,0.637022197247,0.101261727512,0.337700009346,0.787556529045,0.148171260953,-0.20506554842,0.595201015472,1.23772609234,0.385800004005,-0.188199996948,0.886200070381,-0.872300028801,0.964600026608,0.204150006175,0.0803500041366,-0.219800010324,-0.153699994087,-0.0599000006914,0.169900000095,1.34140002728,0.576399981976,1.27999997139,-0.200100004673,-0.380199998617,0.246700003743,0.203500002623,-0.846199989319,0.627099990845,0.625599980354,-1.0148999691,0.148249983788,0.0647000074387,0.794000029564,-0.638000011444,-0.566500008106,0.770500004292,0.898199975491,-0.119999997318,0.0140000004321,0.722400009632,-0.571200013161,0.79650002718,0.440499991179,-0.323000013828
387,-0.584247112274,0.0282668173313,-0.709047436714,-0.437150061131,-0.393332511187,-0.441871851683,0.966476082802,-0.838620781898,-0.506574988365,-0.0175264850259,1.01147508621,-1.10282313824,-0.354761779308,-0.180350095034,-0.518470108509,0.429883480072,-0.0196666717529,0.11859228462,0.340474754572,0.797191202641,-0.965762138367,-0.602747440338,0.995249986649,-0.0866999924183,0.514699995518,-0.852949976921,1.04115009308,0.180649995804,-0.783949971199,-0.566599965096,-0.48630002141,0.674799978733,-0.197099998593,0.616599977016,-0.455099999905,0.819500029087,-1.5598000288,0.15569999814,-0.981800019741,-0.753300011158,0.0712999925017,-1.74639999866,-0.81510001421,-0.860400021076,-0.619949996471,-0.727650046349,-1.03110003471,-1.08235001564,-1.0759999752,0.144700005651,-3.1398999691,-0.261999994516,0.0480999983847,-0.10490000248,0.403899997473,-0.0888999998569,0.365799993277,1.01020002365
3553,1.39681482315,0.162256911397,0.742793917656,0.312650024891,1.49587333202,1.29115831852,-1.12718999386,-0.294236183167,-0.663393557072,-0.824567198753,-0.599624156952,-0.283735513687,-0.052985727787,1.19969677925,0.939842164516,-0.143089041114,0.150866672397,-0.551222741604,0.549060165882,0.242439851165,0.955540716648,0.281308352947,-0.648450016975,-0.381000012159,-1.2186999321,0.333249986172,-0.585049986839,0.611699998379,-0.198850005865,0.657499969006,1.22510004044,3.453799963,-0.274199992418,0.0472999997437,-0.907100021839,-0.0782999992371,0.88630002737,-0.346199989319,0.513000011444,0.572000026703,0.685100018978,-0.233250007033,-0.650150001049,-0.171949997544,0.130700007081,0.590149998665,-0.624199986458,0.518900036812,-0.275499999523,0.722800016403,-0.177300006151,-0.656400024891,-0.110200002789,-0.127900004387,-1.10819995403,0.319900006056,0.722800016403,0.254599988461
427,0.667155146599,0.0162854790688,1.11883950233,-0.108350001276,0.461453258991,0.628361999989,-0.596564054489,0.416759669781,0.467065393925,0.310481369495,0.0573732256889,0.442467063665,-2.01926398277,-1.47464478016,-0.91772711277,0.770805001259,-0.544666707516,-0.246335297823,-0.49101215601,-0.470602929592,0.0200231820345,-0.615245401859,0.227000012994,-0.123250007629,0.417050004005,0.319999992847,0.0736500024796,-0.571499943733,0.0352499932051,-1.03429996967,-0.281199991703,0.513400018215,-0.0802000015974,-1.66159999371,-0.189300000668,-0.709599971771,0.27689999342,-2.18000006676,-0.292600005865,-3.25160002708,-1.25524997711,0.0890000015497,-0.312799990177,0.377900004387,-0.451750010252,-1.8628000021,-1.9226000309,-0.304150015116,-0.302650004625,0.207499995828,-0.0777999982238,-0.458600014448,-0.440200001001,-0.855700016022,-1.83080005646,-0.827400028706,-1.33329999447,-1.1507999897
5898,-0.480167865753,0.636005163193,0.364187002182,-3.08990001678,-0.190407350659,-0.529944717884,-0.587261855602,0.170893996954,-0.479360491037,-0.194486737251,-1.02018964291,-2.09600973129,-2.82841706276,-0.00746834278107,-0.675213217735,-0.544162094593,-0.569666624069,-1.05794787407,0.126809835434,-0.131239593029,-1.18741989136,-0.673873186111,0.112250000238,-0.362550020218,0.275749981403,-0.366100013256,-0.402500003576,-0.0514499992132,-0.144450008869,-0.78845000267,0.240200012922,-1.9361000061,0.881500005722,-1.59420001507,-0.47080001235,-1.30359995365,-0.24279999733,0.146099999547,-0.892300009727,-0.0982000008225,-0.755249977112,-0.495900005102,-1.12759995461,-0.62264996767,0.505400002003,-0.241200000048,-1.57424998283,0.364249974489,-1.3015999794,0.0142999999225,-0.773999989033,-1.64760005474,0.897400021553,-0.0741999968886,0.580900013447,-3.13120007515,0.290300011635,-1.15170001984
23365,-0.716205477715,0.192350953817,-0.109664946795,-0.955250024796,-0.637328505516,0.11904001236,-0.95113158226,-0.32006329298,-0.337004959583,0.893525838852,-0.0299976170063,-0.435831874609,-0.416476607323,-0.292849242687,0.0725877434015,-0.176726847887,-0.480633378029,-1.28796708584,1.37086629868,-0.471964031458,-0.164975166321,-0.584648489952,0.361600011587,0.379049986601,-1.13300001621,0.767449975014,-0.380100011826,0.748000025749,-0.261500000954,0.0652000010014,-0.613099992275,-0.521499991417,1.25189995766,-1.21570003033,0.0,-1.16620004177,-0.567600011826,-0.771899998188,-1.02950000763,1.20959997177,-0.169099986553,0.557550013065,-1.17864990234,0.310350000858,0.221450001001,1.47335004807,-0.34424996376,-0.354550004005,4.76049995422,-0.267500013113,0.468400001526,3.19460010529,-1.18550002575,-0.267500013113,-0.154899999499,0.191400006413,-0.154899999499,0.509199976921
6657,2.04056453705,0.198284134269,1.26450848579,0.254749983549,0.0253610145301,0.462483882904,-0.795563936234,0.771651387215,-0.382271677256,-0.564784526825,-0.904254198074,0.25956261158,0.400993108749,-0.97641736269,-0.334323465824,-0.358294516802,0.75150001049,0.486938089132,-0.454763829708,-0.35662072897,0.207558631897,0.322991669178,-0.698549985886,0.363049983978,-1.03425002098,-0.337449997663,-0.49200001359,0.730250000954,-0.0406500026584,0.493299990892,2.49940013885,0.596899986267,-0.103100001812,-0.478599995375,-1.3112000227,0.360199987888,0.673099994659,0.866500020027,1.2826000452,0.223800003529,0.920199990273,0.973999977112,-0.337050020695,-0.37190002203,0.399449974298,2.22234988213,0.349299997091,2.97319984436,1.11689996719,-0.781599998474,0.432200014591,0.601899981499,-0.825200021267,-1.56739997864,-0.174700006843,-1.5393999815,0.033900000155,-0.047499999404
