rid,CPC005_A375_6H:BRD-K43736954-001-03-3:10,CPC005_A375_24H:BRD-K43736954-001-03-3:10,CPC005_A549_6H:BRD-K43736954-001-03-3:10,CPC005_A549_24H:BRD-K43736954-001-03-3:10,CPC005_HA1E_6H:BRD-K43736954-001-03-3:10,CPC005_HA1E_24H:BRD-K43736954-001-03-3:10,CPC005_HCC515_6H:BRD-K43736954-001-03-3:10,CPC005_HT29_6H:BRD-K43736954-001-03-3:10,CPC005_HT29_24H:BRD-K43736954-001-03-3:10,CPC005_MCF7_24H:BRD-K43736954-001-03-3:10,CPC005_MCF7_6H:BRD-K43736954-001-03-3:10,CPC005_PC3_6H:BRD-K43736954-001-03-3:10,CPC005_PC3_24H:BRD-K43736954-001-03-3:10,CPC005_VCAP_6H:BRD-K43736954-001-03-3:10,CPC005_VCAP_24H:BRD-K43736954-001-03-3:10,CPC010_A375_6H:BRD-K43736954-001-18-1:10,CPC010_A549_6H:BRD-K43736954-001-18-1:10,CPC010_A549_24H:BRD-K43736954-001-18-1:10,CPC010_HA1E_6H:BRD-K43736954-001-18-1:10,CPC010_HCC515_6H:BRD-K43736954-001-18-1:10,CPC010_HEPG2_6H:BRD-K43736954-001-18-1:10,CPC010_HT29_6H:BRD-K43736954-001-18-1:10,CPC010_MCF7_6H:BRD-K43736954-001-18-1:10,CPC010_MCF7_24H:BRD-K43736954-001-18-1:10,CPC010_PC3_6H:BRD-K43736954-001-18-1:10,CPC010_PC3_24H:BRD-K43736954-001-18-1:10,CPC010_VCAP_6H:BRD-K43736954-001-18-1:10,CPC010_VCAP_24H:BRD-K43736954-001-18-1:10,CPC020_A375_6H:BRD-K86161929-001-08-3:10,CPC020_A549_6H:BRD-K86161929-001-08-3:10,CPC020_HA1E_6H:BRD-K86161929-001-08-3:10,CPC020_HCC515_6H:BRD-K86161929-001-08-3:10,CPC020_HT29_6H:BRD-K86161929-001-08-3:10,CPD001_MCF7_6H:BRD-K80110068-001-01-2:10,CPC020_MCF7_6H:BRD-K86161929-001-08-3:10,CPD001_MCF7_24H:BRD-K80110068-001-01-2:10,CPC020_MCF7_24H:BRD-K86161929-001-08-3:10,CPC020_PC3_6H:BRD-K86161929-001-08-3:10,CPD001_PC3_24H:BRD-K80110068-001-01-2:10,CPC020_PC3_24H:BRD-K86161929-001-08-3:10,CPC020_VCAP_6H:BRD-K86161929-001-08-3:10,CPC020_VCAP_24H:BRD-K86161929-001-08-3:10,NMH002_FIBRNPC_24H:BRD-K43736954-001-19-9:10,NMH002_FIBRNPC_6H:BRD-K43736954-001-19-9:10,NMH002_NEU_6H:BRD-K43736954-001-19-9:10,NMH002_NEU_24H:BRD-K43736954-001-19-9:10,NMH002_NPC_6H:BRD-K43736954-001-19-9:10,NMH002_NPC_24H:BRD-K43736954-001-19-9:10
5720,-0.158588409424,-0.336725652218,-1.54785525799,-0.250476658344,-0.232500001788,-0.187455624342,0.757999956608,0.405275434256,-0.424213647842,0.75967669487,-0.987816572189,0.077840551734,-0.430560708046,-0.176524758339,1.53072810173,0.390370130539,0.460900008678,0.961099982262,0.570336222649,0.242339491844,0.280580997467,0.120561875403,-0.000326469540596,-0.910638451576,-0.36735996604,-0.71722650528,0.278265625238,0.364777475595,0.302343249321,0.409599989653,0.0179371014237,1.04425001144,-1.6612817049,-1.13586616516,1.13343858719,0.109156638384,-1.6307696104,-0.327079981565,0.482382714748,0.903224408627,-0.480055332184,-0.815578937531,-0.213539928198,0.123600013554,0.0220719873905,0.0387333035469,-1.57117247581,-0.507304370403
466,-0.410032898188,-0.22799500823,0.82184034586,-0.679721474648,0.602599978447,2.1478946209,0.134800001979,0.614498734474,0.468833327293,0.754047751427,0.347946822643,0.646352231503,0.484410643578,1.2755408287,0.817870080471,-0.738970756531,1.14849996567,-1.14400005341,1.46208250523,0.16362631321,-0.89676707983,-0.259252846241,-0.423406869173,-1.08896875381,-0.879077136517,0.460062682629,0.0639265328646,-0.267054140568,-0.0413830578327,0.488400012255,0.310006678104,-0.0471499972045,-0.391638159752,-0.634227275848,0.357214272022,0.283045589924,-0.590405106544,0.178020000458,-0.07233735919,-0.533845245838,0.109158918262,-1.44861876965,0.0985863506794,0.447066664696,-1.52156257629,-1.29636669159,-0.939705789089,0.205675929785
6009,1.28627467155,-0.694070458412,0.850518107414,-0.626050949097,-0.71899998188,1.07468056679,0.265100002289,0.19212192297,-0.298988252878,0.31128397584,0.447244226933,1.01369309425,-0.374685913324,0.474278509617,0.0960912704468,-0.630338490009,0.752749979496,1.94574999809,0.374306857586,-0.0853595733643,-0.41079968214,-0.686751484871,0.294901698828,0.530113101006,-0.48133534193,-0.286417126656,0.349700927734,1.37814164162,-0.299776732922,-0.0270999968052,0.348350286484,0.0629500001669,-0.810161650181,-0.89333742857,-0.588097214699,-0.16664686799,-0.747215688229,-0.722819924355,-0.116082593799,0.553008139133,-0.306055992842,0.177663311362,0.915951609612,-0.228733330965,-0.30705010891,-0.432099997997,-1.5938179493,-0.528979182243
2309,1.12995505333,-0.295673549175,-0.300879091024,0.267220854759,0.156699985266,0.540112137794,-0.196849986911,-0.449706822634,-1.04147613049,-0.52234095335,0.194013819098,-0.207051694393,-0.174668222666,0.775692343712,1.0340359211,0.271055102348,-0.15340000391,0.719550013542,0.342000454664,-0.687418282032,-0.424199104309,0.154703736305,-0.819328069687,-1.99576568604,0.0208146385849,-0.673225820065,-0.156212359667,0.453083127737,0.325037896633,1.28104996681,0.467990577221,0.607200026512,0.985556006432,-0.941140949726,-0.777086019516,-0.115344434977,0.805720150471,0.0473799929023,-0.0860502123833,1.96441650391,-0.195667818189,-0.123992852867,-0.463013529778,-0.255766689777,-0.415792942047,0.0788666754961,-0.546853542328,-0.225122928619
387,-0.141701281071,-1.28447186947,0.222167402506,-2.09640550613,-0.332800000906,-2.45659828186,-1.82280004025,-0.177817970514,-0.20674648881,-0.956650435925,-0.909856557846,0.880104422569,-0.989205360413,0.49073317647,0.38966947794,-0.220096156001,-0.6507999897,1.51355004311,-1.03090369701,-0.239664316177,-0.285506129265,-0.167010888457,-0.0501814782619,1.22658467293,-1.56938838959,-1.19765007496,0.642275512218,0.793926119804,-0.775924086571,0.266700029373,1.4142023325,-1.03495001793,-0.34768691659,-1.39657604694,-0.124284937978,-0.0847608596087,1.02656745911,0.352939993143,0.759609878063,1.83351933956,-0.273874849081,-0.165656432509,-0.366566479206,-0.685233354568,-0.902165949345,-0.385666668415,-0.546897113323,-0.372658580542
3553,-0.38643181324,-0.424569815397,0.79697728157,0.676718473434,0.178249999881,-0.510177850723,0.971000015736,0.0861793607473,-0.322949975729,0.706137776375,0.551396489143,-0.27819275856,-1.25997292995,-1.8824723959,-2.58914160728,-0.566977441311,-0.329149961472,0.723349988461,-0.662098884583,-1.05517029762,1.15861093998,-0.54219776392,0.716669380665,0.718372285366,-0.83231395483,-1.11149764061,-0.898832559586,-0.364587008953,0.150060594082,-1.60299992561,-1.01541256905,-0.288799971342,0.167517647147,1.63565647602,-0.732470571995,-0.147853881121,1.7984650135,0.422360002995,-0.606501877308,0.805151700974,-0.0418020933867,0.985982716084,0.571347653866,0.414733380079,1.04788374901,0.302733331919,2.00143265724,0.0999055728316
427,0.0161263942719,0.108418591321,0.921760797501,0.39588162303,0.107200011611,0.851219773293,-1.14899992943,0.268861234188,0.160741388798,-0.694345831871,-0.506196379662,0.130996614695,0.106511831284,0.0299856960773,1.33263635635,-0.258042931557,0.622049987316,1.45200002193,-0.727602362633,0.175970345736,2.18846988678,-0.192728370428,-1.06430578232,-4.14189720154,0.247702911496,0.800193309784,0.909581363201,-3.93336486816,1.71615958214,-1.93009996414,0.355921834707,-0.173000007868,0.169274643064,0.536298155785,-0.248566150665,-0.406181812286,0.616031289101,1.07355999947,-0.334811359644,-0.480540990829,0.0794991850853,-0.618697404861,-1.4057226181,0.319766670465,-0.409786015749,-0.663399994373,-0.821061849594,-0.279349684715
5898,0.178285136819,-0.432962179184,0.220507666469,0.870979547501,-0.12864997983,0.469424247742,-0.245600000024,0.258377045393,-0.490024328232,-1.23794031143,-0.110880129039,-0.658207476139,0.561147749424,-0.230391934514,-1.1682035923,-1.27244377136,-0.663649976254,-1.5217000246,-1.60561871529,-0.810249149799,-1.04169666767,-0.873485028744,-0.600097477436,-0.672329187393,-0.91469335556,-1.01907026768,-0.846980690956,-1.40404200554,-1.26440632343,-0.000400006771088,1.07503962517,-0.794849932194,-0.60149538517,-1.21091222763,0.822840750217,0.167010247707,-0.346163004637,-0.990840017796,0.814319252968,-3.04116821289,-0.26380982995,-0.347429901361,-0.325541108847,0.414066672325,-1.30489182472,0.186466664076,0.334330171347,0.178923204541
23365,-0.322399795055,-1.37614345551,-0.841538071632,-0.0416252315044,-0.0916000008583,-1.16506111622,-0.57129997015,-0.943021655083,-0.176276281476,-1.74885416031,-1.02771627903,-0.9616792202,-0.678559541702,-0.832677423954,-2.50270986557,-0.316008687019,-0.714200019836,-0.716350018978,-2.27669095993,0.134843617678,-0.944478690624,-0.471482366323,-0.314806252718,0.215677335858,0.482183128595,-0.676958799362,-0.674169838428,0.200489699841,-0.900648117065,-1.29874992371,0.923258781433,-1.11915004253,1.22532439232,-0.401765376329,-0.312589734793,0.222757548094,-0.510750174522,0.760440051556,-0.20945802331,-1.57542979717,-0.000480860471725,-1.11651003361,-0.680032491684,-0.943866670132,-0.0432876348495,0.802300035954,0.0674089118838,-0.85889095068
6657,-1.06186926365,-0.653569698334,0.548731207848,-0.0843731015921,-0.948199987411,0.109712511301,-0.238799989223,0.682976186275,-0.306936055422,0.757734000683,-1.26668596268,-1.37352228165,-0.692822515965,-1.69535255432,-1.80561423302,-0.340615957975,-0.331000000238,0.330150008202,0.66087269783,-0.459629654884,1.37508833408,1.57836794853,0.520111441612,0.71913254261,0.865575373173,-0.488161146641,-0.150607198477,0.0518944971263,0.114773139358,-0.919499993324,-1.19431293011,0.983250021935,0.25148665905,1.31021332741,0.491790384054,-0.743967533112,0.927010536194,-0.107620000839,-0.754775285721,0.685436844826,-0.0857798978686,0.643580675125,0.748672127724,-0.30189999938,-0.116949513555,0.261766672134,-1.271037817,-0.0176890976727
