rid,NMH001_FIBRNPC_6H:BRD-A76934284-001-01-1:10,NMH001_FIBRNPC_24H:BRD-A76934284-001-01-1:10,NMH001_NEU_6H:BRD-A76934284-001-01-1:10,NMH001_NEU_24H:BRD-A76934284-001-01-1:10,NMH001_NPC_6H:BRD-A76934284-001-01-1:10,NMH001_NPC_24H:BRD-A76934284-001-01-1:10
5720,-0.275449991226,-0.640799999237,-0.460128605366,-0.801822423935,-0.680000007153,-0.269277691841
466,-2.61189985275,0.180300012231,0.634156525135,-0.102108210325,-0.185433328152,0.0671893656254
6009,-0.401199996471,-0.687600016594,0.233640089631,-1.37276291847,0.350533336401,-0.510581195354
2309,-0.392899990082,0.356399953365,-0.683139383793,-0.715923547745,0.531466722488,-0.149295151234
387,-0.0833999961615,-0.295599997044,0.0566337034106,-1.51462769508,0.57416665554,0.308209300041
3553,0.727450013161,0.452250003815,0.491685092449,0.777383685112,0.0853333473206,0.631708264351
427,-0.552199959755,-0.300900012255,0.279273301363,0.350620895624,-0.066600009799,-0.582233428955
5898,-1.31494998932,0.167149990797,-0.446131587029,-0.716310501099,0.0202333331108,-0.444634884596
23365,-0.86084997654,0.410349994898,0.254033744335,0.22886197269,1.26693332195,1.00803673267
6657,0.378800004721,0.769800007343,-5.75954008102,-0.691591441631,0.0832333415747,0.241738826036
5054,-0.937049984932,-0.459900021553,0.80214381218,0.899091243744,0.354200005531,-1.37372231483
3108,-0.164849996567,-0.221349984407,0.0763310045004,0.252328008413,0.377200007439,0.0173220857978
1950,0.0924000144005,1.16470003128,-0.110079079866,1.01355373859,-0.553133368492,-0.947367787361
351,-0.0673000216484,0.439900010824,-0.000874182791449,-0.00285457307473,0.239733338356,-5.31888580322
4846,0.465550005436,-0.0257999897003,0.658344686031,0.402666181326,0.438633352518,1.40123617649
1452,-0.863150000572,-0.721400022507,-0.92361497879,-0.971597909927,-0.240366667509,-0.198144495487
4776,0.443700015545,-0.194849997759,-1.11511826515,0.4887393713,-0.416033357382,0.018849298358
6908,-0.501299977303,-1.12999999523,-0.399235129356,-1.3620455265,-0.758366703987,-1.40257489681
672,0.526950001717,0.786100029945,0.552532315254,0.393953442574,-0.225200012326,0.833048701286
5710,-0.531199991703,-0.150100007653,-0.0497000738978,-1.03435111046,0.117199994624,0.658848404884
2115,-0.554099977016,-0.389349997044,0.354151248932,1.30862951279,-0.322966694832,-0.584323048592
7015,0.621999979019,0.716949999332,-0.264934450388,0.882277011871,-0.186366647482,-0.0365068092942
8726,0.67735004425,-0.737900018692,0.0559761971235,-0.779894828796,0.345433354378,0.424072891474
2185,0.421899974346,0.288399994373,0.545960962772,0.472946286201,0.0482000000775,-0.619021177292
3315,-1.00934994221,-0.597499966621,0.217885479331,-0.738890528679,0.219133377075,-0.296769559383
5289,-0.166749984026,-1.1017999649,0.0772403627634,0.77996712923,-0.103599995375,-0.617766320705
868,-1.10240006447,0.230049997568,0.451170086861,-0.183526426554,-0.934933364391,0.207893520594
1677,-0.214300006628,0.0192500054836,-0.0790271237493,1.47066020966,1.32453334332,0.13497236371
7043,0.451949983835,0.942700028419,0.180783927441,-0.293764233589,0.582900047302,4.90861129761
5613,0.130100011826,0.745050013065,0.221366614103,0.203255355358,0.446666657925,-0.262415349483
595,-0.790300011635,-0.725499987602,0.0998351275921,0.440014779568,0.790133357048,0.585151791573
