rid,CPC005_A375_6H:BRD-A98431941-003-02-1:10,CPC005_A375_24H:BRD-A98431941-003-02-1:10,CPC005_A549_6H:BRD-A98431941-003-02-1:10,CPC005_A549_24H:BRD-A98431941-003-02-1:10,CPC005_HA1E_6H:BRD-A98431941-003-02-1:10,CPC005_HA1E_24H:BRD-A98431941-003-02-1:10,CPC005_HCC515_6H:BRD-A98431941-003-02-1:10,CPC005_HT29_6H:BRD-A98431941-003-02-1:10,CPC005_HT29_24H:BRD-A98431941-003-02-1:10,CPC005_MCF7_24H:BRD-A98431941-003-02-1:10,CPC005_MCF7_6H:BRD-A98431941-003-02-1:10,CPC005_PC3_6H:BRD-A98431941-003-02-1:10,CPC005_PC3_24H:BRD-A98431941-003-02-1:10,CPC005_VCAP_6H:BRD-A98431941-003-02-1:10,CPC005_VCAP_24H:BRD-A98431941-003-02-1:10,NMH001_FIBRNPC_6H:BRD-A13982089-005-01-4:10,NMH001_FIBRNPC_24H:BRD-A13982089-005-01-4:10,NMH001_NEU_6H:BRD-A13982089-005-01-4:10,NMH001_NEU_24H:BRD-A13982089-005-01-4:10,NMH001_NPC_6H:BRD-A13982089-005-01-4:10,NMH001_NPC_24H:BRD-A13982089-005-01-4:10
5720,0.0665253400803,1.1297814846,0.350954830647,-6.55613517761,-3.60925006866,0.374092519283,1.21300005913,0.595755875111,0.268782705069,-0.487860321999,0.124384239316,0.41535705328,-0.594699919224,-0.206414431334,0.115072399378,0.360599994659,-0.813499987125,0.156234562397,-0.113761842251,0.314171820879,0.264086306095
466,0.669644236565,0.381531566381,1.12138986588,-1.33068108559,-0.0373999997973,-0.0234450995922,0.822499990463,0.838709712029,-0.0104885501787,0.187498688698,-0.494988441467,0.601705670357,-0.470450520515,-0.127228468657,-0.0564592182636,0.579949975014,0.394549995661,-0.236977413297,0.119295567274,-0.708369016647,-0.503185033798
6009,-0.176602035761,0.0662653744221,-0.670472085476,1.38585782051,0.0520999990404,0.0508076101542,-0.736750006676,-0.0111068934202,-0.214989796281,-0.337740123272,-0.583502650261,-1.50366508961,-0.283439993858,-0.743256628513,-0.691048264503,0.261550009251,0.944399952888,-1.11869335175,-0.464099377394,-0.43159750104,0.92641967535
2309,-0.161379620433,1.11664652824,-0.0489736199379,2.5466299057,0.594349980354,0.164013534784,0.636349976063,0.0849988311529,0.597405612469,0.0789838731289,0.131372511387,-0.662851035595,-0.000438921153545,0.512501299381,0.830484747887,-0.632100045681,0.890049993992,-0.752092778683,-0.389093577862,-1.39295351505,0.579818725586
387,-0.159383893013,0.414532959461,-1.24945783615,2.335054636,0.518750011921,0.34265601635,-1.16954994202,0.940208613873,0.0899246633053,-0.0747149437666,-0.222776800394,-1.83755123615,0.143738225102,-0.0477441251278,-0.853668749332,-0.618200004101,2.38015007973,-0.508844017982,-0.183322682977,-0.6986733675,1.04336130619
3553,0.735247433186,0.549163043499,1.17728543282,-0.140329301357,-0.416150003672,-0.207216560841,0.154449984431,0.201158612967,-0.164126455784,-0.697368741035,0.207263320684,0.35731369257,-0.863370299339,0.0386843681335,0.196556687355,-0.806649982929,-0.717999994755,-0.419128358364,0.769927144051,0.393666982651,-0.37770229578
427,0.299836874008,-0.320480823517,-0.865939021111,-1.54397928715,0.61495000124,0.32008472085,-0.864250004292,-0.30631095171,-0.232145398855,-0.785399675369,-0.461062550545,-0.43798995018,-0.127936646342,-2.05705904961,-0.532835245132,1.23580002785,0.115649998188,1.12053370476,-0.162054181099,-1.15384471416,0.351811647415
5898,1.04288828373,-0.488386273384,-0.0415039658546,-1.11932420731,0.89209997654,-0.964967727661,-0.083599999547,0.88746881485,-1.10606384277,0.254980683327,-0.261758506298,0.641665995121,0.00781168416142,0.166577398777,-0.286804080009,-0.371300011873,-0.703149974346,0.135767400265,-0.353311240673,-0.458419144154,-0.987167477608
23365,-0.113681361079,-0.72947704792,-0.0430976636708,-0.279775500298,-0.424450010061,0.68194693327,-1.05805003643,0.206335484982,-0.264187395573,0.517613708973,-0.997103393078,-0.502751886845,0.259439140558,0.172894090414,0.034964427352,0.360350012779,1.19134998322,0.997695982456,0.0320349186659,1.21036660671,-0.274510085583
6657,0.369987666607,5.18029308319,-0.0852475389838,3.18618249893,-0.600849986076,0.610719740391,-0.364749997854,-0.106196701527,-0.412063062191,-0.747075438499,0.898397326469,-0.0387439318001,0.458605289459,-0.196500301361,-0.272835612297,-0.261149972677,-1.12419998646,-0.210906028748,-0.179341554642,-1.17217588425,0.379572331905
5054,0.356725424528,-1.38236403465,-0.328813701868,-0.686542570591,0.554000020027,0.842407226562,-0.578050017357,0.931912779808,-0.576856851578,-0.907260894775,0.958503246307,-2.21484398842,-2.68217015266,-0.0892795026302,-0.894806325436,0.956250011921,0.482450008392,-1.2223136425,-1.96733629704,-0.948623299599,-1.1380648613
3108,0.156619861722,1.04781627655,-0.1119004637,-1.01159620285,0.0976999998093,-0.207735553384,-0.219600006938,-0.882118105888,0.2664912045,0.912278056145,0.467243850231,0.0368312075734,-0.374730199575,-0.86828494072,-0.548973560333,-0.764950037003,-0.397149980068,0.122658163309,-0.404210805893,-1.28173041344,0.10479490459
1950,0.41188955307,0.133416563272,0.745614767075,-0.554068684578,0.343400001526,-0.0524282157421,0.300599992275,0.369199454784,-0.590014278889,-0.0847716256976,-0.411193042994,-0.809486627579,-1.02444374561,-0.343162447214,-0.150465250015,0.075049996376,-0.264649987221,-0.46747148037,0.0510443598032,-0.106260187924,-0.452559947968
351,0.0987648814917,-0.189901843667,0.0507588237524,-1.88628220558,0.534850001335,-0.374210894108,1.37724995613,-0.739347875118,-0.283494412899,-2.96369361877,0.397133052349,0.48073643446,-0.531103253365,0.307060003281,-0.000277151062619,0.867399990559,0.0789499878883,0.000550292083062,-0.000421899690991,0.153689980507,-0.319056868553
4846,0.209072694182,-0.700653910637,0.319931030273,0.330631196499,1.33859992027,2.84028100967,-0.724049985409,1.14222609997,0.795435369015,-0.0453718081117,0.104263052344,2.35826826096,0.181566148996,-0.325760006905,0.32528668642,-0.49249997735,-0.0900999903679,0.306583076715,-0.133449599147,-0.997812867165,-0.104832559824
1452,0.710971593857,0.290566921234,1.1300702095,1.00874900818,-1.49599993229,0.230373322964,0.120700001717,0.496185958385,-0.0745226144791,0.230368882418,-0.132756859064,0.326723575592,-0.010349676013,-0.272724598646,0.135382339358,-0.112250000238,1.42414999008,0.0656732022762,0.124410174787,-0.676513552666,0.557901978493
4776,1.17297458649,-1.29297542572,0.939820766449,-0.737505078316,0.155400037766,-1.02379453182,1.22374999523,-0.536204099655,-0.0996162369847,-0.581807971001,0.601950407028,0.0149269877002,-0.164545446634,-0.143248617649,0.333137392998,-0.47570002079,2.93670010567,-1.01236486435,-0.0967384427786,3.03356289864,-0.314408957958
6908,0.320695519447,0.508824110031,0.566254913807,2.31411290169,0.40649998188,0.0612681508064,-0.485400021076,0.60272192955,0.365125238895,1.35781085491,-0.741231560707,0.191093236208,-0.228568613529,-0.337906181812,0.314535021782,-0.0119000077248,-0.0672500133514,0.602977275848,0.196542918682,-0.730226516724,0.353415936232
672,-0.0468603372574,0.116103351116,0.821077823639,-0.158957123756,-0.122350007296,-0.771370053291,-0.482550024986,-0.0134207010269,0.620397865772,0.755182743073,0.172027528286,0.472415626049,-0.316984385252,0.632139325142,1.13668179512,-0.0813999995589,-1.07664990425,0.780012726784,-0.0257142931223,-0.126472622156,-0.0602981597185
5710,0.709954500198,0.833215653896,1.06861925125,0.760358989239,0.252350002527,0.655451059341,-0.610249996185,0.437321066856,0.594741284847,1.01341462135,-0.0839845091105,-0.647868037224,0.447177767754,-0.271218419075,0.516611158848,-0.643399953842,0.072899967432,-0.435314834118,-1.45065784454,0.105109080672,0.57402741909
2115,-0.16359500587,0.823254227638,0.229498207569,0.42153608799,-0.285149991512,1.21536695957,-0.230350002646,-0.0525370240211,0.292585909367,-0.204496905208,0.447935581207,0.763699829578,0.780377447605,-0.187690854073,-0.341501235962,-0.643299996853,0.139300003648,0.375052213669,1.20503592491,-0.183520957828,-0.122246593237
7015,-0.725699901581,-0.263663798571,1.51808643341,2.823387146,0.939700007439,-0.0318860858679,1.4701499939,0.19383341074,-0.0528297126293,-0.415234982967,0.498988747597,0.340893626213,0.350731551647,0.588095843792,0.136571079493,-0.0947999954224,-0.945549964905,-0.767597675323,0.246748641133,0.0964667871594,-0.154138892889
8726,0.984143555164,0.660514950752,-0.217554375529,1.05981838703,0.0426499992609,-0.333649814129,-1.77589988708,0.709854483604,-0.497012317181,0.542165696621,-0.368148565292,0.470660179853,0.203590482473,-0.0589991956949,-0.0325194448233,0.119100004435,0.795000016689,-0.998999536037,-0.738635063171,0.132542639971,-0.622743725777
2185,0.503364562988,-0.802907049656,0.695015788078,-1.87359046936,0.224499985576,-0.352069288492,-0.228550001979,-0.618334174156,-0.194261521101,-0.760222494602,-0.109857678413,-0.104482710361,0.050271987915,-0.307739585638,-0.485681295395,-0.97159999609,-1.14300000668,-0.31788417697,0.0606287121773,-0.336999386549,-0.194360226393
3315,-0.999161183834,-0.40500074625,0.0562983751297,-2.41693806648,1.1304500103,0.689587235451,0.310350000858,-0.0545024089515,0.176544398069,0.242584764957,0.11519087106,-2.78196811676,0.34735929966,-0.707230091095,0.155183494091,-0.02349999547,1.4103000164,-0.479378461838,-0.4213296175,-0.629107117653,-0.212869748473
5289,0.722061753273,0.565869688988,-0.211316838861,-1.24955248833,0.552900016308,0.372225940228,-0.301649987698,0.330943614244,0.215235322714,0.0274253506213,1.60838830471,0.15674200654,-0.537970006466,0.220038741827,0.0284184589982,-0.0185500010848,0.385550022125,0.219945177436,0.794954121113,-0.617332100868,-0.924031734467
868,0.979405224323,1.04175746441,-0.282129406929,3.59005093575,-0.0807999968529,0.181598648429,-0.498699992895,-0.0675264298916,0.912639021873,-0.281788885593,-0.00601926445961,0.216479718685,0.213994413614,0.336137086153,0.0463207252324,0.315650016069,1.93859994411,-0.384716838598,-0.156050235033,-0.509954571724,0.878077805042
1677,1.1896469593,-0.236705362797,0.159029170871,1.49245595932,0.578700006008,-0.202715530992,0.835850000381,0.822484374046,0.288795560598,0.0243828333914,-1.05871427059,0.381475448608,-0.296248227358,0.367425382137,-0.371504724026,-0.220499992371,-0.0147999823093,0.361692905426,-0.16307143867,-0.3416929245,-0.501138746738
7043,1.28885340691,-0.183937773108,0.594757795334,-0.82748568058,0.899700045586,-0.832022190094,-0.0790500044823,0.31342536211,-0.566556334496,-0.0980604737997,-0.437605768442,0.771735072136,0.0355700924993,0.907371640205,0.0770354270935,-0.778850018978,-0.781599998474,0.369553416967,0.513643324375,0.27381426096,0.0729810371995
5613,1.78180646896,-0.382962346077,1.55656015873,4.68715429306,-0.438100039959,0.544251441956,0.524150013924,0.948552668095,0.143296062946,0.26230275631,0.122536733747,0.510185837746,0.216818571091,0.0135001838207,-1.26077055931,-0.33750000596,-1.44280004501,1.20441889763,0.0235577523708,0.115142628551,-0.512831449509
595,-0.395849078894,0.333354920149,0.4278665483,1.73556876183,0.892599999905,-0.496193528175,-1.08515000343,0.393746316433,0.592054724693,0.687978088856,0.294492304325,-0.743929088116,0.356412172318,1.54810905457,0.770247101784,-0.373099982738,0.498549997807,0.734714150429,0.0695081502199,7.08183336258,0.22928416729
4793,-0.574126720428,0.0821444913745,-0.701128900051,2.51939964294,1.37339997292,-0.242191195488,0.182999998331,0.127477616072,0.366358876228,0.481419295073,0.262707769871,0.471092104912,0.00213368237019,0.33554032445,0.245203822851,-0.406199991703,0.138750001788,1.31210899353,0.606836795807,0.249015688896,0.329289764166
2736,0.0403983145952,-0.983135461807,0.340628474951,2.37305355072,0.879599988461,0.141838431358,0.940299987793,0.854830265045,-0.332133829594,-0.90147036314,0.57500743866,0.0010973289609,0.431856811047,-0.257405728102,0.0259764157236,0.0188999772072,0.132149994373,0.987720966339,1.29316580296,-0.234636336565,0.801054179668
5290,0.705543577671,-0.968834221363,0.243057399988,-0.0569678246975,-0.782100021839,-0.156531244516,-0.008350007236,0.408497571945,-0.832974731922,-0.518751621246,0.650182366371,0.515845358372,-0.517214119434,0.257077991962,-0.833976864815,-0.245400011539,-1.0543500185,-0.37075483799,-0.212726503611,-1.45506167412,0.0447002500296
