rid,CPC010_A375_6H:BRD-K20338176-001-14-4:10,CPC010_A549_6H:BRD-K20338176-001-14-4:10,CPC010_A549_24H:BRD-K20338176-001-14-4:10,CPC010_HA1E_6H:BRD-K20338176-001-14-4:10,CPC010_HCC515_6H:BRD-K20338176-001-14-4:10,CPC010_HEPG2_6H:BRD-K20338176-001-14-4:10,CPC010_HT29_6H:BRD-K20338176-001-14-4:10,CPC010_MCF7_6H:BRD-K20338176-001-14-4:10,CPC010_MCF7_24H:BRD-K20338176-001-14-4:10,CPC010_PC3_6H:BRD-K20338176-001-14-4:10,CPC010_PC3_24H:BRD-K20338176-001-14-4:10,CPC010_VCAP_6H:BRD-K20338176-001-14-4:10,CPC010_VCAP_24H:BRD-K20338176-001-14-4:10,CPD002_MCF7_24H:BRD-K20338176-002-04-3:10,CPD002_MCF7_6H:BRD-K20338176-002-04-3:10,CPD002_PC3_6H:BRD-K20338176-002-04-3:10,CPD002_PC3_24H:BRD-K20338176-002-04-3:10
5720,0.480350017548,0.69319999218,-3.67409992218,0.12602712214,-0.45192489028,0.578392803669,0.981576323509,0.710002958775,0.600584983826,-0.161602318287,1.35320734978,-0.380243450403,0.843116343021,-0.48595264554,-2.60036063194,-0.74794280529,0.287696927786
466,-1.16694998741,0.20205001533,-1.47364997864,0.517109155655,0.61801725626,0.0599064454436,0.967334628105,-0.143867075443,1.34506511688,1.15515887737,0.806481957436,0.43342423439,-0.646217048168,-0.153585836291,0.0301595032215,-0.978747308254,-0.838414430618
6009,-0.0182500183582,1.53355002403,-0.518149971962,0.213665604591,0.170107975602,0.0268587470055,0.576614737511,0.490155935287,0.477595865726,0.880789518356,0.089948348701,0.172856673598,0.995948731899,-0.764450848103,0.554072380066,-0.474445968866,0.556338071823
2309,0.868900001049,-1.05774998665,0.70165002346,0.247898995876,-0.546069920063,-0.894297361374,-0.293409109116,-0.576530992985,-1.01100206375,-0.406141132116,0.156361475587,-0.112307064235,-0.0634195655584,0.691483974457,-1.27219629288,0.789689302444,-0.445343792439
387,1.12600004673,-0.284050017595,-1.74899995327,-0.52205067873,0.00316339358687,-0.488643229008,-0.368555963039,1.23149085045,0.801994204521,-0.124532938004,0.237048476934,-0.821647286415,0.431956321001,0.665100693703,1.47740399837,-0.966898143291,1.79292464256
3553,0.201000005007,0.318850010633,3.8329000473,-0.75017952919,0.144477933645,0.484819889069,-1.09502160549,-0.130452916026,0.186816439033,-1.00763213634,-0.468898236752,-0.287581622601,-0.279598712921,0.26000675559,0.4775826931,-0.478173971176,0.0686030238867
427,1.05624997616,0.390849977732,4.83669996262,0.360670655966,0.305647224188,-0.206190794706,0.164821133018,-0.446974933147,-0.812586307526,-0.588271021843,0.440564334393,0.535327970982,-0.657934427261,0.820353388786,0.933684647083,-0.424920737743,-0.522690117359
5898,-2.4375500679,0.420949995518,-0.00149999558926,0.468196034431,0.242729455233,0.672792375088,0.903916120529,-0.327605098486,0.789086222649,0.349371910095,0.0204197913408,0.775327801704,-1.11138379574,-0.646784007549,-0.0729593932629,0.467145740986,-1.0986263752
23365,0.249500006437,-0.0863000005484,2.05535006523,-0.593760967255,0.216761648655,-0.415022671223,-0.537921726704,-0.1438613832,-0.184113636613,-0.466625779867,-0.0166877470911,0.569367587566,-0.722841382027,-0.676380634308,0.138341575861,0.575430214405,0.739740490913
6657,0.0435000061989,0.841799974442,3.0187997818,-0.34064245224,-1.12079691887,0.805303573608,0.337687671185,-0.355372488499,-0.158116385341,0.0216449126601,-1.14274072647,1.42643892765,-0.300183713436,0.111713320017,0.133001789451,1.05307352543,-0.777678787708
5054,0.647050023079,-0.304250001907,-2.48434996605,-0.376007914543,1.27746212482,-0.17437800765,-0.784195303917,-0.775211811066,-0.0951798632741,-0.114581897855,0.0551315397024,0.635261118412,-0.0579594448209,0.00108071416616,-0.107063300908,0.312711209059,1.14625108242
