rid,CPC014_A375_6H:BRD-K98684188-001-01-1:10,CPC014_A549_6H:BRD-K98684188-001-01-1:10,CPC014_A549_24H:BRD-K98684188-001-01-1:10,CPC014_ASC_24H:BRD-K98684188-001-01-1:10,CPC014_HA1E_6H:BRD-K98684188-001-01-1:10,CPC014_HCC515_6H:BRD-K98684188-001-01-1:10,CPC014_HEPG2_6H:BRD-K98684188-001-01-1:10,CPC014_HT29_6H:BRD-K98684188-001-01-1:10,CPC014_MCF7_6H:BRD-K98684188-001-01-1:10,CPC014_MCF7_24H:BRD-K98684188-001-01-1:10,CPC014_NEU_24H:BRD-K98684188-001-01-1:10,CPC014_NPC_24H:BRD-K98684188-001-01-1:10,CPC014_PC3_6H:BRD-K98684188-001-01-1:10,CPC014_PC3_24H:BRD-K98684188-001-01-1:10,CPC014_PHH_24H:BRD-K98684188-001-01-1:10,CPC014_SKB_24H:BRD-K98684188-001-01-1:10,CPC014_VCAP_6H:BRD-K98684188-001-01-1:10,CPC014_VCAP_24H:BRD-K98684188-001-01-1:10
5720,-0.538347482681,-0.294732809067,-1.54148507118,-0.556125998497,-0.190415650606,-0.624541759491,0.151868745685,-0.122239857912,-0.816238045692,-0.386857807636,-0.112099997699,-0.473624736071,0.752835035324,0.686319112778,-0.698945045471,-0.914126157761,-0.789091467857,0.60818362236
466,-0.0652038827538,-0.583505153656,-1.05163252354,0.297559201717,0.276194632053,0.59426856041,0.348234802485,-0.0900454968214,-0.584994673729,0.146252542734,0.063299998641,0.828118860722,0.883607387543,-0.372467458248,-0.843714356422,-1.77953016758,0.200259923935,-2.15070652962
6009,-0.52914249897,-0.723578393459,-1.71928417683,0.0481864996254,0.721537232399,-0.0044322758913,-0.342938989401,0.271318793297,0.158349961042,-1.05041241646,0.693899989128,1.05800056458,0.244558498263,1.44466245174,-1.14870584011,0.44073292613,0.18467310071,-0.183464735746
2309,0.928010225296,0.813649713993,-0.618971526623,0.988355994225,1.31975233555,-0.578194141388,-1.95409178734,-0.518366992474,-0.678556978703,-0.896219074726,-0.365399986506,-0.453221172094,-0.827731251717,1.77786529064,0.61758184433,1.24406754971,-1.27291536331,0.132104277611
387,-0.389229536057,0.752556979656,-1.10855436325,-0.15697774291,1.11658143997,1.11940205097,-0.863121509552,0.48616039753,-0.435557991266,0.854508340359,0.687300026417,1.07119905949,0.117968082428,1.71126770973,0.310241281986,0.646352171898,0.692749142647,1.53818917274
3553,-0.513354301453,0.00810058414936,-0.70533823967,0.356002807617,-1.54785871506,-0.970601022243,-0.299968183041,-0.583982765675,-0.395558029413,1.50159335136,-0.728500008583,-0.613879144192,-0.338105201721,0.448570400476,0.608499765396,-0.536755681038,-0.546683728695,-0.738125741482
427,-1.04885303974,-0.225343808532,-0.152767121792,-0.533237576485,1.08235156536,1.17659687996,0.343224167824,-0.239205598831,-0.511889457703,0.475183099508,-0.859799981117,0.249285697937,0.384857207537,-1.41856920719,0.41779127717,-1.53914213181,-1.62395048141,-1.71038222313
5898,-0.687342703342,0.317397534847,-0.699047803879,-0.540802299976,0.964426457882,0.619824647903,-0.255175560713,-1.48728227615,-0.00296932458878,-0.450627058744,-0.061400000006,0.0164548885077,0.71752256155,-2.13753843307,-0.154892891645,-1.55178117752,-2.19665336609,-0.828622639179
23365,1.42802977562,-0.313495904207,1.24053835869,-0.376280009747,0.594703555107,0.749532341957,-0.606915950775,-0.817668437958,0.0640625879169,0.266007840633,-0.737999975681,-0.100553773344,0.121255159378,-0.402578353882,0.369049608707,-0.14920347929,0.816885590553,0.236328199506
6657,0.210638552904,0.669736683369,0.530760169029,-0.117322765291,-0.521489977837,0.14562729001,0.0260028243065,0.0153923332691,-0.26128038764,2.44268703461,-0.109700001776,0.203253015876,-0.282952219248,-0.0106252208352,0.751129448414,0.169968187809,0.238271102309,-1.13359308243
