rid,CPC003_HA1E_6H:BRD-A34751532-001-04-4:10,CPC003_HA1E_24H:BRD-A34751532-001-04-4:10,CPC003_HCC515_6H:BRD-A34751532-001-04-4:10,CPC003_HCC515_24H:BRD-A34751532-001-04-4:10,CPC003_PC3_6H:BRD-A34751532-001-04-4:10,CPC003_PC3_24H:BRD-A34751532-001-04-4:10,CPC003_VCAP_6H:BRD-A34751532-001-04-4:10,CPC003_VCAP_24H:BRD-A34751532-001-04-4:10,CPC015_A375_6H:BRD-A34751532-001-04-4:10,CPC015_A549_6H:BRD-A34751532-001-04-4:10,CPC015_A549_24H:BRD-A34751532-001-04-4:10,CPC015_ASC_24H:BRD-A34751532-001-04-4:10,CPC015_HEPG2_6H:BRD-A34751532-001-04-4:10,CPC015_HT29_6H:BRD-A34751532-001-04-4:10,CPC015_MCF7_6H:BRD-A34751532-001-04-4:10,CPC015_MCF7_24H:BRD-A34751532-001-04-4:10,CPC015_NPC_24H:BRD-A34751532-001-04-4:10,CPC015_PHH_24H:BRD-A34751532-001-04-4:10,CPC015_SKB_24H:BRD-A34751532-001-04-4:10,CPD003_MCF7_6H:BRD-A34751532-001-05-1:10,CPD003_MCF7_24H:BRD-A34751532-001-05-1:10,CPD003_PC3_6H:BRD-A34751532-001-05-1:10,CPD003_PC3_24H:BRD-A34751532-001-05-1:10
5720,0.293449997902,0.571112930775,0.690299987793,1.44327425957,0.608882963657,0.0909481346607,-0.140585616231,0.22175000608,-0.078242868185,0.720849990845,0.276794999838,1.45453691483,1.33879995346,0.0143592059612,0.491455584764,1.29277670383,1.39631891251,3.63275003433,2.0530500412,-0.839349985123,-0.557630896568,0.903973340988,0.352249979973
466,-0.161100015044,0.446992516518,0.248433336616,0.343810677528,1.68307614326,-0.448846936226,0.480826586485,0.30119997263,0.595153212547,-1.3206499815,-0.436800003052,-0.273375272751,0.38330000639,0.0530563257635,0.351301550865,-0.481944233179,1.0282125473,-1.9239000082,0.0541000068188,0.795650005341,1.18780851364,0.0125390589237,0.56994998455
6009,-0.589150011539,0.154250562191,2.21116662025,-0.59350258112,0.223025545478,-0.364928513765,-0.604103982449,-0.81274998188,0.249587059021,0.233749985695,-0.304558873177,0.920732021332,0.602600038052,-0.524650931358,0.556470036507,-1.82145762444,0.499321937561,-0.49745002389,0.289050012827,-0.13789999485,0.00489315390587,2.03259849548,-0.625549972057
2309,0.925100028515,0.798082530499,0.00393337011337,-1.08169686794,0.43441838026,0.0657946020365,-0.541188240051,0.329900026321,0.882408440113,0.109049975872,1.32256674767,0.264255046844,0.0372499972582,0.1592849195,0.324222385883,1.19329440594,0.0327807664871,1.73690009117,1.36315000057,1.1521500349,0.117837242782,-0.617915034294,1.40404999256
387,-0.844500005245,0.848664164543,-0.0691666677594,-0.0978069752455,-0.607976973057,-0.312823116779,-0.0545385368168,-0.319550007582,-1.07813644409,-0.334699988365,-0.669434309006,1.52953374386,0.95735001564,-0.102582126856,1.0515203476,-0.108963027596,1.29111409187,0.627699971199,1.2322499752,0.338100016117,0.322792589664,0.172838106751,0.329750001431
3553,0.202299952507,-0.227514445782,-0.501466631889,-0.373544901609,0.513133645058,0.368752539158,-0.333863168955,-0.318849980831,-1.01109421253,0.863399982452,-0.124219283462,0.254109621048,-0.614499986172,-1.09131383896,-1.91103708744,-0.242380470037,-1.10478842258,-0.442699998617,-1.11189997196,0.777999997139,-0.490146636963,0.692338824272,1.11194992065
427,-0.294049978256,0.368294239044,0.385333359241,0.0814654454589,-0.409053891897,-0.214788600802,0.446925878525,-1.17285001278,0.160952225327,0.731000006199,0.291185259819,-0.274215549231,0.427900016308,0.762027144432,1.60956418514,0.815254807472,-0.142003983259,2.06535005569,0.141350001097,3.71690011024,-0.22664758563,0.0832632780075,-0.690750002861
5898,-0.452399998903,0.755036056042,0.445899993181,0.58870100975,0.852540075779,0.308083146811,-0.535130858421,-0.384900003672,-3.13865327835,-0.357749998569,-0.504561126232,-0.138607859612,0.295700013638,-0.933399200439,-0.950860083103,-0.537982881069,0.178211063147,-1.50304996967,-0.896400034428,0.653800010681,0.459746152163,0.0445111393929,0.0733000040054
23365,-0.717250049114,-0.066979765892,-0.301566690207,-0.559856116772,-0.483579903841,-0.0103638842702,-0.335266560316,-1.01059997082,-1.61768245697,-0.865299999714,0.155998140574,-0.462784379721,-0.882650017738,1.36322402954,-0.741778790951,0.0301375240088,0.432799875736,1.6521499157,-0.474250018597,2.27095007896,0.249063208699,1.4073638916,0.292549997568
6657,0.554300010204,-0.349204897881,0.155900001526,-0.243625611067,-1.08425736427,-0.954253673553,-0.479910135269,0.0627000331879,-0.0266596078873,1.17474997044,0.308864414692,-0.509990036488,-0.482899963856,0.271968781948,-1.3846591711,-0.61168628931,-3.34902882576,-0.398600012064,0.162249997258,0.748549997807,-0.172391176224,-0.173820793629,-0.139349997044
