rid,CPC014_A375_6H:BRD-K83691318-001-01-6:10,CPC014_A549_6H:BRD-K83691318-001-01-6:10,CPC014_A549_24H:BRD-K83691318-001-01-6:10,CPC014_ASC_24H:BRD-K83691318-001-01-6:10,CPC014_HA1E_6H:BRD-K83691318-001-01-6:10,CPC014_HCC515_6H:BRD-K83691318-001-01-6:10,CPC014_HEPG2_6H:BRD-K83691318-001-01-6:10,CPC014_HT29_6H:BRD-K83691318-001-01-6:10,CPC014_MCF7_6H:BRD-K83691318-001-01-6:10,CPC014_MCF7_24H:BRD-K83691318-001-01-6:10,CPC014_NEU_24H:BRD-K83691318-001-01-6:10,CPC014_NPC_24H:BRD-K83691318-001-01-6:10,CPC014_PC3_6H:BRD-K83691318-001-01-6:10,CPC014_PC3_24H:BRD-K83691318-001-01-6:10,CPC014_PHH_24H:BRD-K83691318-001-01-6:10,CPC014_SKB_24H:BRD-K83691318-001-01-6:10,CPC014_VCAP_6H:BRD-K83691318-001-01-6:10,CPC014_VCAP_24H:BRD-K83691318-001-01-6:10
5720,0.282121300697,0.357858270407,-0.086325109005,-1.21316897869,0.756193518639,0.0253810826689,0.0399479828775,0.465713918209,0.626233994961,0.175999999046,1.20010006428,0.298046499491,-0.109273850918,-0.104017794132,-0.133215069771,-0.326135218143,1.16918373108,0.801409721375
466,-1.01926147938,0.870146751404,-0.710497736931,-0.201354205608,1.07485604286,0.439394682646,1.10079705715,0.969530344009,0.379864066839,-0.611649990082,-0.390249997377,1.37402760983,0.879300951958,1.0324139595,0.665118455887,-0.197964385152,0.601401686668,-0.0477151572704
6009,-0.695800185204,0.251150608063,0.380556762218,-0.051235884428,0.852057039738,-0.641527831554,0.637642383575,0.724339127541,0.487291067839,0.794250011444,-0.215950012207,0.152238592505,0.172852069139,-0.0520663000643,0.109019838274,0.974737823009,1.49636745453,0.571216344833
2309,-0.456983804703,0.54615342617,0.112698808312,0.0255565643311,-1.2679669857,-0.100116565824,-0.671262860298,-0.390382677317,-0.0207894090563,1.56319999695,0.60229998827,1.11996400356,0.0653102993965,1.24811518192,0.225944027305,0.902552902699,0.32501667738,-0.629426300526
387,-0.268761873245,0.186155289412,-0.0561541169882,-1.26216709614,0.536428153515,-0.427063345909,0.524150073528,0.169062376022,-0.090452067554,0.10704998672,0.646699965,-0.294049680233,0.268784165382,1.57626450062,0.688925147057,1.27617061138,0.443060547113,-0.0532036572695
3553,-0.262693405151,-1.5332146883,-1.38942325115,-0.9845225811,0.289279788733,-0.699041128159,-0.283598542213,-1.05153775215,-0.0636587813497,-0.58630001545,0.303900003433,-0.628326416016,0.0745687633753,0.317746460438,-0.58360427618,-1.21824240685,-0.7088804245,-0.781138002872
427,0.281861126423,-0.133685320616,-1.12442791462,-0.774358928204,0.203108668327,0.80337023735,1.47922599316,0.147284626961,0.834346354008,-0.481699973345,-0.462100028992,-0.758349180222,1.04112243652,-0.385390281677,-0.139819130301,-2.0413582325,0.901888132095,-0.875637531281
5898,-1.06960010529,-2.46743869781,-1.03752958775,-0.60383361578,0.691600203514,0.295871019363,0.839154422283,0.0115244090557,0.495168685913,-0.424100011587,0.539000034332,0.688228726387,-0.783435761929,-0.552597045898,-0.0556126087904,-0.112613976002,-1.18678498268,-1.3066008091
23365,0.815360665321,-0.833689332008,-0.244687348604,-0.693381547928,0.318879544735,-0.494665294886,-0.40198802948,0.0337311811745,-0.172913938761,0.10055000335,0.715749979019,0.343614399433,-0.091052941978,-0.948245048523,0.437203466892,0.225953772664,0.200718253851,0.687837064266
6657,-0.584118247032,-1.34556925297,-0.660439491272,0.409034788609,-0.623327732086,-0.200027614832,-0.250163078308,-0.425538808107,-0.451592713594,-0.00524999946356,0.611649990082,0.38145762682,-1.204636693,-0.140253737569,-0.437686830759,-0.69240874052,-1.03028583527,-0.0652058571577
5054,0.243770569563,0.395516037941,-0.714068412781,0.373654901981,0.491565525532,0.349048525095,3.52151536942,0.0410859882832,0.0265013612807,-0.498100012541,-0.217450022697,1.04635262489,0.284542828798,-0.344919413328,-0.191990539432,0.879049956799,-1.11601448059,-0.277121990919
