rid,DOS002_VCAP_6H:BRD-K03957451-001-01-5:4.97,DOS002_VCAP_24H:BRD-K03957451-001-01-5:4.97,DOS032_A549_24H:BRD-K03957451-001-01-5:4.97,DOS032_HT29_24H:BRD-K03957451-001-01-5:4.97,DOS032_MCF7_24H:BRD-K03957451-001-01-5:4.97,DOS032_PC3_24H:BRD-K03957451-001-01-5:4.97,DOSBIO002_A375_24H:BRD-K03957451:9.94806,DOSBIO002_A549_24H:BRD-K03957451:9.94806,DOSBIO002_HT29_24H:BRD-K03957451:9.94806,DOSBIO002_PC3_24H:BRD-K03957451:9.94806,DOSBIO002_MCF7_24H:BRD-K03957451:9.94806,DOSBIO002_NEU_24H:BRD-K03957451:9.94806,DOSBIO002_NPC_24H:BRD-K03957451:9.94806
5720,-0.134750008583,-0.358648747206,0.355599999428,0.281399995089,-1.38002538681,-0.625949978828,-0.288528829813,-0.0205189436674,0.289800018072,0.28579390049,-0.17405000329,-0.215800002217,0.819236516953
466,-1.30655002594,0.152946785092,1.02990007401,0.351200014353,-1.37231850624,-0.32824999094,1.16757106781,-2.73628807068,1.0529333353,0.724888265133,0.598649978638,-0.742100000381,-0.0470513105392
6009,0.548650026321,-0.959244906902,-0.0810000002384,0.810100018978,2.52965092659,0.417499989271,-0.485749781132,0.169470280409,-0.00849997997284,-0.771961808205,0.153950035572,-0.170599997044,-0.628101468086
2309,0.468349993229,-0.553757667542,1.26839995384,1.61230003834,-2.20730471611,-0.0189000070095,0.285285174847,0.883301019669,0.0453999638557,-0.403798818588,-0.550849974155,0.160099998116,0.414564192295
387,0.368399977684,0.112241774797,-0.12420001626,1.29530000687,0.212289601564,-0.0261500477791,-0.0113951005042,0.880354702473,-0.17633330822,0.133717939258,3.32264995575,-0.0806000009179,-0.505469858646
3553,-0.0486000180244,-0.744934797287,0.0156500004232,-1.12469995022,-1.37704241276,-1.20235002041,0.205403923988,0.695364832878,-0.502133309841,-0.504992425442,-0.699699997902,0.493600010872,-0.82570040226
427,-0.243999987841,1.5908716917,0.139599993825,0.528500020504,0.0709182918072,0.128899991512,0.0227747783065,-1.32297587395,-0.587533295155,-0.114596053958,-2.52705001831,-0.570299983025,-0.864177107811
5898,-0.115450009704,0.26553362608,-1.07445001602,0.149499997497,-0.75605738163,-0.172600001097,0.232621908188,-6.04850196838,-0.0920999646187,-1.53918254375,-0.74095004797,-2.1236000061,-1.61160326004
23365,-0.161450028419,-0.157624706626,0.0522999987006,0.962300002575,-0.070993244648,1.40060007572,-0.140077650547,-0.296629339457,-0.295866638422,0.467414706945,2.68009996414,0.873899996281,0.121818520129
6657,-0.135199993849,-0.464281320572,-1.09689998627,-1.68690001965,-1.2647690773,-0.122950017452,-0.240690156817,1.30647706985,-0.251633346081,-0.131685554981,1.58550000191,0.138999998569,0.0379914194345
5054,0.0180000066757,0.252956628799,-0.82959997654,-0.170000001788,0.833908438683,1.07629990578,0.356460243464,-3.6520421505,0.223299995065,0.214371562004,-0.953549981117,-1.40289998055,0.649386823177
