rid,CPC004_A375_6H:BRD-A06784547-001-01-8:10,CPC004_HA1E_6H:BRD-A06784547-001-01-8:10,CPC004_HA1E_24H:BRD-A06784547-001-01-8:10,CPC004_HCC515_6H:BRD-A06784547-001-01-8:10,CPC004_HCC515_24H:BRD-A06784547-001-01-8:10,CPC004_HEPG2_6H:BRD-A06784547-001-01-8:10,CPC004_HT29_6H:BRD-A06784547-001-01-8:10,CPC004_MCF7_6H:BRD-A06784547-001-01-8:10,CPC004_PC3_6H:BRD-A06784547-001-01-8:10,CPC004_PC3_24H:BRD-A06784547-001-01-8:10,CPC004_VCAP_6H:BRD-A06784547-001-01-8:10,CPC004_VCAP_24H:BRD-A06784547-001-01-8:10,CPC017_A375_6H:BRD-A06784547-001-01-8:10,CPC017_A549_6H:BRD-A06784547-001-01-8:10,CPC017_A549_24H:BRD-A06784547-001-01-8:10,CPC017_ASC_24H:BRD-A06784547-001-01-8:10,CPC017_HEPG2_6H:BRD-A06784547-001-01-8:10,CPC017_HT29_6H:BRD-A06784547-001-01-8:10,CPC017_MCF7_6H:BRD-A06784547-001-01-8:10,CPC017_MCF7_24H:BRD-A06784547-001-01-8:10,CPC017_NPC_24H:BRD-A06784547-001-01-8:10,CPC017_PHH_24H:BRD-A06784547-001-01-8:10,CPC017_SKB_24H:BRD-A06784547-001-01-8:10
5720,0.516171813011,0.577767968178,0.446863383055,1.63537037373,-0.913413107395,0.397867530584,0.242375522852,1.26602768898,0.548099637032,0.590424418449,1.02099120617,0.463021427393,0.0326874256134,0.328155487776,-0.311452627182,0.894208312035,-0.956600010395,-0.58078199625,-0.218458727002,0.34221598506,0.907407283783,1.74608135223,-0.00815000385046
466,-0.857913851738,-0.411370873451,-0.175398185849,0.606607556343,-0.381493330002,0.114179201424,0.909527242184,-0.340094476938,0.393956184387,0.531645059586,-0.832851469517,0.625944137573,0.127813592553,-0.464290261269,-0.950527310371,-0.545949399471,-0.973049998283,0.29959410429,0.235798805952,-0.305278033018,0.252318382263,-0.601069867611,-0.512499988079
6009,1.32972478867,0.827262401581,-0.28578209877,-1.00455534458,-0.692867875099,1.2499666214,0.852317690849,1.35968697071,-1.40415644646,0.158867537975,0.772110700607,-0.50519567728,0.519082427025,0.669363617897,-1.7110799551,-0.731357634068,0.186350017786,-1.1311583519,-0.233641475439,0.32895258069,0.169178590178,-0.532502055168,-1.65859997272
2309,0.763248503208,0.65903377533,0.710142493248,-0.436815559864,-0.444791436195,-0.276345014572,-0.161385565996,0.330590009689,-0.307950854301,0.554435670376,0.289085626602,0.384478390217,0.150484472513,-0.0469095855951,1.20031952858,0.474897682667,-1.55355000496,0.578241229057,-0.715013682842,-0.0224522203207,0.361333459616,0.658559322357,0.446749985218
387,-1.74828970432,-0.936426758766,-0.620325684547,-1.10212004185,-0.30482172966,-0.0345960408449,-0.275014609098,0.800802350044,-0.469278633595,0.434646934271,0.487341374159,0.559271216393,-0.205597519875,0.606483578682,-0.0137593671679,0.197757005692,-0.315999984741,0.313759386539,-0.60482364893,0.0731275752187,0.0688072144985,0.00101482868195,2.29820013046
3553,0.565086305141,0.631573915482,0.155681952834,2.28943037987,1.12211370468,-0.405782848597,-0.738699615002,-0.782114446163,1.26130223274,0.544277310371,-0.406471669674,-0.994606494904,-0.937062621117,-0.115554705262,-0.685506165028,0.580150604248,3.05554986,-0.281465709209,0.0196861997247,-0.41505458951,-0.57958316803,-0.186866849661,0.844499945641
427,-0.856524825096,0.579202592373,-0.595201432705,0.558024227619,-1.50700521469,-0.635223150253,-0.0177146047354,-0.950072824955,-0.661491751671,0.191668540239,-0.826521396637,0.97885042429,-0.736320316792,0.556045949459,-0.564692258835,1.83043408394,1.38985002041,0.357240021229,0.630796968937,-0.359990537167,-0.742139935493,0.93555855751,0.530550003052
5898,-0.102912694216,0.124901384115,-0.579695224762,-0.794974207878,-2.40663909912,0.411071747541,0.73763769865,-0.867407202721,0.0584302656353,-1.78435945511,-0.688851714134,0.8438757658,-0.23712939024,0.795423686504,-0.438068032265,-0.57726174593,-3.0992500782,0.729851841927,0.396293282509,-0.866771817207,0.468318611383,-1.07153749466,0.153499990702
23365,-2.41414666176,-1.15520453453,-0.296444773674,-0.926642894745,-0.45704805851,0.293576538563,-0.0470809675753,-0.154030442238,-0.292721241713,-0.306072294712,-0.493336796761,0.143384307623,-0.412527889013,1.55321145058,0.803273916245,-1.09798502922,-1.22249996662,-0.124784782529,0.207681015134,-1.06453287601,0.103214085102,0.195749670267,-1.40139997005
6657,0.307041108608,0.997418880463,0.125449627638,1.16787719727,0.164391368628,0.0180320888758,-0.251634806395,-0.320799529552,-0.726274967194,-1.14028096199,0.493360191584,-1.08324635029,-0.239333406091,-0.763448297977,-1.02101361752,1.51881682873,2.46500015259,0.441815376282,0.507049143314,-0.0102710425854,0.384331017733,1.24044287205,4.79484987259
5054,-0.630812585354,-0.359629482031,-0.368816912174,0.19427382946,-1.86389935017,0.518604516983,1.14972305298,3.84402275085,-0.576502740383,0.498214960098,-0.241624206305,-0.257393598557,0.3281699121,-0.3028614223,0.251481741667,-0.793957352638,-0.365349978209,0.423764586449,0.169873446226,-0.368650615215,0.316841751337,-1.47206270695,0.47595000267
3108,-0.483691036701,0.971420288086,-0.633470892906,-0.712360501289,0.0940026864409,-0.466920137405,-0.532079577446,-0.478827476501,0.0805478021502,-0.274011284113,-0.0418516844511,0.374121367931,0.0798683688045,0.318329811096,-0.882257699966,0.288950532675,0.937299966812,-0.230943322182,0.131340295076,-0.344303101301,2.88913369179,3.06329965591,0.394199997187
1950,1.2000631094,0.837280929089,-0.535071790218,0.628249704838,0.284842967987,-0.477698117495,0.0580224953592,-0.0218231976032,-0.127939492464,-0.280556976795,-0.580973923206,-0.764096140862,0.590155005455,-0.504047453403,0.0530218780041,1.91860604286,0.803900003433,1.54062414169,-0.531243085861,-0.0664784312248,-0.767545998096,1.41996049881,1.51419997215
351,-0.119757860899,-0.0275106877089,0.297867596149,-0.700134158134,-0.163485467434,-0.424432516098,-0.232629463077,-0.945874810219,-0.217477962375,-1.68746519089,-0.722210526466,-0.544327914715,-0.749403476715,-0.386527299881,0.379163086414,0.360048413277,1.17849993706,0.508016705513,-0.0981267988682,-0.320824474096,-1.83811533451,-1.60229599476,-0.336600005627
4846,0.893518328667,0.706519842148,0.397841781378,0.371063828468,1.64949548244,-0.927890777588,0.65541779995,0.764430522919,-0.697589755058,2.61063742638,-0.26340842247,0.409237712622,0.56821924448,-0.793335020542,-1.2857811451,2.34417700768,-0.588900029659,1.17093324661,-0.414877235889,0.143848001957,0.554451107979,0.586708664894,1.91114997864
1452,-2.45556092262,-0.56354701519,-0.919628679752,-1.72597360611,-1.23828423023,-1.15475547314,-0.222512990236,0.46160531044,-1.07260453701,-0.41454204917,0.428121626377,0.426641374826,0.565021038055,0.126280963421,-0.843427181244,-0.493270784616,-0.268249988556,-0.646424114704,-0.149058490992,-1.25512504578,0.458961427212,-0.892802119255,-0.750100016594
4776,0.937037527561,0.114553630352,0.270511090755,0.335828274488,0.573989868164,-0.137563914061,-0.238314732909,-0.302197575569,-0.305331021547,-0.812713623047,0.0553170703351,-1.16223704815,-0.463658869267,-0.504254996777,-0.488337576389,1.58627343178,1.12844991684,0.295313626528,0.241116330028,-0.403565108776,-0.503369629383,0.127462297678,1.04164993763
6908,-0.655316352844,-0.647197127342,0.383977621794,1.07448065281,-0.354861497879,0.61686450243,0.407984286547,1.10362362862,4.09383010864,0.635470688343,0.50065767765,0.503365755081,0.413440823555,1.00084924698,0.310315489769,-0.494812309742,-0.241050004959,-0.460091859102,-0.15436643362,0.348542690277,0.289339125156,-0.226768344641,-0.590700030327
672,-0.437390804291,-0.40964987874,0.32730999589,0.0685070976615,0.607590317726,0.382615536451,0.0518189743161,0.01485273242,0.372049838305,0.382033765316,0.0321399830282,0.722788691521,0.504011631012,-0.649907827377,1.28149306774,0.218574360013,0.708799958229,-0.369460940361,0.464639872313,0.159186273813,1.74004268646,-0.754925131798,0.414900034666
5710,-1.31258809566,-1.06579566002,0.736584365368,-1.54529845715,-1.62007701397,-0.200527757406,-1.1268569231,-0.0321429632604,-2.00306630135,-0.240974873304,0.447412014008,-0.0961058065295,-1.0641784668,0.365543097258,0.197129279375,-0.593656003475,-1.5123500824,-0.62560492754,0.37395632267,-0.327535331249,0.873397409916,-0.638920724392,-0.0466499999166
2115,-0.750988721848,1.20833361149,-0.213099554181,-0.559933304787,-0.0682839304209,0.0131528973579,-1.08231163025,-0.0410167574883,-0.851260304451,0.0322307050228,-0.000462621217594,0.114240571856,0.534921348095,-1.28864598274,-0.788677811623,1.08379375935,0.285799980164,-0.122169584036,-0.737462460995,0.390949100256,-0.102074608207,3.10248947144,-0.0525999963284
