rid,DOS015_VCAP_6H:BRD-K40892926-001-01-6:5,DOS015_VCAP_24H:BRD-K40892926-001-01-6:5
5720,-0.744641125202,0.150703281164
466,-0.526849925518,0.665679991245
6009,-0.601270675659,1.10232388973
2309,-0.845770001411,-0.752973914146
387,0.0248477719724,0.36986976862
3553,-0.745225787163,2.2141726017
427,0.0507615506649,-0.815228641033
5898,0.141048848629,-0.725709617138
23365,-0.278785824776,0.332925081253
6657,0.780453145504,-0.272819280624
5054,0.0676186084747,-0.347285687923
3108,-1.13736951351,0.744706511497
1950,-0.496228307486,-0.465506106615
351,1.04201436043,0.140695542097
4846,0.622243702412,0.367914289236
1452,-0.983413994312,-2.25898814201
4776,-0.380515217781,-0.057760104537
6908,-0.168598979712,0.819110810757
672,-0.97292137146,-0.0479152798653
5710,-0.925615608692,-0.612518548965
2115,1.0846003294,0.0892678573728
7015,-0.643652021885,-0.811062335968
8726,-0.59318125248,-0.345529586077
2185,-0.794454395771,-0.242088124156
3315,0.421177059412,0.33624881506
5289,-0.756086170673,0.0191789269447
868,-0.110558062792,0.483783662319
1677,-1.16448104382,-0.958326935768
7043,0.210803866386,0.116790354252
5613,-0.729368805885,-0.82623487711
595,-0.495720714331,-0.636901855469
4793,1.64330768585,0.148558139801
2736,0.178100481629,-0.0300947129726
5290,-0.807748675346,-0.932045340538
6194,0.43141669035,-0.230142101645
1676,-0.677933514118,-0.893329262733
23512,-0.240377143025,-0.229075208306
148022,0.875362992287,0.30239495635
1906,-0.595054864883,-0.450002074242
8878,-0.384336799383,0.137649387121
3091,-1.18263483047,0.304330617189
5743,1.24127233028,-0.157674401999
5321,0.0259289443493,-0.552810311317
4144,-0.804593086243,-0.798786878586
1981,-1.80745136738,-1.02218401432
695,2.44266796112,1.70469284058e-05
10398,0.16914588213,-0.47016710043
5708,-0.227663934231,-0.15864405036
1213,0.63542753458,1.02177727222
226,0.660526037216,0.507986068726
6777,1.17694020271,0.462003499269
2113,-0.615699648857,-0.622509717941
3329,-0.95428609848,-0.66628742218
1050,0.0173445940018,-0.156255021691
9491,-1.3163433075,0.248600780964
22926,-1.58964204788,-0.692935347557
5899,-1.15329408646,0.198515072465
5467,-0.410983026028,0.456122636795
6774,0.944713115692,0.0497186183929
1788,0.582624197006,-0.681805968285
5921,1.44815516472,0.621930837631
5721,-0.191888719797,-0.400874733925
2263,-0.128764182329,-0.548136889935
808,-1.56507885456,2.14857530594
30001,0.866751074791,0.677895724773
348,-0.0832288339734,0.351826518774
30849,-1.13750457764,0.939854264259
1454,-1.061804533,0.395684629679
6500,1.1385089159,0.19202080369
5627,2.81072473526,0.341216742992
5715,-0.295186400414,-0.0128866843879
4791,-0.102309793234,-0.609425783157
56924,2.00602912903,0.667454063892
2690,1.7598555088,1.06723487377
1019,-0.705321252346,0.510742843151
51422,0.806855201721,-1.50753116608
5788,-0.0490357652307,-1.04698073864
6709,0.0619426369667,-0.579353809357
1277,-0.222056254745,0.812258541584
993,-1.71008872986,-1.77592241764
7157,-1.19632041454,-0.718673706055
1958,-0.019811809063,2.17091059685
4582,-0.559112608433,3.06588697433
9212,-1.99677550793,0.346306800842
8440,-0.576959729195,-0.0759848952293
6790,-0.306339353323,0.927351951599
8851,-1.33387458324,-0.0462389290333
2534,-0.779269814491,1.1021014452
4893,-0.712142586708,0.138757109642
665,0.0122036188841,-0.0812660902739
4313,-0.559423387051,-0.382966965437
1022,-1.97061014175,0.41633105278
5880,1.6274753809,0.32034355402
3162,0.126516342163,0.640843868256
1282,-1.0191488266,-0.587023615837
3383,1.52190101147,0.123546734452
727,-0.599787831306,1.0294752121
4792,-0.482809692621,0.968490958214
4794,-0.179400056601,-0.958498179913
902,-1.09564673901,0.302310824394
8091,0.297363698483,-0.183532878757
3486,0.685536623001,1.4620244503
10818,-0.653228342533,-1.27352464199
3454,-0.1101359725,-0.697473406792
4282,0.0384551584721,0.234509527683
1605,0.303483575583,1.02334046364
10644,1.41851806641,1.06507658958
2065,2.48268198967,1.91482913494
8321,-1.28724384308,0.162074923515
8503,0.782184660435,-0.552549183369
7027,-1.00646543503,-0.485302716494
6850,0.134557753801,-0.294425845146
1978,-0.536234736443,-0.683396220207
896,-0.602789103985,-0.688980162144
5777,2.66981434822,-0.0371560454369
1846,1.79541051388,-1.52130389214
5925,-0.523984789848,2.84137821198
142,-2.21674537659,1.2237175703
1021,1.72744131088,0.0980856120586
5699,0.242367863655,-1.26413869858
8061,0.935135960579,-0.633737564087
1870,0.939695060253,-0.841609060764
1398,0.0857268720865,-0.520009756088
3312,-0.125383228064,0.182899653912
891,-0.737254261971,-0.187183022499
