rid,DOS014_VCAP_6H:BRD-K77835518-001-01-5:4.97,DOS014_VCAP_24H:BRD-K77835518-001-01-5:4.97,DOS041_A375_24H:BRD-K77835518-001-01-5:4.97,DOS041_A549_24H:BRD-K77835518-001-01-5:4.97
5720,0.842965066433,0.246698260307,-0.922416746616,-0.717099964619
466,0.410585552454,0.103617087007,-1.60451304913,-0.31970000267
6009,-0.444431453943,-0.785571098328,-0.423381865025,-0.255549997091
2309,-0.588731527328,-0.0655450969934,-0.383264303207,-0.187399998307
387,-0.489839971066,-0.00054790917784,-0.586077034473,0.0250500142574
3553,0.573687791824,-0.678291618824,1.2128713131,1.46219992638
427,0.660555779934,0.0617877542973,0.0377373620868,-0.10925000906
5898,0.799935877323,0.663753926754,1.72834694386,1.2648999691
23365,0.404646754265,-0.346307754517,0.275162428617,0.745450019836
6657,-0.275851309299,-0.547637581825,0.573703408241,0.864400029182
5054,0.73417365551,-0.25600540638,0.613912701607,0.0923500061035
3108,-0.896996617317,0.276534050703,-0.328190863132,-3.78544974327
1950,-0.247644007206,-0.12885761261,0.43814226985,0.234799996018
351,0.217330515385,-0.262453496456,1.0467646122,-1.40919995308
4846,-0.222045987844,-0.392027527094,-0.214992493391,2.21410012245
1452,-0.334405422211,0.699923276901,0.985741376877,-0.499949991703
4776,-0.376347452402,-0.180698752403,0.285026192665,0.590799987316
6908,0.00861608982086,-0.518999934196,0.13588578999,-0.815299987793
672,-0.809266924858,0.777833342552,-0.910780906677,0.825100004673
5710,1.31625628471,0.70528459549,0.69424200058,0.644549965858
2115,-0.162809282541,0.913990736008,0.516862630844,0.876450002193
7015,-0.72816246748,1.27202880383,1.13940811157,-0.017049998045
8726,-0.185702741146,-0.0393307954073,-1.05658209324,1.05994999409
2185,-0.592819690704,-1.40421521664,1.38936877251,0.799749970436
3315,-0.572942316532,-0.571790039539,-1.10267627239,-1.12590003014
5289,-0.082447424531,0.0695234388113,0.940843760967,1.16744995117
868,1.19032251835,0.0526217259467,1.28550767899,-0.556050002575
1677,0.291590601206,1.11441802979,0.431368708611,-0.369450002909
7043,0.0437554307282,-0.705949544907,1.04875946045,0.823400020599
5613,0.243714168668,-1.00576210022,2.16290378571,0.963099956512
595,0.904025316238,-0.241209506989,0.867041110992,-0.240250006318
4793,-0.219837427139,-0.258350551128,-0.323764622211,-0.968599975109
2736,-0.0795893371105,-1.29845309258,1.00529408455,0.829949975014
5290,-0.906569838524,-1.02869474888,0.440139591694,1.16799998283
6194,-1.60093927383,0.400181651115,0.000418116513174,-0.080949999392
1676,-0.170763969421,-1.31040406227,0.927407383919,0.731600046158
23512,1.21482336521,-0.144857108593,0.769797444344,0.411850005388
148022,0.113653361797,0.89598941803,0.258258342743,1.50615000725
1906,0.198124706745,-1.83681297302,-0.864396095276,0.499550014734
8878,0.711551487446,0.292323470116,-0.843527436256,-1.06454992294
3091,0.607957005501,0.104875974357,0.505471110344,0.543150007725
5743,0.159836024046,0.761721313,-0.327668070793,-0.410450011492
5321,-0.278398931026,-1.18030571938,0.212568148971,0.586399972439
4144,0.593349456787,0.269439250231,-0.635898768902,0.573350012302
1981,-0.512487411499,2.61393070221,0.858336150646,-0.617900013924
695,0.535843074322,1.83031404018,-0.0101996753365,-0.193499997258
10398,0.557974398136,-0.594220459461,0.664406657219,0.340950012207
5708,-0.179285392165,-0.570729911327,1.14063453674,0.519050002098
1213,0.822039604187,-0.36220741272,0.675228893757,-1.68250000477
226,0.773381173611,0.0327083542943,-4.70814466476,0.353399991989
6777,-0.385729670525,-0.353668540716,-0.572211563587,-0.190800011158
2113,-0.524847090244,0.405717343092,1.57055056095,0.115349978209
3329,0.178636446595,1.01452279091,-0.75811201334,-0.846300005913
1050,0.0783702731133,1.50951862335,0.317983657122,-0.042250007391
9491,-0.717327535152,-1.14520943165,0.520040154457,-0.868950009346
22926,-0.497067034245,-0.542303860188,-1.01759052277,0.713950037956
5899,-0.177357465029,-0.136268049479,1.33805775642,-0.597350001335
5467,0.803581476212,-0.317678153515,0.0487492009997,0.565299987793
6774,-0.977926135063,0.0290733035654,0.705523133278,-0.627249956131
1788,-0.729150950909,-0.339549005032,0.153126776218,-0.178049981594
5921,0.0609754025936,-0.166996136308,-0.0915591418743,-0.411500006914
5721,-0.651825070381,0.116941124201,-0.838319957256,-0.759200036526
2263,-1.01367115974,0.26895070076,0.430103927851,1.07445001602
