rid,CPC009_A375_6H:BRD-K05673000-236-10-5:10,CPC009_A549_6H:BRD-K05673000-236-10-5:10,CPC009_A549_24H:BRD-K05673000-236-10-5:10,CPC009_HA1E_6H:BRD-K05673000-236-10-5:10,CPC009_HCC515_6H:BRD-K05673000-236-10-5:10,CPC009_HEPG2_6H:BRD-K05673000-236-10-5:10,CPC009_HT29_6H:BRD-K05673000-236-10-5:10,CPC009_MCF7_6H:BRD-K05673000-236-10-5:10,CPC009_MCF7_24H:BRD-K05673000-236-10-5:10,CPC009_PC3_6H:BRD-K05673000-236-10-5:10,CPC009_PC3_24H:BRD-K05673000-236-10-5:10,CPC009_VCAP_6H:BRD-K05673000-236-10-5:10,CPC009_VCAP_24H:BRD-K05673000-236-10-5:10,CPD002_MCF7_24H:BRD-K05673000-323-08-5:10,CPD002_MCF7_6H:BRD-K05673000-323-08-5:10,CPD002_PC3_6H:BRD-K05673000-323-08-5:10,CPD002_PC3_24H:BRD-K05673000-323-08-5:10
5720,0.607532262802,-0.612739443779,1.07550001144,0.878506600857,-0.0702381134033,-0.0741753429174,0.547988712788,-0.292548179626,-0.916849970818,1.95330440998,1.09473276138,0.928477585316,0.980444550514,-0.00668257474899,-0.0814653337002,-0.108077421784,1.20571410656
466,0.360454499722,0.0506878569722,0.124399997294,1.2937130928,1.0564814806,-0.316244363785,0.728596687317,1.17912817001,-0.833250045776,0.166232198477,0.94424021244,1.0454595089,0.544659733772,-2.89533853531,0.628727555275,-1.3227455616,0.381499171257
6009,0.394046127796,-1.27053487301,-0.0422499924898,-0.653409361839,0.353823632002,-0.728365123272,0.227280557156,0.905950605869,-0.643799960613,0.71620708704,0.421928465366,0.314674168825,0.245929196477,0.0208970755339,-0.394441008568,-1.18043613434,0.578209042549
2309,0.43665266037,0.925302684307,0.866700053215,0.0316708832979,-0.914111912251,-2.07667040825,0.459710121155,-1.32351398468,0.581049978733,0.927901744843,0.530907273293,-0.385931789875,0.256768107414,0.551939249039,-1.49087429047,-0.149456769228,0.0715380311012
387,0.724434137344,-1.67495393753,0.0860000029206,-0.959614515305,0.0704728066921,-1.87609779835,0.122920691967,-1.21632623672,-0.732599973679,0.756988823414,-0.501639485359,0.537015080452,0.236368864775,0.813941061497,-0.532660186291,-0.80222427845,0.664821922779
3553,-1.12410008907,-0.187102809548,0.259899973869,-0.00705695152283,0.342750430107,1.04154443741,-1.04591429234,0.732269525528,-0.51424998045,0.560389697552,0.289291888475,-1.21361911297,-0.952020287514,1.74061799049,0.87074136734,1.44415092468,-0.389205157757
427,-0.738411903381,-0.866948246956,-0.674450039864,2.16160535812,1.09448432922,0.61231058836,-0.350678741932,0.532015323639,-0.459350019693,-0.473437339067,0.0499902367592,0.679862141609,-0.289544790983,-0.922197878361,2.90645313263,2.03980350494,0.712079703808
5898,0.197852432728,0.422300130129,-0.97000002861,0.75419574976,-0.335263639688,-0.22387804091,0.547872364521,1.10465097427,-0.597749948502,-0.366830557585,-1.00952374935,0.221840083599,-1.18381524086,-3.67295765877,0.960573136806,0.188086181879,0.084414511919
23365,-1.04397165775,-2.60297369957,-0.190049991012,-0.840982675552,-1.23264670372,0.394060671329,-1.4392490387,-1.30262863636,-2.19875001907,-0.157137647271,-0.844841718674,-1.54866099358,-2.65328741074,-0.944887638092,1.87275528908,-0.102428384125,0.279011636972
6657,-0.786514759064,0.153473764658,0.0869999974966,-0.709426939487,0.165930733085,0.75385415554,-0.76721227169,1.07924580574,-0.652599990368,-1.08494734764,-0.974525690079,-0.787480413914,-1.34813773632,1.43566977978,2.67754983902,1.27143216133,-0.642653107643
5054,-1.0217859745,-0.805100917816,-0.701699972153,-0.634007811546,0.697454094887,0.244949012995,-0.35778144002,1.41820263863,1.33794999123,0.39249765873,-0.874897837639,0.355729490519,0.110963724554,1.96057665348,0.222262173891,-1.27574396133,-0.538300931454
3108,1.03105092049,-0.743264317513,-0.453649997711,-0.844740152359,-0.640482187271,1.04222917557,-0.183451920748,0.895415961742,-0.209550023079,-0.837364912033,-0.0340422093868,0.00220060348511,-0.725392222404,0.0141140371561,0.0199169367552,-0.368765801191,0.246422708035
1950,0.118338480592,0.733340442181,1.74634993076,-0.379038006067,1.59313559532,0.570361614227,-0.418404072523,1.44571781158,1.13565003872,-0.369643747807,0.78578877449,-0.215616822243,0.0192649066448,-0.438778787851,0.748596012592,0.808499634266,-0.727208077908
351,0.307163894176,-0.370892286301,0.586750030518,0.645795762539,-0.655361235142,0.930799007416,-0.897482037544,2.19570922852,-0.82959997654,-0.70719063282,-0.672597050667,-0.0674537718296,-0.0572596490383,-0.169975370169,-0.565371155739,-0.287371069193,-2.45450520515
4846,0.430415958166,0.533679246902,-0.721099972725,-0.402579247952,0.907659769058,0.869740188122,0.841800510883,1.32027375698,0.0533999949694,-0.973795175552,0.654296576977,0.719681620598,2.50978469849,-0.463792264462,-0.435169517994,-1.30424916744,0.301094204187
1452,-1.06389164925,0.0610494613647,0.814999997616,-0.261703491211,-0.914042711258,0.0588633716106,-0.682453155518,-0.507840692997,-0.672800004482,0.536460518837,0.759739100933,0.445058584213,0.538793087006,0.268982619047,-0.983223676682,-0.424322843552,0.695227146149
4776,-0.567589342594,0.065241292119,0.577199995518,-0.294746994972,1.162545681,1.1142604351,-0.57043170929,1.94014930725,-0.042250007391,-1.33928203583,-0.897809267044,-0.46989479661,-0.610382378101,1.05684435368,1.20469689369,1.99222517014,-0.448374271393
6908,0.467072546482,-0.431964546442,0.797800064087,0.455803334713,0.70367115736,-0.275489926338,0.422483980656,-0.136264711618,-0.303350001574,0.982058942318,0.904908776283,1.65946340561,0.71348041296,0.356250792742,-0.670278310776,-0.738022863865,1.54282832146
672,1.4409891367,0.120335265994,-0.535399973392,1.16610813141,-0.678516387939,-0.121570676565,0.549780130386,-0.555882453918,0.488349974155,-0.537016987801,-0.0769828483462,-0.450411975384,0.102491125464,-1.08437132835,0.14551229775,1.21007335186,0.278845787048
5710,0.371637225151,-0.45531269908,-0.339900016785,1.09863448143,-1.91232955456,-0.94557094574,-0.826226115227,-0.501050651073,0.134049996734,0.971227049828,-0.118257820606,-0.00736699998379,0.339132964611,0.399081349373,-1.52406024933,-1.59116268158,-0.883280098438
2115,-0.480591565371,-0.379150986671,-0.449550002813,-1.53128504753,1.0009881258,0.218489840627,-0.831010460854,1.78968155384,0.0881999731064,-1.28919613361,-0.160965412855,-1.32961606979,-1.72247350216,0.703038334846,0.988710403442,0.851791441441,0.263123750687
7015,-0.102983087301,0.245318248868,0.897500038147,-0.289440214634,2.16911053658,2.20616984367,-0.419234931469,2.1691198349,0.396249979734,-0.999359846115,-0.242047488689,-0.12233607471,-0.337771236897,1.73477852345,0.0233602523804,0.969575643539,-0.761023283005
8726,0.187746435404,-0.0787587910891,-0.995700001717,0.367381215096,-0.0766725242138,-0.0284627173096,0.999858021736,0.120322600007,0.344500005245,0.619656085968,0.70771676302,0.281254500151,0.754928410053,-1.34232163429,-0.849122405052,0.393126755953,0.881589889526
2185,-0.979349732399,0.0094488337636,0.304249972105,-0.339652299881,0.275621414185,1.32441437244,-0.942151427269,1.88017404079,-0.0445000007749,-2.19972610474,-0.982907056808,-1.12894892693,-1.12675333023,1.6349414587,1.56531333923,1.46825897694,-0.789302706718
3315,1.09402084351,0.584740400314,-0.0712499991059,-1.8777320385,-1.42731916904,-1.20335507393,1.01060950756,0.130073308945,-0.36599996686,0.733618855476,-0.864933013916,0.124761730433,1.13269042969,0.137798294425,-1.60101091862,-0.20277261734,-0.699478328228
5289,-0.333574473858,0.65748244524,-0.193100005388,0.824894428253,-1.48068380356,0.342059195042,-1.14085829258,0.868994176388,-1.41864991188,-0.41258841753,-0.555097579956,0.151189431548,-1.88553667068,1.26291906834,2.21388912201,0.894932389259,0.0908475369215
868,-0.992272853851,0.400441944599,-0.40750002861,1.45790088177,-0.307706415653,2.5908305645,-1.09966373444,1.2256321907,0.0669999867678,-0.75616312027,-0.768495023251,-1.61555767059,-1.22825455666,-0.615319788456,-0.844559133053,1.30087327957,0.467209458351
1677,-0.181492388248,1.0611345768,-0.334899991751,1.21363294125,0.647713899612,1.31212520599,-0.671860158443,0.0945983529091,0.0927999988198,-0.8989392519,0.359399974346,-0.0647796317935,-1.45210361481,1.18489682674,-0.292840391397,2.77630281448,0.252360701561
7043,-1.27950072289,-0.483796536922,-0.276000022888,-0.680076003075,-0.289130330086,0.584649562836,-1.40690350533,-0.494810342789,-2.52400016785,-1.50249910355,-1.55037045479,-2.32824754715,-3.45881652832,1.07118105888,0.872763872147,1.16022205353,-0.452463150024
5613,-1.16888093948,-0.0790417268872,0.343149989843,-0.600449383259,0.873371660709,2.21058106422,-1.40470945835,2.18186736107,-1.05155003071,-2.1586830616,-1.49364233017,-2.20337963104,-2.79555940628,0.636241078377,0.406097054482,0.139387592673,-0.544157683849
595,0.611123561859,-0.0512246489525,0.455099999905,0.349461525679,-2.65084481239,-0.221127480268,0.690214812756,-1.03015351295,-0.718499958515,0.465567231178,-0.426660180092,0.268544971943,-0.0400974936783,0.437663555145,-1.61305236816,-0.246358662844,0.295956790447
4793,0.480273246765,-0.577660381794,-0.00734999775887,0.689871430397,0.401145190001,0.258530765772,0.642533421516,2.51827096939,0.300850003958,-0.253085047007,-0.699068009853,0.277159154415,0.753925442696,3.86711359024,1.64829301834,1.70340073109,0.998703062534
2736,-0.516450822353,-0.385648965836,-0.12944996357,0.120483934879,-0.15985237062,1.38791894913,-1.17364442348,1.25166106224,-0.496150016785,-1.14577484131,-1.01439714432,-1.27908098698,-1.47868800163,4.42555093765,0.787548065186,2.66729593277,-0.296997129917
5290,-0.52823805809,0.952462732792,0.963949978352,0.734599590302,1.15818572044,1.59058332443,-0.694417119026,0.825750350952,1.79299998283,-0.982319951057,0.730259954929,0.939506530762,1.19752502441,0.705232799053,0.601994931698,2.35814833641,-0.723692059517
6194,-0.000118796400784,-0.67654466629,-0.132899999619,-0.57446873188,1.04711043835,0.000674416020047,0.860659837723,-0.146160513163,0.562550008297,0.4788582623,-0.289294868708,-0.0825434327126,0.162139818072,0.529057443142,-0.970211267471,-0.521580338478,-0.28352445364
1676,-1.13076996803,-0.0803448855877,-1.21044993401,-0.763924241066,0.414112180471,0.915069818497,-1.27821779251,0.659323871136,-1.089599967,-2.05075025558,-1.80403494835,-2.88392734528,-2.658192873,0.90357875824,-0.90613335371,1.01320147514,-0.213522791862
23512,0.33293646574,-0.151096910238,-0.166399985552,1.39928996563,-0.872683942318,0.854536533356,-0.303526222706,1.0865303278,-0.406300008297,-1.09465122223,-2.06954216957,-0.137995392084,-0.258109986782,-0.180400937796,0.624299645424,0.691087961197,-0.747910141945
148022,0.494588732719,0.305870294571,0.182699993253,0.308508336544,-1.20783269405,0.127260178328,-0.77008998394,-0.349541515112,-0.728950023651,0.225204586983,-0.761017203331,-0.191079616547,-0.830036044121,-0.214179605246,0.292424082756,-1.41179132462,0.268098086119
1906,-0.653440117836,0.881546020508,-0.504649996758,0.185819596052,1.23813438416,0.849835395813,-1.8889067173,2.05432009697,-0.604650020599,-1.26561069489,-0.975316643715,-0.940161108971,-3.09556865692,1.45941615105,0.579497277737,0.519863903522,-0.914624929428
8878,-0.0165760014206,0.0,0.276250004768,0.31946799159,-2.06808066368,2.57955241203,-0.40760281682,-0.109660983086,-1.58809995651,0.712979137897,-0.708523035049,-0.0768110305071,-0.183134943247,0.109574168921,-1.57320261002,-0.976279199123,-0.00871411431581
3091,-0.368528664112,-0.596105575562,-0.982450008392,-0.265331327915,-1.62780463696,1.15442371368,-0.688191831112,0.306061625481,-2.23320007324,-1.06150257587,-0.600418031216,-2.23101091385,-4.47209024429,-1.80643033981,-0.962186336517,0.418189823627,1.41826748848
5743,-0.208327740431,-0.793425023556,1.41694998741,-0.304467409849,-0.244749039412,-0.345023989677,0.798026263714,1.16465878487,0.604399979115,-0.702448248863,0.523360788822,0.765764832497,0.786168992519,-0.217032521963,1.1539222002,0.312069445848,0.197312504053
5321,-0.76561832428,-0.16131862998,0.47310000658,-0.25730612874,1.39902305603,0.984358072281,-0.830237746239,0.113601453602,0.571300029755,-2.80015683174,-0.763363301754,-0.334140181541,-0.723122060299,1.08174729347,0.471149712801,1.00220537186,-0.650154531002
4144,1.17033839226,0.416699677706,1.04224991798,0.372558355331,0.990716457367,0.199875459075,-0.690184235573,0.505819797516,-0.0457499995828,-1.49782884121,-0.17349730432,-1.01971173286,-0.446492403746,0.926290333271,-0.100062996149,0.543122887611,-0.335342764854
1981,-0.0645327940583,0.756984114647,0.733449995518,-0.593811571598,4.19918632507,-0.281904697418,-0.140673816204,-1.78413295746,1.34284996986,0.745490908623,-0.561003088951,0.169634774327,0.047229513526,0.216125607491,-0.81889796257,-0.751221060753,-0.0249242335558
