rid,PCLB002_A375_24H:BRD-K68488863:10,PCLB002_A375_24H:BRD-K68488863:1.11,PCLB002_A375_24H:BRD-K68488863:0.37,PCLB002_A375_24H:BRD-K68488863:0.12,PCLB002_A375_24H:BRD-K68488863:0.04,PCLB002_A375_24H:BRD-K68488863:3.33,PCLB002_A549_24H:BRD-K68488863:10,PCLB002_A549_24H:BRD-K68488863:3.33,PCLB002_A549_24H:BRD-K68488863:1.11,PCLB002_A549_24H:BRD-K68488863:0.37,PCLB002_A549_24H:BRD-K68488863:0.12,PCLB002_A549_24H:BRD-K68488863:0.04,PCLB002_HA1E_24H:BRD-K68488863:3.33,PCLB002_HA1E_24H:BRD-K68488863:1.11,PCLB002_HA1E_24H:BRD-K68488863:0.37,PCLB002_HA1E_24H:BRD-K68488863:0.12,PCLB002_HA1E_24H:BRD-K68488863:0.04,PCLB002_HCC515_24H:BRD-K68488863:10,PCLB002_HCC515_24H:BRD-K68488863:3.33,PCLB002_HCC515_24H:BRD-K68488863:1.11,PCLB002_HCC515_24H:BRD-K68488863:0.37,PCLB002_HCC515_24H:BRD-K68488863:0.12,PCLB002_HCC515_24H:BRD-K68488863:0.04,PCLB002_HEPG2_24H:BRD-K68488863:10,PCLB002_HEPG2_24H:BRD-K68488863:3.33,PCLB002_HEPG2_24H:BRD-K68488863:1.11,PCLB002_HEPG2_24H:BRD-K68488863:0.37,PCLB002_HEPG2_24H:BRD-K68488863:0.12,PCLB002_HEPG2_24H:BRD-K68488863:0.04,PCLB002_HT29_24H:BRD-K68488863:10,PCLB002_HT29_24H:BRD-K68488863:3.33,PCLB002_HT29_24H:BRD-K68488863:1.11,PCLB002_HT29_24H:BRD-K68488863:0.37,PCLB002_HT29_24H:BRD-K68488863:0.12,PCLB002_HT29_24H:BRD-K68488863:0.04,PCLB002_MCF7_24H:BRD-K68488863:10,PCLB002_MCF7_24H:BRD-K68488863:3.33,PCLB002_MCF7_24H:BRD-K68488863:1.11,PCLB002_MCF7_24H:BRD-K68488863:0.37,PCLB002_MCF7_24H:BRD-K68488863:0.12,PCLB002_MCF7_24H:BRD-K68488863:0.04,PCLB002_PC3_24H:BRD-K68488863:10,PCLB002_PC3_24H:BRD-K68488863:3.33,PCLB002_PC3_24H:BRD-K68488863:1.11,PCLB002_PC3_24H:BRD-K68488863:0.37,PCLB002_PC3_24H:BRD-K68488863:0.12,PCLB002_PC3_24H:BRD-K68488863:0.04
5720,1.01006007195,0.448094516993,1.38445568085,-0.0604176223278,0.632970869541,0.624949991703,-1.20766675472,-0.93686157465,-0.862563371658,0.319511055946,1.05309128761,0.469993233681,-0.672144293785,0.117326185107,0.454907566309,-0.424888134003,-2.493932724,0.316747695208,0.356328636408,-0.559698700905,-0.389783293009,0.729259312153,0.126075819135,-0.458552420139,-1.37118864059,0.299502342939,-0.0585577487946,0.904724001884,-1.72882199287,0.247384294868,-0.0827288031578,0.205385923386,0.325489163399,-0.811466693878,-0.136249542236,-1.46415281296,-0.0220734030008,-0.321795016527,1.06673121452,0.172631323338,-0.490105867386,-0.960555195808,-0.19383636117,-0.101013228297,0.0708056390285,0.236601993442,-1.38418996334
466,-1.63535749912,-0.681425213814,0.127128899097,-0.0537590235472,-0.820666313171,-0.608399987221,-0.563347220421,-0.517189979553,-0.445688575506,0.0745405256748,-0.552075386047,-1.31151938438,-0.491350710392,-0.132108077407,0.428605318069,-0.769462764263,-0.652314901352,-1.93684458733,0.951850235462,0.213455021381,-1.03643846512,-0.52535122633,-0.0547330677509,-2.07821393013,-0.904250621796,-0.35746306181,-0.143742844462,0.0472718030214,-0.605548024178,0.95861107111,-0.389838725328,-0.571813464165,-1.08098435402,-0.136733338237,1.41314601898,-2.66655826569,0.0113482028246,-0.971548914909,0.804858207703,-0.0700230002403,-0.530335128307,1.8494412899,0.243424117565,0.65291762352,-0.115124933422,-0.236025929451,0.0261971205473
6009,-2.77175140381,-1.179438591,-0.431318789721,-0.327633470297,-2.23217487335,-1.601749897,-0.792688310146,-0.704646706581,0.0768805742264,-0.620392918587,-0.184868171811,-0.280523002148,-0.960085511208,0.530806601048,-0.230244293809,0.62390422821,0.460464030504,0.976033210754,0.0116237327456,-0.180252939463,-1.40402841568,-0.239791750908,-0.210580319166,-0.164124071598,0.528060019016,-0.582992196083,0.548452615738,-0.323562800884,1.94191336632,-1.31135106087,0.400317728519,-0.545163154602,0.611041069031,0.591366648674,1.32268095016,0.372520267963,0.716004431248,-0.418900758028,0.551494836807,-0.42773476243,0.28379881382,-0.0946076884866,0.174942746758,1.07532191277,0.173461273313,0.342342823744,0.299292176962
2309,-4.25729942322,-1.27923858166,-0.242791071534,-0.375909864902,-0.592582643032,-1.95029997826,1.86951136589,0.338799118996,-0.210122585297,0.154780045152,-0.805527448654,0.239621698856,0.799886226654,1.32186126709,0.741586923599,0.579748272896,0.477797150612,6.22696495056,2.43005466461,-0.0957070142031,1.28289592266,0.414484113455,-0.0146457850933,0.679503798485,1.26298260689,0.266370177269,-1.58899235725,-0.244612634182,1.67503094673,-0.698246836662,0.0304400138557,-0.297269403934,0.948117375374,0.00530000030994,-0.538306951523,1.26515066624,-0.88645029068,-0.970743477345,-0.705465376377,-1.49678623676,-0.989359557629,2.58236312866,-0.513798177242,0.0608894154429,0.31648594141,0.109630152583,0.646544098854
387,2.06971549988,0.344184786081,0.734863162041,0.536489367485,-0.339097946882,-0.0791999995708,0.992260575294,0.230870366096,-0.357485860586,-0.188891991973,0.60025626421,1.41328370571,-0.16426384449,0.470329552889,-0.0536943376064,0.463638603687,-0.176890835166,0.430671572685,-0.347624361515,-0.021880440414,-0.695568740368,-0.0704461932182,-0.841672122478,0.686468064785,-0.452663749456,-0.845461010933,0.745463848114,-1.05199790001,0.311275064945,-0.0995593592525,3.28831911087,0.656019568443,2.5152823925,1.14846670628,0.0180475264788,1.18871235847,0.783010840416,0.367359042168,-0.0464938133955,-0.037498652935,0.942061185837,0.987002849579,-0.0623344182968,0.105111286044,0.182972788811,0.147013753653,1.42713308334
3553,7.73617267609,0.265232086182,0.523304462433,0.0966589748859,2.02850818634,1.39074993134,0.456240952015,1.7480148077,0.0579595267773,-0.534378051758,-0.336054861546,0.00783315300941,1.68472754955,-0.311308890581,-0.332727491856,-0.409853994846,0.0101449787617,3.41770887375,0.876337230206,-0.678422033787,-1.39419698715,-0.749290406704,0.584870457649,1.15283167362,0.469717651606,-0.502911686897,-0.841078281403,-0.832808375359,0.57944393158,0.266722381115,-0.306004226208,-0.0464729629457,0.139973104,0.552500009537,0.255655676126,-0.0823018103838,1.93670797348,-0.155035376549,0.204249992967,-1.63400566578,0.747265219688,3.89059329033,1.0176384449,0.268417149782,-0.544611752033,-0.258952349424,0.409271001816
427,1.80271756649,0.0921649038792,-0.136041253805,0.997404158115,-0.372214883566,0.495449990034,1.83392333984,0.438273906708,0.184372648597,0.0970771312714,0.509223461151,-0.570432841778,-1.2352437973,-1.41736209393,0.420009404421,0.331251591444,0.510392427444,0.459828019142,0.221289351583,0.342699050903,0.475461781025,-3.46969175339,-0.385985404253,-1.12508809566,1.57217442989,0.904942393303,0.903351783752,-0.300123155117,0.0599805638194,0.693228006363,1.77284753323,-0.494941681623,-0.941436886787,0.0303333252668,-1.80959272385,-1.52032053471,-0.369383335114,-0.473480582237,-0.305733442307,0.556785106659,0.0626797676086,0.443252682686,-2.00658607483,0.912650346756,-0.222767233849,-0.333569943905,-2.14102339745
5898,-5.92817544937,-0.859040498734,-0.106663793325,-0.838068008423,-1.02406466007,-0.801650047302,0.168784528971,-1.75235581398,0.0566257834435,-0.303997129202,-0.468132972717,-0.653255581856,-0.539446890354,-0.679130733013,-0.930014431477,-0.652652442455,-0.549203634262,0.343348741531,-1.45797133446,-0.963377833366,-3.92521643639,-0.490632891655,-0.910556614399,-1.01666522026,0.262139558792,-1.2463145256,-0.446045994759,-1.29266822338,1.23064017296,0.23607006669,-0.274629473686,0.262308478355,-1.94006645679,0.348900020123,0.143779277802,0.118867874146,1.39291834831,-0.705628395081,0.0167485512793,-0.57763338089,0.725233674049,-2.22430467606,0.390102773905,-1.06136822701,-0.532585501671,-0.253215998411,-0.474223643541
23365,-0.0257800519466,-0.187360554934,-0.0196017175913,-0.037608191371,-0.582920312881,1.2106000185,0.213164299726,-0.0293801873922,-0.226648703218,0.714621067047,-0.712488889694,-0.749303460121,1.81764650345,-0.664162874222,-0.0366110801697,-0.750643849373,0.0655470192432,1.27657079697,1.51981306076,0.321930229664,1.08410274982,0.27580627799,-0.441634058952,-1.03742861748,0.210950642824,-0.0418144017458,-0.493452161551,-0.36712116003,0.158320039511,2.55870103836,0.0192855596542,-0.100561119616,0.484805166721,0.415133357048,1.09404551983,0.0145763754845,0.0363773629069,0.408367335796,0.363321572542,0.855584621429,-0.542522311211,-0.50075674057,0.235664620996,0.840448915958,0.358029007912,-0.140933379531,-0.994432806969
6657,3.78853321075,-0.402223408222,-0.145833835006,-0.133248120546,0.109828069806,0.301499992609,2.08431434631,0.429238796234,-1.37983632088,-0.308085143566,0.167181566358,-1.65557980537,1.9397084713,0.597925186157,-0.072657123208,-0.720279633999,1.0044914484,1.53693389893,0.0192789286375,-0.04098752141,-0.936123728752,-0.135256364942,-0.0295690745115,1.44388866425,0.488117009401,0.0937144458294,-0.411535441875,-0.631307125092,0.192943334579,-0.609848380089,-1.02382516861,-0.978219330311,-0.710888624191,-0.26390004158,-0.355733931065,0.771384000778,0.625219345093,-0.587236464024,-0.138961300254,-0.349963933229,0.201852247119,0.942352414131,0.536617100239,-0.462800115347,0.545484423637,-0.138245761395,0.085773922503
