rid,DOS049_A375_24H:BRD-K97114030-001-01-0:5,DOS049_A375_24H:BRD-K97114030-001-02-8:5,DOS049_HT29_24H:BRD-K97114030-001-01-0:5,DOS049_HT29_24H:BRD-K97114030-001-02-8:5,DOS049_MCF7_24H:BRD-K97114030-001-01-0:5,DOS049_MCF7_24H:BRD-K97114030-001-02-8:5,DOSBIO002_A375_24H:BRD-K97114030:10.1989,DOSBIO002_A549_24H:BRD-K97114030:10.1989,DOSBIO002_HT29_24H:BRD-K97114030:10.1989,DOSBIO002_PC3_24H:BRD-K97114030:10.1989,DOSBIO002_MCF7_24H:BRD-K97114030:10.1989,DOSBIO002_NEU_24H:BRD-K97114030:10.1989,DOSBIO002_NPC_24H:BRD-K97114030:10.1989
9491,0.743058264256,-0.729200005531,-2.46430015564,-0.575149953365,-1.07414996624,-0.557999968529,-0.972169041634,-0.235843852162,-0.189258903265,0.0743409916759,-0.188260450959,0.00599999725819,-0.11514903605
22926,0.502866387367,-0.112850002944,-0.275149971247,0.397549986839,0.31970000267,-1.35074996948,0.138284027576,-3.047062397,0.074266821146,-0.42785346508,-0.818545520306,-0.953700006008,-0.0532447099686
5899,-0.167698979378,-0.510600030422,0.749949991703,-0.988099992275,-0.872099995613,-0.204149991274,0.213950052857,-0.064150840044,0.19781845808,0.113218486309,-0.440650045872,1.01645004749,0.413362085819
5467,1.73588824272,0.0535500049591,6.18230009079,-0.000200003385544,0.422349989414,0.0358000099659,1.36346364021,0.0940338149667,-0.191369384527,-0.402375280857,0.483702868223,-0.394299983978,-0.322295606136
6774,1.19840431213,0.323949992657,0.976549983025,0.737500011921,0.864799976349,-0.702650010586,1.70428085327,0.189051628113,1.62129044533,-1.34859478474,0.680446922779,-0.1793500036,-0.144649684429
1788,0.777309298515,-0.876749992371,0.881900072098,-0.439100027084,0.595100045204,-0.385399997234,3.80057811737,-0.490348100662,0.401864826679,1.47169935703,0.121963769197,0.472250014544,-0.135864913464
5921,0.871156215668,0.34319999814,0.278250008821,0.13220000267,-0.658950030804,-0.796749949455,0.19300724566,0.420857608318,0.0593006983399,1.460719347,0.155386194587,1.07190001011,0.00577186048031
5721,-1.09160625935,-4.4172501564,-0.405749976635,-1.3654999733,0.519450008869,0.185750007629,-1.47828269005,0.314290821552,-0.959474503994,-0.337263703346,-0.283203661442,-0.543249964714,0.377799272537
2263,3.63301229477,0.954499959946,0.339249998331,0.771399974823,1.21829998493,0.224900007248,-0.398085832596,-0.888145923615,0.725187957287,1.34330952168,0.599359929562,0.0949500054121,0.224125579
808,0.0641904398799,-0.34819996357,1.9728500843,-0.00390000641346,1.29170000553,-0.00604999065399,-0.762557864189,-0.475725412369,1.16344261169,0.529062986374,-0.19334025681,-0.0915500000119,-0.399696111679
30001,-0.159856885672,-0.402349978685,6.03030014038,0.968150019646,-0.681699991226,-0.126749992371,0.211243540049,1.38549256325,-0.0535801947117,-1.77434766293,-1.42328882217,-0.408950001001,0.406478852034
348,1.56759488583,0.388650000095,1.36699998379,0.515950024128,0.412299990654,-0.0684500038624,-0.499329060316,2.55271601677,-0.609564304352,1.22084927559,0.106081500649,-0.133849978447,1.52505874634
30849,-1.79867982864,0.435349971056,-0.814249992371,0.493200004101,0.561200022697,-1.52749991417,0.256972491741,0.946950256824,0.243779152632,-0.512007772923,-0.204471558332,0.00799999386072,0.631701111794
1454,-0.39105206728,-0.447200000286,-1.75915002823,0.167949989438,0.267250001431,0.0798500031233,-1.37179934978,0.510808825493,-1.46357154846,0.14893245697,-0.225953772664,0.0828999876976,0.0300615727901
6500,1.13353335857,0.139750003815,4.51684999466,-0.0512500032783,0.461750000715,-0.43805000186,0.239929571748,0.453381717205,0.101551577449,-1.07827425003,0.790755927563,0.306100010872,-0.480054497719
5627,-0.170747816563,-4.92124986649,-0.654550015926,0.870350003242,0.25229999423,-0.469900012016,1.21436750889,-0.438254237175,-0.539898395538,-0.806752741337,-0.420905649662,0.665950000286,0.466952383518
5715,0.692927658558,0.966599941254,1.72710001469,0.294099986553,2.01795005798,0.326799988747,1.39350259304,0.331099271774,0.288966208696,-0.390103250742,-0.308598458767,0.104800000787,0.337473779917
4791,0.760303318501,-0.995450019836,5.02955007553,-1.45114994049,0.0269500017166,0.0820500031114,-0.938589036465,0.175626605749,0.283252000809,0.380605190992,-0.245714306831,0.0141500001773,0.405278265476
56924,-1.15198159218,-0.592350006104,4.89909982681,-0.109399974346,-0.160099983215,-1.49239993095,0.439341068268,-0.494787693024,-0.647370040417,-0.403744071722,0.00479856133461,-0.209350004792,-0.256127476692
2690,-0.38089543581,-1.31824994087,4.84564971924,-1.05789995193,-0.303700000048,-0.183650001884,-0.998963117599,0.567781090736,-0.368874102831,0.417317509651,-0.146070048213,-0.301450014114,-0.117913000286
1019,-1.60210001469,0.10150000453,-1.83280003071,0.746050000191,0.612649977207,0.104999989271,-0.288248717785,0.435251384974,-0.222606375813,-0.529245078564,0.0645542740822,1.23895001411,0.169294476509
51422,1.37928533554,-0.0574000030756,2.05404996872,-1.24709999561,0.213599994779,-0.141750007868,-0.876099705696,-0.680731058121,-0.304119706154,-0.212086781859,-0.530669331551,-0.0352500006557,-0.0129369162023
5788,1.5367808342,-0.122349992394,1.06624996662,0.272650003433,0.324599981308,-0.477500021458,0.388974905014,-1.04828727245,-0.305367290974,1.51540875435,2.11285352707,-0.378650009632,-0.0833256989717
6709,-0.739656329155,-0.153850018978,-0.333750009537,0.341300010681,0.374850004911,-0.519450008869,0.028047144413,0.035509839654,-1.05396878719,-0.781515836716,-0.975583612919,-0.327800005674,0.134781181812
1277,-0.838107287884,0.399399995804,2.39349985123,1.84750008583,0.0588000006974,-0.317300021648,3.8138127327,0.122195236385,0.221447393298,-0.44805842638,-0.893899261951,-0.38330000639,-0.226419851184
993,-1.07685470581,0.0420500040054,-3.21375012398,0.327600002289,-0.0169499963522,0.881350040436,-0.784711241722,0.343728005886,-0.256414860487,0.649809598923,-0.440657734871,0.21115000546,0.20799934864
7157,-0.40161293745,-1.70039999485,-5.35680007935,-0.878999948502,0.260100007057,0.143449991941,-1.04703760147,0.448040127754,0.0105098634958,-0.394050478935,-0.530290603638,-0.0684999972582,0.439606040716
1958,0.182882741094,-1.42195010185,6.19159984589,0.317550003529,-0.31534999609,-1.45740008354,-0.252775341272,-0.578400909901,-0.137931779027,0.229680523276,-0.842674612999,-0.712200045586,-0.792185664177
4582,0.354939043522,0.513850033283,4.8326997757,-0.14699998498,0.0803000032902,-0.198449999094,0.761906921864,0.0178796797991,-0.952999055386,-0.592647016048,-0.752867221832,0.182499945164,-0.0500705577433
9212,1.89433252811,-0.57104998827,-2.35384988785,-0.0665000006557,0.604000031948,0.389550000429,-0.0997308194637,0.39411085844,0.562387466431,-0.065261721611,0.560016870499,0.718050003052,0.606167316437
8440,-0.320696413517,1.28345000744,1.67489993572,-1.164249897,0.0619499981403,-0.191349998116,-0.446040034294,0.0881883502007,-0.265865176916,0.0235553327948,-0.537172675133,0.26550000906,0.485393822193
6790,0.905675053596,-0.386750012636,-0.474600017071,0.965650081635,0.158450007439,-0.257849991322,0.633406817913,0.28010982275,0.41245162487,-0.67357981205,-0.196906358004,-0.0420999825001,0.777688801289
8851,1.03007638454,0.21835000813,0.428800016642,0.158199995756,-0.0629999935627,0.831399977207,0.060922563076,-0.134547650814,-0.603099942207,1.51384115219,0.646495342255,0.331849992275,0.230136722326
2534,-0.0327424928546,-0.160800009966,2.9553000927,-0.151549994946,-0.280999988317,-0.883900046349,-0.995394825935,0.14458450675,-0.877025127411,-0.167270079255,-0.19706684351,-0.0917000025511,0.617912530899
4893,-1.78665089607,1.27969992161,2.41155004501,0.304450005293,1.20359992981,0.973399996758,0.664068818092,0.275156021118,1.16156053543,0.66953253746,0.685172855854,-0.595399975777,-0.409130215645
665,-0.369066685438,0.337799996138,1.21410000324,-0.143549993634,-0.666149973869,0.329999983311,-0.517544448376,-0.88357001543,0.158156707883,-0.712479948997,0.535977721214,0.39200001955,-0.456710040569
4313,0.667087852955,-2.70214986801,3.19374990463,-0.203749984503,0.5924000144,0.35070002079,-0.30129390955,2.2144215107,0.642855763435,0.30845105648,0.848342657089,0.370300024748,-0.474635839462
1022,0.0610344931483,-0.589749991894,-5.47875022888,-0.00219999998808,-1.29309999943,0.0683999657631,-0.562822163105,-0.157866045833,-0.893902778625,-0.04506072402,0.0884975790977,0.525950014591,0.385066598654
5880,-0.433582186699,-0.784250020981,5.4359498024,-0.901749968529,-0.99849998951,0.296250015497,0.622307419777,-0.422725528479,-0.204920887947,-1.49150133133,0.121361345053,-0.587599992752,0.962324380875
3162,0.174481868744,1.36049997807,2.59485006332,1.10474991798,0.613999962807,1.14324998856,-1.03920781612,0.363983035088,-0.48591402173,-1.52163076401,0.0791662633419,-0.218499988317,-0.0451218560338
1282,0.378426939249,1.24005007744,0.927500009537,-0.560350000858,0.625550031662,-0.295300006866,-0.545577526093,0.51153254509,-0.0619780868292,0.556251585484,0.143653988838,0.183399990201,0.871407330036
3383,1.22799563408,0.0128500014544,5.91599988937,-0.91939997673,0.209149986506,0.156199991703,-1.05975294113,-0.238756030798,-0.594827830791,0.838572621346,-0.722574234009,0.168500006199,-0.633733689785
727,0.940065801144,-0.930450022221,6.64629983902,-0.718899965286,0.425599992275,0.195450007915,-0.475194662809,-1.11191558838,0.237150490284,1.39784955978,0.590567708015,-0.575199961662,-0.0433564484119
4792,1.07376611233,-0.120849996805,-2.15834999084,-0.105650007725,-0.717350006104,0.785450041294,-0.279679149389,0.769709229469,-0.38428118825,-0.880372047424,-0.137840881944,-0.00644999742508,0.0747387558222
4794,0.55900478363,-0.601450026035,-0.778299987316,-0.514750003815,0.704900026321,0.83085000515,-0.852285981178,0.439310491085,-0.067170381546,1.86444759369,0.803461194038,-0.0227000117302,-0.577885746956
902,-0.965061426163,-2.59669995308,0.0241000056267,-0.919049978256,-0.633949995041,0.702149987221,0.488421559334,0.516006708145,-0.126407310367,0.775668501854,0.875462770462,0.369199991226,0.635174334049
8091,-4.56189346313,0.368699997663,2.57529997826,-0.441550016403,-0.492699980736,0.65750002861,-1.11768364906,-0.248226508498,-0.493313789368,-0.141122758389,1.69609713554,1.48970007896,0.750927567482
3486,-1.47556972504,1.26804995537,4.38035011292,0.481700003147,-0.240049988031,-0.472849994898,1.26053166389,-0.244944348931,3.76713609695,-1.43677139282,0.180166393518,-0.0485000014305,0.776715517044
10818,1.40878891945,-1.43015003204,1.26020002365,-0.179849997163,0.521950006485,0.156800031662,1.10451102257,-0.0787070840597,0.0824612230062,0.176919311285,0.468919575214,-0.572149991989,-0.811974108219
3454,1.08204066753,-0.826950013638,2.15910005569,-1.06540000439,0.71850001812,0.0782999992371,-0.175729095936,-0.153399735689,0.0975648164749,2.03736972809,0.422871619463,0.234149992466,-0.00672827661037
4282,0.312388122082,0.000300000014249,-6.41524982452,0.336600005627,-0.46875,0.0,-0.595045506954,-0.690850615501,0.593996286392,-1.85362386703,-0.116833865643,-0.30910000205,-0.0477220490575
1605,0.55412453413,1.59969997406,0.139699995518,-0.0294999927282,0.224550008774,-0.898249983788,0.906764686108,0.0126630067825,0.839149177074,-0.857698559761,-1.04216456413,0.126900017262,0.0646262168884
10644,-1.17064428329,0.369000017643,4.83860015869,0.265950024128,2.63870000839,0.183050006628,-0.0439636111259,1.02653372288,-0.354204893112,-0.467047214508,-0.158460229635,-0.0253999978304,-0.592646539211
2065,1.11429834366,0.778050005436,-5.42329978943,0.430249989033,-0.532050013542,-1.70375001431,0.222457081079,-0.468136548996,0.138063654304,-0.999570131302,-0.789749860764,0.0275999903679,-0.258651077747
8321,-1.48907649517,-1.65240001678,-1.64914989471,-0.753250002861,-0.0521999895573,0.558849990368,-1.55658137798,-0.371590435505,-0.292245060205,1.54708433151,0.634458959103,-0.584800004959,-0.426768273115
8503,1.19408845901,-1.17984998226,0.936749994755,-0.382100015879,0.413250029087,0.542750000954,1.12716019154,-0.361113488674,0.446578681469,0.777577757835,0.135533034801,0.142699986696,0.0341256558895
7027,-1.71674764156,0.755250036716,-1.82185006142,1.04200005531,0.477850019932,1.18245005608,0.565667390823,0.214872375131,0.0806040167809,-0.399125993252,-0.183712422848,-0.846050024033,0.260426610708
6850,0.678681373596,-0.882349967957,-2.31990003586,-0.533800005913,0.923699975014,0.406149983406,-1.23082721233,-0.0449167042971,0.0464670807123,0.907357931137,0.59195536375,-0.266499996185,-0.241625159979
1978,-0.130031108856,0.259350001812,0.0483999997377,0.699349999428,-0.217799991369,-0.347549974918,-0.00500441342592,0.489820718765,-0.0257064029574,-1.20197510719,0.127470731735,0.109099984169,0.161613672972
896,-0.943777918816,0.82279998064,-1.36475002766,0.834100008011,0.259350001812,0.62549996376,0.370447993279,-0.0741728320718,0.541259765625,0.369276940823,-0.452219247818,0.341049998999,0.283737242222
5777,0.460621714592,-0.546349942684,2.92569994926,-0.659650027752,-0.000550001859665,-0.283349990845,-0.846291184425,0.573302090168,-1.01669073105,-0.91129565239,-0.568395018578,0.243649989367,-1.14438462257
1846,-0.820821762085,0.172750011086,2.92135000229,-1.4728499651,-0.720899939537,-1.08889997005,-1.14943528175,0.0603597462177,0.183651283383,-1.07462096214,0.135729670525,-0.29289996624,-0.0535173267126
5925,-1.30078339577,-1.08724999428,-4.52544975281,0.31685000658,0.255899995565,0.0545000135899,2.63102579117,0.303593754768,0.475137174129,1.33474910259,0.227971017361,-0.354200005531,-0.793107867241
142,-1.33839404583,-0.599150002003,2.77364993095,-0.434049993753,-0.529699981213,-0.48710000515,0.800719618797,0.473873376846,0.059582002461,-1.6916642189,-1.09111809731,-0.20870000124,0.848902761936
1021,0.326510578394,0.120700001717,5.0,0.0161500051618,-0.9550999403,1.01215004921,0.177483588457,0.11407250911,0.854779303074,-0.568122327328,-0.0244883149862,-0.540199995041,0.333546638489
5699,-0.754909694195,-0.279599994421,1.1019500494,0.345299988985,-0.541000008583,-2.11559987068,0.264647513628,-0.695148587227,-2.33937072754,0.237608462572,3.02471160889,0.135250002146,0.803014814854
8061,2.50201225281,0.45300000906,1.03460001945,1.30795001984,-0.216250002384,-0.684599995613,-1.08260989189,0.787437975407,0.218039244413,-1.07087266445,0.00844261795282,-0.0449000000954,-0.0272711589932
1870,0.152800902724,0.916999995708,5.52999973297,-0.0349500030279,-0.136750012636,0.130950003862,0.000539764761925,-0.317082196474,-0.287814229727,0.258511841297,0.694906115532,-0.0907000005245,4.37027215958
1398,-0.00750351697206,0.385799974203,1.26824998856,1.57994997501,-0.166250005364,-0.149350002408,-0.126219004393,0.396610707045,0.214647829533,-0.78488266468,-0.0530221015215,-0.310800015926,0.290849179029
3312,-0.289171993732,1.09420001507,1.47860002518,1.02814996243,0.707200050354,0.686550021172,1.05475842953,-3.91593194008,0.717923045158,-0.0754001587629,0.253933429718,0.149099990726,0.0931868702173
891,-0.173180311918,0.1386000067,2.67324995995,-0.241900026798,0.400200009346,-0.0378499925137,0.146148830652,-0.286541134119,0.429093360901,-0.0598995611072,-0.129394695163,0.710299968719,-4.43394422531
4775,1.21802473068,-0.363800019026,0.431849986315,1.38135004044,-0.262549996376,-0.929800033569,-1.0756790638,2.76210665703,0.067844748497,1.43043732643,0.317808359861,0.624900043011,0.25563699007
5111,-0.37135669589,0.475849986076,-0.105949997902,-0.0340500175953,0.14659999311,0.14659999311,-8.92266178131,-0.190522104502,-0.341398477554,0.25332570076,0.335023522377,0.384750008583,0.762334108353
5696,-0.214836716652,0.612500011921,-4.30599975586,0.356700003147,0.319849997759,0.273949980736,0.0283498167992,0.422256320715,-0.811105370522,0.882823467255,-0.0915295183659,0.0244500041008,-0.721523284912
5588,4.2629904747,-0.960099995136,4.20660018921,-0.417500019073,0.0477000027895,0.371199995279,5.19034862518,-0.28046309948,-0.492321550846,5.1096534729,-0.204084217548,-0.208849996328,-0.00308196246624
6839,1.4488850832,0.0596500039101,-0.839950025082,0.720749974251,-0.703949987888,-0.855549991131,-0.449097663164,0.438418865204,-0.0601644031703,-0.460404425859,-0.19465970993,0.237900003791,-0.253908932209
