rid,DOS049_A375_24H:BRD-K97114030-001-01-0:5,DOS049_A375_24H:BRD-K97114030-001-02-8:5,DOS049_HT29_24H:BRD-K97114030-001-01-0:5,DOS049_HT29_24H:BRD-K97114030-001-02-8:5,DOS049_MCF7_24H:BRD-K97114030-001-01-0:5,DOS049_MCF7_24H:BRD-K97114030-001-02-8:5,DOSBIO002_A375_24H:BRD-K97114030:10.1989,DOSBIO002_A549_24H:BRD-K97114030:10.1989,DOSBIO002_HT29_24H:BRD-K97114030:10.1989,DOSBIO002_PC3_24H:BRD-K97114030:10.1989,DOSBIO002_MCF7_24H:BRD-K97114030:10.1989,DOSBIO002_NEU_24H:BRD-K97114030:10.1989,DOSBIO002_NPC_24H:BRD-K97114030:10.1989
5720,-2.68401098251,1.79030001163,-3.09539985657,0.482400000095,-0.317149996758,0.0210000127554,-0.470423132181,-0.210977345705,0.0173121988773,-0.202713549137,0.339422553778,3.56279993057,0.788149535656
466,-0.322085797787,0.177150011063,-0.74019998312,-0.306299984455,-0.0109500000253,-2.57690000534,-0.0699522793293,-0.377849668264,0.288433551788,-1.551451087,0.535404264927,-0.17634999752,0.301010251045
6009,0.671985447407,-0.160300001502,-4.94514989853,0.0398499965668,-0.342800021172,1.47405004501,-0.331201583147,-0.0814015716314,-0.684966921806,0.121899530292,0.0403650999069,0.985949993134,1.23918664455
2309,0.773030877113,0.610399961472,0.35150000453,-0.556349992752,-0.950999975204,0.145199999213,-1.23907887936,-0.102090731263,-1.07538819313,-0.211506858468,-1.22698533535,-0.158499985933,-0.0708972811699
387,2.19193077087,0.404650002718,-4.5435500145,1.57244992256,0.51574999094,-0.315550029278,0.803009033203,-0.129433110356,-0.188493356109,0.0482668578625,-0.0213761329651,0.173749998212,-0.231654152274
3553,0.512029230595,-0.676299989223,1.23009991646,-0.884400010109,0.0661000013351,-0.162649989128,-0.572109520435,-0.703374028206,0.325757116079,-0.217511206865,0.760842859745,-0.0254500005394,0.60555434227
427,-0.447265267372,-0.14019998908,4.66190004349,-0.133350014687,-0.295650005341,-0.10364998877,0.660419404507,0.28458750248,-0.0394437462091,0.0977540388703,-0.816840291023,0.940149962902,0.901142001152
5898,0.264518111944,-1.52635002136,-1.6004499197,0.896999955177,0.567099988461,1.04454994202,-0.352747529745,-0.457130372524,-0.0861968100071,0.726163744926,0.852057933807,-0.00805000029504,0.0437759384513
23365,1.0467402935,-1.47230005264,3.77160024643,2.27535009384,0.432300031185,-1.06054997444,0.181868612766,-0.213630869985,0.114296346903,-0.536034405231,0.364773124456,-0.254099994898,-0.0568707585335
6657,-0.395866960287,-1.25024998188,2.57450008392,-0.946900010109,0.254899978638,0.226399987936,-2.12103128433,0.0276974588633,0.440637111664,0.981685578823,0.897702217102,-1.2036999464,-0.368952810764
5054,0.326989263296,-0.00450000166893,1.87560009956,0.0597000010312,-0.110199995339,1.06319999695,1.47056031227,0.119140267372,-0.572617888451,0.371007978916,0.612569749355,-0.0560500025749,0.39221394062
3108,0.868307590485,1.86124992371,-0.397599965334,-0.286149978638,1.07360005379,0.0673999786377,-0.132079616189,0.631587684155,-0.848778367043,-0.370887964964,-0.313577085733,-0.157250002027,-0.00170215964317
1950,-1.2587659359,-1.41225004196,5.18939971924,-1.28629994392,0.22919999063,-0.455150038004,-0.870500922203,-1.72969675064,0.374663054943,0.483353734016,-0.137650847435,0.57800000906,0.770704269409
351,0.793111801147,0.298450022936,-5.1060500145,-0.846449971199,-0.0584500133991,-1.1928999424,-0.138462528586,-0.307410180569,0.473495334387,-1.36166930199,0.3142182827,0.337249994278,0.00775851309299
4846,-0.138601273298,-1.00464999676,6.01379966736,-0.18425001204,0.62784999609,-0.570199966431,3.28319597244,-0.658336400986,-0.720450162888,1.43076324463,0.340725004673,-0.754750013351,-0.2195571661
1452,-1.64944279194,-0.0224999785423,0.659950017929,0.308750003576,0.321649998426,-1.13420009613,1.10333669186,0.123468182981,0.685304999352,-0.328606069088,0.579008579254,0.0698499977589,0.0144940083846
4776,0.173661530018,-0.643549978733,1.93645000458,-0.503149986267,0.677600026131,-0.855099976063,0.0144532769918,3.77918410301,0.690661489964,0.15653693676,0.173418611288,-0.11194999516,-0.642490386963
6908,-1.14474534988,1.34424996376,-1.59625005722,0.060349971056,-0.169199988246,-0.279599994421,-0.757648944855,0.641090869904,-0.77940505743,-0.56625521183,0.329919099808,-0.105949997902,0.690089344978
672,-1.9872045517,0.865299999714,-3.58384990692,0.239549994469,0.485599994659,0.640299975872,-1.15958666801,0.494073659182,0.783290028572,0.666625499725,-0.0089422762394,0.679600000381,0.123259864748
5710,0.604208052158,0.872650027275,-0.238899976015,-0.952499985695,0.878550052643,-0.0776000022888,0.801840424538,1.17992281914,0.489346385002,-0.286287724972,0.464681893587,0.179150000215,-0.0368271917105
2115,-0.0375521704555,-1.39995002747,1.28189992905,-0.570399999619,0.388999968767,0.772100031376,0.00872376561165,0.240130677819,-0.245613962412,-1.73197257519,0.0379003286362,-1.15435004234,0.202045127749
7015,0.962740302086,-1.05589997768,-0.528850018978,-0.488749980927,0.455349981785,0.724400043488,-0.202822208405,0.592891395092,0.20089045167,1.13178920746,1.48957788944,0.0576499998569,-1.16876888275
8726,1.29589426517,0.910999953747,-1.7053000927,0.695399999619,0.513899981976,0.0093000009656,-0.179579168558,-0.131050109863,0.291532754898,-1.29262971878,-0.151845365763,-0.283149987459,1.01497459412
2185,0.766679823399,-0.865750014782,1.04240000248,-1.02970004082,0.421299993992,-0.056450009346,-0.150616407394,-0.510026156902,0.506843149662,1.15121364594,0.496487647295,-0.0368499755859,0.1372474581
3315,0.778559565544,0.39050000906,-5.36339998245,-0.322250008583,-0.349400013685,-0.0785999968648,-0.836402237415,0.26949223876,-0.420386195183,-0.750094175339,0.117375053465,0.151600003242,-0.0569643303752
5289,0.224937438965,-0.46669998765,-2.88835000992,-0.269050002098,0.256700009108,0.595649957657,0.520244121552,-0.378004938364,-0.819173932076,0.120848797262,0.632150948048,-0.126650035381,-0.724601387978
868,2.03902959824,-0.619499981403,-1.56840002537,-0.663299977779,-0.949850022793,0.410899996758,-0.480739414692,1.23250854015,-0.9287545681,-0.0349046848714,0.0491430461407,0.187099993229,-0.396986454725
1677,-0.58509606123,-0.97595000267,1.57185006142,0.538550019264,0.0463500022888,1.29379999638,-0.736254811287,-0.650707900524,1.14712512493,0.343103706837,1.64406943321,-0.205599993467,-0.247820317745
7043,1.57055723667,-1.10054993629,3.13064980507,-0.524200022221,0.82389998436,-1.06629991531,0.571305215359,-0.7628262043,0.773586034775,0.629958331585,1.12978935242,0.591350018978,-0.193660765886
5613,1.44652414322,-0.854099988937,6.08780002594,-0.483600020409,3.10790014267,1.89585006237,-0.959394872189,-0.449656009674,0.406417399645,1.96434819698,1.13019680977,-0.623750030994,0.0366008728743
595,0.801922082901,1.84004998207,2.10989999771,2.40019989014,0.803849995136,-1.05920004845,1.47452998161,0.204356759787,0.566827297211,-0.403517872095,-0.293419361115,0.553149998188,0.267088085413
4793,0.61227440834,2.90789985657,6.63360023499,0.0773000121117,0.314300000668,0.871850013733,0.0835880115628,-0.212106257677,-0.368674218655,-0.575505077839,-0.632272958755,-1.07325005531,-0.687556505203
2736,0.947690188885,-0.935850024223,5.68800020218,-1.46104991436,-0.203250020742,-0.560549974442,-0.918675005436,0.190640002489,0.578449070454,1.69753623009,0.107568979263,-0.60539996624,0.00276559591293
5290,0.088429659605,-0.283500015736,-1.25215005875,-1.85644996166,0.661000013351,-0.0364999994636,-1.12170767784,-0.576092064381,-1.1894313097,0.555002808571,-0.804559767246,0.389149993658,-0.430892944336
6194,0.0,0.0,-5.0,0.000699999975041,-0.705250024796,-0.0945999994874,0.466862797737,0.0694817528129,0.194260969758,-0.259585499763,-0.150696069002,-0.251599997282,-0.267000973225
1676,1.42508339882,-0.0846000015736,-0.192999988794,-0.820249974728,0.190750002861,-0.469900012016,-0.168322741985,-0.464594900608,0.703933537006,1.70951521397,0.966377139091,0.819849967957,-0.388754874468
23512,-5.30683279037,1.05800008774,-3.11055016518,-0.0959999859333,0.0635000169277,-2.21129989624,-1.06328296661,1.14440941811,0.0416235178709,0.33319991827,0.330016106367,0.213300004601,0.172644853592
148022,1.41802179813,0.732699990273,3.74419999123,0.558000028133,-0.539800047874,0.0345999896526,0.930671334267,-0.191250830889,-0.067844837904,3.89130878448,-1.6251347065,-0.117449998856,-0.147556528449
1906,-0.693338155746,-0.636349976063,0.70064997673,-0.451799988747,0.670249998569,-0.157500013709,0.487010449171,-0.276345402002,0.345498025417,1.58465492725,0.973780274391,0.0952999964356,-0.654352486134
8878,-0.0291368663311,0.985000014305,-2.55314993858,0.530650019646,-0.176999986172,-0.863049983978,0.342833280563,0.461617618799,0.204937830567,-0.166219115257,0.118775330484,0.0298500061035,-0.0374722927809
3091,-0.473514527082,-0.692399978638,-3.83165025711,0.0452000051737,-0.013150036335,-0.456499993801,-0.651762843132,0.0322295874357,-0.45566996932,-0.530290901661,0.590341210365,0.176550000906,-0.557585597038
5743,-0.236616522074,0.70759999752,5.44010019302,1.64510011673,0.718400001526,-0.649500012398,1.40215945244,-0.584503531456,0.94644588232,0.926833868027,-1.05349707603,-0.226750001311,-0.433248639107
5321,-1.57294857502,-1.01789999008,-0.730449974537,-1.92919993401,-1.7990000248,-0.134149998426,-0.817174971104,-0.987347841263,-0.367222964764,0.31001701951,0.766421675682,0.565449953079,-0.342331707478
4144,0.455676555634,-0.129800006747,-1.36069989204,0.342449992895,-2.02485013008,-2.57324981689,0.937507688999,0.541082441807,0.55891507864,0.353167533875,0.0996187999845,-0.237599998713,0.141389325261
1981,0.525596439838,-0.311349987984,-0.0212500095367,0.325349986553,0.832649946213,1.28909993172,-0.352057635784,-0.180199980736,0.443658083677,-0.546689152718,-1.00266158581,-0.995549976826,-0.422830879688
695,0.424603223801,0.48109999299,5.92490005493,0.974050045013,-0.261700004339,-0.194199994206,1.18258237839,0.187987670302,-0.455122590065,-0.381214976311,0.996084272861,0.592549979687,0.502286791801
10398,0.840535581112,-1.56209993362,4.45310020447,-0.722750008106,1.06075000763,0.25334995985,4.55121850967,0.0466240085661,0.243552938104,-0.03978548944,1.14021110535,-0.141599997878,0.122658774257
5708,0.772864758968,0.209249988198,-1.29524993896,-0.324099957943,-0.428949981928,-0.171550005674,-0.0479379892349,0.722617566586,0.307645410299,-0.633952856064,0.130074411631,0.87524998188,-0.351687312126
1213,0.139760613441,-0.14620000124,-0.87215000391,-0.563600003719,-1.40310001373,0.101099997759,1.03702545166,-0.375630557537,0.343177855015,-0.706244409084,-0.0499357432127,-0.189050003886,0.511176228523
226,-2.67260813713,0.617100000381,-1.34584999084,1.27885007858,0.891400039196,-1.83644998074,0.0652799457312,0.474810898304,0.575218677521,-0.696473121643,0.594542741776,0.02349999547,0.0490415096283
6777,1.22638869286,1.10525000095,4.93410015106,0.260949999094,-0.110800027847,-0.635550022125,0.439628064632,-0.561031460762,-0.384565323591,-0.28459084034,-0.709874033928,-0.581299960613,-0.152508571744
2113,0.353001892567,-0.0413999855518,-1.46004998684,0.484349966049,0.662249982357,1.30044996738,-0.186469182372,0.114078640938,0.326764702797,-0.146711066365,2.43607234955,-0.238550007343,-0.141317203641
3329,-0.305248647928,1.00695002079,-1.83970010281,1.4387999773,0.353900015354,0.700350046158,0.0811138004065,0.240954056382,0.443332314491,-0.318463981152,-0.494259893894,-0.361699998379,-0.113105230033
1050,-0.469550818205,-0.102699995041,0.4021499753,-0.484200000763,-0.67175000906,0.199649989605,0.394605457783,0.344851076603,-0.763919115067,-0.218145668507,-0.707150101662,0.084500014782,1.23814749718
