rid,CVD001_HEPG2_6H:BRD-K52785744-001-01-7:10.1671,CVD001_HEPG2_6H:BRD-K52785744-001-01-7:2.5418,CVD001_HEPG2_24H:BRD-K52785744-001-01-7:10.1671,CVD001_HEPG2_24H:BRD-K52785744-001-01-7:2.5418,CVD001_HUH7_6H:BRD-K52785744-001-01-7:10.1671,CVD001_HUH7_6H:BRD-K52785744-001-01-7:2.5418,CVD001_HUH7_24H:BRD-K52785744-001-01-7:10.1671,CVD001_HUH7_24H:BRD-K52785744-001-01-7:2.5418,CVD001_PHH_6H:BRD-K52785744-001-01-7:10.1671,CVD001_PHH_6H:BRD-K52785744-001-01-7:2.5418,CVD001_PHH_24H:BRD-K52785744-001-01-7:10.1671,CVD001_PHH_24H:BRD-K52785744-001-01-7:2.5418,DOS022_VCAP_6H:BRD-K52785744-001-01-7:5.08,DOS022_VCAP_24H:BRD-K52785744-001-01-7:5.08,DOS045_A549_24H:BRD-K52785744-001-01-7:5.08,DOS045_HT29_24H:BRD-K52785744-001-01-7:5.08
5720,0.875017881393,0.291459649801,-0.588922381401,-0.424747169018,0.645327866077,0.00167844444513,0.649522781372,-1.23855912685,0.968806087971,0.498177200556,0.571963608265,0.55620098114,0.123906970024,-0.797080159187,0.438953489065,-0.00205001235008
466,0.624390006065,0.410344719887,0.544317305088,0.0367385596037,-1.92987322807,0.314701318741,-0.529496908188,-0.758937656879,-0.310044527054,-1.56209623814,-1.08186531067,-0.239802271128,0.667030870914,-1.04622602463,-0.0956023931503,-0.0763000026345
6009,0.802468895912,0.510792195797,0.674127817154,0.154097676277,0.589461088181,1.3291836977,-0.446210682392,1.1588691473,0.144614949822,-0.0981304645538,1.20932197571,0.161585405469,0.183771699667,-1.57993841171,0.154659464955,0.945150017738
2309,1.94528973103,1.39210307598,1.21615672112,1.04273569584,-0.373658508062,0.433086335659,1.0050829649,-0.0291477143764,0.826735973358,0.810311257839,-1.18666887283,-0.771258294582,0.818345248699,0.218313232064,1.43099749088,1.0544500351
387,-0.278199970722,0.621531009674,0.317453235388,-0.054821588099,-0.846612632275,0.823857188225,-1.32805991173,0.0198618173599,0.511773824692,-0.213451907039,0.321858763695,0.199894934893,0.0739987492561,-0.993461847305,0.876590132713,-0.949749946594
3553,0.310467660427,0.227247834206,0.416293442249,0.111933395267,1.00488293171,-0.376026660204,0.471191585064,0.688330292702,-0.71558701992,-0.737281799316,-0.678211510181,-0.257760673761,-0.684008538723,0.614745378494,-2.03175830841,-0.967100024223
427,0.425399899483,0.387434601784,-2.05086064339,-0.124681226909,1.0211622715,0.153025582433,1.039052248,0.774979770184,-0.0551887750626,-0.555211484432,0.888970255852,-0.0291921589524,0.880601465702,-0.539923191071,0.185823485255,-1.27489995956
5898,1.0930314064,1.21759009361,2.40621232986,1.64402651787,0.396614670753,0.223341017962,-0.688845336437,-0.120785579085,0.854159355164,-0.0773296058178,2.43829894066,1.38545107841,-0.808310270309,-0.574905753136,-0.66208922863,0.943450033665
23365,0.0633987635374,0.914655327797,0.754390180111,0.865963459015,-0.526120185852,0.412721812725,0.279019296169,1.36971187592,0.450890421867,-0.338601708412,-0.518406331539,0.109292253852,-0.16095931828,1.12506783009,-0.520115733147,2.17219996452
6657,-0.141765892506,-0.407905757427,0.350232630968,1.06965434551,0.502206802368,0.351057708263,0.617445290089,0.0419735014439,-0.150567114353,0.435317218304,-0.149285942316,-1.26382112503,-0.455760210752,0.600477099419,-1.93277823925,-1.43924999237
5054,0.929305016994,0.932737469673,1.08775544167,1.0293585062,1.16800940037,1.32390391827,0.78920096159,-0.547815680504,2.30484557152,2.11961364746,2.66212487221,0.129868924618,0.840662658215,-0.936593651772,0.676174283028,0.490050017834
3108,-0.391725420952,-0.574653506279,-0.210871011019,-0.216334611177,-0.133233845234,-0.342082768679,-0.646120250225,-0.0893114581704,-0.46722060442,0.112380504608,-0.774494826794,-1.40110087395,-0.241440042853,0.413289666176,-0.576540470123,-0.102500006557
1950,-0.529315829277,-0.311929643154,-0.0265276730061,-0.38950714469,1.11385667324,-0.0109949707985,1.69654107094,-0.184487998486,-0.623807191849,0.317148387432,-0.124413624406,-0.259962230921,-0.258275151253,-1.19926321507,-1.04687678814,-0.496599972248
351,0.45737823844,0.423520743847,0.370758533478,1.00659239292,0.945478796959,1.35358345509,0.71302485466,1.29189836979,-0.000558882951736,0.724627375603,0.763208150864,-0.414347410202,-0.00258004665375,0.566397547722,-0.641228675842,0.224950000644
4846,1.55074834824,1.21574854851,1.70339298248,2.43134212494,0.69948720932,0.242229044437,0.211723327637,-0.551464259624,-0.328442871571,0.142557471991,-0.413678050041,0.100466758013,-1.07859885693,0.151391863823,-0.290681272745,-0.247950002551
1452,0.897151589394,0.750321865082,0.715687215328,0.36846858263,1.59274625778,0.568589627743,-0.475471973419,-0.0106180943549,-0.169027984142,0.908626317978,0.865266084671,0.192601278424,0.398755013943,-0.681980848312,1.19747495651,0.345650017262
4776,0.298037260771,-0.477255105972,-0.351147651672,-0.358635604382,0.332752645016,-0.236827880144,0.508890211582,1.04574644566,-0.0120327174664,0.565396487713,-0.404752492905,0.1757119596,-0.71414065361,0.631367087364,-0.924056768417,-0.603600025177
6908,-0.135170817375,-1.54090428352,0.418813973665,0.921265006065,-0.518264174461,-0.416907429695,-0.0741430819035,-0.382121503353,-1.18957328796,-0.998694181442,-0.759190201759,0.288416087627,-0.529834628105,-0.0415740013123,0.902159452438,0.179600000381
672,-1.08406996727,-1.54080867767,-0.279723495245,-1.0410900116,-0.140401035547,-1.87817060947,0.627965450287,-0.583977818489,-0.305083632469,0.119772724807,-0.181014612317,-0.8323366642,0.075691819191,0.032939940691,1.21361029148,-0.130549997091
5710,0.188604921103,0.709796190262,0.247452005744,0.0512648448348,-0.554732680321,1.07599282265,0.364233970642,0.325117588043,0.0599412918091,0.484709620476,0.267119884491,0.412515461445,-0.118065588176,-0.694797277451,0.482882916927,-0.988850057125
2115,0.484771341085,-0.054079156369,-0.750179409981,-0.365630507469,0.180182129145,0.758977711201,-0.718209087849,-0.689962625504,0.185589775443,0.332213699818,-0.277688443661,-0.0212457031012,-0.428072571754,0.133190602064,-1.33591151237,-1.04334998131
7015,-1.34546935558,-0.871471107006,-2.12993192673,-1.09316074848,-0.278903305531,-0.37319457531,0.749020338058,0.851448893547,-0.732679963112,0.851351737976,-0.879037380219,-0.436074376106,-0.412266433239,0.499179661274,-1.16897463799,0.279850006104
8726,-2.23611164093,-2.22375631332,-2.10065126419,-1.87631440163,-1.22341406345,-1.64356505871,-0.246351867914,-0.530982017517,-0.50170135498,-0.686225771904,0.445034712553,-0.0401297807693,-1.27565920353,-0.127761512995,0.269815146923,1.05789995193
2185,0.00509125739336,-0.860754013062,0.318196117878,-0.957558810711,0.502398014069,0.236810058355,0.991384625435,1.12067627907,-0.298081129789,0.188817471266,-0.417948424816,-0.64300096035,-0.0389274358749,-0.0608491003513,-1.41169297695,-0.700650036335
3315,-0.403991878033,0.280702590942,-2.9734377861,-1.79754805565,-1.16689920425,-0.409182369709,-0.42546376586,0.447415232658,0.496133267879,1.33454620838,1.54953682423,1.20017111301,-0.541945815086,0.525904476643,0.788527607918,0.648250043392
5289,0.692217826843,0.5289067626,1.69248783588,2.16534900665,0.709382653236,0.394735246897,-0.497126758099,-1.01446998119,0.242638885975,-0.284428030252,-1.17729794979,-0.685604691505,-0.016078222543,0.154512554407,-1.28681600094,-0.744400024414
868,0.944200277328,0.754422605038,1.73171436787,1.58026719093,0.816797494888,1.38716828823,-0.546227037907,0.21741451323,-0.137780845165,0.384733825922,0.295073419809,-1.18560957909,-0.287501126528,4.18104457855,-0.0642020776868,-1.84424996376
1677,-1.09867703915,-1.19395232201,-1.87263560295,-1.83662593365,0.212168812752,-0.961459994316,0.0143741667271,-0.167367905378,-0.241897493601,0.471768468618,-0.793427586555,-0.643343925476,-0.495991885662,0.401513725519,-1.53406596184,0.539499998093
7043,0.0779774338007,-0.298057377338,-0.10601233691,0.00524225831032,-0.615623116493,0.559264063835,-0.425182521343,0.775379538536,-0.83963239193,-0.188725784421,-0.59231120348,-1.4282592535,-0.524679601192,1.13206017017,-1.06274843216,-1.16219997406
5613,0.938445568085,0.0195660591125,-0.0304492115974,0.665080189705,0.900680422783,0.715105772018,1.05900359154,0.760749578476,-0.847303807735,1.45790719986,0.0488504767418,0.0153076946735,-0.493275880814,0.209315299988,-2.43122386932,-0.827600002289
595,1.09894657135,1.8455889225,0.22424480319,0.581806540489,-0.67581307888,-0.482115656137,0.247591525316,0.434791684151,0.908911585808,0.463282763958,0.703935682774,0.923401832581,-0.443957090378,0.247666627169,1.5266251564,-0.280000001192
4793,0.00387160480022,0.691211521626,1.45856833458,1.43384921551,-0.365641415119,0.439423412085,0.0450376421213,0.490136444569,-0.0724370405078,-1.07622289658,0.0516630411148,0.246122837067,-0.568790793419,-0.597611546516,2.3042178154,0.452500015497
2736,0.511405050755,-0.934006929398,0.0597432404757,-0.371315568686,0.263931691647,0.484148979187,0.688617110252,1.13162970543,-0.493619561195,1.77215611935,-0.320768773556,-0.524953842163,-0.541809856892,-0.279842495918,-1.28989911079,-1.61315000057
5290,1.11636197567,0.571080088615,1.33801424503,0.565377950668,1.11220502853,0.386029362679,0.291533619165,0.927413463593,-0.0755947977304,-0.218099594116,-0.480669230223,-0.929464697838,-0.240052849054,-0.206082493067,-1.28203630447,-0.806850016117
6194,0.0,-0.000206696015084,-0.194963768125,-0.000243367772782,-0.334557533264,0.218319699168,-0.0926693081856,0.0685491636395,0.00026267231442,-0.0554209277034,0.000391603331082,0.0,-0.387088418007,0.462009608746,-0.255887508392,0.00034999998752
1676,1.00371420383,1.02358925343,1.04273676872,1.40263259411,-0.456641733646,-0.0817140042782,0.424557179213,1.37035250664,-0.541055083275,0.375833064318,0.128656566143,-0.289300501347,-0.196501672268,0.126710698009,-0.514157474041,-0.772799968719
23512,0.663775801659,0.861815869808,-0.692517757416,-0.815316677094,0.765711307526,1.02892839909,0.371232181787,-0.870172739029,-0.250087380409,0.640408396721,0.165364891291,-0.979493021965,-0.485568970442,-6.53540658951,-0.471833199263,2.17184996605
148022,0.730501055717,1.92175889015,2.87362670898,2.28632211685,2.48853254318,0.0952803641558,-0.455523759127,-0.0260488688946,0.119561314583,0.00524957478046,1.57388663292,-0.539102137089,0.0452902466059,0.0112096220255,-1.38720989227,0.877750039101
1906,0.572944045067,1.93473291397,-0.202783763409,0.143472254276,0.378732383251,0.180555671453,1.41899704933,0.554977476597,-0.32593563199,0.439045280218,-0.885122537613,-0.425097554922,0.287693172693,-0.256970405579,-1.86986243725,-0.588750004768
8878,1.27734565735,1.03216505051,1.47820842266,1.1485683918,0.301022261381,0.992679476738,1.47532081604,1.2535879612,0.0,0.0,0.568286895752,-0.219718307257,-0.473514080048,0.967603445053,0.210796892643,-0.246299982071
3091,0.686910271645,0.553931593895,0.696452379227,0.0811963379383,0.145693466067,-0.534188091755,-0.648705720901,-0.890308380127,-1.00485980511,0.249392598867,-0.229285627604,-0.790498375893,0.0733934938908,0.158434197307,0.375720590353,0.299099981785
5743,-3.31583476067,0.222862526774,-0.49882081151,-1.09028816223,1.50132763386,-0.43567019701,-0.875354409218,-6.50157737732,0.34063488245,0.319067060947,-0.175695553422,-0.768928050995,-0.960644245148,1.30211186409,-0.756147325039,0.0223500132561
5321,0.389117658138,-0.169109448791,0.282622337341,0.301543712616,0.510640501976,0.134128943086,0.380210071802,0.454646408558,-0.0737819671631,0.107986062765,-0.0641268789768,-0.029981713742,-0.851109981537,-0.0991098731756,-1.90342664719,-3.64555001259
4144,-1.04895114899,-1.46908164024,-1.92793893814,-1.67893409729,-1.12112474442,-1.18448734283,0.985340297222,0.195286229253,-0.520717978477,0.455431699753,-0.939701139927,-0.19367814064,0.536998510361,-0.899342775345,-0.251713424921,-0.266149997711
1981,0.600838422775,0.789044797421,-0.332987606525,-0.299868285656,-0.217885032296,-0.142366632819,-0.42285579443,0.00751796364784,1.23039138317,1.64434945583,-0.311739712954,1.69412219524,0.290344536304,0.516416013241,0.460657417774,-0.123349994421
695,-0.547936916351,-0.200557604432,0.494884610176,-0.319778770208,0.0138932261616,0.145948663354,-0.945849239826,-0.545861363411,0.150543063879,0.00124818086624,-0.11128988117,-0.662769198418,-0.00381968729198,-0.392533689737,-0.304996967316,0.246349990368
10398,2.68512225151,4.55906486511,-0.360791534185,-0.0743741989136,0.531690716743,1.07292556763,0.129322499037,0.142062067986,1.37442779541,1.24540734291,2.19237017632,1.6625418663,0.0593014955521,0.552519857883,-1.24188232422,-1.14090001583
5708,0.0436732247472,0.99789083004,0.830597400665,1.18161940575,0.0339932143688,0.546149730682,-0.172081977129,-0.26000520587,-1.25419187546,0.661349713802,0.208033815026,-1.01778137684,0.0512846708298,0.6130849123,-1.72999215126,0.338649988174
1213,0.403649449348,0.235303342342,1.47008764744,0.123971283436,-1.33140981197,-0.0446129739285,0.117640793324,-1.68856287003,0.533030092716,-0.79598814249,0.578173756599,1.02790772915,0.338346600533,-6.4916510582,0.193218886852,0.13400003314
226,-0.131081447005,-0.35046350956,-3.96985387802,-0.551612019539,-0.124575331807,-2.44808387756,-0.262711018324,-1.5430161953,-0.307615965605,-0.878664135933,0.000854909420013,-0.983764767647,-0.383596122265,0.759127259254,0.45075148344,-0.251399993896
6777,1.10365474224,2.39533352852,2.50659942627,1.90581917763,-0.40926939249,0.928955674171,0.263448536396,-0.0778744742274,0.576150894165,0.447425723076,0.99398291111,0.00168970227242,-0.501872181892,0.451293766499,2.54082322121,-0.710500001907
2113,0.633730530739,0.755415976048,0.605856776237,0.158133536577,1.44107484818,0.121263608336,0.375336825848,1.36562824249,0.150212943554,-1.2144318819,-0.83754503727,-1.05959761143,0.342080831528,-0.309564650059,0.0252686347812,0.174750000238
3329,-0.180438369513,0.137089490891,0.191320508718,0.279503166676,0.235348895192,0.258643507957,-0.311311393976,0.471835076809,0.844672322273,-3.44791412354,1.94534146786,1.37556505203,-0.174084797502,0.135735139251,0.768298685551,-0.212650001049
1050,0.0289040319622,0.492452442646,-0.723727583885,-0.918416619301,0.005988240242,-0.200779244304,0.430182665586,-0.162741035223,2.1766166687,1.95180368423,1.81488776207,1.55254542828,0.591509819031,-0.21825696528,0.907737255096,0.661300003529
9491,1.15799498558,0.977046370506,-0.0229359902442,1.88225710392,0.627145886421,0.050859823823,0.120453894138,0.969743609428,-0.333099246025,0.547124564648,-0.966388225555,-0.262881785631,0.3654717803,2.79290223122,-0.764351308346,-0.553749978542
22926,1.61958122253,1.21265518665,3.5279250145,3.08142757416,1.34479641914,0.681943178177,0.710963606834,0.760079264641,0.731457352638,0.509842336178,1.47147834301,0.80252456665,-0.0333565473557,-0.64879232645,-0.912859737873,-0.0927999913692
5899,0.323430597782,0.420273244381,1.87936329842,1.48320364952,-1.46660602093,-1.06412625313,-1.33993065357,-0.948929011822,-0.19036847353,0.656887888908,0.0755044221878,-0.943091988564,-0.0878202021122,-0.536204397678,1.85688376427,-0.999249994755
5467,2.1293759346,2.67155885696,4.65739250183,3.4429101944,0.174585208297,0.828412234783,-0.195270583034,0.373496651649,-0.331579089165,0.841028809547,-0.32950219512,0.35142660141,-0.849308907986,-1.40404117107,-1.64162135124,-0.565200030804
6774,-0.115430422127,1.07027852535,-0.033064365387,0.0541544705629,0.0904267430305,0.57232439518,-0.288833618164,-0.753114402294,0.6286637187,-0.248817712069,0.00284197181463,0.0641878470778,-0.0808219760656,-0.848380088806,-0.320904195309,-0.298600018024
1788,-0.129284948111,0.464744538069,-0.744535624981,-0.906924724579,0.0579585283995,2.38877558708,1.32331061363,0.556601285934,-0.159095048904,0.751316428185,-0.578036725521,-1.4043892622,-0.453161478043,0.502003848553,-1.04204821587,-1.73399996758
5921,1.06686234474,3.0596601963,1.60999321938,1.69978106022,0.919434010983,3.86535191536,-0.288597464561,0.595108151436,-0.216819882393,-0.533673048019,0.445264905691,-0.497386932373,0.00121569633484,-0.0393418557942,0.736752748489,-0.188400000334
5721,-0.494810640812,0.0132403485477,-1.17459487915,-1.05892956257,0.73700928688,-0.73586589098,-3.09135723114,-0.129890590906,0.588090777397,-0.0147190392017,-0.210508212447,0.304387539625,0.236855626106,0.460248321295,0.215087249875,0.496949970722
2263,0.252518504858,-0.471764981747,-0.680114090443,-0.204910695553,1.00418305397,0.0225064903498,0.878206849098,0.111174836755,0.410022318363,0.513642072678,-0.0385543256998,0.858120203018,-0.443704217672,0.33903414011,-0.622291922569,-0.916649997234
808,-0.490471810102,-2.69542527199,-0.768064558506,-0.17130368948,0.635340750217,0.887466013432,-0.663966238499,-0.771648168564,0.0190189275891,0.441224962473,-0.333135098219,-0.538670897484,-0.8196220994,2.96402907372,-0.789949297905,0.20530000329
30001,0.235511824489,0.0616801455617,-0.640206933022,-0.283816814423,0.456775784492,-0.51933836937,-0.0973815172911,-0.252683013678,0.145464062691,0.378473520279,-0.70791631937,-1.52134132385,0.301880389452,0.563634395599,0.362837016582,-0.409299999475
348,0.752695679665,0.778220295906,-0.123923569918,0.44174233079,0.655445516109,1.75044870377,0.929488301277,0.695483088493,-0.78370642662,-2.18398427963,0.964051604271,-0.621230483055,0.0959240496159,0.356371849775,-1.12199759483,-0.370300024748
30849,-0.108603298664,0.418550103903,-1.36043357849,-0.757067084312,-0.244836360216,-0.153729066253,-0.44129961729,-0.112454794347,0.207896828651,0.393486320972,0.498521238565,-0.143116772175,0.286853551865,0.941517472267,1.15595424175,-0.25720000267
