rid,DOS027_VCAP_6H:BRD-K28841686-001-01-9:5,DOS027_VCAP_24H:BRD-K28841686-001-01-9:5,DOS051_A549_24H:BRD-K28841686-001-01-9:5,DOS051_HT29_24H:BRD-K28841686-001-01-9:5,DOS051_MCF7_24H:BRD-K28841686-001-01-9:5,DOS051_PC3_24H:BRD-K28841686-001-01-9:5,DOSBIO002_A375_24H:BRD-K28841686:9.99078,DOSBIO002_A549_24H:BRD-K28841686:9.99078,DOSBIO002_HT29_24H:BRD-K28841686:9.99078,DOSBIO002_PC3_24H:BRD-K28841686:9.99078,DOSBIO002_MCF7_24H:BRD-K28841686:9.99078,DOSBIO002_NEU_24H:BRD-K28841686:9.99078,DOSBIO002_NPC_24H:BRD-K28841686:9.99078
5720,0.11005000025,-0.805693209171,0.0387499928474,-0.665649950504,0.898750066757,-0.620799958706,-0.335982501507,-0.79116165638,-0.890988349915,-0.634444653988,-1.17594730854,2.21659994125,0.645087778568
466,-0.0524500012398,0.337915658951,-0.58285009861,-0.482500016689,-0.19810000062,-0.797399997711,0.409410059452,-2.05233812332,-2.08934736252,0.253134161234,-0.636834621429,1.35895001888,0.554211258888
6009,-1.0448499918,0.0593918338418,-0.795000016689,-0.46439999342,-0.238150000572,-0.0606999993324,-0.787939667702,0.79064142704,0.770313203335,-0.931078970432,0.940886259079,0.524450004101,0.671052515507
2309,0.298500001431,-0.182309776545,-1.05805003643,1.48420000076,1.49954998493,-0.424549967051,-0.566715598106,0.408769756556,0.159005299211,-1.10069358349,-1.76347160339,0.352999985218,-1.22836315632
387,-1.02699995041,0.534610569477,-0.941700041294,-1.04979991913,-0.745700001717,-0.984750032425,-0.739099085331,0.496368974447,1.15385043621,0.182037994266,1.70286536217,0.675549983978,-0.296361476183
3553,-0.0925500094891,-1.87590694427,-0.164200007915,0.59375,-0.523050010204,-0.47800001502,0.263442575932,0.683814704418,1.19279897213,-0.984673857689,-0.299856245518,-0.70459997654,0.162210017443
427,0.476049989462,0.423074364662,0.110300004482,0.467849969864,0.24224999547,0.998049974442,-1.68673872948,0.266600191593,-1.11376607418,-0.929311990738,-0.987417697906,0.140650004148,-0.429267823696
5898,-0.446250021458,-0.078231215477,0.685299992561,-0.920700013638,-1.71799993515,-0.0361000150442,-0.213628038764,-1.51815676689,-0.220493838191,1.21156716347,-0.0328581035137,-0.576699972153,1.01367020607
23365,-0.325550019741,0.693519413471,0.557150006294,-1.20910000801,-1.07245004177,1.07895004749,0.23792347312,0.794110774994,0.335567384958,1.26795899868,0.616866052151,0.683200001717,0.415601968765
6657,0.137749999762,-1.09653306007,-0.261849999428,5.04790019989,-0.996999979019,0.824649989605,0.201334849,0.386817842722,0.767675101757,0.155848622322,0.40044182539,-0.515349984169,-0.543498516083
5054,0.072650000453,0.182804733515,-0.472199976444,0.0743499994278,0.213450014591,1.3028999567,-0.784174323082,-1.71974396706,-0.39535471797,0.0767636597157,4.09733629227,0.164449989796,-0.783771216869
3108,1.07074999809,-0.287242949009,-0.850549995899,-0.519699990749,2.7704000473,-1.08594989777,-0.326368868351,0.373310893774,0.87318444252,0.0467386543751,1.48009538651,0.377399981022,-0.122707627714
1950,0.582949995995,-0.219425216317,2.08780002594,3.7267999649,-0.427399992943,1.02834999561,0.737681388855,-0.844085216522,0.379183471203,0.206730410457,-0.604926645756,0.346749991179,-1.7563444376
351,0.0640000104904,0.380929529667,0.00300000002608,1.610049963,-0.779500007629,1.33344995975,0.120851904154,-2.41196537018,-0.14123646915,0.0323984697461,-0.0758871436119,0.0,0.793896198273
4846,-1.66444993019,1.2432141304,0.343350023031,1.33130002022,-0.321449995041,0.20039999485,-0.0348640233278,-0.630969405174,0.533656716347,-0.433559060097,-0.691329479218,-1.05550003052,-1.07850778103
1452,-0.387499988079,-0.869911789894,-1.58134996891,0.122550010681,-1.68245005608,-1.40824997425,-1.36867570877,0.771211206913,-0.161042585969,-0.768660724163,-1.34692215919,0.45094999671,-0.549678206444
4776,-0.046649992466,0.0578328371048,-0.303599983454,0.992249965668,-1.7091999054,0.274549990892,0.399008005857,0.959334552288,0.608717858791,1.10282421112,-0.0212113112211,-0.456250011921,0.210285410285
6908,0.213550001383,-0.523699879646,-1.29550004005,-1.02254998684,-0.325100004673,-0.977850019932,-0.733770847321,0.970700740814,-0.962773919106,-0.084393247962,-1.15471196175,0.937449991703,-0.189166724682
672,-0.0841000080109,-0.287167936563,1.39984989166,0.752750039101,0.11945001781,0.125699996948,-0.347519338131,-0.245424225926,-0.666938185692,-0.906749010086,-0.461808264256,1.41619992256,-0.500782132149
5710,-0.258650004864,-1.3130582571,-0.588500022888,-5.9419002533,-0.131549999118,-0.263900011778,-0.351222097874,0.926483631134,-3.50746655464,-0.00526752322912,-0.0585957616568,0.95349997282,0.324761301279
2115,-0.239199995995,0.594166278839,-0.141600012779,0.77840000391,0.842599987984,-0.263899981976,-0.20800408721,-0.657549321651,0.348430663347,-0.50084489584,1.52797961235,-0.965849995613,-1.50747990608
7015,-0.141550004482,-0.124530747533,-0.179049998522,2.08645009995,-0.469250023365,0.0294000022113,-0.547969579697,0.479007810354,-0.328273296356,0.88515818119,0.0136800706387,-0.647199988365,1.16085207462
8726,-1.05355000496,-0.09907694906,0.0337500050664,-0.189849987626,0.935400009155,0.140600010753,0.361664682627,-0.224669247866,0.144153118134,0.264658212662,0.871904373169,1.2785500288,-0.179523125291
2185,0.148449987173,-0.372723162174,0.150150001049,1.1086499691,-0.867900013924,0.403800010681,0.603221952915,0.651712119579,1.01438176632,1.09312295914,0.508927643299,-0.435650020838,1.04617965221
3315,0.434199988842,1.23221051693,-1.22925007343,-1.05914998055,-1.53374993801,0.163299977779,-0.245764538646,0.199207723141,1.2094476223,-0.4627841115,1.69683551788,1.51814997196,-1.49306035042
5289,-0.500400006771,-0.982492685318,-0.307850003242,0.947099983692,-0.939800024033,0.56685000658,-0.347772091627,0.199558615685,-0.100640803576,-0.445497632027,0.171588808298,-0.317299991846,0.604950010777
868,-0.746450006962,-0.462520182133,-0.343899995089,0.507499992847,-0.118349999189,0.955299973488,0.206751510501,3.38633918762,1.88138341904,0.199934303761,0.0511125698686,-0.0861499905586,0.0899743437767
1677,-1.0638500452,-0.695632576942,0.6291000247,0.843099951744,-0.825599968433,0.10095000267,-0.671506941319,0.570520579815,0.840019583702,0.782033205032,-0.062093757093,-0.928850054741,0.339749634266
7043,-0.250749975443,-1.29007565975,0.194150000811,0.294500023127,-1.21720004082,1.28314995766,0.337042987347,1.26920306683,1.23293828964,1.66375100613,0.519409537315,0.315999984741,0.704191029072
5613,1.13335001469,0.218215718865,0.142599999905,1.90205001831,-0.841449975967,0.652500033379,-0.175981909037,-1.66336655617,-0.194435492158,0.947796702385,-1.06819951534,-0.557399988174,-1.6146273613
595,-0.601899981499,-0.731789827347,1.14569997787,-0.926699995995,-0.579299986362,-0.206499993801,-0.403560012579,1.00207793713,-0.751358032227,-0.802858352661,-0.773782670498,0.769299983978,-0.433931589127
4793,-0.84249997139,0.985354423523,-2.18589997292,-1.31590008736,0.654249966145,-0.135650008917,-0.413115382195,0.780580401421,0.967770040035,0.0422778129578,0.5246950984,-0.879400014877,-0.178447663784
2736,0.385349988937,-0.599700808525,-0.363900005817,0.840499997139,-1.07714998722,0.443700015545,0.52519351244,0.943267285824,1.14383602142,0.980036020279,0.267525076866,-0.718850016594,-0.931682288647
5290,1.41665005684,-0.238990545273,1.33319997787,1.89149999619,-0.227950006723,-0.104199998081,-0.421413242817,-0.114839822054,0.35504630208,0.463184058666,-0.270632147789,-0.904349982738,0.649226486683
6194,1.7989000082,-0.676208853722,-0.00065000000177,0.452499985695,-0.000999999931082,0.00065000000177,-0.31762856245,-0.13788716495,1.14958715439,-0.59193366766,0.357421010733,0.0856499969959,-0.467455625534
1676,-0.174699991941,-0.433490246534,-0.532299995422,0.320199996233,-1.05229997635,-1.16665005684,-0.49155908823,1.07516562939,1.86889839172,0.89045971632,0.31213003397,-0.439500004053,0.350010663271
