rid,CVD001_HEPG2_6H:BRD-K36111658-001-01-1:10,CVD001_HEPG2_6H:BRD-K36111658-001-01-1:2.5,CVD001_HEPG2_24H:BRD-K36111658-001-01-1:10,CVD001_HEPG2_24H:BRD-K36111658-001-01-1:2.5,CVD001_HUH7_6H:BRD-K36111658-001-01-1:10,CVD001_HUH7_6H:BRD-K36111658-001-01-1:2.5,CVD001_HUH7_24H:BRD-K36111658-001-01-1:10,CVD001_HUH7_24H:BRD-K36111658-001-01-1:2.5,CVD001_PHH_6H:BRD-K36111658-001-01-1:10,CVD001_PHH_6H:BRD-K36111658-001-01-1:2.5,CVD001_PHH_24H:BRD-K36111658-001-01-1:10,CVD001_PHH_24H:BRD-K36111658-001-01-1:2.5
5720,-1.3209798336,0.820938646793,-0.995935082436,0.742810368538,0.418794959784,-0.441302508116,0.0372735410929,0.104730665684,0.207273751497,0.119103491306,-0.58193218708,0.675259411335
466,0.979882895947,-0.705588519573,0.25468224287,0.514374494553,-0.395992547274,-0.691898167133,0.33920186758,-0.0997320860624,0.733710229397,-0.246655762196,0.471809208393,0.619773805141
6009,-0.126643419266,0.250171929598,-0.166367292404,-0.494790017605,-0.0271022319794,0.0626976639032,-0.722577214241,-0.911678314209,0.545741796494,-0.318515777588,-0.362461745739,-0.169909775257
2309,0.318544507027,-0.386660814285,0.553494334221,-0.0245100334287,-0.0385025963187,-0.143831804395,0.364109873772,-0.097972214222,-0.0687336623669,-0.226070120931,-0.552637457848,-0.490061223507
387,-0.362963527441,-0.350588172674,-0.136164337397,0.51228249073,-0.310990095139,1.46548295021,-0.571657717228,-0.79298889637,1.21769011021,-0.893392562866,1.24276077747,0.560817837715
3553,0.472920954227,0.0830535441637,0.786088824272,-0.837233424187,-1.53525292873,-0.038446366787,0.834565937519,0.257613569498,-0.767130732536,0.223681852221,-1.32385718822,-0.00963135808706
427,0.396585702896,-2.246560812,-1.33429431915,-0.452529639006,0.837897121906,-0.786658108234,0.339249908924,-0.318179517984,1.47539567947,0.347003549337,0.986712872982,-1.09224152565
5898,1.33198070526,-0.120301000774,1.22203826904,0.49841183424,0.591036915779,-0.322328686714,-0.185615882277,0.607940196991,1.90663576126,0.0437170565128,2.15834450722,-0.283181548119
23365,-0.119485072792,0.227400824428,1.39588320255,0.130290970206,0.666167616844,1.40338420868,0.51769733429,0.240910306573,0.565689086914,-0.341337621212,0.247392088175,0.151917546988
6657,0.474279552698,0.487642705441,0.595264554024,-1.08217966557,0.283273845911,-0.63620865345,0.350671947002,0.469869405031,-0.691895365715,1.2156932354,-0.815847098827,-0.725258767605
5054,0.0420084297657,-0.591518700123,0.986104488373,-0.81714785099,0.66870868206,-0.493017137051,0.82937514782,-0.260589748621,1.44599199295,-0.600105881691,2.13313603401,0.425769627094
3108,0.735519886017,-0.0238807406276,0.376773357391,0.182850643992,0.765637159348,0.386540770531,1.09231245518,2.97935295105,-0.251099050045,0.25857141614,-0.950637817383,-0.489938914776
1950,-0.416921824217,0.193498045206,0.453840076923,-0.999168634415,0.195037081838,-1.0731369257,-0.390141695738,-0.818047344685,-0.174790889025,-0.101116225123,-1.72126460075,-1.13075470924
351,-1.42773127556,-2.38330411911,0.831475138664,-0.180905669928,-0.31874871254,-0.912563741207,0.0262057632208,-0.351720452309,-0.847004771233,0.422421514988,-0.0706910640001,-0.885618746281
4846,0.784744858742,-0.116789489985,3.62266778946,0.584291696548,-1.3139115572,-1.27672719955,1.73515605927,0.489908099174,-1.09681642056,0.968373119831,-0.728691637516,-0.466046273708
1452,0.161301404238,-0.528960585594,0.396919816732,-0.119802683592,-0.824923217297,-0.223435029387,-0.796472370625,-0.800746917725,-1.19905507565,-0.0484828576446,0.167703554034,0.176758944988
4776,0.324980676174,-0.811012089252,0.109409630299,-0.758340060711,-0.659494996071,-0.751270830631,-0.0794343054295,0.708852410316,-1.47625589371,0.755609869957,-1.36237287521,-0.354064941406
6908,0.51123303175,1.83693552017,0.840419173241,-0.0772034674883,0.772451281548,0.623582422733,0.569774866104,-0.451665997505,0.749650299549,0.316793203354,0.0305537953973,0.142281919718
672,-1.32605671883,0.633493006229,-1.86864161491,0.250698328018,-0.895511031151,0.218877255917,0.872602939606,0.767988920212,-0.485387444496,0.0155288875103,-0.882496118546,-1.04594600201
5710,0.0492213219404,0.192083835602,-0.526534676552,-0.30163115263,0.0108006596565,0.623565077782,-0.388540625572,0.10083591193,0.165339529514,0.00556147098541,-0.420964479446,0.487065404654
2115,0.710269570351,-0.00927203521132,1.06799376011,-0.197772368789,-0.698687911034,-1.0343477726,-0.646600604057,-0.00209030508995,0.266638487577,-0.0590159446001,-0.390251159668,-0.250381827354
7015,-1.47350859642,-0.507138848305,-0.312395125628,-0.363118469715,-0.405685275793,0.879341483116,0.495778024197,0.469208836555,-1.34192967415,0.531116008759,-2.34617686272,-0.787238478661
8726,-1.43115508556,0.336725234985,-2.17344784737,-0.611135721207,0.220673337579,-0.623036265373,-0.360387802124,0.417217582464,2.96458673477,1.4718234539,1.64986300468,0.376613557339
2185,-0.581416070461,-0.373650491238,0.705156087875,-0.43286460638,-0.888720452785,0.339536786079,-0.317981958389,-0.51982152462,-1.26976299286,0.677451491356,-1.31114506721,-0.61876219511
