rid,CPC019_A375_6H:BRD-K76042595-001-01-5:10,CPC019_A549_6H:BRD-K76042595-001-01-5:10,CPC019_A549_24H:BRD-K76042595-001-01-5:10,CPC019_HA1E_6H:BRD-K76042595-001-01-5:10,CPC019_HCC515_6H:BRD-K76042595-001-01-5:10,CPC019_HEPG2_6H:BRD-K76042595-001-01-5:10,CPC019_HT29_6H:BRD-K76042595-001-01-5:10,CPC019_MCF7_6H:BRD-K76042595-001-01-5:10,CPC019_MCF7_24H:BRD-K76042595-001-01-5:10,CPC019_PC3_6H:BRD-K76042595-001-01-5:10,CPC019_PC3_24H:BRD-K76042595-001-01-5:10,CPC019_VCAP_6H:BRD-K76042595-001-01-5:10,CPC019_VCAP_24H:BRD-K76042595-001-01-5:10,MUC.CP006_MCF7_6H:BRD-K76042595-001-01-5:9.9867,MUC.CP006_MCF7_6H:BRD-K76042595-001-01-5:3.3289,MUC.CP006_MCF7_6H:BRD-K76042595-001-01-5:1.1096,MUC.CP006_MCF7_6H:BRD-K76042595-001-01-5:0.3699,MUC.CP006_MCF7_24H:BRD-K76042595-001-01-5:9.9867,MUC.CP006_MCF7_24H:BRD-K76042595-001-01-5:3.3289,MUC.CP006_MCF7_24H:BRD-K76042595-001-01-5:1.1096,MUC.CP006_MCF7_24H:BRD-K76042595-001-01-5:0.3699
5720,-0.650142371655,0.270199984312,-0.418714821339,-0.401127398014,0.257025659084,0.214578643441,-0.00358891673386,1.09364998341,-0.904067695141,0.172749325633,-0.407586336136,-0.425765246153,0.521247088909,1.14205050468,0.480718582869,2.04040718079,8.43408107758,-0.2066437006,0.260411024094,-0.213608592749,0.933828473091
466,-0.0084114074707,-1.47269999981,-0.659979343414,0.863934278488,0.651630938053,-0.174984544516,0.314703792334,1.55080008507,0.409470826387,-0.125263124704,0.318099558353,0.535878658295,0.402438819408,-1.36471652985,-0.73553031683,-1.97308552265,-2.45375013351,-0.639797985554,-0.942803502083,-0.362765580416,-2.05057191849
6009,0.794777989388,0.669099986553,0.0816490650177,0.489442139864,0.969594180584,1.10011923313,-0.0542956292629,0.944299995899,-0.859574854374,-0.435046494007,0.00069085508585,0.880104660988,0.545481443405,0.737630903721,1.35330343246,0.368214845657,2.98401069641,-0.776199638844,-0.803731143475,-0.963545620441,-2.97025156021
2309,-0.427294313908,-0.0625,1.52276325226,-0.393512248993,-1.51664960384,-0.841485977173,0.970160782337,-0.0952500030398,1.61003947258,0.746066451073,0.760172128677,0.5294033885,0.144397065043,1.30298948288,0.482398360968,-0.328137874603,-1.38391566277,0.105717986822,-0.467742323875,0.314186513424,-1.48143911362
387,1.98156964779,1.25644993782,1.32301568985,1.35233068466,1.37094306946,1.26544976234,0.349331229925,0.00214999914169,0.199567377567,-0.377554625273,1.36324477196,1.17857956886,-0.0380648970604,1.61470031738,0.769639492035,0.249070465565,5.48720836639,-1.18662393093,-0.19160810113,-0.256572455168,-0.654191195965
3553,-0.0141866058111,-0.54834997654,-0.820652425289,-1.01325941086,0.268335551023,0.969176411629,-0.52269423008,2.5827999115,-0.357370406389,-0.774319887161,-0.0840398669243,-1.14728212357,-0.96949505806,0.56696665287,-0.0440300256014,2.00698590279,-1.37138473988,1.81126916409,1.11278569698,0.357898414135,2.19970011711
427,1.40844678879,-0.441699981689,-0.82965618372,0.628251552582,0.492409020662,-1.281701684,0.210863023996,-0.482950001955,0.889811933041,-0.612021028996,-0.701410770416,0.481860280037,-0.117145419121,-0.511902868748,0.794027507305,-0.646433651447,1.13485467434,-1.88736724854,-0.341758221388,-1.44055533409,-1.25855970383
5898,-0.0055375546217,-0.169499993324,-1.66960906982,1.05000948906,-0.198604673147,-0.593553185463,0.142507717013,-0.305049985647,-0.290756255388,-1.69619309902,-0.778393447399,-0.0960229039192,-0.417943924665,-1.3303374052,-1.22175097466,-2.72061181068,-4.08525037766,-0.356155723333,-1.27114367485,-0.855204343796,-1.48152494431
23365,-0.647825717926,-0.683799982071,0.257474213839,0.553763329983,0.991885364056,0.879467427731,0.0600201524794,-1.86074995995,0.662691116333,1.21655571461,0.97490799427,0.0642575100064,-0.481885373592,1.34956943989,-0.676993191242,0.882715523243,-4.47904491425,0.231414884329,0.131178110838,1.18003249168,-0.475547552109
6657,-1.34218478203,-0.828799962997,-0.76290678978,0.445502489805,0.904518425465,-0.20081949234,0.0658260211349,1.14174997807,-1.05178380013,0.145234793425,-0.401921987534,-1.30681777,-0.635365843773,0.541136264801,0.868866086006,2.91912221909,2.31787776947,1.21719551086,0.66754668951,-0.0142186135054,1.75545585155
5054,-0.163310110569,-0.0823500007391,-1.93589615822,0.972874045372,-2.35840034485,0.0823494121432,-0.522019803524,-0.0729500055313,-0.621250748634,-0.813674032688,-0.0651977732778,0.0301566570997,0.116682395339,-0.772183179855,-0.365290403366,0.3516292274,1.7225908041,0.00126611813903,-0.865717530251,-0.634050965309,1.97176289558
3108,1.67615127563,3.29414987564,1.05471658707,1.19868075848,3.92171764374,1.36773300171,0.879967808723,3.7415997982,1.65741336346,0.444640815258,0.821812391281,2.30671882629,0.439857900143,1.22211241722,0.445602297783,0.153483271599,1.38754379749,-0.64307653904,0.157882601023,-0.0995111465454,-0.28221976757
1950,0.186851501465,-0.254800021648,-0.0245415642858,-0.467990249395,0.59624093771,-0.210895448923,0.294864922762,5.54255008698,-0.696385025978,0.161415547132,-0.61671257019,-0.682904005051,-0.338947683573,-1.13554263115,-0.106627136469,0.161025732756,-1.65043854713,0.599441826344,0.278733223677,-0.269455105066,1.4778072834
351,-0.520147562027,-0.511600017548,-2.65912151337,-0.890815138817,-0.00283002853394,-1.38203978539,-0.851689457893,0.33860000968,-0.306717723608,-0.625134408474,0.0421562194824,0.361213207245,-0.279715955257,-0.650993525982,-0.159098088741,-0.991386294365,-3.50022935867,1.55665278435,0.855244100094,-0.21962878108,0.497986167669
4846,-0.594306111336,-1.09709990025,1.85644638538,0.114017575979,-0.990119218826,0.361832201481,0.805993139744,0.224450051785,-0.178398251534,0.30686083436,-0.214507564902,0.0138907134533,0.328061431646,-0.040730047971,0.644428491592,-0.0904287695885,8.8560590744,0.00953439995646,0.756864666939,-1.46463155746,0.0770824253559
1452,0.140358924866,0.258650004864,0.972210884094,0.476238340139,-0.570058226585,1.51173758507,0.716089844704,-0.887849986553,1.56996202469,-0.343276590109,0.117672488093,-0.579325318336,-0.0139600038528,0.842725276947,-2.76208424568,-2.21347689629,-1.41047155857,-1.11875987053,0.155887395144,-0.0192991793156,-0.460356652737
4776,-0.724473237991,-0.500450015068,-0.0200680196285,-0.391833603382,1.31427037716,0.327287495136,-0.529098212719,1.93254995346,-0.569662034512,0.668664097786,-0.0118543989956,-0.841380298138,-0.211777493358,-0.346493780613,0.184809520841,3.70223712921,1.38151347637,0.528899431229,0.268110126257,-0.284790992737,2.13140392303
6908,-0.48840290308,-0.732200026512,-0.0420443713665,0.940756440163,-0.202238082886,0.328577697277,-0.247097283602,-0.0470499992371,-0.270803958178,-0.376243770123,0.364699572325,-0.0834603086114,0.690730750561,-0.679741322994,0.209872454405,0.964562833309,-1.90459227562,-1.7089599371,-0.739426612854,0.332343310118,-2.49846720695
672,-0.488580405712,-0.505249977112,-1.10654759407,0.830175042152,-0.0338136143982,-0.727680325508,-0.408266305923,-0.662999987602,-0.433497071266,0.166435599327,-0.935114502907,-0.327149868011,-0.440179556608,-1.64059495926,-0.248673409224,-0.170075058937,-2.44797635078,-0.759671211243,-0.157581180334,0.523100137711,-1.16863882542
