rid,CPC014_A375_6H:BRD-K52911425-001-02-3:10,CPC014_A375_6H:BRD-K52911425-001-01-5:10,CPC014_A549_6H:BRD-K52911425-001-02-3:10,CPC014_A549_6H:BRD-K52911425-001-01-5:10,CPC014_A549_24H:BRD-K52911425-001-02-3:10,CPC014_A549_24H:BRD-K52911425-001-01-5:10,CPC014_ASC_24H:BRD-K52911425-001-02-3:10,CPC014_ASC_24H:BRD-K52911425-001-01-5:10,CPC014_HA1E_6H:BRD-K52911425-001-02-3:10,CPC014_HA1E_6H:BRD-K52911425-001-01-5:10,CPC014_HCC515_6H:BRD-K52911425-001-02-3:10,CPC014_HCC515_6H:BRD-K52911425-001-01-5:10,CPC014_HEPG2_6H:BRD-K52911425-001-02-3:10,CPC014_HEPG2_6H:BRD-K52911425-001-01-5:10,CPC014_HT29_6H:BRD-K52911425-001-02-3:10,CPC014_HT29_6H:BRD-K52911425-001-01-5:10,CPC014_MCF7_6H:BRD-K52911425-001-02-3:10,CPC014_MCF7_6H:BRD-K52911425-001-01-5:10,CPC014_MCF7_24H:BRD-K52911425-001-02-3:10,CPC014_MCF7_24H:BRD-K52911425-001-01-5:10,CPC014_NEU_24H:BRD-K52911425-001-02-3:10,CPC014_NEU_24H:BRD-K52911425-001-01-5:10,CPC014_NPC_24H:BRD-K52911425-001-02-3:10,CPC014_NPC_24H:BRD-K52911425-001-01-5:10,CPC014_PC3_6H:BRD-K52911425-001-02-3:10,CPC014_PC3_6H:BRD-K52911425-001-01-5:10,CPC014_PC3_24H:BRD-K52911425-001-02-3:10,CPC014_PC3_24H:BRD-K52911425-001-01-5:10,CPC014_PHH_24H:BRD-K52911425-001-02-3:10,CPC014_PHH_24H:BRD-K52911425-001-01-5:10,CPC014_SKB_24H:BRD-K52911425-001-02-3:10,CPC014_SKB_24H:BRD-K52911425-001-01-5:10,CPC014_VCAP_6H:BRD-K52911425-001-02-3:10,CPC014_VCAP_6H:BRD-K52911425-001-01-5:10,CPC014_VCAP_24H:BRD-K52911425-001-02-3:10,CPC014_VCAP_24H:BRD-K52911425-001-01-5:10,LJP001_BT20_6H:BRD-K52911425-001-04-9:10,LJP001_BT20_6H:BRD-K52911425-001-04-9:2,LJP001_BT20_6H:BRD-K52911425-001-04-9:0.4,LJP001_BT20_6H:BRD-K52911425-001-04-9:0.08,LJP001_BT20_24H:BRD-K52911425-001-04-9:10,LJP001_BT20_24H:BRD-K52911425-001-04-9:2,LJP001_BT20_24H:BRD-K52911425-001-04-9:0.4,LJP001_BT20_24H:BRD-K52911425-001-04-9:0.08,LJP001_HS578T_6H:BRD-K52911425-001-04-9:10,LJP001_HS578T_6H:BRD-K52911425-001-04-9:2,LJP001_HS578T_6H:BRD-K52911425-001-04-9:0.4,LJP001_HS578T_6H:BRD-K52911425-001-04-9:0.08,LJP001_HS578T_24H:BRD-K52911425-001-04-9:10,LJP001_HS578T_24H:BRD-K52911425-001-04-9:2,LJP001_HS578T_24H:BRD-K52911425-001-04-9:0.4,LJP001_HS578T_24H:BRD-K52911425-001-04-9:0.08,LJP001_MCF10A_6H:BRD-K52911425-001-04-9:10,LJP001_MCF10A_6H:BRD-K52911425-001-04-9:2,LJP001_MCF10A_6H:BRD-K52911425-001-04-9:0.4,LJP001_MCF10A_6H:BRD-K52911425-001-04-9:0.08,LJP001_MCF10A_24H:BRD-K52911425-001-04-9:10,LJP001_MCF10A_24H:BRD-K52911425-001-04-9:2,LJP001_MCF10A_24H:BRD-K52911425-001-04-9:0.4,LJP001_MCF10A_24H:BRD-K52911425-001-04-9:0.08,LJP001_MCF7_6H:BRD-K52911425-001-04-9:10,LJP001_MCF7_6H:BRD-K52911425-001-04-9:2,LJP001_MCF7_6H:BRD-K52911425-001-04-9:0.4,LJP001_MCF7_6H:BRD-K52911425-001-04-9:0.08,LJP001_MCF7_24H:BRD-K52911425-001-04-9:10,LJP001_MCF7_24H:BRD-K52911425-001-04-9:2,LJP001_MCF7_24H:BRD-K52911425-001-04-9:0.4,LJP001_MCF7_24H:BRD-K52911425-001-04-9:0.08,LJP001_MDAMB231_6H:BRD-K52911425-001-04-9:10,LJP001_MDAMB231_6H:BRD-K52911425-001-04-9:2,LJP001_MDAMB231_6H:BRD-K52911425-001-04-9:0.4,LJP001_MDAMB231_6H:BRD-K52911425-001-04-9:0.08,LJP001_MDAMB231_24H:BRD-K52911425-001-04-9:10,LJP001_MDAMB231_24H:BRD-K52911425-001-04-9:2,LJP001_MDAMB231_24H:BRD-K52911425-001-04-9:0.4,LJP001_MDAMB231_24H:BRD-K52911425-001-04-9:0.08,LJP001_SKBR3_6H:BRD-K52911425-001-04-9:10,LJP001_SKBR3_6H:BRD-K52911425-001-04-9:2,LJP001_SKBR3_6H:BRD-K52911425-001-04-9:0.4,LJP001_SKBR3_6H:BRD-K52911425-001-04-9:0.08,LJP001_SKBR3_24H:BRD-K52911425-001-04-9:10,LJP001_SKBR3_24H:BRD-K52911425-001-04-9:2,LJP001_SKBR3_24H:BRD-K52911425-001-04-9:0.4,LJP001_SKBR3_24H:BRD-K52911425-001-04-9:0.08
5720,0.677322506905,0.631910443306,0.929165065289,-0.367142438889,-1.22173011303,0.600822806358,0.377264469862,0.324482500553,-1.04369735718,0.208338648081,1.04940056801,0.291284441948,-0.105318322778,-0.591967701912,-0.304433405399,0.558239579201,0.835415303707,0.942046821117,-0.0114335417747,-0.476095616817,-0.472849994898,-0.16859999299,1.00048160553,1.69933080673,0.541872680187,1.5028731823,0.0967028513551,0.596780061722,0.339959740639,-0.0517537631094,0.335787713528,0.177378058434,-0.465801537037,-1.00027453899,-1.2673882246,-0.923461437225,1.53385329247,1.28377461433,0.400921612978,0.615378379822,0.721756875515,0.705226063728,-0.0469774156809,0.0610160976648,0.381815373898,1.60610604286,0.418274044991,0.323666751385,0.443857431412,-0.0585008561611,0.16849938035,-0.206658318639,1.27664279938,1.72496986389,0.310336142778,-0.275463491678,1.15569579601,1.06575703621,0.93289244175,0.847268998623,0.299563169479,0.225715905428,0.378351569176,0.371558457613,-1.37300002575,1.56319999695,0.187849998474,1.277099967,-0.138191178441,0.59962618351,-0.345315724611,-1.19070732594,0.579927265644,0.563282728195,0.465471565723,0.952883601189,0.461358606815,0.477569043636,0.589913189411,0.879413366318,-0.302004039288,0.456415534019,0.59894323349,-0.0652953609824
466,0.0656797587872,-0.0479873269796,1.92522454262,0.929493665695,-0.632474541664,0.973956823349,-0.12980863452,-0.657264232635,-0.69930100441,0.0123698730022,0.198715507984,0.328347533941,-0.520030379295,-0.203285634518,-1.30647027493,-0.748498141766,0.67926710844,0.933260262012,0.309528976679,-0.0144499540329,0.34090000391,-0.289200007915,0.21601960063,-0.392181515694,0.0821383744478,0.647446572781,-1.0652872324,-0.600118994713,-0.744077861309,0.630899071693,-0.773766279221,-3.3635058403,-0.699356436729,-1.60880672932,-1.0212020874,-1.14695334435,0.58864235878,0.709801077843,0.665475428104,0.566249489784,-0.903086841106,0.0917150974274,0.0924481377006,-0.150677680969,-0.747397780418,0.803743600845,-0.0899521559477,-0.0941260457039,0.154812544584,0.406172841787,1.24959671497,0.563335180283,0.165630549192,0.200296446681,0.248286738992,-0.0213089883327,-1.00792264938,-0.0946813374758,0.540084600449,0.0266084671021,0.694072246552,0.673713564873,0.270244628191,0.284258931875,0.398299992085,-0.0535499900579,0.074249997735,1.05830001831,-0.893501698971,0.682327866554,0.203105866909,-0.144977033138,-0.523043751717,-0.150313079357,0.221718251705,-0.147587761283,1.3380137682,1.12151396275,0.265491247177,0.159196138382,0.00706775486469,0.660485506058,1.46173751354,0.00992696732283
6009,-0.213342443109,0.175930857658,0.430035233498,1.03833508492,-1.49861955643,-0.434563398361,0.889426231384,0.647890329361,0.48752707243,-0.0830387622118,0.0932998359203,0.492846310139,-0.0333935916424,0.51671642065,-0.323296964169,0.0789577364922,0.0602941736579,0.919268250465,-2.06696677208,-2.45728778839,-0.367049992085,0.559199988842,-0.615201711655,-2.45583415031,1.45298695564,1.79339993,-2.40609812737,-1.22175931931,0.603520750999,0.749983429909,-0.741193115711,-0.659050762653,-0.941288292408,0.610899925232,-1.0843026638,-1.7941391468,0.487913489342,0.141814053059,1.12283885479,0.784753978252,-1.65146291256,0.0439269244671,-0.0139755308628,0.47076895833,0.918917655945,0.592303037643,0.806139588356,-0.0253168493509,0.096269801259,-1.526034832,0.318672150373,0.793317675591,0.91539734602,1.34219908714,0.66044318676,1.04565298557,-0.482875794172,-0.665344357491,0.387499004602,0.103030607104,0.215776771307,0.537117123604,0.429475069046,0.131010234356,-0.212949991226,0.0,-0.793649971485,-0.513450026512,0.215811237693,0.0122000575066,-0.379984021187,1.00140166283,-0.522557318211,-0.36731082201,-0.123046755791,-0.0225865021348,-0.400746643543,0.318522870541,0.478692233562,-0.417346060276,-1.75141859055,-0.439489513636,0.785349428654,0.676630139351
2309,0.678842306137,0.886222243309,1.61155688763,0.625303328037,0.430377364159,0.809236109257,0.870319366455,0.355371594429,0.560441911221,0.265008091927,1.57557427883,1.51220798492,1.26726722717,0.290242373943,0.242631822824,0.456662386656,0.815134644508,2.12760066986,0.0303455591202,2.06478190422,-1.01545000076,-0.414600014687,-0.514887273312,-1.76068246365,-0.21957077086,-0.418049454689,1.02889299393,-0.941240429878,2.70186877251,2.04669690132,-0.258240938187,-0.557827353477,1.03948092461,0.796303153038,0.550645947456,1.91892027855,-0.705524802208,-0.181960225105,0.236273139715,0.0651627257466,0.618654966354,1.21135497093,0.169173672795,0.456809163094,0.485376596451,0.111652076244,-0.945638239384,0.188445925713,-0.461057990789,-0.0891924500465,0.342845380306,0.041752897203,2.25405979156,2.41506385803,2.39513587952,0.640560567379,4.70333576202,2.37888622284,0.43015858531,0.224120795727,2.23248243332,0.496524244547,1.70489776134,0.855590343475,2.08660006523,1.99224996567,0.802000045776,0.658950030804,0.37373110652,0.315296292305,-0.179979756474,-0.571317017078,-0.450484037399,0.0995458066463,-0.0999949276447,-0.258480548859,1.61347973347,1.15605473518,0.774536967278,0.173125848174,2.1981048584,0.765988826752,-0.0128763914108,0.478252112865
387,0.099550999701,0.153981536627,-0.124613068998,0.301439315081,-1.40472173691,-0.1544033885,-1.24736940861,-1.19850921631,-0.932676017284,0.0926330387592,0.767291486263,0.663591265678,-0.165965020657,-0.395287245512,-0.0649511888623,-0.319138348103,0.612040996552,-0.146994680166,-1.38179767132,-0.727974951267,-0.958899974823,2.40540003777,-0.852931439877,-0.202276229858,0.0810879170895,0.605660378933,-1.9627559185,-1.56764554977,0.340632736683,0.404672175646,-0.841065645218,-0.286980956793,-0.403458535671,-0.487096220255,-2.01472568512,-0.985898077488,0.518748044968,0.583215475082,0.620201051235,0.341920763254,-1.43396222591,-2.89128661156,-0.136089250445,1.1006282568,0.31021219492,0.555279552937,-0.676295876503,0.605373442173,-0.456595629454,-1.47397494316,-0.117846958339,1.2295589447,0.21777497232,0.910122692585,0.0144283100963,0.514044523239,-3.11059498787,-3.98492431641,-0.411540210247,-0.872659564018,-0.195939317346,-0.060019120574,-0.595306396484,0.38199582696,-0.899950027466,0.175949990749,-0.718299984932,-0.283899992704,-0.232656538486,-0.695078969002,-0.86718505621,0.393437296152,-0.734144926071,-0.671278715134,-0.455659329891,-0.0157704502344,0.0111022889614,0.536330342293,-0.314907431602,0.121905758977,-0.768971920013,-0.0610739290714,0.670823156834,0.646082937717
3553,-0.139202773571,-1.20441246033,0.0450303927064,0.609655976295,1.36051464081,0.49251139164,-0.391607940197,0.0341742932796,0.187660053372,-0.315985262394,-0.271881908178,0.0195759758353,-0.237879812717,0.97630739212,0.553518533707,0.832484722137,0.254284828901,0.488355904818,1.00628209114,0.740648150444,1.13479995728,-0.0882999971509,0.384166806936,1.34543311596,-2.51756381989,-1.68101668358,1.23110759258,-0.0105103999376,0.22263969481,0.0410509817302,1.12944698334,1.85970067978,1.21244204044,1.15446209908,1.45694518089,0.54862254858,-0.367675036192,-0.453449130058,-0.365324676037,-0.509585440159,0.1826415658,0.0502882897854,-0.231079548597,-0.383335113525,-0.230580016971,-0.796779096127,-0.0549342483282,-1.03327763081,-0.168452769518,1.25847959518,-0.990176916122,-0.21958167851,-3.02909946442,-2.62844896317,-1.44200897217,-0.271916896105,0.200554311275,-0.865067958832,-1.14101743698,-0.752874791622,0.173535734415,-0.789249122143,0.20428866148,0.0211861729622,0.676800012589,0.471700012684,-0.0587999820709,0.526450037956,0.291674733162,-0.283126205206,0.811024010181,0.320876210928,-0.0368159413338,0.394884824753,-0.213912010193,0.437624931335,-0.525844633579,-0.829272150993,-0.384531319141,-0.827723026276,0.349784314632,-0.229784473777,-0.135809883475,-0.611932039261
427,0.128019362688,-0.35533323884,0.450478374958,1.74867987633,1.13594090939,1.38711667061,0.728688657284,1.00152146816,-0.200152143836,0.494750469923,-0.108499497175,0.732844352722,0.0715549141169,0.775803625584,0.757318496704,-0.0667214915156,1.04776012897,0.706378638744,0.997611403465,0.00675135850906,-0.725849986076,0.394600003958,-0.0953443646431,1.44819176197,0.0436063557863,0.692577123642,1.2927724123,0.885985851288,2.31630992889,0.157746851444,0.306013911963,-2.11497402191,-0.222826689482,-0.377512961626,0.0356692075729,0.503035902977,1.05131578445,0.0987944304943,-0.118946939707,0.28184992075,2.65584349632,1.2522854805,0.224627777934,-0.213247507811,0.0532419085503,1.84542191029,0.0757537782192,-0.903538048267,-0.585779547691,0.693227887154,0.342083692551,0.942889332771,1.04683995247,0.143376156688,0.950414419174,-0.870187878609,0.838696241379,2.15466403961,-0.302858889103,-0.571629226208,0.363049387932,0.273800522089,2.95171284676,2.24230360985,-0.027949988842,-1.1467000246,0.00470000505447,0.253650009632,-0.13133341074,0.675198554993,-0.929785728455,0.259744405746,2.14065766335,0.487380504608,0.238432630897,-0.589875221252,0.083161264658,0.471375614405,0.266255021095,-0.596776366234,0.760646104813,1.17511379719,1.56568384171,-0.28596675396
5898,-0.390130847692,-0.210749909282,-1.04037356377,-0.48654705286,0.555135607719,0.0124446749687,0.0522383227944,-0.886734724045,-0.540606498718,0.537943005562,0.0505877360702,0.0677994638681,-0.376395583153,-0.991099596024,-0.227107793093,-0.838768362999,-1.57626652718,-1.60302209854,-0.421512782574,-0.356665045023,0.561050057411,0.941799998283,0.670133829117,-1.7235929966,-0.122486814857,0.0957623049617,-0.0918069779873,-1.35719943047,-0.10256254673,-0.567230761051,1.10271584988,0.559559524059,0.503058671951,0.0192815251648,0.0109470896423,0.41009119153,0.455697983503,-0.702022790909,-0.432280778885,0.284874916077,0.317398309708,0.593968987465,-0.344592511654,-0.0361860692501,1.22775292397,0.946592211723,0.377333790064,0.806805968285,1.44069063663,0.401890516281,0.65916544199,-0.00601686537266,-0.581306993961,-0.231822952628,-0.0646980851889,0.321183800697,2.45061659813,0.264121115208,-0.23078623414,-0.361547529697,-0.0328973829746,-0.577525138855,-0.557564377785,-0.268758237362,0.624699950218,-0.230100005865,-1.09625005722,-0.263400018215,0.948906362057,0.70318454504,-0.25879663229,-3.07122731209,-0.77847391367,0.453407645226,0.164930731058,0.158676072955,0.775614082813,-0.0516396760941,0.437257885933,0.130086511374,-0.0132845044136,-0.600410103798,0.225496560335,0.242981806397
23365,0.190904468298,-0.209073260427,-0.0562297068536,0.567048490047,2.24889779091,0.039463981986,-0.255261540413,1.55430841446,0.0756182521582,0.111857317388,0.490763276815,1.36736392975,0.281682342291,-0.073125243187,0.0181479901075,0.881983160973,-0.144635587931,0.100631527603,0.531822264194,1.41820335388,-0.815550029278,0.841099977493,-0.758190512657,-0.521790742874,-0.0398461297154,0.375154644251,0.843991279602,1.38252699375,-0.0813719332218,0.524275004864,0.660852491856,0.30970492959,0.501051068306,0.187077760696,0.228023543954,-0.230370849371,0.236725926399,0.714328169823,0.0272748842835,0.0764337331057,1.04267382622,0.396460592747,0.234534740448,0.338772475719,0.325503945351,0.876943826675,0.44963490963,1.21608757973,0.868154942989,-0.051991045475,0.671713292599,0.999168813229,-0.0796051025391,-0.59256696701,-0.624534249306,-0.353844881058,1.57394969463,-0.129316106439,-0.392600893974,0.876360177994,-0.131407499313,-0.190109744668,-0.382828772068,0.772160232067,0.41969999671,0.199899986386,0.483249992132,0.392400026321,0.356689214706,0.456985414028,0.887653708458,0.956638216972,0.345474630594,0.0928865522146,-0.083503678441,-0.318326592445,0.311787098646,-0.169736579061,0.420939326286,0.604615867138,0.583109080791,0.459251791239,0.669980466366,0.609474480152
6657,1.14903199673,0.657358944416,-0.0894463211298,0.946413218975,1.61430895329,0.00168161094189,0.929532647133,1.23409104347,1.04349422455,0.172663629055,-0.320199042559,-0.416473984718,-0.218910127878,0.84206610918,1.01973354816,0.394971102476,-1.03280055523,0.116273865104,0.229876130819,0.165039971471,-0.851050019264,-0.109700001776,-0.855147242546,-1.5488948822,-0.105465523899,0.075674675405,2.60057926178,0.537131011486,-0.556953191757,-0.696962058544,0.399254649878,0.288947701454,0.696467578411,1.22260630131,1.24952936172,0.784917354584,-0.512847602367,0.0120461843908,-0.374922305346,-0.535884082317,0.654163718224,0.46880710125,-0.392699599266,-0.48438680172,-0.42359495163,-0.94643330574,0.23667781055,-0.536084234715,-0.178250446916,0.935867071152,-0.894849777222,0.274305641651,0.0970022678375,0.0701709985733,-0.181292325258,-0.797788202763,1.14397454262,1.08529353142,0.339631646872,1.1499516964,0.789600133896,0.661588132381,1.34531438351,0.452201485634,0.967299997807,2.01209998131,1.48849999905,0.678200006485,0.9116294384,-0.455728322268,1.18670499325,0.200515985489,0.0613026767969,-0.301723361015,0.102787017822,-0.0655740499496,0.283506661654,-0.374099850655,-0.78273922205,-0.212435871363,-0.490284979343,-0.100189417601,1.16402006149,-0.645752191544
