rid,CPC018_A375_6H:BRD-K70821460-300-01-6:10,CPC018_A549_6H:BRD-K70821460-300-01-6:10,CPC018_A549_24H:BRD-K70821460-300-01-6:10,CPC018_ASC_24H:BRD-K70821460-300-01-6:10,CPC018_HEPG2_6H:BRD-K70821460-300-01-6:10,CPC018_HT29_6H:BRD-K70821460-300-01-6:10,CPC018_MCF7_6H:BRD-K70821460-300-01-6:10,CPC018_MCF7_24H:BRD-K70821460-300-01-6:10,CPC018_NPC_24H:BRD-K70821460-300-01-6:10,CPC018_PHH_24H:BRD-K70821460-300-01-6:10,CPC018_SKB_24H:BRD-K70821460-300-01-6:10
5720,0.164813190699,0.125724196434,-0.449999988079,0.292240768671,0.754490554333,-0.127537176013,0.261613637209,-0.697594881058,0.403963685036,-1.08708226681,-0.980477690697
466,0.414956331253,0.603752851486,-0.770050048828,0.296302556992,0.502960503101,0.578059017658,0.00894396007061,-0.0575973652303,-0.443425685167,-0.181354165077,0.536378264427
6009,-0.410804390907,0.332648128271,0.895650029182,-0.454157233238,0.361531704664,-0.472733020782,0.41283094883,0.483975857496,0.246182784438,-0.480447381735,0.372163653374
2309,-0.160132825375,0.167340070009,2.62544989586,0.635003387928,0.23149831593,-1.05507957935,-4.12264633179,0.411478281021,-0.0919729322195,0.542735874653,-0.642513751984
387,-0.221483632922,0.298948168755,0.960600018501,-0.12780085206,-0.371630579233,-1.48822772503,0.122746288776,0.707703530788,0.392803192139,-0.0726443529129,-0.236078992486
3553,0.214968889952,-0.340423822403,-0.077349960804,-0.858829557896,-0.82487821579,-0.423967838287,-0.336822450161,-0.0460327789187,1.00005185604,-0.0958233326674,-0.366093426943
427,1.01579022408,-0.028363853693,1.20480000973,-0.566947817802,0.647841155529,-0.0461399778724,0.437283486128,-0.171260297298,5.79744434357,-0.40700507164,0.00538292527199
5898,0.419358670712,-0.128443852067,-2.22655010223,-0.782201051712,-0.575688838959,0.573429048061,0.315559357405,0.211457759142,-0.153763234615,-0.200013577938,0.139321103692
23365,0.403100609779,-0.315172970295,0.546700000763,-0.773524403572,-0.00648020207882,-0.40650549531,0.372614443302,0.33396294713,-0.15993116796,-0.518564939499,-0.73509991169
6657,-0.251732110977,-0.538795888424,-0.631650030613,0.0526006482542,-0.880938768387,1.55557215214,-0.356499373913,0.301531672478,1.08069038391,-0.626399099827,0.312208175659
5054,0.759796619415,0.67572247982,-1.1589499712,0.12185548991,0.849645316601,-0.207888945937,1.84952425957,-0.637380182743,0.0224573686719,0.111268647015,0.0344392433763
3108,0.227783769369,0.474090516567,0.20269998908,0.100600808859,0.854503512383,-0.809048354626,0.28406855464,0.347915649414,2.80894041061,-0.359501779079,-0.449961453676
1950,-0.623427867889,-0.34492713213,-0.482349991798,0.884446501732,-0.955916106701,0.597283661366,-0.38152295351,-0.701477944851,-0.901092588902,-0.0611553788185,0.816887974739
351,0.253275156021,-1.00315070152,-2.15949988365,0.808487892151,-0.621779680252,0.255375504494,-0.296775311232,-0.300608456135,-0.354054927826,0.361087739468,0.250185251236
4846,0.284624129534,0.482660502195,-2.52425003052,3.84656095505,0.309197694063,-0.26749587059,-0.195835202932,-0.500484347343,0.731522798538,-0.57074368,-0.0147673934698
1452,-0.111294552684,-0.109613165259,-0.959249973297,0.12824177742,-0.828874289989,-0.362274736166,-0.118166200817,-0.239397764206,0.550915122032,-0.352223932743,-0.0226025879383
4776,0.441993534565,-0.73554110527,0.335399985313,-0.734101116657,-1.07059133053,0.360307842493,0.173439070582,-0.440682768822,0.396042764187,-0.583139955997,-0.0356962904334
6908,-0.111142195761,0.687530457973,0.939700007439,0.0903957784176,0.22116407752,-0.352051973343,0.602612137794,0.420366555452,0.73810082674,0.0118851959705,-0.3425989151
672,0.101134896278,1.1188044548,-1.07260000706,0.23325368762,0.499681085348,-0.561171293259,-0.0267534181476,0.000511465128511,0.332859158516,-0.838373541832,0.716818571091
5710,-0.399455070496,0.248236760497,0.501850008965,-0.901183962822,0.438269048929,-0.929626941681,0.566173136234,0.680703341961,0.709641337395,-0.572681188583,-0.0270754545927
2115,0.503736913204,-0.754377126694,0.549049973488,0.321169525385,-1.38251829147,0.45510455966,-0.214607432485,0.388050436974,3.60892987251,0.241890639067,0.0654002130032
7015,-0.952479958534,-0.675819098949,0.329700022936,-0.405472069979,-0.572146058083,2.81246995926,-0.737532317638,-0.288739591837,0.95876377821,-0.324959158897,0.801077842712
8726,0.271889865398,0.858932435513,-0.371299982071,-0.608250975609,0.646154284477,0.146283760667,0.448356181383,0.484911948442,-1.0334032774,-0.011322259903,0.326316267252
2185,0.152646780014,-0.978581011295,-0.00190001726151,-0.728067517281,-1.31285536289,1.56261646748,-0.235280111432,-0.593754708767,0.331335455179,1.14579117298,0.27608692646
3315,0.521212100983,0.862373352051,0.764750003815,0.124045968056,0.328603208065,-0.581179857254,0.0656070560217,0.744824767113,-0.00708541274071,-0.156715929508,-1.26981925964
5289,0.688725054264,-1.90141439438,0.511550009251,-0.711925685406,-0.256232112646,2.91047286987,0.747995316982,-1.03009057045,0.181977331638,-0.763080477715,0.898039460182
868,0.169971466064,-0.524814367294,-1.9482499361,-0.0632388591766,-1.55728447437,-0.380789607763,-0.0382234454155,1.30360162258,0.157501608133,-0.407709598541,-0.562210202217
1677,0.217520996928,-0.906586289406,0.0211499929428,1.13967895508,-0.521205842495,0.777718484402,-0.182480245829,-0.507244050503,-0.265914350748,-0.60179412365,0.313971430063
7043,0.296886086464,-1.04455792904,2.18805003166,-0.88164961338,-0.955002188683,0.0894532203674,0.256829023361,0.776082038879,1.04305171967,-0.601803600788,-1.05091547966
5613,0.470732688904,-0.593244314194,-0.799050033092,0.465651720762,-1.22778141499,-1.04486548901,-0.536562502384,-0.226371347904,2.49781370163,-0.846426427364,-0.269119203091
595,0.162172347307,0.0163400322199,-0.0110500007868,-0.452075868845,0.934630215168,-1.85235619545,-1.12048137188,-0.315599501133,1.13467395306,-0.151663169265,-1.00142621994
4793,-0.618575274944,0.22126917541,0.478900015354,0.981598556042,0.333687543869,-0.735844373703,0.78954911232,-0.361367344856,0.209631234407,-0.757489740849,-0.250341534615
2736,0.839128732681,0.428057789803,0.22499999404,-0.25484290719,-1.50501418114,0.48484224081,-0.0861854851246,-0.435736298561,0.738460063934,-0.525877714157,-0.343324780464
5290,-0.893581628799,-0.239288121462,-0.178399980068,-0.480226457119,-0.91693687439,0.251120984554,-0.93151307106,0.153968840837,0.498615980148,0.426769942045,-0.338136136532
6194,-0.0176581237465,0.235142812133,0.472800016403,-0.000184122516657,0.269090205431,-0.193996340036,0.831050813198,1.30854153633,-0.0948689803481,-0.000710347900167,0.000599962775595
1676,-0.0179830566049,-0.564279854298,0.0745499953628,-0.840964376926,-0.877283155918,0.582881212234,0.397799015045,0.374133825302,0.485370904207,-0.334183573723,0.428977519274
23512,0.187844023108,-0.158151000738,-0.112649977207,-0.411800473928,0.313116580248,0.954539120197,0.292588949203,0.432498514652,0.791789770126,-0.681779742241,-0.44341814518
148022,0.438892364502,-0.106973305345,0.559000015259,-1.13236176968,0.24528811872,-0.00205718027428,0.338509559631,0.11854929477,-0.581508040428,-0.331327021122,0.18943272531
1906,-0.546241283417,-0.224854469299,-0.000349998474121,0.279979348183,-1.31785178185,0.231062635779,-0.445639967918,-0.571760892868,-0.131208360195,-1.26997590065,-0.168960988522
8878,0.451358258724,0.18568149209,0.453549981117,-1.14843046665,-0.925259888172,0.287548363209,0.724823594093,0.580783009529,1.08296906948,-0.962180972099,-0.635334551334
3091,0.0480100139976,0.326563775539,-2.45625019073,-0.477284550667,0.700138747692,0.4814915061,-0.127856016159,-0.682779967785,0.322116613388,-0.0887354016304,0.609568417072
5743,-0.159716054797,0.298464894295,-0.917700052261,0.203726857901,-1.22101509571,0.195190802217,0.864011585712,4.79709386826,1.12422370911,0.545142412186,0.157179713249
5321,-0.442957103252,-1.30519413948,0.507000029087,-0.275676101446,-0.158596307039,0.00243342109025,-0.362134158611,-0.817460775375,-0.258186876774,-0.833820939064,0.297718316317
4144,0.461285144091,0.479388743639,-0.385949999094,-0.0181673914194,1.2199126482,0.201103076339,0.0535433366895,0.157293766737,0.489006996155,-0.475080490112,-0.110419631004
1981,-0.344259500504,1.32466495037,0.936999976635,-0.166325509548,-0.481370329857,-1.16165363789,-0.917337656021,0.857640147209,1.02883398533,0.0880969837308,-0.740977585316
