rid,CVD001_HEPG2_6H:BRD-A36411721-001-01-0:14.3,CVD001_HEPG2_6H:BRD-A36411721-001-01-0:3.575,CVD001_HEPG2_24H:BRD-A36411721-001-01-0:14.3,CVD001_HEPG2_24H:BRD-A36411721-001-01-0:3.575,CVD001_HUH7_6H:BRD-A36411721-001-01-0:14.3,CVD001_HUH7_6H:BRD-A36411721-001-01-0:3.575,CVD001_HUH7_24H:BRD-A36411721-001-01-0:14.3,CVD001_HUH7_24H:BRD-A36411721-001-01-0:3.575,CVD001_PHH_6H:BRD-A36411721-001-01-0:14.3,CVD001_PHH_6H:BRD-A36411721-001-01-0:3.575,CVD001_PHH_24H:BRD-A36411721-001-01-0:14.3,CVD001_PHH_24H:BRD-A36411721-001-01-0:3.575
5720,0.1117798388,0.547734975815,-0.585928380489,0.0241581872106,-0.694384992123,-0.659048318863,-0.690605163574,-1.14952945709,-0.201601073146,0.269578158855,-1.45203590393,-0.582522749901
466,-0.805460035801,-0.715076982975,-0.299399912357,-0.454435586929,-2.92873930931,-2.14700984955,-4.24309921265,-1.35845971107,-0.812407612801,-0.638382434845,0.303863286972,-0.827413320541
6009,0.556547403336,-0.601892948151,1.26012396812,-0.666636586189,0.92389190197,0.491886973381,1.32518959045,1.11137151718,0.267125576735,-0.239497244358,0.0694357156754,0.77208840847
2309,0.939186215401,-0.484023869038,-0.133875578642,-0.268096596003,1.66178441048,0.424652546644,1.27075409889,-1.49173557758,-0.278098016977,-2.14030838013,-0.454997837543,-1.20611715317
387,0.658635735512,-0.249831348658,0.852958619595,-0.0109083205462,1.00125563145,0.524038791656,-0.0381149053574,-0.0417174845934,0.763859450817,0.787814259529,0.964973151684,-0.887145638466
3553,0.280125677586,-0.0246176123619,0.439878344536,0.37516105175,0.869972527027,0.521863460541,3.89688849449,0.804280161858,0.74115729332,-0.431525081396,-1.07082295418,0.169248744845
427,1.14030957222,0.725742459297,-0.831165611744,-0.495655536652,-0.365396201611,-1.00537383556,-0.100048303604,-0.822386085987,0.262619912624,-1.02735888958,0.165838211775,0.776827156544
5898,1.60071599483,0.880991637707,-0.0436565577984,-0.00110930204391,0.225814238191,0.589127421379,1.50894248486,0.951678752899,0.748892903328,-0.0152370259166,1.63703620434,-0.206043422222
23365,0.0632416903973,-0.0269069224596,0.151790142059,1.03248488903,-0.170501857996,0.724611997604,0.126146018505,-0.0998930484056,0.469411551952,0.721442341805,-0.970709979534,1.06811213493
6657,0.317591816187,-0.719130516052,-0.352741360664,0.0787190049887,0.996652960777,0.663729429245,4.00538730621,0.64003521204,0.337022036314,0.174410492182,-1.12747216225,1.18145632744
5054,0.49946308136,0.127980202436,0.715645909309,-0.246312990785,0.875448822975,0.298103123903,1.43934774399,1.28177189827,-0.174359098077,-0.284837901592,1.7759206295,-0.950151205063
3108,-0.228705853224,-0.477108418941,0.0643798708916,-0.445295542479,0.641943514347,0.600886166096,1.98217988014,0.43837749958,0.270516455173,-0.181199789047,0.30361610651,0.79609310627
1950,-0.287830770016,0.273426264524,-0.446662336588,-0.134986579418,1.97260475159,0.274238795042,1.77054667473,0.412537872791,0.417263895273,-0.101329833269,-1.44343209267,0.00829273462296
351,0.267866104841,0.0829101130366,-0.879435837269,-1.02609682083,1.02124142647,0.752434551716,-0.0443436801434,0.118678823113,-0.738106131554,0.193639785051,-1.91823101044,-0.54034113884
4846,-0.0314140841365,-0.883945465088,1.27605462074,0.469347029924,1.84190106392,0.967661440372,2.40848827362,0.525027394295,0.592242240906,0.389572024345,-0.85152566433,0.266223877668
1452,0.120135888457,-0.0484259873629,0.967278003693,0.148808911443,1.98527228832,0.355257302523,2.84126329422,0.0659960657358,-0.0797886252403,-0.141262829304,-1.02829957008,0.218989506364
4776,0.478895425797,-0.135750949383,-0.416519582272,-0.00145207345486,2.16217136383,0.246577560902,2.92142009735,0.0445937216282,-0.225414007902,-0.208322420716,-1.5740737915,0.514611005783
6908,1.34465718269,1.24864470959,0.797255754471,-0.135216370225,-1.26711130142,0.174591302872,-0.478188037872,0.927229583263,-0.563401460648,0.12536624074,1.35150206089,0.0514541268349
672,-0.597044825554,-0.199627876282,-0.737404227257,0.472973644733,-1.82619166374,-1.09751987457,-2.59279108047,0.888468205929,0.0600820370018,-0.853814184666,-0.722001075745,0.0604916587472
5710,0.954221844673,0.287729382515,1.093963027,-0.778604745865,-0.163541510701,0.994738936424,0.500072956085,1.35820782185,0.168137982488,-0.00126580893993,1.11882555485,0.519782781601
2115,0.61558765173,-0.297574222088,1.16334104538,-1.16558897495,-1.21986019611,-0.696945548058,-0.912214040756,-0.575284481049,-0.306239962578,-0.811650454998,-1.46900475025,-0.152019664645
7015,-1.69692111015,-0.224279612303,-0.202066332102,0.650912940502,-1.42997431755,-1.55731141567,0.109348006546,-0.648619830608,0.0815247893333,-0.484160900116,-0.998131752014,0.351690590382
8726,0.053165435791,-0.0934507995844,0.00513958930969,0.189212426543,0.209890246391,0.255901813507,-1.54397213459,0.514662027359,0.932966947556,0.57072031498,1.52269554138,-0.105224907398
2185,-0.673030078411,-0.828686475754,-0.769586920738,-0.611679434776,0.657964468002,-0.190299794078,2.62041807175,0.589848875999,-0.150965407491,-0.455513983965,-1.9704028368,0.852848529816
3315,1.85990214348,-0.113184906542,0.109352186322,0.0693801119924,1.7776157856,1.50532567501,4.17399787903,0.422380834818,0.549417793751,0.403169065714,1.73980855942,-3.58729314804
5289,-0.198552429676,-0.656440317631,0.589709162712,-0.599788427353,-1.44914889336,-0.0322509035468,1.82629466057,2.48496246338,0.342551350594,0.266512036324,-1.05656838417,1.18100917339
868,0.865104317665,0.356353670359,-0.215650305152,-0.933468818665,0.396315574646,0.0276834573597,0.949919641018,0.889584958553,-0.37215667963,-0.924826860428,0.44299519062,-0.483528077602
1677,-0.118988633156,0.643937349319,0.298583298922,0.626344025135,-0.51794219017,0.197352588177,1.21023118496,1.17444455624,0.304479628801,-0.403414666653,-2.05653476715,0.185833498836
7043,-0.256228148937,-0.111135751009,0.0869337022305,0.354111850262,0.221257001162,0.287572205067,1.0842872858,0.402815878391,0.0715630799532,0.588987469673,-1.15193092823,0.90187227726
5613,0.323057055473,1.06783294678,1.17316615582,-0.459120571613,1.63625240326,0.740421593189,3.26116228104,4.07425832748,0.473702639341,0.0684598386288,-1.21042060852,0.387094557285
595,-0.178537398577,-0.920284450054,-0.238198518753,-0.229369029403,-0.81454616785,-0.0310086011887,-1.44480264187,1.10587596893,-2.03173470497,-0.751594543457,-0.49512732029,0.240825086832
4793,-0.542342722416,-1.51593470573,0.70408141613,0.349467992783,-0.357337743044,-1.2293241024,0.981090784073,-0.358654171228,-0.473880499601,-0.165201127529,-0.571758568287,-0.601627707481
2736,-0.648201584816,0.411389648914,1.53770971298,0.796778798103,0.706456899643,-0.141879633069,2.75122952461,0.670843958855,0.996679008007,-0.102662041783,-0.929226756096,0.95562428236
5290,0.135954275727,-0.337415218353,-0.027074187994,-0.76126408577,0.651547014713,-0.439293086529,0.883207321167,0.429487347603,-0.305296897888,-0.595122039318,-0.733113288879,-0.217917710543
6194,-0.000471747422125,0.000231909361901,0.0,-0.214031174779,-0.212328583002,0.000482392439153,-2.13409805298,-0.626548171043,-0.160135984421,-0.095181144774,0.000223611030378,2.52602621913e-05
1676,-1.4559276104,-0.624135434628,0.869761407375,-0.306644439697,-2.05787229538,-0.982521295547,-1.77096772194,2.2225754261,-0.485288023949,-0.327040761709,-1.67976868153,0.963476479053
23512,-0.0549291372299,-0.657569408417,-0.938773870468,-0.348026752472,-1.09728288651,0.38239595294,-1.51799368858,-0.834264576435,-1.32714545727,-0.259436577559,-2.9378619194,0.74615675211
148022,3.55086064339,1.43310832977,3.04412651062,0.702320277691,1.03404307365,1.36370062828,2.48757171631,1.10939085484,0.0257995724678,0.446195453405,2.09091639519,1.18689131737
1906,0.460959076881,-0.500827133656,-0.207486718893,-0.782767176628,-0.0753019228578,0.117465659976,1.3235669136,0.959783613682,-0.220295235515,-1.42323887348,-2.61138057709,1.45042872429
8878,0.583525180817,1.18634843826,1.05871701241,0.0597053468227,-0.551234841347,0.0483781918883,0.0121016353369,0.827869772911,-1.94368457794,0.000407424580771,0.7582051754,0.432970106602
3091,0.127263218164,-0.582832574844,-0.804464638233,0.0973952710629,-0.618521094322,-0.0880687385798,0.777744531631,1.04955780506,0.265649437904,-1.35669517517,-0.579816758633,0.383053660393
5743,-3.13579845428,0.0184898227453,0.0516550242901,0.285593867302,0.490549325943,0.0486864447594,3.46307611465,3.11265420914,0.659807324409,0.291041791439,-0.898070752621,-0.106617152691
5321,-0.237555459142,0.171463489532,-0.0902824252844,-0.549104273319,0.351501256227,0.0837643221021,1.08936548233,0.177101790905,0.0429231673479,-0.114908926189,-1.93933594227,-1.18997812271
4144,-0.755443274975,0.197931885719,-0.241787344217,-0.0381948277354,-1.84783303738,-0.156178623438,-2.36404037476,-1.2840949297,-2.44850206375,-1.45941245556,-1.87869441509,0.648715317249
1981,-0.0292333364487,0.227700427175,1.24146568775,-0.0147907733917,-0.472049236298,0.161793470383,-0.121537461877,-0.320967435837,1.14620244503,1.2150592804,1.53872859478,0.0576221942902
695,0.523945569992,0.423287510872,-0.758780479431,1.04220473766,-0.829925358295,-0.169203132391,-0.555360853672,-0.28922444582,0.688628792763,0.839367508888,-0.38340139389,-0.103454194963
10398,0.785352706909,-0.0306068584323,0.646685361862,-0.486472904682,0.811083376408,0.492611825466,3.68741869926,1.68685436249,-0.233601510525,0.365576088428,-0.375172257423,0.277964949608
5708,0.761700332165,-0.239327430725,1.70275878906,-1.23209476471,-0.857436299324,0.486318230629,0.399821996689,0.409919112921,-0.216696292162,0.118871673942,-2.32115125656,-1.90196847916
1213,-0.137032657862,0.322438031435,0.387153118849,0.729941487312,0.891769051552,0.0909686982632,0.326976060867,-0.202177032828,0.340312480927,0.0452617406845,0.636998057365,-2.87486577034
226,0.257606446743,-0.00381395220757,0.598512411118,0.955308675766,0.395026803017,-0.49134132266,0.547590315342,1.21153390408,0.676693201065,-0.619625687599,-0.438431680202,0.52349293232
6777,0.101188406348,-0.783208668232,-0.206950247288,-0.262753605843,0.0713060200214,2.9211359024,-0.444517493248,-0.20688252151,-1.35725617409,-0.692028522491,-0.268364310265,0.180693000555
2113,0.0437457412481,0.605840921402,0.34987539053,-0.252232730389,0.704326629639,1.22900986671,3.7543027401,0.338032960892,-1.41985154152,-0.579893410206,-2.0280995369,0.824400901794
3329,1.53628325462,0.766385436058,0.391322910786,0.803484559059,2.87548947334,2.36153364182,2.97362732887,0.145888209343,3.87050294876,1.89971804619,2.65173768997,-2.71322035789
1050,-2.91697072983,-1.07797706127,-0.527774989605,0.470951706171,-6.21270990372,-4.60305595398,-9.02353096008,-3.23331999779,-2.24465322495,-1.28237307072,-0.898203730583,-1.80367040634
9491,-0.316316336393,-1.14405035973,-0.295830488205,-0.866025984287,0.735192596912,-0.0922182053328,1.20996654034,-0.306001245975,-0.139804378152,0.343235820532,-0.620968282223,0.669647753239
22926,0.225045204163,0.189748585224,-0.534151673317,0.220792904496,-0.779173910618,0.154988616705,-3.22624897957,0.303537875414,-1.21589589119,0.332210242748,-1.49943137169,-0.444448649883
5899,0.789482474327,-0.332526385784,0.828092038631,-0.527501821518,-0.112505793571,-0.162695363164,0.681134343147,-0.0491561442614,0.550963819027,0.938203573227,0.583167016506,-0.462942540646
