rid,DOS024_VCAP_6H:BRD-K09068728-001-01-2:5,DOS024_VCAP_24H:BRD-K09068728-001-01-2:5,DOS053_A375_24H:BRD-K09068728-001-01-2:5,DOS053_A549_24H:BRD-K09068728-001-01-2:5,DOS053_MCF7_24H:BRD-K09068728-001-01-2:5,DOS053_PC3_24H:BRD-K09068728-001-01-2:5,DOSBIO001_A375_24H:BRD-K09068728:10,DOSBIO001_A549_24H:BRD-K09068728:10,DOSBIO001_HT29_24H:BRD-K09068728:10,DOSBIO001_MCF7_24H:BRD-K09068728:10,DOSBIO001_PC3_24H:BRD-K09068728:10,DOSBIO001_NEU_24H:BRD-K09068728:10,DOSBIO001_NPC_24H:BRD-K09068728:10
5467,-0.877499997616,5.17383956909,-0.576550006866,-0.195549994707,0.961199998856,-0.300000011921,1.39252567291,0.837887465954,0.963348567486,0.510060250759,-0.0725481510162,1.07169997692,0.619270682335
6774,1.0326000452,1.28875148296,-0.254599988461,0.461099982262,0.188800007105,-0.630999982357,1.82415485382,0.278573602438,-1.34156489372,0.216006860137,-0.0111398622394,1.42135000229,0.183806836605
1788,-1.47399997711,-1.18839859962,-2.05920004845,-0.6072499156,0.520399987698,-2.05005002022,-0.114798873663,0.402644872665,0.137350142002,0.947543501854,0.0668333023787,0.632800042629,0.519190073013
5921,0.585600018501,2.83899402618,0.243349999189,-0.260800004005,0.794099986553,-0.772150039673,1.25586533546,-0.492921054363,-0.288801133633,0.115475222468,1.89191579819,0.745750010014,-0.138408750296
5721,-1.01329994202,-3.37012815475,-1.90540003777,0.847849965096,-1.65470004082,0.386849999428,-0.266570270061,-1.69872403145,0.893333792686,-0.51839274168,-0.292398065329,0.137099996209,-0.800392985344
2263,0.596199989319,-1.33604693413,-0.598450005054,-0.478249996901,0.524200022221,0.488649964333,-0.883780837059,0.51888781786,-0.852199733257,-0.719324111938,-0.611528396606,1.12759995461,-1.30013751984
808,-0.527999997139,-0.113808900118,-1.29604995251,-0.400349974632,0.587400019169,-0.471099972725,1.95905745029,0.508204758167,-1.44572877884,-0.440374106169,0.811125814915,0.678299963474,0.253546565771
30001,1.16849994659,1.46251916885,-0.346549987793,0.686399996281,0.595700025558,-0.77999997139,-0.285950779915,-0.665692090988,-0.724018990993,-1.30331552029,0.192211255431,-0.655600011349,-0.0974261462688
348,-1.81610000134,0.280941605568,-0.624599993229,-0.579349994659,-0.425500005484,0.145999997854,0.482446730137,0.458211123943,0.1414565593,-0.193951815367,-0.791220188141,-0.638850033283,-1.05429577827
30849,-0.646099984646,0.192765787244,0.418950021267,0.502699971199,0.47499999404,-0.33244997263,1.17424690723,-0.561470091343,-2.28297805786,-0.0708169937134,-0.0662250518799,1.42159998417,-0.370138943195
1454,0.323199987411,-1.05334675312,-0.596750020981,-1.33395004272,-1.10549998283,-1.45120000839,0.536784231663,0.0742146223783,0.218444854021,0.781859874725,-1.93476486206,-0.672299981117,0.196147680283
6500,-0.253500014544,-0.497372090816,-0.337050020695,0.0641999840736,0.467500001192,0.794049978256,0.584197044373,0.675159931183,-0.102879881859,-0.339584112167,0.884788155556,1.19239997864,-0.0421426892281
5627,0.0,-0.389570683241,-0.298350006342,-0.866549968719,-0.45070001483,1.04824995995,-0.412376344204,-1.91100072861,-0.854531049728,2.80541753769,-0.384525388479,-0.274750053883,-0.00687447935343
5715,0.654500007629,1.97788834572,-0.696600019932,-2.03049993515,0.652499973774,-0.358099997044,1.79434907436,-0.18600037694,0.186976611614,0.422604054213,0.709686517715,1.54580008984,1.37535226345
4791,-1.07519996166,-1.77959382534,-0.0374499857426,-0.324950009584,0.199000000954,-0.300999999046,-0.904474377632,-1.03155481815,-1.36136245728,-0.525916934013,-1.56984984875,3.20589995384,-0.074918448925
56924,0.483099997044,0.765383839607,0.327149987221,1.10255002975,-0.586000025272,2.75510001183,0.367444425821,0.033585909754,1.56748521328,-0.62431704998,-0.188713893294,2.31200003624,0.0945415720344
2690,1.42579996586,0.0793821513653,0.103699997067,0.41354995966,0.619599997997,-0.450300037861,-2.00669407845,-0.0975786447525,-0.00341207440943,-0.791164517403,-0.883688092232,4.79374980927,0.545465171337
1019,0.638700008392,1.3475317955,0.697950005531,-1.06334996223,0.808200001717,-0.351549983025,-2.74348855019,-0.698822021484,-0.174909755588,0.266943901777,0.237631678581,1.63324999809,-0.186529070139
51422,-0.366299986839,0.721910476685,0.458999991417,-0.613099992275,-0.542100012302,1.89474999905,1.30898940563,-1.04047429562,0.504467010498,-0.19907514751,0.328926175833,2.67295002937,0.010110787116
5788,-0.846800029278,-0.797588706017,-0.64335000515,0.624549984932,-0.509899973869,-0.37009999156,0.344095438719,1.5040538311,-0.231998383999,0.451656103134,0.863176524639,-0.946950018406,-0.377472639084
6709,1.20879995823,-1.82778036594,-1.1493499279,-0.490499973297,0.932299971581,0.177500009537,-0.0063404738903,1.00907444954,-0.145312607288,0.528748631477,0.390142261982,5.98885011673,0.991143524647
1277,0.458200007677,3.67632770538,0.932950019836,0.907549977303,0.632899999619,0.69965004921,-0.35294264555,0.38606852293,-0.0205140709877,1.00759792328,0.175755754113,0.697099983692,0.272971868515
993,-0.68599998951,-0.311572223902,-0.581550002098,0.141149997711,0.628199994564,-0.11185002327,-0.483903467655,0.51828789711,0.726621806622,-0.424303472042,-0.911081135273,-0.157400012016,-0.298861473799
7157,0.721800029278,-2.22557854652,-0.759249985218,-0.787850022316,-0.290499985218,3.72220015526,-0.416161954403,0.130474895239,-2.08279561996,-1.27885937691,-0.119704023004,-0.19240000844,0.587651252747
1958,0.923200011253,-0.0588148869574,1.18725001812,-0.168349996209,0.506399989128,0.155999988317,-0.460303336382,-0.351246267557,-0.0493589863181,0.105942495167,0.720281600952,0.310499995947,0.346434444189
4582,1.50010001659,-1.31368660927,0.41605001688,-0.191200017929,0.520699977875,2.23799991608,-0.206977978349,-1.15703189373,0.325399279594,0.0213710442185,0.717853724957,1.05425000191,1.61401450634
9212,-0.346899986267,-0.755590677261,-1.50270009041,-1.17324995995,0.27500000596,-0.932000041008,0.434935778379,1.00498437881,0.00342294573784,0.906433463097,0.240425854921,0.748449981213,0.866168618202
8440,0.797800004482,-1.12815594673,0.537699997425,-1.56885004044,-0.20530000329,-0.745749950409,-2.84608030319,-0.696530103683,0.265018165112,-1.14229643345,0.351878404617,0.638999998569,-0.663712263107
6790,0.556699991226,-1.81265056133,0.0552500039339,-0.233900010586,-0.593400001526,-1.0583999157,0.627617955208,0.192988738418,-1.03424346447,0.178317129612,0.874998927116,0.678300023079,0.420105755329
8851,-1.18429994583,0.47789233923,-0.44319999218,-0.35615003109,1.23919999599,1.01929998398,0.553931832314,0.340469062328,1.25822162628,0.735498428345,-0.519403576851,0.0626499950886,-0.422352731228
2534,0.428999990225,-1.30663824081,-1.04454994202,-0.654200017452,1.50520002842,-0.437950015068,-0.937211692333,0.138551920652,-0.15430098772,-0.541865825653,-0.0706070512533,-0.202349960804,-0.289007395506
4893,-0.938099980354,-0.521510481834,-1.13355004787,-0.102599993348,-0.351000010967,-0.932349979877,-0.0928338766098,0.515542626381,-0.948397696018,-0.602514266968,0.192789107561,1.14910006523,0.529590070248
