rid,CPC003_HA1E_6H:BRD-A01346607-001-03-4:10,CPC003_HA1E_6H:BRD-K61496577-001-03-8:10,CPC003_HA1E_24H:BRD-A01346607-001-03-4:10,CPC003_HA1E_24H:BRD-K61496577-001-03-8:10,CPC003_HCC515_6H:BRD-A01346607-001-03-4:10,CPC003_HCC515_6H:BRD-K61496577-001-03-8:10,CPC003_HCC515_24H:BRD-A01346607-001-03-4:10,CPC003_HCC515_24H:BRD-K61496577-001-03-8:10,CPC003_PC3_6H:BRD-A01346607-001-03-4:10,CPC003_PC3_6H:BRD-K61496577-001-03-8:10,CPC003_PC3_24H:BRD-A01346607-001-03-4:10,CPC003_PC3_24H:BRD-K61496577-001-03-8:10,CPC003_VCAP_6H:BRD-A01346607-001-03-4:10,CPC003_VCAP_6H:BRD-K61496577-001-03-8:10,CPC003_VCAP_24H:BRD-A01346607-001-03-4:10,CPC003_VCAP_24H:BRD-K61496577-001-03-8:10,CPC016_A375_6H:BRD-K61496577-001-03-8:10,CPC015_A375_6H:BRD-A01346607-001-03-4:10,CPC016_A549_6H:BRD-K61496577-001-03-8:10,CPC015_A549_6H:BRD-A01346607-001-03-4:10,CPC016_A549_24H:BRD-K61496577-001-03-8:10,CPC015_A549_24H:BRD-A01346607-001-03-4:10,CPC016_ASC_24H:BRD-K61496577-001-03-8:10,CPC015_ASC_24H:BRD-A01346607-001-03-4:10,CPC016_HEPG2_6H:BRD-K61496577-001-03-8:10,CPC015_HEPG2_6H:BRD-A01346607-001-03-4:10,CPC016_HT29_6H:BRD-K61496577-001-03-8:10,CPC015_HT29_6H:BRD-A01346607-001-03-4:10,CPC016_MCF7_6H:BRD-K61496577-001-03-8:10,CPC015_MCF7_6H:BRD-A01346607-001-03-4:10,CPC016_MCF7_24H:BRD-K61496577-001-03-8:10,CPC015_MCF7_24H:BRD-A01346607-001-03-4:10,CPC016_NEU_24H:BRD-K61496577-001-03-8:10,CPC016_NPC_24H:BRD-K61496577-001-03-8:10,CPC015_NPC_24H:BRD-A01346607-001-03-4:10,CPC015_PHH_24H:BRD-A01346607-001-03-4:10,CPC016_SKB_24H:BRD-K61496577-001-03-8:10,CPC015_SKB_24H:BRD-A01346607-001-03-4:10
5720,-0.516250014305,0.441299974918,0.0713520571589,0.629803538322,-0.198166236281,0.581072092056,0.710405230522,0.831082642078,0.573551535606,-0.0436053015292,-2.32561421394,-0.157578498125,-1.36991477013,-0.940607309341,-0.219550013542,-0.14019998908,0.701554834843,0.234927117825,-1.98874998093,-0.553900003433,-0.595818340778,-1.79753232002,-0.0300863832235,-0.272004663944,-0.0965792089701,-0.141950011253,0.312348157167,-0.781706094742,-0.409805268049,-0.046946130693,-0.0259823054075,-0.296170413494,0.0232333242893,0.279860973358,-0.293221473694,-0.00954999960959,-0.898343980312,0.431549996138
466,-0.204100012779,0.728700041771,0.333833873272,-0.246313869953,-1.19889211655,-0.645430743694,0.350092411041,-0.0407295376062,-0.0659094303846,-0.0530906394124,0.748003482819,-1.63049018383,-0.271618574858,0.349706411362,0.410949975252,-0.17144998908,0.975835204124,7.79796391726e-05,-0.696850001812,-0.908200025558,0.348640620708,-0.216318368912,0.817483186722,0.54089152813,-0.0390299260616,-0.279699981213,1.35445046425,0.221320748329,-0.235859498382,0.022791005671,-0.273698568344,-0.5745190382,0.348533332348,0.733111202717,-0.595242083073,-1.09210002422,-0.192059218884,-0.154650002718
6009,-0.132649987936,-0.0103000029922,0.698031246662,0.0824316293001,-0.729692459106,0.0595719069242,-0.0493388473988,-1.0575196743,0.0532139539719,-0.247444748878,0.256871402264,-0.0319983363152,0.0947517007589,0.74267154932,0.914250016212,0.831799983978,1.45637857914,0.420725882053,-0.0478999987245,0.250200003386,0.250256627798,-1.31708526611,-1.12866663933,0.346784770489,-0.55458509922,-0.0449000000954,-0.143364548683,-0.201515078545,-0.388592779636,-0.497812598944,0.342370033264,0.122769758105,0.219866678119,0.192178696394,-0.885767281055,-0.666150033474,-0.036179587245,-1.14684998989
2309,0.35719999671,-1.39190006256,0.198846250772,0.246178627014,1.7491505146,1.41731953621,2.94633746147,2.20259571075,-1.16141474247,-0.386348605156,-0.342396587133,0.0687652081251,0.997084856033,0.79170358181,-0.316449999809,-4.42850017548,0.128477737308,0.731777250767,3.01335000992,2.72379994392,5.88811969757,4.38522958755,0.199188262224,0.268179059029,0.0142528414726,0.449400007725,-0.848126292229,-0.840580224991,-0.0218491703272,0.052891202271,-0.328449845314,-0.0189327597618,0.427299976349,-0.620414614677,-0.750043094158,0.0250999927521,-0.13311201334,-0.98970001936
387,-0.310550004244,0.708449959755,0.542320609093,0.0677213296294,0.148457512259,-0.250168055296,1.77317857742,0.641714274883,-0.522640407085,0.449328482151,0.701705694199,1.12005650997,-0.01829880476,0.781578063965,1.03995001316,0.684350013733,-0.156979128718,0.753587067127,-1.58669996262,-0.77380001545,0.194178730249,-0.679387867451,0.0493010878563,-0.0360552817583,-0.823009729385,-0.487549990416,-0.661157131195,-0.878975749016,-0.763751387596,-0.778224110603,0.874433398247,0.0410384535789,-0.321099996567,-0.697557330132,-0.482606768608,0.363150000572,0.191556334496,-0.857100009918
3553,-0.269099980593,-1.09119999409,-0.025940567255,0.141774922609,-0.114608898759,-0.56869417429,-1.23547255993,1.40180516243,-3.13569903374,-3.02274227142,-4.22817516327,-3.57021713257,0.184051156044,0.294434666634,0.766350030899,0.836749970913,-1.04979610443,-0.589829862118,1.29175007343,0.716949999332,-0.504205286503,0.676290690899,-0.150863051414,-0.0207285508513,0.162892729044,0.444950014353,0.250973850489,0.732674241066,0.194822639227,1.52266943455,-0.654025197029,0.567580103874,-0.731100022793,-0.715994715691,0.96114474535,1.45420002937,0.604526877403,1.15725004673
427,0.0968499928713,1.16275000572,-0.946620106697,-0.463413536549,-0.0933098942041,0.164754405618,3.34303951263,2.00025987625,-0.155387282372,0.373959183693,0.672965705395,1.27130329609,0.107464253902,0.37311181426,0.28979998827,0.0800499990582,0.217021971941,0.150190412998,0.668999969959,-0.356000006199,0.600351810455,3.09852719307,0.338454544544,-0.0727384611964,-0.342880576849,-0.390399962664,0.759217917919,0.10106690973,-0.0136875314638,-0.938633084297,0.383667856455,0.51031178236,0.916866719723,-0.359812706709,-0.00120660662651,0.47159999609,0.700344920158,-0.790000021458
5898,-0.643700003624,0.162699997425,-1.40452313423,-0.312015265226,-2.07083678246,-1.70405757427,-4.50016880035,-0.539806127548,0.0281044244766,-0.395694583654,-0.386348724365,-0.855746328831,-1.2138184309,0.565047740936,-1.19844996929,-0.623799979687,0.466812849045,-0.446068733931,-1.73459994793,-0.300099998713,-0.161624327302,0.344384610653,-0.951498866081,-0.722642064095,-0.397412240505,-2.17435002327,0.218251794577,0.493941158056,-0.324844121933,0.386999964714,-0.0500896573067,0.94374370575,-0.674066662788,0.131150603294,0.673468232155,-0.113599993289,-0.587656021118,0.563650012016
23365,0.177100002766,1.10339999199,0.0344396531582,-0.555612385273,-0.527211487293,-1.20362329483,1.52110946178,-0.57335370779,-0.385158032179,0.98246884346,-2.96258449554,-1.69687867165,-0.372809559107,0.215333372355,0.700800001621,0.788599967957,-0.70206207037,-0.303966522217,-0.885450005531,-1.089599967,-0.784474074841,1.67231857777,0.557308673859,-0.0426133535802,0.690791547298,0.352700024843,-0.742941439152,-0.109667167068,0.622085273266,0.152069553733,-0.0562523603439,-0.1164695099,0.334066689014,-0.130206376314,-0.277510464191,-0.46020001173,-0.00363186001778,-0.827799975872
6657,0.25624999404,0.910449981689,0.327102303505,0.748899400234,-1.51717400551,-2.07140803337,-3.28763866425,-3.29197645187,0.878846883774,-0.48609495163,0.104591205716,0.283679127693,0.461355805397,0.346217989922,0.179949998856,0.288299977779,0.277390182018,0.478070616722,1.72249996662,0.54675000906,-1.59272408485,0.0929715633392,-0.720627367496,-0.420092910528,0.0306171774864,1.56200003624,0.938132464886,0.341546058655,-0.0900282412767,0.198250353336,0.14503274858,-0.788888037205,-0.656400024891,-0.832646787167,-0.625292778015,0.655000030994,-0.436886578798,-0.195849984884
