rid,ERG010_VCAP_6H:BRD-K46791751-001-01-4:10.044,ERG010_VCAP_24H:BRD-K46791751-001-01-4:10.044,ERG012_PC3_24H:BRD-K46791751-001-01-4:10,ERG012_PC3_24H:BRD-K46791751-001-01-4:5,ERG012_PC3_24H:BRD-K46791751-001-01-4:2.5,ERG012_PC3_24H:BRD-K46791751-001-01-4:1.25,ERG012_PC3_24H:BRD-K46791751-001-01-4:0.3125,ERG012_PC3_24H:BRD-K46791751-001-01-4:0.15625,ERG012_PC3_24H:BRD-K46791751-001-01-4:0.078125,ERG012_PC3_24H:BRD-K46791751-001-01-4:0.0390625,ERG012_PC3_24H:BRD-K46791751-001-01-4:0.0195312,ERG012_PC3_24H:BRD-K46791751-001-01-4:0.625,ERG012_PC3_6H:BRD-K46791751-001-01-4:0.15625,ERG012_PC3_6H:BRD-K46791751-001-01-4:10,ERG012_PC3_6H:BRD-K46791751-001-01-4:5,ERG012_PC3_6H:BRD-K46791751-001-01-4:2.5,ERG012_PC3_6H:BRD-K46791751-001-01-4:1.25,ERG012_PC3_6H:BRD-K46791751-001-01-4:0.625,ERG012_PC3_6H:BRD-K46791751-001-01-4:0.3125,ERG012_PC3_6H:BRD-K46791751-001-01-4:0.078125,ERG012_PC3_6H:BRD-K46791751-001-01-4:0.0390625,ERG012_PC3_6H:BRD-K46791751-001-01-4:0.0195312,ERG017_VCAP_24H:BRD-K46791751:10.04,ERG017_VCAP_24H:BRD-K46791751:3.35,ERG017_VCAP_24H:BRD-K46791751:1.12,ERG017_VCAP_24H:BRD-K46791751:0.37,ERG012_VCAP_24H:BRD-K46791751-001-01-4:10,ERG012_VCAP_24H:BRD-K46791751-001-01-4:5,ERG012_VCAP_24H:BRD-K46791751-001-01-4:2.5,ERG012_VCAP_24H:BRD-K46791751-001-01-4:1.25,ERG012_VCAP_24H:BRD-K46791751-001-01-4:0.625,ERG012_VCAP_24H:BRD-K46791751-001-01-4:0.3125,ERG012_VCAP_24H:BRD-K46791751-001-01-4:0.15625,ERG012_VCAP_24H:BRD-K46791751-001-01-4:0.078125,ERG012_VCAP_24H:BRD-K46791751-001-01-4:0.0390625,ERG012_VCAP_24H:BRD-K46791751-001-01-4:0.0195312,ERG012_VCAP_6H:BRD-K46791751-001-01-4:10,ERG012_VCAP_6H:BRD-K46791751-001-01-4:5,ERG012_VCAP_6H:BRD-K46791751-001-01-4:2.5,ERG012_VCAP_6H:BRD-K46791751-001-01-4:1.25,ERG012_VCAP_6H:BRD-K46791751-001-01-4:0.625,ERG012_VCAP_6H:BRD-K46791751-001-01-4:0.3125,ERG012_VCAP_6H:BRD-K46791751-001-01-4:0.15625,ERG012_VCAP_6H:BRD-K46791751-001-01-4:0.078125,ERG012_VCAP_6H:BRD-K46791751-001-01-4:0.0390625,ERG012_VCAP_6H:BRD-K46791751-001-01-4:0.0195312
5720,0.484599977732,-0.214214861393,0.794661700726,0.785921156406,2.12909984589,0.172981590033,0.627776741982,-0.685247898102,0.148159116507,-0.517534554005,-0.766306519508,-0.46360000968,0.40288901329,0.156489640474,-0.0847761556506,0.987853229046,0.656625032425,0.0855653136969,1.40482401848,0.0432124137878,0.624664127827,0.59698933363,2.09741687775,1.81517088413,-0.139960855246,1.51439428329,0.76274394989,0.202467754483,0.084494099021,0.898491322994,1.07841026783,-0.46218752861,-0.244605571032,0.197623997927,0.198779046535,-0.476034373045,-0.0461483746767,0.742559552193,0.121630229056,0.540666699409,-0.715366959572,-0.0620196908712,-0.747517049313,-1.21886491776,-1.40696716309,-0.694115996361
466,0.400049984455,-0.589828312397,-1.14415895939,0.273081213236,1.34844994545,0.0318824648857,1.25220513344,1.22327017784,-0.541485309601,-1.00801193714,0.242286980152,0.420800000429,-0.263722300529,0.651951432228,0.645601868629,0.807138800621,0.241191923618,-2.58648276329,0.576452612877,1.48797738552,-1.31761455536,-0.347149163485,0.0549918562174,0.12610656023,0.0848785787821,0.365101248026,0.495808899403,-0.252795338631,0.324837595224,0.536721885204,0.231280818582,0.313872158527,0.690793693066,0.923381149769,0.533476948738,-0.198265135288,0.365459173918,0.130794137716,0.786431372166,-1.1291333437,-0.947713494301,0.00502300262451,-0.912235617638,0.169240549207,-0.788661003113,0.268844008446
6009,0.0949499979615,-0.855988740921,-2.60816025734,1.68284893036,1.27974998951,0.104214280844,-0.18390840292,1.23780977726,0.105812609196,0.390131890774,-0.0436062216759,0.0,0.597688734531,0.215687721968,0.225857779384,0.777293264866,0.321016520262,-0.894881725311,-0.758766651154,0.32965478301,0.737288653851,-0.130566477776,0.913611650467,0.644416809082,0.32522213459,0.541944086552,-0.139716893435,-0.470771193504,-0.642820119858,-1.53806960583,0.66801071167,0.20269754529,-2.30627202988,0.706442713737,-0.0263609476388,-0.504724562168,1.0954720974,-0.719969987869,0.582219719887,-0.724966704845,-0.346389234066,0.497850805521,-1.52641510963,-0.233607754111,-1.34980356693,0.540279746056
2309,-1.38659989834,0.217494040728,-1.21040892601,5.53144454956,-3.33484983444,-0.672188401222,-0.282233655453,0.650495648384,-0.446727156639,0.00871589779854,0.538866758347,2.14750003815,1.27449822426,0.319158405066,0.33788844943,-1.27716517448,-0.623006880283,1.01484274864,0.567841410637,0.734405755997,1.0161523819,-0.120131202042,-0.110961668193,-1.14394664764,0.783519685268,0.281080842018,0.117708697915,-0.352198243141,-1.37848496437,-1.22455310822,-0.62886339426,-0.683372676373,0.173102974892,0.172411739826,-0.487767368555,-0.561668097973,-0.649810314178,-0.154780834913,-0.861840903759,-0.181900009513,-0.477653980255,-5.16746091843,-0.924502372742,-0.600676357746,-0.728009164333,0.28182476759
387,0.123250007629,-1.00574576855,-3.09019041061,-4.23207378387,-0.388599991798,-0.17868667841,0.54461812973,0.269507229328,0.280520826578,0.665643215179,0.231548935175,-1.01419997215,-2.82352161407,-0.358553260565,0.0742732658982,0.611046731472,0.773897528648,0.457357347012,0.497561991215,-0.195322275162,-0.521580278873,-0.649864733219,1.17282044888,-0.0125078186393,-0.0044034793973,0.138305276632,-0.949546039104,-0.690586388111,-0.415133982897,0.485402613878,-0.872610807419,0.224847897887,-2.0945751667,-0.194307610393,0.293494820595,-0.575479865074,0.026269748807,-0.7756254673,-0.331111490726,-1.15180003643,-0.904645621777,-0.173559263349,-1.74193143845,0.143262088299,-1.86046767235,-0.309115916491
3553,0.92015004158,-0.746895611286,-0.704844176769,-1.21950745583,1.20735001564,1.94376969337,-0.434637188911,0.16644525528,-0.537877619267,0.379338502884,0.467056512833,-0.0610999986529,0.92914968729,0.440121352673,0.913054823875,-0.200391873717,0.879192352295,0.597662389278,0.258439928293,0.345248579979,0.396118611097,-0.0454780608416,-0.831531703472,0.200986370444,-0.508233785629,-0.451596915722,-0.481284201145,0.0753955096006,0.452385127544,0.460032641888,-0.754523098469,-0.421881020069,0.274870187044,0.328038394451,-0.500553667545,-0.458516001701,-0.248456701636,-0.155516847968,0.0744055658579,0.756000041962,1.49015855789,0.368737816811,1.0928504467,0.0711954236031,1.28267288208,-0.946282863617
427,-0.592949986458,-1.08240544796,-2.60631728172,-0.288957089186,1.56279993057,0.145587429404,-0.357904195786,-0.296662390232,0.745029449463,0.585003077984,1.30222785473,0.256300002337,-0.351661503315,0.561075329781,0.217975750566,1.75881886482,1.35319590569,-0.226013332605,-0.279976695776,1.24727344513,-0.702000498772,-0.197926551104,0.0994579941034,0.189731180668,-0.241597399116,0.128070622683,0.0787395462394,0.287848949432,-0.333988815546,0.250989943743,-0.631515622139,-0.107806891203,0.496580272913,0.431336969137,0.302350103855,0.237875074148,-1.42055284977,0.0142103582621,0.849963843822,-0.149033337831,-0.739363789558,-0.424479097128,0.511743485928,-1.43028354645,-0.709109067917,-0.0238107889891
5898,1.03114998341,-1.4350001812,-2.18027997017,-0.156659334898,-0.555899977684,0.250296056271,0.326913058758,0.00634229183197,-0.418404310942,-0.110751986504,-0.488675236702,1.00039994717,-1.96232616901,0.0536438189447,0.617822825909,0.0301963835955,-0.0252008140087,-3.57035541534,1.05015611649,-0.493516564369,-0.0828029066324,-1.71164798737,-0.462076097727,-0.0684326887131,-0.343502283096,0.357172250748,0.507110595703,-1.16379904747,-0.55207490921,0.127734705806,0.155856892467,0.432711690664,-0.323892891407,-0.599417507648,0.456982553005,0.25270524621,0.00878164172173,-0.246481686831,0.0253347959369,0.143966645002,-0.033197671175,-0.0324740856886,-2.17588996887,-0.649298429489,-0.399509102106,1.19936990738
23365,1.24935007095,0.00657160580158,-0.259487509727,0.73588937521,0.724300026894,-0.169633045793,1.01916670799,-0.566633701324,0.521902501583,0.141148135066,-0.258078575134,-0.695500016212,-0.0839197337627,-0.224372535944,-0.092914365232,0.153877317905,2.27730083466,-0.507440567017,0.170603811741,-0.673276603222,-0.688954234123,0.0394646599889,0.200589001179,0.304942071438,-0.781507134438,-0.356230825186,-0.660327494144,0.245328724384,-0.0845263898373,0.0603717267513,-1.24240875244,-0.380403637886,-0.725907564163,-0.205755248666,0.197816073895,-0.433540284634,0.522465229034,-0.477482318878,-0.0558988153934,-0.974733293056,-1.14455235004,-0.360888153315,-1.04381287098,-0.127447962761,-2.06503868103,-0.13248334825
6657,0.237200021744,-0.0769723877311,4.11299371719,0.28260025382,1.21669995785,-1.03042912483,0.00301960110664,-0.0502590760589,-0.893744111061,-0.0125159919262,0.292013704777,0.847299993038,-0.309852957726,0.77164131403,-0.174493446946,-0.725939571857,0.0357952564955,0.771430850029,-0.554469704628,-0.450586259365,-0.165890395641,1.14276707172,-0.687691748142,0.34097763896,-0.427767693996,-0.902339816093,-0.234353914857,-0.104078799486,0.0642367452383,-0.110209032893,0.368054270744,-0.370745897293,2.6063785553,-0.0395217239857,-0.113990232348,0.597263038158,-0.747018575668,0.28114336729,-0.111423172057,0.672100067139,1.12324857712,0.10269138217,1.90308403969,0.190701395273,2.76763486862,-0.591260313988
