rid,CPC018_A375_6H:BRD-M41783010-238-01-9:10,CPC018_A549_6H:BRD-M41783010-238-01-9:10,CPC018_A549_24H:BRD-M41783010-238-01-9:10,CPC018_ASC_24H:BRD-M41783010-238-01-9:10,CPC018_HEPG2_6H:BRD-M41783010-238-01-9:10,CPC018_HT29_6H:BRD-M41783010-238-01-9:10,CPC018_MCF7_6H:BRD-M41783010-238-01-9:10,CPC018_MCF7_24H:BRD-M41783010-238-01-9:10,CPD002_MCF7_24H:BRD-M41783010-238-02-7:10,CPC018_NPC_24H:BRD-M41783010-238-01-9:10,CPC018_PHH_24H:BRD-M41783010-238-01-9:10,CPC018_SKB_24H:BRD-M41783010-238-01-9:10,CPD002_MCF7_6H:BRD-M41783010-238-02-7:10,CPD002_PC3_6H:BRD-M41783010-238-02-7:10,CPD002_PC3_24H:BRD-M41783010-238-02-7:10
3091,0.561281323433,0.12502707541,1.07634997368,0.0884000062943,-0.272600024939,0.144421562552,0.435595095158,-0.387899130583,-1.49179410934,-0.280091762543,-0.203266665339,-0.373278528452,-0.523791193962,-0.416200041771,0.31628125906
5743,-0.865225374699,-0.730434656143,4.1701002121,0.682833313942,1.23903334141,-0.811310470104,-0.309556603432,2.34033441544,0.750679016113,-0.143181979656,-0.39610004425,-0.125275492668,6.59700632095,-0.471200048923,0.438486754894
5321,0.211069971323,-0.755644440651,0.310850024223,-0.118733286858,0.530533313751,0.932161808014,1.16380953789,1.39910244942,-1.62991261482,-1.11127614975,0.224166676402,-0.173416212201,0.312650263309,-0.129666656256,0.37140634656
4144,0.14538115263,0.307434856892,0.0669500008225,0.0972999930382,-0.679766654968,0.596016168594,0.623159229755,0.641368150711,-0.760927319527,0.417531520128,-0.0188999995589,0.709476113319,0.0651971697807,0.173399984837,-0.377262175083
1981,-0.48961853981,-0.371559619904,0.957450032234,0.0431333333254,0.103533320129,0.0488645136356,0.281591176987,0.351729303598,0.0835913717747,-0.211973249912,0.207866683602,0.86192047596,0.132979884744,-0.193166673183,-0.376528829336
695,-0.107707381248,-0.1425049752,1.75064992905,0.0710666775703,-0.32570001483,-0.631140291691,-1.71931362152,3.48746562004,0.189456880093,1.27034330368,0.686666727066,0.340454280376,-0.865892648697,0.237766683102,-0.59158039093
10398,0.412033349276,-0.423324882984,2.14639997482,-2.44790005684,0.148966655135,1.60888373852,1.91932654381,2.95191884041,-0.493274211884,-0.0392059981823,-0.29859995842,0.737524926662,-0.393090754747,-1.25793337822,0.348910331726
5708,0.668006956577,0.368673533201,0.0523500144482,0.0138333439827,-0.829566597939,0.318675279617,-0.291402280331,0.0533649623394,-0.613348662853,-0.0673118382692,-0.00493329763412,0.586969316006,-0.631642460823,0.989866733551,-0.750459909439
1213,-0.210692882538,0.537990808487,0.157050013542,-0.174800008535,0.362500011921,-1.03103375435,0.0,0.693066060543,0.1599842906,-0.0569792240858,0.20530000329,0.236883029342,-0.411879658699,0.688400089741,-0.205287367105
226,-0.8253698349,0.576271772385,-0.259649991989,-1.35353326797,0.327733367682,-1.39723241329,-0.441186070442,-1.81136095524,-0.109975159168,-0.296162456274,-0.604633390903,0.3804012537,-0.146582305431,-0.881066739559,-0.169159084558
6777,-0.393054038286,1.66874372959,1.38610005379,-0.169266670942,0.54166674614,-0.614945828915,-0.247130632401,-0.895144820213,1.06142997742,0.44937068224,-0.621500074863,-0.320361435413,-0.0554355680943,0.507466673851,-0.311708331108
2113,0.6392993927,-0.0738685950637,0.638399958611,0.343866705894,-0.315500020981,2.46260428429,1.01962685585,2.32479715347,-0.505742251873,-0.00769539177418,0.31970000267,-0.332807004452,-0.738011360168,0.855566680431,-0.700438022614
3329,0.144486784935,0.189345449209,-0.44865000248,-0.715466678143,0.0258333384991,-0.8493309021,0.897548019886,-1.43982052803,0.163923233747,0.167626231909,0.344033360481,0.232190877199,0.129035174847,0.488000035286,-0.350324332714
1050,0.0971522629261,0.898161172867,-0.304399996996,-1.37223339081,-1.32010006905,-1.27499592304,-0.522899329662,-0.824058651924,0.740446448326,-0.274800717831,-0.42733335495,-0.237552523613,0.391831219196,2.32209992409,0.652958750725
9491,0.122524343431,0.128243207932,-0.351649999619,-0.00913327932358,0.353233337402,1.02506685257,0.840517938137,2.24151039124,-0.0725979730487,1.17781484127,-0.388133376837,-0.232252568007,0.0291406810284,-0.472666680813,-0.210415005684
22926,-0.118700161576,0.335693180561,-1.10264992714,0.393266677856,0.436533361673,0.671129345894,-0.280002266169,-1.3667422533,-0.27310782671,-0.69883286953,0.149966657162,0.063890516758,-1.63487052917,0.354766637087,-0.156461328268
5899,-0.499227076769,-0.427052050829,-0.770049989223,0.177033305168,-0.993533372879,-0.693453669548,-0.730653584003,-1.44280695915,-0.150450855494,-0.404255241156,0.508466660976,-0.0288937613368,-0.0265229642391,1.68103337288,0.328789293766
5467,0.035085439682,-0.0183661580086,-0.176200002432,0.607466697693,-0.206699967384,-0.00452613830566,-0.328802496195,1.5562684536,-0.223071977496,-0.161361634731,0.622800111771,0.327851712704,-0.900841832161,-0.820100069046,-0.728107988834
6774,-0.255357027054,0.682002484798,-0.196399986744,0.00823333859444,0.152733325958,-0.409394919872,-1.12402927876,-1.22822701931,0.91292822361,0.647284090519,-0.0165666937828,-1.10548603535,0.801696658134,-0.00553333759308,0.106963738799
1788,0.411674976349,-0.804339885712,-0.0389999896288,0.719366669655,0.118333339691,1.36582922935,2.38274002075,3.28098940849,-0.755127727985,-0.906437754631,-0.347433358431,-0.39928111434,0.214321732521,0.0464000105858,-0.917666077614
5921,0.145754292607,0.937812745571,1.76410007477,0.280400007963,0.0296999812126,-0.127141326666,0.126644074917,-0.296746850014,0.656196475029,0.463530659676,-0.225266709924,-0.420054316521,-1.14933693409,-0.505733370781,0.237498298287
5721,-0.232716709375,0.22491504252,1.24109995365,-0.186899989843,-0.224833339453,-0.425268650055,0.463265478611,-1.38868236542,0.723835885525,-0.0823075771332,0.273633360863,0.0709889084101,0.0227215886116,-1.03283333778,0.205034643412
2263,0.0570671409369,-1.20950245857,-0.645500004292,-0.616766631603,1.0530333519,1.40138113499,2.4264626503,1.82797908783,-0.719265341759,0.23215341568,-0.263500005007,0.129876703024,0.256783246994,-0.506466686726,-0.32563751936
808,-0.16462174058,-0.0211707875133,-0.259750008583,-0.400766700506,1.13506674767,1.2184150219,2.00229787827,1.85284948349,-0.903773486614,-0.0740197151899,-0.251866698265,0.16519728303,0.90983736515,-1.24753332138,0.112302362919
30001,0.425205230713,-1.01385653019,-1.83990001678,-0.597699999809,0.0317666754127,-0.981923699379,0.278380811214,-1.3198312521,0.843610823154,-0.165065348148,0.249000012875,1.76613783836,-0.31220138073,0.939866662025,-0.379247069359
348,0.20548774302,-0.556463479996,-0.955950021744,-2.84846663475,-0.393700003624,0.00113540701568,0.183651611209,-0.619360327721,-0.216185823083,-0.661903440952,0.91046667099,0.884112417698,0.579701960087,0.626100063324,-0.362374633551
30849,-0.130393639207,-0.0420741848648,0.202799975872,-0.127333343029,-0.652166724205,-0.635680556297,-0.26421546936,-1.52654695511,0.53377699852,0.0671930015087,-0.395633339882,-0.56057715416,-0.137480184436,0.643633365631,0.344353765249
1454,-0.00848623365164,-0.270479649305,-1.45340001583,-0.157766640186,0.328833341599,0.353115797043,-0.228835046291,-0.271587252617,-0.145626172423,-0.556798160076,-0.764400005341,-0.203643620014,-0.405609130859,-0.713699996471,0.149126410484
6500,-0.233526974916,0.0716089978814,0.211199998856,-0.357800006866,-0.0340999960899,-1.37862765789,-0.20380166173,-0.612159788609,0.895104050636,0.061178445816,-0.171366661787,-0.249653980136,2.76726531982,-0.563633322716,1.14871406555
5627,-0.128331661224,-0.319418847561,0.0421500205994,-0.243699997663,-0.28423333168,-1.11723983288,-0.749121844769,-0.561471521854,0.137849420309,0.779980778694,0.0504333078861,0.289752721786,6.92094945908,6.70736694336,1.08757257462
5715,-0.206418052316,0.818148076534,-0.686550021172,-1.20210003853,-0.570699989796,-0.592148721218,-0.25418150425,-0.445225983858,1.05671834946,-0.474754869938,-0.0599667131901,0.338439553976,-0.527366936207,-0.432066679001,0.13613037765
4791,0.212149471045,0.742436170578,0.460349977016,0.0767333358526,0.247600004077,0.756814002991,-0.580850839615,0.691685855389,0.472489029169,1.49413156509,0.601433336735,0.51832485199,1.63242697716,-0.382400006056,-0.784195542336
56924,0.905146598816,0.510609984398,0.379050016403,-0.474900007248,-0.0702000036836,-0.684036850929,0.342351824045,-0.365029990673,-0.205946028233,0.495106935501,-0.352566659451,1.25501489639,-0.581073224545,0.463366687298,0.384154498577
2690,-0.136808186769,0.270020335913,1.34364998341,-0.902400016785,1.14250004292,-0.416215121746,-0.475682079792,-0.622816324234,-0.00150088220835,0.211241364479,-0.197133362293,1.24717605114,-0.263234317303,2.46640014648,0.139955073595
1019,0.11651724577,-0.100818894804,0.0162999927998,-1.55766677856,-0.182333409786,-0.709120869637,0.501116156578,-1.38558411598,-0.226866438985,0.626419782639,0.875833272934,-0.219415977597,-0.319036990404,0.338500022888,0.863077878952
51422,-0.390709906816,1.13240385056,0.401549994946,-0.225166678429,0.238366663456,0.066924855113,0.0910083651543,1.25802361965,0.46518689394,-0.542827248573,-0.0522666536272,0.87634062767,-0.515336632729,2.74796700478,1.56420409679
5788,-0.294295787811,0.483607083559,0.234699994326,-0.2472666502,0.532199978828,1.70034718513,0.396692842245,2.61289739609,-0.453414201736,-0.290178716183,0.0445333123207,0.0356300845742,-0.385982632637,-0.442999988794,-0.813185155392
6709,-0.216295361519,-0.244547501206,-1.51419997215,-0.527266681194,-0.827833354473,-0.867923915386,-2.36220026016,-1.46705389023,0.659322142601,0.174365192652,-0.0501333326101,-0.110762700438,-0.326459407806,-0.483933359385,-0.057723492384
1277,-0.210356086493,1.57710254192,0.478350013494,0.0,-0.282066643238,0.478147029877,-1.24623310566,-0.803409218788,0.248789161444,0.468507230282,-0.498833298683,0.000475794280646,-0.504077136517,3.33413338661,-0.0585211068392
993,-0.430335313082,-0.907875776291,-0.920049965382,-0.552133321762,-0.406066656113,-1.43883037567,-0.146038964391,-0.109015583992,1.13424837589,0.0393798500299,-0.731866717339,6.93371486664,0.12214230746,0.0204000025988,-0.0492096841335
7157,-0.647696971893,-0.96798068285,0.126299977303,1.0435333252,0.39336669445,-0.964935302734,0.210463806987,-1.88603878021,-0.383450508118,-0.289328843355,-0.625966668129,0.109972074628,0.648077845573,0.660933315754,0.569624066353
1958,0.745161473751,-0.165558233857,-0.500549972057,-0.0191000029445,-0.150666683912,-0.913593769073,-0.125627353787,-1.18498539925,0.83695089817,-0.326308339834,3.32693362236,0.727390766144,-0.984335422516,2.1657333374,0.248647227883
4582,0.553855776787,-0.000491302460432,0.960199952126,-0.168033331633,0.258200019598,0.221977680922,-0.186822459102,-0.46746686101,0.491307199001,0.37730550766,-0.450333356857,-0.54706799984,-1.08398711681,0.804300069809,0.161679118872
9212,0.781486153603,-0.216605186462,0.187150001526,1.09323334694,-0.135766670108,1.82119262218,0.592450916767,0.53428286314,-0.0470553934574,0.211660832167,0.632300019264,0.866982400417,-0.354732602835,0.54813337326,-0.626082956791
8440,0.873907089233,-0.516903758049,-0.0317499935627,0.0266333296895,-0.0105999857187,-1.60868346691,-0.353662133217,-1.37928414345,-0.710132718086,0.939099669456,0.204566657543,-0.36884534359,0.679363131523,-0.423099994659,0.392342984676
6790,-0.0968198776245,0.922156393528,-1.79999995232,0.0940000116825,0.227433338761,-0.483198523521,-0.180186614394,-0.911676883698,0.114659100771,0.619152843952,0.262900024652,0.454337060452,-0.306897342205,-0.241433337331,0.205515444279
8851,0.179461881518,0.139132335782,3.17925000191,0.804333329201,-0.0444000065327,-1.01740944386,-0.00634038448334,-0.744551241398,1.38535487652,0.615895926952,0.0261333286762,0.299135148525,-0.0725662708282,2.89983344078,0.63259768486
2534,-0.541191101074,-0.258929401636,1.30655002594,-0.319200009108,-0.0510333329439,1.0944892168,-0.797843933105,0.0201636552811,-0.460426330566,1.01052427292,0.16550001502,0.591605067253,0.179121732712,0.732166647911,0.159562781453
4893,-1.95737957954,0.331178337336,-1.79794991016,-0.456433355808,0.255166649818,0.342232763767,-0.298490107059,-1.49605238438,0.620705068111,-0.27956032753,-0.0746666640043,0.419749796391,0.371881425381,-0.124666661024,4.44263601303
665,-0.222233474255,0.189971476793,-0.0980000048876,0.201433330774,-1.52423334122,-1.0999134779,-0.696827828884,-0.999923825264,0.682541310787,0.178670883179,0.350466668606,-0.770273625851,0.242467284203,-0.730033397675,0.355053395033
4313,-0.238831341267,0.412073910236,2.06195020676,-0.217766672373,0.275533348322,1.83761978149,1.33167874813,2.39920401573,-1.26376307011,-0.90083271265,0.415966689587,0.43245023489,0.229730188847,-0.433300048113,-0.514158844948
1022,0.801579117775,-0.1984795928,1.21124994755,0.929433345795,-0.0113666653633,-0.134230390191,-0.895541489124,-0.149849832058,0.0683754906058,0.330463111401,0.0154000055045,0.175320491195,-0.499569177628,-0.198766678572,0.392759919167
5880,-0.797696769238,-0.0164813287556,-0.0489999055862,-0.933099985123,0.503633379936,-0.419302493334,0.331510931253,2.12937521935,-0.937949299812,-0.56598263979,0.20036663115,0.490350246429,2.50934863091,0.192100018263,-0.727274060249
3162,-0.809661388397,-0.0250267162919,-0.649800002575,-0.50843334198,-0.844833374023,-0.955639958382,-1.25236356258,-1.58640933037,0.363561630249,3.49339604378,-0.012366682291,0.0336144417524,-0.983011722565,0.848400056362,-0.207559883595
1282,-0.25485047698,-0.767062067986,0.502399981022,-0.74406671524,0.121499985456,1.3303822279,0.531301558018,1.39482235909,-0.327488481998,-0.302601486444,-0.274933338165,0.000208191035199,-0.223443239927,-0.356966674328,-0.135959461331
3383,-0.232867956161,0.4396494627,-0.234049916267,1.06646668911,0.290433347225,0.143373519182,0.0053666383028,-0.132836103439,-0.442835062742,0.301674842834,0.0748333409429,0.720092713833,0.639634728432,2.84023356438,0.305721461773
727,-0.131565257907,-0.227678537369,1.53404998779,-0.787400007248,1.9443000555,1.35609209538,0.135340616107,2.77537846565,-0.378410637379,0.147603258491,1.0435000658,-0.770749390125,-0.0895088911057,2.55659985542,-0.269277870655
4792,-0.473020881414,0.673106729984,-0.465549975634,-0.300800025463,0.180499970913,0.139802545309,-0.968896508217,-1.15646004677,-0.306554019451,0.356422752142,-0.23966665566,0.43572100997,-0.262317568064,-0.156700015068,-0.563585221767
4794,0.253605186939,0.299483925104,-0.86930000782,0.462599992752,-0.0844333395362,1.27570664883,1.33240294456,2.32793140411,-0.435225754976,-0.375443398952,-0.365633308887,-0.826221108437,-0.251658856869,0.533633351326,-0.375697791576
902,-0.139468982816,-1.16752338409,-0.0233500003815,-1.33003342152,-0.38149997592,0.560815989971,1.58854269981,0.630004763603,-0.798921465874,-0.054001018405,-0.0719999670982,-0.185048773885,0.446243137121,-0.41096663475,-0.196699917316
8091,-0.234848335385,-0.820577085018,-0.805450022221,-0.500533342361,0.518166720867,0.487225174904,2.08848357201,0.392652153969,0.985944092274,0.236116379499,-0.713566660881,0.174844667315,0.485728383064,0.36453333497,-0.178099736571
3486,0.000422017648816,0.3579903543,0.668000042439,-0.274133354425,0.590466678143,0.603519797325,0.353540241718,1.45678830147,0.0445708110929,1.17304635048,0.306966662407,0.823829293251,0.0133860707283,0.13030000031,-0.0199901498854
10818,0.506240725517,0.113383024931,0.499949991703,-0.0987333357334,-0.00463332980871,1.09296441078,0.0133862309158,0.679177463055,-0.420407086611,5.77075862885,-0.337100028992,0.372082531452,1.09849536419,0.22636666894,-0.936001300812
3454,0.139134883881,0.490708261728,0.277200013399,1.61839985847,0.0836333334446,1.57081782818,2.11419558525,4.09924936295,-0.826566934586,-0.768372774124,0.399566680193,0.297539383173,0.074589073658,-0.249900043011,-0.857823371887
4282,-0.388808429241,-0.078479193151,-0.0738999992609,0.411666691303,-0.0289333164692,-1.33449053764,-2.14683842659,-0.614020526409,0.238841444254,0.485627889633,-0.00270000007004,-0.0197439491749,-0.190954595804,-0.494000017643,0.592479228973
1605,-0.524116873741,0.177206367254,0.18029999733,-0.297600001097,-2.24686670303,-0.666705071926,-0.563308060169,-1.57291018963,-0.26774713397,0.0697600990534,-0.142066657543,0.736088573933,-1.19213652611,-0.239600002766,0.256770789623
10644,-0.491833001375,0.511810183525,0.0661500096321,-0.366533339024,-0.597066640854,-1.14944839478,-0.836897373199,-1.87029767036,-0.224339321256,0.0858925208449,-0.0559999868274,0.195180103183,-0.208402574062,-0.41249999404,0.590041041374
2065,-0.871770381927,0.43871742487,0.763400018215,-0.092333316803,-0.698366641998,0.0571152865887,0.514400541782,-0.681538939476,0.0515995658934,0.922660410404,-0.135466694832,-0.821601748466,0.383668601513,0.174633324146,0.112024083734
8321,0.465744674206,-0.144398108125,-2.11349987984,0.227833330631,-0.0691666677594,1.61030399799,1.16840624809,1.77097940445,-0.262371361256,0.166499212384,0.242899999022,0.137435674667,-0.519791483879,-0.283666670322,-0.349470168352
8503,-0.0332655608654,-0.836056232452,-1.1684499979,0.988366663456,0.56236666441,-0.0314506217837,0.357231736183,-0.979734003544,0.37083286047,0.152658089995,0.237366676331,0.172897443175,-0.188594073057,0.728066682816,-0.312434107065
7027,0.224853664637,-0.534456431866,-0.539149999619,-0.600000023842,-0.318366676569,0.160041689873,1.06544327736,-0.801824092865,0.308607757092,1.39306998253,-0.117833331227,0.237580001354,0.46167832613,0.526166677475,0.227546155453
