rid,CPD001_MCF7_6H:BRD-A22101059-001-11-4:10,CPD001_MCF7_24H:BRD-A22101059-001-11-4:10,CPD001_PC3_24H:BRD-A22101059-001-11-4:10,BRAF001_A375_24H:BRD-A22101059-001-11-4:10,BRAF001_A375_24H:BRD-A22101059-001-11-4:2.5,BRAF001_A375_24H:BRD-A22101059-001-11-4:0.625,BRAF001_A375_24H:BRD-A22101059-001-11-4:0.15625,BRAF001_A375_6H:BRD-A22101059-001-11-4:10,BRAF001_A375_6H:BRD-A22101059-001-11-4:2.5,BRAF001_A375_6H:BRD-A22101059-001-11-4:0.625,BRAF001_A375_6H:BRD-A22101059-001-11-4:0.15625,BRAF001_HEK293T_24H:BRD-A22101059-001-11-4:10,BRAF001_HEK293T_24H:BRD-A22101059-001-11-4:2.5,BRAF001_HEK293T_24H:BRD-A22101059-001-11-4:0.625,BRAF001_HEK293T_24H:BRD-A22101059-001-11-4:0.15625,BRAF001_HEK293T_6H:BRD-A22101059-001-11-4:10,BRAF001_HEK293T_6H:BRD-A22101059-001-11-4:2.5,BRAF001_HEK293T_6H:BRD-A22101059-001-11-4:0.625,BRAF001_HEK293T_6H:BRD-A22101059-001-11-4:0.15625
8726,0.289690256119,-1.75141835213,1.92494320869,-0.0107147693634,0.373640865088,0.0755959376693,0.278313100338,0.204223915935,0.245427727699,0.140074655414,0.5361956954,1.46352696419,0.0317184180021,-0.684625864029,0.541778445244,0.476671099663,-0.309685766697,-1.77326524258,-0.00354823842645
2185,-0.529530227184,-0.0564564466476,-0.98361235857,-0.448257148266,0.0518097467721,-0.315969944,0.570754230022,-0.567527532578,-0.216237038374,-0.362662762403,-0.483023881912,-1.13235771656,0.0349238589406,-0.357129663229,0.920458912849,-0.393621265888,0.259231388569,-0.492001891136,-0.212477058172
3315,-0.377590239048,0.000255008286331,-0.863329827785,-0.232990652323,-0.0310420840979,0.21560703218,0.0450036376715,0.30997467041,0.237308144569,-0.312527626753,0.322486132383,0.389501869678,-0.00158299598843,-0.017494738102,-0.299354881048,1.13326144218,0.347409933805,-0.231340870261,0.623374283314
5289,-1.00263369083,1.45410490036,-0.248515561223,0.160216972232,-0.59989887476,0.0940386131406,0.383491188288,-0.375045895576,-0.286300778389,0.330140948296,-0.121364451945,0.212493300438,-0.0448139384389,-0.109171718359,0.640856921673,-0.979012310505,-0.112119063735,-0.153207093477,-0.171750441194
868,0.105690553784,-0.922087550163,-0.362188607454,0.804795742035,0.231502264738,-0.469289034605,-0.313800901175,0.299822986126,-0.619316697121,-0.151323109865,-0.497255146503,-0.0498019121587,-0.685770750046,-0.125484406948,1.25074648857,1.04555034637,0.177717119455,-0.00558732450008,0.138913661242
1677,-0.291885197163,0.919393658638,0.733011245728,-0.0533191412687,-0.210727065802,-0.469480752945,-0.0222973544151,0.0306561738253,-0.0162095054984,0.728049814701,-0.552222788334,-0.687781095505,-0.243521109223,-0.0580436736345,1.16422843933,-0.829347133636,0.12435567379,0.304381638765,0.335837364197
7043,-0.891678333282,0.611614644527,-1.25094199181,-0.278652459383,0.170522511005,-0.742233514786,-0.168686792254,-0.101637259126,-0.125162750483,-0.0485923290253,-0.136787295341,0.144607290626,-0.827382266521,-0.154851421714,0.137600779533,-0.500727236271,0.403651893139,0.654979765415,0.118147693574
5613,-0.799375832081,-1.3221540451,-0.77513384819,-0.327724158764,-0.596700847149,-0.027562238276,-0.196190997958,-0.373947024345,0.202197849751,-0.0588346347213,0.0396332740784,-1.46296155453,0.396026194096,0.651058316231,0.266025424004,-0.171518117189,-0.119117185473,-0.185053810477,0.224711820483
595,-0.185682713985,1.0385890007,1.09848916531,0.795970737934,0.405774563551,0.572948217392,0.245278507471,0.253307789564,0.562031030655,0.76464509964,0.446716815233,-0.0862988084555,0.0493600964546,0.141373381019,0.362757623196,-0.30251532793,0.107951685786,0.243236541748,0.295167535543
4793,-0.303020596504,1.9925057888,-0.35252648592,0.406088590622,0.157776355743,0.415513038635,0.379677504301,-0.162557646632,0.0832817479968,0.317709326744,-0.009939417243,-0.0397608056664,-0.148059368134,-0.465493500233,1.03401875496,-0.776968955994,0.520576775074,0.1785402596,0.466348320246
2736,-0.744219660759,2.17811107635,-1.30227065086,0.143283516169,-0.227253675461,-0.171692311764,-0.391630470753,0.214838042855,0.424760460854,-0.113366425037,-0.140304595232,0.254798710346,0.116268664598,-0.0389386713505,0.042663551867,0.860289812088,-0.0856155753136,0.122899919748,0.0233445782214
5290,-0.551638185978,-0.389040976763,-0.813720464706,-0.632861077785,-0.5151283741,-0.466210126877,-0.245696693659,0.00468694139272,-0.329024851322,-0.802004218102,-0.526169478893,0.931195676327,0.252211332321,0.0382745265961,-0.191027864814,0.341933518648,0.365355968475,-0.692282557487,0.10414827615
6194,1.03818666935,1.7902803421,0.514081716537,-0.371267080307,-0.0538071207702,-0.291367650032,-0.354644566774,0.189633756876,-0.167696833611,-0.351155459881,0.0946895778179,-1.0574734211,0.014030367136,0.115612238646,-0.311625957489,1.11234807968,-0.137203365564,-0.273468136787,0.51356524229
1676,-0.365497291088,-1.18068861961,-0.576502323151,0.143383458257,0.345657885075,0.34451469779,0.099833458662,0.300153195858,0.335818678141,-0.0436300709844,0.172281488776,1.08511269093,0.493855535984,0.262200176716,0.231825917959,0.250178307295,0.669682621956,0.0565522015095,0.332130610943
23512,-0.0328591614962,-0.0381406582892,-0.179176330566,0.00626713037491,0.206009536982,0.211007148027,0.1661875844,-1.85046446323,-0.315607219934,-0.0868245437741,0.0591788589954,-0.227067545056,0.404967784882,-0.501219153404,-0.0979637056589,-0.555738687515,-0.298913240433,-0.719353318214,-0.394176751375
148022,-1.1577783823,1.71926021576,-0.00405621528625,0.457378000021,0.433156818151,0.379117906094,0.261015713215,0.116902068257,0.427621781826,1.80770242214,0.487773686647,-0.0854385569692,0.330137640238,-0.276735603809,1.26422977448,-0.291834354401,0.93090057373,0.367591321468,0.79204249382
1906,-0.665902972221,0.690418481827,-1.31157779694,-0.819995522499,-0.457815468311,-0.826699614525,-0.253974914551,-0.285505086184,-0.650343716145,-0.632200360298,-0.0413285009563,-0.47762927413,0.187129884958,-0.275096029043,1.3811661005,-0.0579953491688,1.46171450615,-0.801102519035,1.04569709301
8878,-0.0969675928354,0.863712370396,0.893923699856,0.878112733364,0.0429186820984,0.0488003902137,-0.0597140416503,0.00880797579885,-0.204221397638,-0.160100713372,-0.920767426491,0.923984229565,0.272350430489,0.483778625727,-0.430746674538,-0.229785650969,0.143778458238,0.103253275156,0.65554946661
3091,0.247858583927,-3.0446138382,-0.308302998543,-0.303258180618,-0.0587279200554,0.464843153954,-0.0986966788769,-1.29714465141,0.0378874577582,-0.00846213847399,0.161618128419,-1.64109706879,-0.216455876827,-0.103764653206,-0.158838823438,-1.18334972858,0.103929415345,-0.4763045609,-0.177536249161
5743,-0.386918544769,-0.6210501194,-0.806034445763,0.394295096397,0.854971885681,0.0734998062253,0.023585870862,0.908019185066,0.35350883007,1.03562855721,-0.0106534287333,0.464678227901,-0.146611228585,0.147826582193,0.652191400528,-0.740862131119,0.176948949695,0.166873961687,-0.0263200290501
5321,-0.291695475578,-1.7174128294,-1.67472088337,-0.786388576031,-0.387548863888,-0.504947543144,-0.218518063426,-0.351071536541,-0.547771155834,-0.474127501249,-0.569824635983,0.088865429163,0.231825500727,-0.163713306189,-0.0424948371947,-0.0829328298569,0.931389570236,-0.733264684677,0.256172090769
4144,0.22921590507,0.710636556149,-1.2657340765,-0.320652365685,-0.34865874052,-0.0209258142859,-0.266199797392,-0.382108598948,0.279318511486,0.204647272825,0.0996754765511,-2.68040013313,0.16014534235,-0.195041149855,-0.471792250872,-0.270306795835,-0.0347742289305,-0.279062658548,0.00880147144198
1981,-0.483054727316,1.36450898647,-0.425360679626,0.766089439392,0.850235879421,1.0354115963,-0.0382614433765,0.982738733292,0.961172521114,0.231121152639,0.204461589456,0.830116271973,0.947738945484,0.981032371521,0.0941628217697,0.602900624275,0.34746658802,0.193873763084,0.537892103195
695,0.304159194231,-0.110821187496,-0.230507388711,0.089253231883,0.405277848244,0.30391484499,-0.262983113527,0.0654602348804,-0.345143049955,0.313113689423,-0.287733435631,-1.17849385738,-0.283823698759,-0.149715945125,0.0828346461058,-0.384114176035,0.214207738638,-0.163827329874,-0.646200239658
10398,-1.12739539146,-0.283167183399,-1.91482913494,-0.199859365821,-0.105046130717,-0.209388703108,-0.311558812857,-0.060749001801,0.0310265235603,-0.323316842318,0.0563592240214,-0.446529656649,0.317815244198,-0.322946548462,0.534283161163,0.340401619673,-0.13980987668,-1.25115251541,-0.168982386589
5708,0.184184938669,1.17855215073,-0.412938952446,0.48447099328,0.407846152782,0.347587436438,-0.132427677512,-0.0362895056605,-0.268989950418,-0.602735340595,0.182648926973,0.764654040337,-0.148818179965,-0.16835872829,-0.864647805691,-0.287806510925,0.0648357793689,-0.4157961905,-0.453734844923
1213,0.366389900446,0.431542634964,0.943010449409,0.870535731316,0.851649224758,0.29095774889,0.744501888752,-0.211520150304,0.295286417007,0.505219638348,0.201376959682,0.862027168274,-0.45823559165,-0.18325778842,-0.0269864089787,-0.6546651721,0.485004544258,0.905104875565,-0.029502581805
226,0.489640474319,1.57271754742,1.03908324242,0.573108077049,0.240853309631,0.42296949029,0.334596812725,-0.0469983927906,0.299563974142,0.774575710297,0.339243471622,0.101320073009,-0.0881200060248,-0.0745675861835,0.417103230953,-1.13499104977,0.147923380136,0.816268205643,-0.0228113122284
6777,-0.0165931843221,3.7825717926,0.393467158079,0.384304404259,0.805706977844,0.827054858208,0.10469314456,0.729183137417,0.333779871464,0.447544127703,1.69545328617,0.948604226112,0.267877340317,0.413730680943,2.24672746658,0.86809694767,0.137669742107,0.225787207484,0.452426701784
2113,-1.61500096321,0.331840127707,-0.896084070206,0.00565587356687,0.634525775909,0.103495158255,-0.609496355057,0.701927483082,0.4988296628,0.26058781147,0.460396170616,-0.969343483448,0.144730076194,0.259068220854,-0.337745189667,0.0226792618632,-0.134427130222,-0.547591567039,0.118828184903
3329,-0.270097494125,-0.955083191395,1.25807213783,0.378771454096,0.697489798069,0.667070508003,0.532181859016,-0.427184134722,0.097722671926,0.347732752562,0.27371814847,-0.904947698116,0.735040068626,0.839895963669,0.226475268602,-0.67634665966,-0.0567952692509,0.20290941,0.253670156002
1050,-0.552474617958,3.03946876526,-0.143799006939,-0.0604804828763,-0.395089656115,0.426853656769,-0.775574862957,1.28800535202,-0.151264727116,-0.436756193638,-0.0345988571644,0.247619658709,0.326875150204,0.301120936871,-0.414557725191,1.88924014568,-0.00628738105297,-1.1331897974,1.00952267647
9491,-0.401761889458,0.40256613493,-0.693367481232,0.00935505330563,0.0635029748082,0.0353828668594,-0.23016962409,-0.273011922836,-0.138085097075,0.0158572345972,-0.702059209347,0.116915881634,-0.132938310504,-0.355670839548,0.0320566631854,0.418753683567,-0.272849828005,0.680930554867,-0.252925038338
22926,-0.694910049438,1.68403875828,0.197360679507,0.562753856182,0.0607391484082,0.521358549595,-0.175074636936,-0.303073644638,0.047446154058,-0.0286298543215,0.0723756924272,0.472069382668,0.153248220682,0.508141279221,0.276059269905,-0.0946837365627,0.199230223894,0.385879904032,0.262008816004
5899,-0.0963634550571,2.75124382973,-0.0826651453972,0.969839334488,0.225830465555,-0.249476164579,0.301985323429,-0.25020134449,0.0450167953968,0.118099108338,0.192952856421,0.245323836803,-0.43145442009,-0.360474705696,0.734976649284,1.37659335136,0.068997874856,-0.0459165275097,-0.137399598956
5467,-0.824515223503,1.47850239277,1.96991086006,0.254676818848,0.199605315924,-0.158423900604,0.112890094519,0.0195788778365,-0.495617300272,-0.404451668262,0.234044313431,-0.0322770476341,0.0447087027133,0.037758693099,0.137248784304,0.18592466414,0.000515811145306,-0.234371483326,-0.0928156375885
6774,0.157797202468,-1.69757175446,-0.204537823796,0.0754276514053,0.37307164073,0.707585573196,1.6287368536,-0.0579700917006,0.598723471165,0.691599488258,0.568638086319,1.61779904366,-0.377746403217,0.892533183098,1.83558654785,-0.616863071918,0.381358087063,-0.582980751991,-0.50560849905
1788,-0.71034514904,-0.220185622573,-1.10911154747,-0.773299336433,0.0666745305061,-0.611193358898,-0.565808832645,-0.458065956831,-0.502040743828,-0.290121912956,-0.261596351862,-1.47073125839,0.290166318417,0.0728984624147,0.0448483638465,0.362033933401,0.323843836784,-0.183758467436,0.587928414345
5921,3.56479358673,0.998721063137,0.424935400486,0.161469370127,0.202948480844,0.0559536293149,0.301624417305,0.214804276824,0.193547785282,0.212045490742,0.165271952748,1.04910492897,-0.304102480412,-0.279407501221,0.252826035023,-0.430293291807,-0.0692926943302,0.558386027813,-0.014422506094
5721,0.111183144152,-0.671314477921,0.255071461201,-0.732099354267,-0.621806442738,-0.31768104434,-0.230591773987,-0.995574593544,0.348479479551,-0.91679751873,-0.176890999079,-2.06047487259,-0.251569449902,-0.538402080536,-0.182271391153,0.290760189295,0.198018759489,-0.0807256996632,-0.0210269130766
2263,-0.381262600422,-0.26411446929,-0.532473802567,-0.494425058365,-0.168088525534,-0.416641533375,-0.538829982281,-0.154939651489,-0.1539362818,0.527490854263,-0.0455042719841,-1.07226216793,-0.203506439924,0.852894961834,0.502706706524,-0.733001947403,-0.357152223587,-0.0506464093924,0.184379816055
808,-0.0409535467625,-0.841261744499,0.271434754133,-0.073050186038,0.179774016142,-0.0427103117108,-0.0797824934125,-0.152155846357,-0.215155050159,1.04147279263,-0.231988340616,-0.276549875736,-0.0994173511863,-0.042136117816,0.0406486615539,-0.196138679981,-0.698012411594,1.07544326782,0.445399671793
30001,-0.228137508035,2.70287561417,0.636374592781,0.867220640182,0.845043480396,0.645142018795,0.444528639317,1.15988755226,0.520884931087,0.207143872976,0.28232678771,0.345423638821,0.69098675251,0.234499245882,0.402134895325,-0.0732639729977,0.36480486393,0.0366432443261,0.0313784182072
348,-0.11685089767,1.48030138016,-0.140805900097,0.52497190237,1.46433496475,-0.488861948252,1.39192986488,0.660170674324,0.808309793472,-0.219711482525,0.264771014452,-0.194870248437,1.59966552258,1.38266777992,0.197977080941,0.851721525192,0.254714310169,0.164792835712,0.778017997742
30849,-1.39446902275,2.21481132507,-0.656899452209,0.599287450314,0.404239177704,0.630419313908,0.434329867363,-0.0451224297285,0.025098240003,0.806104719639,0.276213467121,0.298159152269,-0.381340563297,0.0364396013319,0.583950221539,-1.41442728043,-0.28866776824,0.665974497795,-0.0501457080245
1454,-0.545176267624,1.8817281723,0.318817049265,0.504079163074,-0.132182180882,0.268867433071,0.394312858582,-0.479666292667,-0.0678126364946,0.400921583176,-0.469338268042,0.200042843819,-0.0203352347016,-0.560670495033,-0.374211996794,0.0759679451585,0.436573445797,0.112029917538,0.27546647191
6500,2.65990924835,-0.471051216125,0.35239765048,0.238249540329,-0.155646935105,0.125445723534,0.297539532185,-0.0306205786765,-0.356218278408,0.230950832367,0.164512962103,-0.0521314442158,-0.529569685459,-0.180502578616,0.66678661108,-0.653178930283,0.0951052159071,0.411727517843,-0.354205667973
5627,3.80298376083,0.786264657974,0.0726205706596,0.123328231275,-0.298285096884,0.037777595222,-0.174315989017,0.185113251209,-0.0447394549847,-0.108101651073,-0.163631156087,0.172586336732,0.0963528081775,0.904138684273,0.437539666891,-0.330184131861,-0.25190076232,-0.146363273263,0.828662157059
5715,-0.361103415489,0.211338043213,0.651507258415,0.534695088863,0.123106725514,0.362828791142,-0.504985332489,-0.0693240612745,-0.230901166797,-0.469678878784,-0.105641484261,1.44745993614,0.292340815067,0.164857789874,-0.476745516062,0.126364648342,0.552450239658,-0.312327206135,-0.321517407894
4791,1.28647875786,-0.519167006016,-0.177636310458,0.00734438560903,0.141268491745,0.289041787386,-0.341684550047,0.0493025705218,0.179137885571,0.192288279533,0.216745197773,0.256925016642,-0.215609163046,0.193507328629,0.846627354622,-0.83570086956,0.531569778919,-0.18522515893,0.098012521863
56924,4.51249265671,-0.0041644461453,0.0532202422619,0.0840372517705,0.628181815147,0.659019827843,0.0054484307766,0.0934904366732,0.411334037781,-0.0888306945562,0.0292925741524,-0.174928426743,-0.037894539535,0.0611516796052,-0.415920555592,0.455388993025,0.0168520659208,-0.135130643845,-0.106187678874
2690,2.44216942787,-0.865392804146,1.29062962532,-0.368142902851,0.245425254107,0.018655218184,0.00655766576529,-0.650428175926,-0.360225260258,-0.561265707016,-0.00276738405228,-0.336374431849,0.785699486732,-0.141323715448,0.628192961216,0.0441073253751,-0.207041844726,-0.554540038109,-0.361000299454
1019,0.741231322289,-4.00814342499,0.108964443207,-0.470573306084,-0.0688661634922,-0.2298027426,-0.548258423805,-0.0180300138891,-0.00468895211816,0.234858065844,0.314168542624,-0.256426513195,0.117791891098,-0.114578723907,-0.571933984756,0.347512245178,0.239241182804,-1.70728850365,-0.0813968777657
51422,-0.135903343558,-0.491891294718,0.941913485527,0.369253516197,0.434129178524,0.126935124397,-0.210207849741,0.27270758152,-0.238081365824,0.0898837000132,-0.059577897191,0.686369538307,0.353946626186,-0.332785695791,-0.132457286119,0.754083931446,0.286997288465,0.52903854847,0.35076135397
5788,0.215657100081,-0.00203792750835,-0.802973031998,-0.355765938759,-0.272506713867,-0.586674809456,0.29030174017,-0.200366437435,-0.844710409641,-0.517555594444,-0.182813107967,-0.0322397127748,-0.684148907661,-0.609740912914,0.431083351374,-0.246381372213,0.0359735898674,0.202857166529,0.519091010094
6709,-0.667845666409,1.94784998894,0.681784629822,0.688905715942,0.699011325836,0.644085764885,0.809964299202,1.08643555641,0.282630890608,0.418412327766,0.405472874641,0.586696267128,0.455529928207,0.553874790668,1.01179969311,0.249039500952,0.856180250645,0.0384620390832,-0.00424549449235
1277,0.323165357113,2.50268030167,0.0473424494267,1.37257242203,-0.525935590267,-0.0224200673401,-0.67324411869,-0.366438239813,-0.0443336516619,-0.0276115387678,0.737626552582,0.217034757137,0.0642961934209,0.420336008072,0.0347534306347,0.953492224216,0.515511274338,-0.144586339593,-0.359056800604
993,-0.666769862175,0.63952767849,0.524730265141,0.26689684391,0.0716723874211,0.131832972169,-0.709015130997,-0.0363173782825,0.134681239724,-0.256901621819,0.151231586933,-1.26247727871,0.609788179398,0.580019831657,-0.457198888063,0.957758069038,-0.107949286699,-0.475953221321,-0.257091850042
7157,-0.227065861225,0.964497327805,0.155587375164,-0.0642452687025,-0.175654277205,0.329565167427,-0.249592214823,-0.650279700756,0.120941825211,0.211281180382,-0.0981964766979,-0.766811728477,0.474619626999,0.40999519825,-0.566534638405,-0.422638267279,0.254652053118,0.268488138914,-0.13838711381
1958,4.90310430527,-1.27855110168,0.0871325582266,0.257368564606,0.049019522965,-0.000140979886055,-0.176878631115,-0.279311239719,-0.357873141766,0.606379985809,-0.237917974591,-1.0255510807,0.550045132637,-0.068550825119,0.11391466856,-0.310092687607,0.370352804661,-0.415057659149,-0.415394544601
4582,-0.100570112467,-1.1204431057,0.398244857788,-0.00940459221601,-0.447190076113,0.246098428965,0.0159457996488,0.52109760046,-0.30719640851,0.104547351599,0.19110301137,-1.71423614025,0.36262384057,-0.259920567274,-0.496991962194,1.26873040199,0.761696100235,1.16442322731,1.4331278801
9212,-0.635630369186,0.714690446854,-0.657412350178,0.568733811378,0.714343070984,0.868287682533,0.207993462682,-0.1976775527,0.612950205803,0.367863535881,0.219429984689,0.488430261612,0.454585552216,-0.186699330807,-0.37739571929,-0.32265150547,0.279180467129,-1.16422510147,0.119468383491
8440,0.283931493759,-1.18276572227,0.849996566772,-0.109002441168,-0.0139450542629,0.344696342945,-0.0278183743358,0.076016895473,0.357785850763,-0.16180446744,0.0386448390782,-0.402995109558,0.500256478786,0.340765535831,0.378455579281,0.890426754951,0.0489456802607,-0.0455237925053,0.372100889683
6790,-0.152680933475,1.75024724007,0.676374137402,0.890728354454,0.554393827915,0.477744072676,0.599713802338,-0.236787557602,-0.0941581577063,0.706963062286,0.508960843086,0.0373527668417,-0.328212708235,-0.404415369034,0.850768268108,-1.4139778614,-0.0398002415895,0.358988106251,0.289784699678
