rid,CPC005_A375_6H:BRD-A59303141-001-03-9:10,CPC005_A375_24H:BRD-A59303141-001-03-9:10,CPC005_A549_6H:BRD-A59303141-001-03-9:10,CPC005_A549_24H:BRD-A59303141-001-03-9:10,CPC005_HA1E_6H:BRD-A59303141-001-03-9:10,CPC005_HA1E_24H:BRD-A59303141-001-03-9:10,CPC005_HCC515_6H:BRD-A59303141-001-03-9:10,CPC005_HT29_6H:BRD-A59303141-001-03-9:10,CPC005_HT29_24H:BRD-A59303141-001-03-9:10,CPC005_MCF7_24H:BRD-A59303141-001-03-9:10,CPC005_MCF7_6H:BRD-A59303141-001-03-9:10,CPC005_PC3_6H:BRD-A59303141-001-03-9:10,CPC005_PC3_24H:BRD-A59303141-001-03-9:10,CPC005_VCAP_6H:BRD-A59303141-001-03-9:10,CPC005_VCAP_24H:BRD-A59303141-001-03-9:10,CPD003_MCF7_6H:BRD-A59303141-001-07-0:10,CPD003_MCF7_24H:BRD-A59303141-001-07-0:10,CPD003_PC3_6H:BRD-A59303141-001-07-0:10,CPD003_PC3_24H:BRD-A59303141-001-07-0:10
5720,-1.49606442451,0.16058626771,-0.274749130011,0.314411133528,-1.23030006886,0.124033331871,0.0168000012636,0.254974126816,0.460909694433,0.769510746002,0.015597413294,0.900089085102,-0.303375989199,-0.360512971878,-0.245136469603,0.0319499969482,-1.98680090904,-1.18409633636,-0.422399997711
466,-1.1651403904,0.161363661289,-1.4117577076,-0.409143209457,-0.123449981213,0.397433340549,0.583000004292,-0.0173922032118,0.812261939049,0.3920596838,0.0972444713116,1.10983705521,0.820065796375,0.492985486984,-0.17682236433,-0.802850008011,-0.528264045715,-1.20387721062,0.186300009489
6009,-0.722293496132,-0.663482248783,-0.931567311287,0.0718762874603,0.767899990082,-0.744466662407,1.99884998798,-1.16732382774,-0.131367787719,-0.450668483973,0.545139312744,0.0592890679836,-0.689236223698,0.186792552471,-0.455841481686,0.584249973297,0.243620380759,-0.56506228447,-0.137050002813
2309,1.16550040245,0.552384495735,0.700078129768,-0.0538368523121,-0.041349992156,0.490500003099,-0.319249987602,0.00767737627029,0.261878997087,0.375706911087,-1.66988348961,-0.224918872118,-0.757895469666,-0.695943653584,-0.0494393445551,0.725350022316,-0.403472930193,0.329486042261,0.211350008845
387,0.194960057735,-0.373290002346,-0.926587581635,-0.543535172939,1.43949997425,0.0803333371878,0.468549966812,-0.298447489738,-0.239678293467,0.835519492626,0.0356682389975,1.08390021324,0.910451769829,-0.771672725677,-0.0882895663381,0.533299982548,0.065752543509,-1.71935224533,0.251199990511
3553,0.142103746533,-0.847929596901,-0.482643187046,1.31568825245,0.926200032234,-0.135399997234,-0.674499988556,-0.54033434391,5.01266288757,-0.878601193428,-0.696547210217,0.574785590172,0.0464107319713,0.172783330083,0.258413463831,-0.545599997044,1.46985077858,0.236445516348,0.0559500157833
427,1.09281051159,0.626145422459,-0.402560710907,-0.106952138245,-0.875749945641,-0.247800007463,-0.0771000012755,-0.101278230548,2.05417013168,0.00592737644911,-1.12255585194,-0.00638113170862,0.668359518051,1.16970682144,-0.017795374617,0.131349995732,-0.13452373445,1.16358625889,-0.0311000049114
5898,-0.739318132401,-0.107684493065,-0.070215895772,0.812050223351,0.408550024033,0.188366681337,-0.134800001979,0.45576530695,0.363004863262,0.317678749561,-1.43919527531,-0.329115390778,0.68846487999,0.324276983738,0.139101073146,-0.182749986649,-0.132470935583,-0.88988250494,0.130199998617
23365,1.57002353668,1.61017429829,0.473064869642,0.522179961205,-0.28900000453,-0.607800006866,0.896250009537,-0.248633816838,-0.509754776955,0.0200707148761,-0.994758963585,-0.475922137499,0.968804001808,-0.186992764473,0.386464655399,0.0995000004768,-0.198236569762,0.975181818008,-0.920049965382
6657,-0.383842051029,-0.591320574284,-0.438215792179,0.964077115059,-0.0289500057697,0.184966683388,-0.946100056171,-0.427935659885,-0.132713288069,-0.407782316208,0.165943205357,-0.672954797745,-0.519255101681,-0.416002988815,0.207845106721,0.828750014305,-0.877013623714,2.01324367523,0.227549999952
5054,-0.754257202148,0.00987204909325,0.0322285294533,-0.713417172432,-0.149999976158,0.25830000639,0.401650011539,-0.0410239547491,-0.276366472244,-0.514742910862,1.11600732803,0.709004819393,0.645022213459,1.02564454079,0.00741146784276,-0.0692999660969,1.63215816021,-0.680390357971,0.584149956703
3108,0.973680913448,-0.672734439373,-0.2663230896,0.644719481468,1.16025006771,-0.312266677618,1.10829997063,-0.369777083397,-0.997620820999,4.62829685211,-0.520861387253,0.270086467266,-0.407355576754,-0.320309817791,-0.483910650015,0.0403500050306,0.551511883736,-0.725288629532,-0.318149983883
1950,-0.0476516038179,-0.4500669837,-0.783479094505,-0.330154985189,-0.525600016117,-0.0122000053525,-0.0533500015736,-0.0209577679634,0.904846191406,-0.185524091125,0.206137478352,0.490004062653,-0.204585433006,0.785335659981,0.649545550346,1.41015005112,0.756530284882,1.01641321182,0.640450000763
351,0.692162454128,-0.137523800135,-0.259134054184,-0.246065437794,-0.202700003982,-0.0975666642189,0.85355001688,1.48065924644,0.426557302475,0.236498087645,-0.222534894943,-0.476120680571,0.127610951662,0.441395968199,-0.161156833172,-0.275900006294,1.0104944706,-0.251767039299,0.177400022745
4846,-0.20537006855,0.693778276443,-0.836963534355,-0.024256169796,-0.955550014973,0.110300004482,-0.623600006104,-0.362080305815,-0.271704316139,-0.0462135002017,5.21983242035,-0.869849264622,0.712589919567,-0.0364758223295,0.269630879164,-0.6712500453,-0.445822328329,-0.496840626001,-0.121499985456
1452,-0.766299724579,0.156328216195,-0.603635728359,-0.818875014782,-1.2853499651,0.430500030518,1.01454997063,-0.576492547989,0.228458970785,-0.990189731121,-0.359432786703,0.188485145569,0.258756071329,0.0552360117435,0.543621242046,-0.0879500061274,-0.431349635124,-0.528714478016,-1.05585002899
4776,-0.387649863958,-0.0811296701431,-0.545172452927,0.867417275906,-0.301700025797,-0.549666702747,-0.202900007367,-0.413479030132,0.0958289280534,-0.361819118261,4.50234937668,-1.05113458633,-0.533895969391,0.596850454807,1.06376004219,0.180600002408,1.29652929306,1.62200832367,-0.188550010324
6908,-1.09745895863,0.226824700832,-0.539235055447,0.308259904385,0.480599999428,-0.438066720963,0.688600003719,-0.267894178629,-0.0497495234013,0.691897392273,1.15735268593,1.10418081284,-0.0300749838352,-0.827643156052,-0.842506408691,-0.560199975967,-1.27858197689,-0.635540544987,0.130599975586
672,0.328495115042,0.0667916610837,0.326018095016,-0.586236417294,-1.4851000309,0.421466648579,-0.613700032234,-0.116877481341,0.260655999184,0.830389380455,0.45224738121,-0.134866386652,-0.422457844019,0.0269465483725,0.162975504994,-0.284850001335,0.806379675865,-0.0413347929716,-0.577100038528
5710,1.15267884731,0.803897738457,0.025278031826,0.307076126337,-0.672399997711,-0.0929333418608,0.77144998312,-0.510771811008,-0.0505456365645,-0.127239257097,-0.480502665043,0.256729960442,0.708079397678,-1.6262087822,-1.44864356518,-0.0716999992728,-0.529880404472,1.22229671478,0.0732000097632
2115,-0.804387807846,-0.381371885538,-0.276856064796,-1.1469848156,0.270600020885,-0.616299986839,1.01104998589,-1.31043052673,-1.55951094627,-0.580962657928,-0.721603214741,0.725121319294,0.17880576849,-0.607035636902,0.30863776803,-0.292999982834,-1.04955983162,1.72480797768,-0.0317500010133
7015,-0.66071999073,-1.01214313507,-0.293800652027,-0.256208717823,-1.05225002766,-0.0498333275318,-1.29384994507,-0.477824509144,-0.616203308105,0.105214759707,-0.0349456891418,-0.612907290459,-0.382755994797,0.498184144497,0.788567245007,0.290699988604,1.81168198586,0.600847423077,0.188099995255
8726,-0.0890426635742,0.442204654217,-1.04188621044,0.0276045948267,0.308299988508,0.407700002193,0.0678000003099,0.215220496058,0.1888474226,0.113876312971,0.167390942574,0.32412981987,0.613004565239,1.02192795277,0.234245330095,-1.19389998913,-0.111227914691,-0.949763476849,-0.287950009108
2185,-0.61626470089,0.241218447685,-0.955176472664,0.663114786148,0.860550045967,0.00683332979679,-1.28910005093,-0.6306194067,-0.116340681911,-0.346663624048,0.10208876431,-0.629538238049,-1.08504891396,0.172252446413,0.233096316457,0.0359000004828,0.0520635806024,1.50262379646,-0.122799962759
3315,-0.450195640326,-1.22775804996,0.667044341564,-1.18199896812,0.378949999809,-0.0214666649699,1.02355003357,0.0888852253556,-0.493456304073,0.215711086988,-8.96342098713e-05,0.512761354446,0.618547797203,0.095152258873,1.41471898556,-0.756449997425,-0.755135893822,-0.829074501991,0.0725000053644
5289,-0.513077497482,0.517875909805,-0.225657045841,0.325590461493,-0.176849991083,0.844566702843,-0.703149974346,0.239889442921,-0.0893387794495,-0.0256150662899,-3.38970041275,-0.941945612431,-0.289142817259,-0.333093553782,0.142174810171,-0.158199995756,-1.24434363842,-1.28129911423,-0.76709997654
868,-0.704520344734,-0.511162281036,-0.122357398272,0.416048407555,1.05449998379,0.00136667490005,2.58294987679,1.27729439735,1.76917982101,1.3314665556,0.148970067501,-0.256589651108,-0.0769104063511,0.0721084624529,0.488597810268,-1.0638500452,0.0258792471141,0.181028962135,-0.556650042534
1677,-0.971465587616,-0.601131021976,-0.506016790867,-0.250722587109,0.0556499958038,-0.820166707039,-0.428799986839,0.467605739832,0.932718157768,1.35487473011,0.460014402866,-0.37184470892,0.139826312661,0.439540565014,0.820648372173,0.486000001431,-0.422095417976,-0.383117139339,0.381399989128
7043,-0.531211614609,0.24364387989,0.0736411958933,-0.110133439302,0.825549960136,0.288366675377,-0.399199992418,-0.0640547797084,1.43818056583,-0.0734601840377,4.74886894226,-0.530851304531,-0.511945724487,0.190610259771,0.122968278825,0.167850002646,-0.420189529657,1.45779037476,-0.215850010514
5613,-0.614606380463,-0.0292588621378,-0.297798931599,0.878205358982,0.570999979973,-0.186900004745,-0.34659999609,-0.0826594680548,-0.13931915164,-0.13474072516,0.609102010727,-0.499206542969,-0.507129132748,-0.382720768452,-0.13654255867,0.36985000968,1.19556343555,1.42989730835,0.395250022411
595,1.29870724678,0.332070350647,-0.348960697651,-0.293351620436,-0.520850002766,-0.226600021124,0.462949991226,-0.279434680939,-0.0683663338423,-0.166500866413,-1.18554234505,0.316502869129,0.293150633574,-0.67357814312,-0.588769316673,-0.223949998617,-2.48209834099,-1.08931529522,0.243549987674
4793,0.365424305201,0.0692563280463,0.314407587051,1.15927827358,0.55034995079,0.0378999710083,-0.577000021935,-0.0300590991974,0.0147002786398,-0.105946630239,-0.640961945057,-0.256194442511,0.414868175983,1.19814121723,-0.328353583813,0.0556499958038,0.136531561613,-0.283297687769,-0.533149957657
2736,-0.758731305599,0.249974802136,-0.389154344797,0.407676368952,-0.368449985981,0.581766664982,0.709549963474,-0.345457822084,-0.226516783237,-0.464873075485,0.182397246361,-0.790808796883,0.0603760182858,-0.015394795686,0.448298215866,-0.450549989939,-1.99903416634,1.23554587364,-1.02215003967
5290,-0.997243106365,-0.112075664103,-0.33591529727,0.283687442541,0.768099963665,-0.216299980879,-0.233049988747,0.457701683044,0.25696772337,-0.450099766254,0.620881259441,-0.511247217655,-0.359818607569,0.429006934166,-0.0138453897089,0.326000005007,1.15394830704,6.07060480118,0.26780000329
6194,0.0,-0.000184488802915,0.129733398557,0.0,0.409399986267,0.0,-0.578400015831,-0.425408124924,0.0,-0.166388884187,-1.38790023327,-0.328730255365,0.0525700077415,-0.0947608202696,-0.000928883382585,-5.17299985886,-1.79962158203,-1.58278882504,-0.499300032854
1676,-1.13994538784,-0.34335282445,-0.324325948954,0.703350186348,0.681900024414,0.258733332157,0.568499982357,0.335262179375,-0.136557430029,-0.155414164066,0.850723743439,-0.626849532127,0.183792710304,0.223374560475,0.543515264988,0.56274998188,1.7185536623,-1.25704073906,0.1617000103
23512,0.961028337479,0.576860904694,-0.113628476858,0.485153347254,-2.41610002518,0.672066688538,-0.214749991894,-0.536674141884,0.522250771523,0.237639799714,0.599619746208,0.939968407154,-0.565620541573,-0.0337493158877,-0.726635694504,-0.133749991655,-0.633439183235,0.906574726105,0.147599995136
