rid,CPC014_A375_6H:BRD-K70401845-001-02-5:10,CPC014_A549_6H:BRD-K70401845-001-02-5:10,CPC014_A549_24H:BRD-K70401845-001-02-5:10,CPC014_ASC_24H:BRD-K70401845-001-02-5:10,CPC014_HA1E_6H:BRD-K70401845-001-02-5:10,CPC014_HCC515_6H:BRD-K70401845-001-02-5:10,CPC014_HEPG2_6H:BRD-K70401845-001-02-5:10,CPC014_HT29_6H:BRD-K70401845-001-02-5:10,CPC014_MCF7_6H:BRD-K70401845-001-02-5:10,CPC014_MCF7_24H:BRD-K70401845-001-02-5:10,CPC014_NEU_24H:BRD-K70401845-001-02-5:10,CPC014_NPC_24H:BRD-K70401845-001-02-5:10,CPC014_PC3_6H:BRD-K70401845-001-02-5:10,CPC014_PC3_24H:BRD-K70401845-001-02-5:10,CPC014_PHH_24H:BRD-K70401845-001-02-5:10,CPC014_SKB_24H:BRD-K70401845-001-02-5:10,CPC014_VCAP_6H:BRD-K70401845-001-02-5:10,CPC014_VCAP_24H:BRD-K70401845-001-02-5:10,CPD002_MCF7_24H:BRD-K70401845-001-03-3:10,CPD002_MCF7_6H:BRD-K70401845-001-03-3:10,CPD002_PC3_6H:BRD-K70401845-001-03-3:10,CPD002_PC3_24H:BRD-K70401845-001-03-3:10,LJP002_BT20_6H:BRD-K70401845-001-04-1:10,LJP002_BT20_6H:BRD-K70401845-001-04-1:2,LJP002_BT20_6H:BRD-K70401845-001-04-1:0.4,LJP002_BT20_6H:BRD-K70401845-001-04-1:0.08,LJP002_BT20_24H:BRD-K70401845-001-04-1:10,LJP002_BT20_24H:BRD-K70401845-001-04-1:2,LJP002_BT20_24H:BRD-K70401845-001-04-1:0.4,LJP002_BT20_24H:BRD-K70401845-001-04-1:0.08,LJP002_HS578T_6H:BRD-K70401845-001-04-1:10,LJP002_HS578T_6H:BRD-K70401845-001-04-1:2,LJP002_HS578T_6H:BRD-K70401845-001-04-1:0.4,LJP002_HS578T_6H:BRD-K70401845-001-04-1:0.08,LJP002_HS578T_24H:BRD-K70401845-001-04-1:10,LJP002_HS578T_24H:BRD-K70401845-001-04-1:2,LJP002_HS578T_24H:BRD-K70401845-001-04-1:0.4,LJP002_HS578T_24H:BRD-K70401845-001-04-1:0.08,LJP002_MCF10A_6H:BRD-K70401845-001-04-1:10,LJP002_MCF10A_6H:BRD-K70401845-001-04-1:2,LJP002_MCF10A_6H:BRD-K70401845-001-04-1:0.4,LJP002_MCF10A_6H:BRD-K70401845-001-04-1:0.08,LJP002_MCF10A_24H:BRD-K70401845-001-04-1:10,LJP002_MCF10A_24H:BRD-K70401845-001-04-1:2,LJP002_MCF10A_24H:BRD-K70401845-001-04-1:0.4,LJP002_MCF10A_24H:BRD-K70401845-001-04-1:0.08,LJP002_MCF7_6H:BRD-K70401845-001-04-1:10,LJP002_MCF7_6H:BRD-K70401845-001-04-1:2,LJP002_MCF7_6H:BRD-K70401845-001-04-1:0.4,LJP002_MCF7_6H:BRD-K70401845-001-04-1:0.08,LJP002_MCF7_24H:BRD-K70401845-001-04-1:10,LJP002_MCF7_24H:BRD-K70401845-001-04-1:2,LJP002_MCF7_24H:BRD-K70401845-001-04-1:0.4,LJP002_MCF7_24H:BRD-K70401845-001-04-1:0.08,LJP002_MDAMB231_6H:BRD-K70401845-001-04-1:10,LJP002_MDAMB231_6H:BRD-K70401845-001-04-1:2,LJP002_MDAMB231_6H:BRD-K70401845-001-04-1:0.4,LJP002_MDAMB231_6H:BRD-K70401845-001-04-1:0.08,LJP002_MDAMB231_24H:BRD-K70401845-001-04-1:10,LJP002_MDAMB231_24H:BRD-K70401845-001-04-1:2,LJP002_MDAMB231_24H:BRD-K70401845-001-04-1:0.4,LJP002_MDAMB231_24H:BRD-K70401845-001-04-1:0.08,LJP002_SKBR3_6H:BRD-K70401845-001-04-1:10,LJP002_SKBR3_6H:BRD-K70401845-001-04-1:2,LJP002_SKBR3_6H:BRD-K70401845-001-04-1:0.4,LJP002_SKBR3_6H:BRD-K70401845-001-04-1:0.08,LJP002_SKBR3_24H:BRD-K70401845-001-04-1:10,LJP002_SKBR3_24H:BRD-K70401845-001-04-1:2,LJP002_SKBR3_24H:BRD-K70401845-001-04-1:0.4,LJP002_SKBR3_24H:BRD-K70401845-001-04-1:0.08
5720,0.974993109703,0.07450620085,1.06050264835,0.284053981304,-0.613515198231,-1.74868750572,-0.452989727259,-0.410219103098,-0.427360117435,0.670921564102,0.76909995079,-0.77682697773,-0.532413184643,0.063323572278,-0.166289895773,-0.551842987537,-0.399174898863,0.667647182941,-1.28603339195,-0.212970927358,-0.336804449558,0.818000018597,-0.34650093317,-0.503953158855,-0.49372535944,-0.28596842289,0.0749344825745,0.102024823427,0.593978345394,-0.367107391357,-1.77970647812,-0.180971875787,-0.0203599426895,0.98827123642,-0.0834740400314,-0.217123612761,0.211328148842,0.247185483575,0.266427099705,0.0276712477207,1.09177327156,-0.258073568344,1.64314997196,0.0393000021577,1.44760000706,0.206049978733,-0.29199886322,-0.180103302002,0.364384829998,-0.231333345175,-1.23954999447,-1.11500000954,0.519700050354,-0.0755999982357,-0.680092930794,-0.582274377346,-0.0260799378157,0.696447432041,-0.571960747242,-0.796998858452,0.166364520788,-0.230228170753,-1.36937654018,-0.92760682106,0.0235376395285,-0.115430295467,-1.6000597477,-0.887499153614,-0.318540990353,0.245100021362
466,0.000851575285196,-0.606548666954,-0.307830780745,0.154975682497,-0.435476779938,2.55829429626,0.531039237976,0.0251314155757,-0.729619443417,0.0609863474965,0.718450009823,-0.509858906269,-0.464995443821,-0.60520863533,0.451754331589,0.0253371670842,0.370121151209,0.410054266453,0.139833331108,-0.090631403029,0.617860198021,-0.183700025082,-1.42986512184,0.301420629025,-0.18563182652,0.565294444561,-0.598236322403,-2.12181758881,0.454121291637,0.158567041159,-1.21083569527,-0.263584315777,0.594395160675,0.127899810672,0.980871200562,0.97719180584,0.744195699692,0.398267328739,-0.228479683399,-0.709639787674,-1.3325561285,-1.05345869064,-0.553049981594,-1.57429993153,0.80505001545,0.431499987841,0.545181334019,0.440872073174,0.198552310467,0.745233297348,-0.147349998355,0.391849964857,0.470649987459,0.948950052261,-0.814902901649,0.956455826759,0.726280748844,-0.193885922432,-0.554160714149,0.209797725081,0.36189186573,0.337596356869,-1.51106488705,-1.94482862949,-0.310950994492,-0.587960600853,-0.63135010004,0.463674873114,-0.740087211132,-0.823866665363
6009,-0.757708489895,-0.48982489109,-0.0697709918022,0.662824034691,-0.760591447353,0.988933324814,-0.328552007675,-0.667447328568,-0.74284940958,0.421252071857,-0.220950007439,2.10279250145,-1.06987154484,0.0944142341614,0.0340771079063,-0.770953834057,-0.802617967129,1.12180137634,-1.34713339806,-1.05026590824,-0.352465361357,0.596549987793,-0.626895129681,0.49885571003,-0.0118978023529,-0.104478299618,-0.761989831924,0.145530700684,-0.288348346949,-0.0357295908034,-0.488506555557,0.704083919525,0.460448712111,0.423394620419,1.35786819458,0.50502628088,1.13905715942,0.428519666195,0.30672287941,0.336376547813,0.49124777317,0.911706447601,-1.59290003777,-1.63065004349,1.45974993706,-0.0419999957085,-0.155102103949,0.165172964334,0.76503443718,-1.09706676006,-0.53174996376,0.265000015497,0.668649971485,0.820450007915,-0.345531851053,-0.642494797707,0.447120964527,0.846617460251,0.728908836842,0.176515370607,1.42405152321,0.283728927374,-1.11953496933,-1.10686516762,0.450800329447,-0.662544965744,-1.8864877224,0.670307278633,0.00709528476,0.268633306026
2309,-0.833111584187,0.269255697727,0.461805462837,0.121818244457,0.526473641396,1.52371835709,0.572471261024,1.38817846775,-0.248550772667,-0.0687905550003,0.110699996352,-1.61142027378,-0.158215522766,0.188362509012,0.8327922225,0.533236801624,-0.693607866764,0.171514302492,0.169333338737,-1.86748814583,0.48122626543,1.63575005531,-1.0855525732,-2.14741230011,-0.100442759693,-0.325836271048,0.288162440062,0.528618037701,-0.175837576389,-0.253183841705,-2.09519505501,-0.299539148808,0.24351374805,-0.853823959827,-0.329512894154,-0.535653173923,-1.13531947136,0.219432115555,0.231355279684,-0.103209286928,0.292483240366,-0.336191773415,1.64895009995,1.26125001907,0.77655005455,0.542850017548,-1.29820644855,-0.18925909698,-0.455923050642,-0.567066669464,-2.27244997025,-1.67674994469,0.327849984169,-2.67735004425,-1.87595283985,-0.118214055896,-0.450247436762,-0.576710999012,-0.375184476376,-0.616340219975,-0.951670765877,1.02187883854,-0.0721130669117,-0.274358153343,-1.0443829298,-0.204505205154,-1.76468110085,-0.595581531525,-0.28095215559,-0.857966661453
387,-0.518161296844,-0.640638589859,0.166976392269,0.178030356765,0.0363509654999,1.69725227356,0.0554405599833,-0.59022974968,-0.0502774752676,0.0446348339319,-0.138599991798,-0.336935043335,-0.815794587135,-0.673789680004,-0.877007424831,-1.02408134937,-0.373485594988,-0.164465382695,0.451700031757,-0.161842226982,-0.890317440033,1.05410003662,-0.346666395664,-0.312417030334,0.0587365180254,0.00786472856998,-1.56778085232,0.189313277602,0.202252238989,-0.272397726774,-0.701210618019,0.412088304758,0.60497045517,0.686529636383,-0.207092449069,0.0724211931229,0.139018088579,-0.307710170746,-0.245817139745,0.138942956924,0.206626042724,0.72157895565,-1.94825005531,-1.52754998207,0.762100040913,-0.681649982929,-0.400442272425,-0.496625334024,-0.0424713641405,0.0868999958038,-0.795149981976,-0.0674000009894,0.67895001173,-0.133149981499,-0.621502101421,-0.239998459816,0.643235683441,0.260071635246,-0.151234313846,0.0618703141809,0.781376838684,-0.872719109058,-1.02234530449,-0.40931135416,-0.0569303929806,-0.36107134819,-0.765169322491,-0.199263185263,-0.197845593095,0.933400034904
3553,0.783867716789,1.11750137806,0.0390855148435,0.366105467081,0.335060328245,0.774667978287,-0.30826318264,0.467802405357,-0.644488275051,0.0905080288649,-0.770449995995,1.5140478611,0.48492616415,0.452281922102,-0.00626143813133,1.55776011944,0.235629290342,-1.06168055534,-0.129966661334,1.43667447567,0.443716883659,1.70580005646,0.433619618416,-0.660373568535,-0.138521805406,0.063651278615,-0.300622344017,-0.66540569067,-0.405151307583,1.35580646992,1.76315140724,0.179059326649,-1.06790339947,-0.462322741747,0.862047433853,0.778749346733,0.754775643349,0.354211986065,-1.16035783291,-0.923067927361,-0.570298552513,0.267066150904,2.04659986496,1.34135007858,1.96495008469,2.13530015945,1.54077506065,0.719654202461,0.0176836252213,0.569166660309,0.619750022888,1.6618500948,-0.896450042725,0.618300020695,1.07339441776,1.12650799751,0.261087238789,-0.326673150063,0.869161128998,1.0652500391,0.02746771276,-0.38954526186,0.901221990585,0.646265923977,0.87942892313,0.32552677393,2.20591068268,0.502773344517,0.532260596752,-0.13263335824
427,1.74772441387,0.578816115856,0.943258345127,0.00947865843773,0.545925676823,2.1612200737,0.0796972215176,-0.169300377369,-0.459494441748,-0.437015473843,0.302100002766,0.374206930399,-0.572087645531,-0.716236233711,0.607609033585,0.523881793022,0.136851757765,0.0297396183014,1.87290000916,0.165897190571,0.374794483185,-0.333999991417,-0.363362461329,-0.917550981045,-0.0936225652695,0.221557065845,-1.96813774109,0.336723506451,0.207730099559,-1.55344581604,0.363396853209,0.605908632278,0.160171568394,0.119541972876,0.281876832247,0.563644886017,-0.380589276552,-1.1058151722,-0.513910710812,0.62327092886,-0.977733194828,0.315057456493,0.709049999714,-2.61339998245,-0.398999989033,0.552700042725,0.086354881525,-0.13694563508,-0.780631303787,-0.534766674042,0.923650026321,-0.950699985027,0.307649999857,0.835550010204,0.58832526207,-0.107877284288,0.668325126171,0.0628848150373,-0.213423728943,-0.209943145514,0.0229721739888,-0.131851121783,0.488845765591,0.258775472641,-0.992385268211,-0.740635216236,0.752924323082,0.204519584775,-0.443382292986,-0.621266663074
5898,-0.292589575052,-0.883024930954,-1.15770840645,0.0911710709333,-0.845888614655,-0.289276003838,0.482182979584,-0.134663000703,-0.670660972595,-0.214641287923,-0.872449994087,0.289845824242,-0.836644768715,-1.4764097929,0.230384141207,0.356185108423,0.730287075043,-0.650413274765,0.279600024223,-0.415747880936,-0.135331258178,-1.71845006943,-0.264088451862,0.308520674706,0.335581600666,-0.569725871086,-1.61804151535,0.878954410553,0.000722352415323,0.415032625198,1.17189192772,-0.359465539455,-0.123213127255,0.737437725067,-0.0689483135939,0.0827852264047,0.559224069118,-1.25934922695,-0.419317930937,0.47431409359,-0.620962738991,0.0603942871094,0.382250010967,-0.0280500054359,0.812649965286,-0.337649971247,-0.14166945219,-0.52646023035,1.04418051243,0.390400022268,-0.377000004053,0.0738499984145,0.653950035572,-0.111100003123,-2.16350674629,-0.0053294301033,0.55554485321,-0.252048879862,-0.552158355713,-0.760829329491,0.0493901073933,-0.256453990936,-0.949287056923,-0.755727529526,0.311271518469,-0.623593091965,-0.866238534451,-2.91219615936,0.424382358789,0.501966714859
23365,-0.92702203989,0.335640221834,-0.125748381019,0.416391968727,-0.755542695522,1.94971311092,0.165391415358,0.275928109884,0.254852771759,-1.62908649445,0.497299998999,0.371984869242,-0.267675101757,-0.428641557693,-0.0925650596619,0.319686681032,0.613344907761,-0.147948265076,0.767466664314,-0.626394689083,-0.968884408474,-1.34210002422,0.225061297417,0.683925926685,0.371049046516,0.299543946981,0.417346835136,0.571259617805,0.374940603971,0.109514787793,0.386487782001,-0.490425825119,0.0758460760117,-0.576008737087,-0.0166695415974,0.650363087654,-0.299603641033,0.213894024491,0.0178015977144,0.051125459373,1.46857380867,-0.356370866299,-0.516700029373,-0.116400003433,-0.737200021744,-0.366349995136,-0.574873328209,0.122517339885,-0.21246175468,-0.228833347559,0.791450023651,0.615700006485,-0.300800025463,0.359849989414,-0.189117565751,-0.128899931908,0.368747144938,-0.030340924859,0.568351149559,0.360560327768,-0.482054173946,-0.0333435535431,1.19737315178,-0.739594399929,0.490824133158,1.15269243717,0.542919099331,-0.154679238796,1.5262389183,0.728399991989
6657,-1.12294518948,0.804741978645,-0.418438374996,0.120697662234,0.0481023974717,-0.301361560822,-0.0601111277938,-0.0445009805262,0.357421785593,0.534220695496,0.216749995947,-1.21616590023,1.12147402763,0.894892215729,-0.793420255184,1.29963815212,0.661868274212,-0.935185968876,0.508800029755,0.847533583641,-0.267931967974,0.354400008917,0.312892407179,-0.293733358383,-0.148149624467,-0.888915300369,0.262483000755,0.0948896482587,-0.934750556946,0.483941853046,2.99662923813,0.0168770886958,-0.862414717674,-0.402333408594,1.02271604538,0.228030920029,0.384394496679,0.423568457365,0.663399219513,0.305320233107,0.160305708647,-0.268208116293,1.2256500721,0.678499996662,-0.90875005722,0.177850008011,-0.110632896423,-0.976282417774,-0.236072674394,-0.474133342505,0.24200001359,0.531199991703,-0.395250022411,0.922600030899,1.88980722427,0.820956766605,0.0139020681381,-0.323245286942,1.1588588953,1.14532613754,-0.4639339149,-0.853339791298,1.33900809288,0.926301538944,0.670201003551,0.916099488735,2.71803975105,1.21791338921,1.02589738369,0.392766594887
