rid,CPC006_A375_6H:BRD-K28296557-005-14-6:10,CPC006_A549_6H:BRD-K28296557-005-14-6:10,CPC006_A549_24H:BRD-K28296557-005-14-6:10,CPC006_A673_6H:BRD-K28296557-005-14-6:10,CPC006_AGS_6H:BRD-K28296557-005-14-6:10,CPC006_CL34_6H:BRD-K28296557-005-14-6:10,CPC006_CORL23_6H:BRD-K28296557-005-14-6:10,CPC006_COV644_6H:BRD-K28296557-005-14-6:10,CPC006_DV90_6H:BRD-K28296557-005-14-6:10,CPC006_EFO27_6H:BRD-K28296557-005-14-6:10,CPC006_HA1E_6H:BRD-K28296557-005-14-6:10,CPC006_HCC15_6H:BRD-K28296557-005-14-6:10,CPC006_HCC515_6H:BRD-K28296557-005-14-6:10,CPC006_HCC515_24H:BRD-K28296557-005-14-6:10,CPC006_HCT116_6H:BRD-K28296557-005-14-6:10,CPC006_HEC108_6H:BRD-K28296557-005-14-6:10,CPC006_HEPG2_6H:BRD-K28296557-005-14-6:10,CPC006_HT115_6H:BRD-K28296557-005-14-6:10,CPC006_HT29_6H:BRD-K28296557-005-14-6:10,CPC006_HT29_24H:BRD-K28296557-005-14-6:10,CPC006_JHUEM2_6H:BRD-K28296557-005-14-6:10,CPC006_LOVO_6H:BRD-K28296557-005-14-6:10,CPC006_MCF7_6H:BRD-K28296557-005-14-6:10,CPC006_MCF7_24H:BRD-K28296557-005-14-6:10,CPC006_MDST8_6H:BRD-K28296557-005-14-6:10,CPC006_NCIH1694_6H:BRD-K28296557-005-14-6:10,CPC006_NCIH1836_6H:BRD-K28296557-005-14-6:10,CPC006_NCIH2073_6H:BRD-K28296557-005-14-6:10,CPC006_NCIH508_6H:BRD-K28296557-005-14-6:10,CPC006_NCIH596_6H:BRD-K28296557-005-14-6:10,CPC006_NOMO1_6H:BRD-K28296557-005-14-6:10,CPC006_OV7_6H:BRD-K28296557-005-14-6:10,CPC006_PC3_6H:BRD-K28296557-005-14-6:10,CPC006_PC3_24H:BRD-K28296557-005-14-6:10,CPC006_RMGI_6H:BRD-K28296557-005-14-6:10,CPC006_RMUGS_6H:BRD-K28296557-005-14-6:10,CPC006_SKLU1_6H:BRD-K28296557-005-14-6:10,CPC006_SKMEL1_6H:BRD-K28296557-005-14-6:10,CPC006_SKMEL28_6H:BRD-K28296557-005-14-6:10,CPC006_SNGM_6H:BRD-K28296557-005-14-6:10,CPC006_SNU1040_6H:BRD-K28296557-005-14-6:10,CPC006_SNUC4_6H:BRD-K28296557-005-14-6:10,CPC006_SNUC5_6H:BRD-K28296557-005-14-6:10,CPC006_SW480_6H:BRD-K28296557-005-14-6:10,CPC006_SW620_6H:BRD-K28296557-005-14-6:10,CPC006_SW948_6H:BRD-K28296557-005-14-6:10,CPC006_T3M10_6H:BRD-K28296557-005-14-6:10,CPC006_THP1_6H:BRD-K28296557-005-14-6:10,CPC006_TYKNU_6H:BRD-K28296557-005-14-6:10,CPC006_VCAP_6H:BRD-K28296557-005-14-6:10,CPC006_VCAP_24H:BRD-K28296557-005-14-6:10,CPC006_WSUDLCL2_6H:BRD-K28296557-005-14-6:10,HOG002_A549_24H:BRD-K28296557-005-14-6:10,HOG002_A549_24H:BRD-K28296557-005-14-6:3.33,HOG002_A549_24H:BRD-K28296557-005-14-6:1.11,HOG002_A549_24H:BRD-K28296557-005-14-6:0.3704,HOG002_A549_24H:BRD-K28296557-005-14-6:0.1234,HOG002_A549_24H:BRD-K28296557-005-14-6:0.0412,HOG002_A549_24H:BRD-K28296557-005-14-6:0.013,HOG002_A549_24H:BRD-K28296557-005-14-6:0.0045,HOG002_A549_24H:BRD-K28296557-005-14-6:0.0015,HOG002_A549_6H:BRD-K28296557-005-14-6:10,HOG002_A549_6H:BRD-K28296557-005-14-6:3.33,HOG002_A549_6H:BRD-K28296557-005-14-6:1.11,HOG002_A549_6H:BRD-K28296557-005-14-6:0.3704,HOG002_A549_6H:BRD-K28296557-005-14-6:0.1234,HOG002_A549_6H:BRD-K28296557-005-14-6:0.0412,HOG002_A549_6H:BRD-K28296557-005-14-6:0.013,HOG002_A549_6H:BRD-K28296557-005-14-6:0.0045,HOG002_A549_6H:BRD-K28296557-005-14-6:0.0015,CPC006_H1299_6H:BRD-K28296557-005-14-6:10,HOG002_MCF7_24H:BRD-K28296557-005-14-6:10,HOG002_MCF7_24H:BRD-K28296557-005-14-6:3.33,HOG002_MCF7_24H:BRD-K28296557-005-14-6:1.11,HOG002_MCF7_24H:BRD-K28296557-005-14-6:0.3704,HOG002_MCF7_24H:BRD-K28296557-005-14-6:0.1234,HOG002_MCF7_24H:BRD-K28296557-005-14-6:0.0412,HOG002_MCF7_24H:BRD-K28296557-005-14-6:0.013,HOG002_MCF7_24H:BRD-K28296557-005-14-6:0.0045,HOG002_MCF7_24H:BRD-K28296557-005-14-6:0.0015,HOG002_MCF7_6H:BRD-K28296557-005-14-6:10,HOG002_MCF7_6H:BRD-K28296557-005-14-6:3.33,HOG002_MCF7_6H:BRD-K28296557-005-14-6:1.11,HOG002_MCF7_6H:BRD-K28296557-005-14-6:0.3704,HOG002_MCF7_6H:BRD-K28296557-005-14-6:0.1234,HOG002_MCF7_6H:BRD-K28296557-005-14-6:0.0412,HOG002_MCF7_6H:BRD-K28296557-005-14-6:0.013,HOG002_MCF7_6H:BRD-K28296557-005-14-6:0.0045,HOG002_MCF7_6H:BRD-K28296557-005-14-6:0.0015,CPC006_RKO_6H:BRD-K28296557-005-14-6:10
5720,-1.39508318901,-2.58445882797,-2.2866499424,0.416999995708,-1.66635012627,-1.28199994564,0.523999989033,-0.132899999619,-0.872600018978,-0.53955000639,-1.67739486694,0.534406960011,-0.573035240173,0.858687639236,-2.74574995041,-1.08504140377,-2.02620792389,-0.453699976206,-1.1045845747,-3.85231471062,-0.458800017834,-0.4837000072,-0.874323964119,-0.351561784744,-0.967100024223,0.28694999218,0.978500008583,0.290499985218,-0.370750010014,-1.14904999733,-1.05505001545,-1.3436999321,1.13269603252,-2.36815714836,-1.66109991074,-0.0380932986736,-1.57315003872,-2.29334998131,-1.98310005665,0.135249987245,-1.76769995689,-2.98790001869,-0.509350001812,-0.101400017738,-1.57389307022,-2.29799985886,-0.377149999142,-7.31325006485,-0.512699961662,0.195819407701,-1.67599523067,-8.44429969788,-2.29932427406,-0.88960570097,-0.863777399063,0.0555141568184,0.0358800403774,-0.272422105074,-0.34500837326,-0.0324780344963,-0.171054080129,-0.408252120018,1.22483634949,1.47995471954,0.160109519958,0.82087624073,0.350015461445,0.0708000138402,-1.25339996815,-0.171833336353,-1.53390002251,-4.35503149033,-0.406065672636,-0.403372704983,-1.11251819134,0.794026613235,0.638172209263,0.201738119125,0.321382194757,0.405578255653,-1.04282140732,0.032988153398,0.540084481239,0.320740193129,0.414775460958,0.33832359314,0.217865854502,0.255611687899,0.73117017746,-2.04590010643
466,-0.326003223658,-1.45947027206,-4.92285013199,-0.750750005245,0.569800019264,0.102700024843,0.954899966717,0.446650028229,-2.29310011864,1.32535004616,-1.10560154915,0.231065303087,1.22001051903,2.92017269135,1.0379999876,0.26631051302,-5.12956476212,0.0733999982476,0.0982474461198,-2.79965806007,-0.0519500002265,0.830499947071,0.524911701679,-0.212754949927,0.412449985743,-1.22320008278,0.1916000247,1.01679992676,1.72264993191,2.421200037,1.85000002384,1.51189994812,-2.71189403534,-1.67156481743,1.61884999275,1.53026020527,0.285649985075,0.56274998188,1.55905008316,0.329400002956,0.388849973679,1.75849997997,0.857049942017,0.942600011826,-0.24957883358,0.300099998713,-1.16960000992,-2.80205011368,-0.786549985409,-0.196013316512,2.11588191986,1.92340004444,0.274954319,-2.21558046341,-1.1713155508,-0.301601171494,0.456741631031,0.921348512173,0.48477819562,0.629716992378,0.427582830191,0.671055078506,-2.29659628868,-0.57845056057,0.84311914444,0.143521293998,0.0431715622544,0.150566667318,-0.179666668177,-0.0324333012104,0.199050009251,0.869553804398,-0.563615679741,-0.244199052453,0.0643551796675,0.642742097378,0.509097397327,0.246688514948,0.366705954075,0.407754421234,0.812100827694,1.97067499161,1.62749958038,0.957113385201,1.01755940914,0.520088970661,1.22389948368,1.03388679028,0.382469713688,-1.30480003357
6009,-2.27263903618,-3.47020816803,-1.03464996815,-0.76424998045,-0.933099985123,-0.732749998569,0.901600003242,0.149700000882,1.10829997063,0.533900022507,-3.01787853241,0.291159331799,-0.370401471853,0.596552908421,-0.271600008011,-1.09806609154,-2.35360574722,-0.679899990559,0.0522963553667,-0.740782678127,-0.745350003242,-1.60080003738,-0.890382528305,0.696312010288,1.06669998169,-1.23854994774,-0.543300032616,1.29824995995,1.08395004272,1.1114000082,1.79285001755,-0.365550011396,-0.36961248517,0.686179757118,-0.25624999404,-0.5072696805,0.265650004148,-2.06675004959,-2.06669998169,-0.250050008297,-0.0173000004143,-2.06240010262,0.250949978828,-1.01380002499,-1.43031382561,-1.59315001965,-1.09539997578,0.849249958992,-0.354250013828,-0.800294816494,-1.44328963757,-1.75220000744,1.2310128212,0.569501340389,-1.07679080963,-0.584399938583,0.954405426979,0.82290661335,0.793503880501,0.550121426582,-0.0542821139097,-0.534648895264,-1.43939518929,-0.251171976328,0.537369132042,0.777638792992,0.486308962107,-0.305233359337,0.275766700506,0.966000020504,-0.160899996758,0.643147349358,1.00591266155,1.18650853634,0.2983314991,-0.426858782768,0.182753607631,0.0824222192168,0.157635733485,-0.0372186265886,0.042764633894,0.849854767323,1.11028981209,0.30169069767,0.838973164558,-0.213714689016,0.579775929451,-0.166672244668,0.278509050608,0.926500022411
2309,-2.06303405762,-0.628447413445,1.00514996052,-0.893449962139,4.27519989014,1.3125500679,1.7892999649,0.433249980211,-1.24689996243,1.7567499876,-0.516834378242,0.81713694334,1.20295619965,1.34666383266,0.0058000087738,-0.130349636078,0.0945554003119,2.1724998951,4.10062789917,4.32867717743,-0.595950007439,-0.489450007677,0.307446539402,3.07483005524,0.847699999809,-0.825200021267,-0.920300006866,0.419050008059,1.96909999847,1.48405003548,2.73475003242,2.8396999836,0.218843787909,1.90716123581,3.34630012512,1.61555063725,-0.623350024223,-0.482800006866,-0.151450008154,0.152799993753,2.24515008926,-2.88669991493,1.20720005035,-1.16124999523,-2.55016636848,-1.13660001755,-0.120000004768,-0.123799994588,-0.805699944496,0.636024832726,1.56582665443,-0.12690000236,1.06312704086,0.902109622955,-0.152515590191,0.983751118183,0.218903169036,0.00439152866602,0.204547360539,0.703394532204,0.0625278949738,0.913360178471,-2.14658999443,-0.688775658607,0.292692571878,0.388540059328,0.546060502529,-0.264766693115,1.56766664982,0.473833352327,2.98815011978,2.02835655212,3.82631063461,3.29848718643,2.72645759583,1.42491781712,0.36214953661,0.216234192252,-0.59399163723,-0.0376704111695,1.17557191849,1.99861395359,2.20833086967,1.68044865131,-0.197767272592,-0.605086326599,0.384262770414,0.314838051796,0.295444071293,-4.15089988708
387,-3.80386257172,-0.903972744942,-1.16390001774,-0.23125000298,-0.700200021267,-1.49064993858,-0.514100015163,-0.828350007534,-1.45669996738,-1.69749999046,-0.314292609692,-0.815733015537,-0.528863072395,-0.466626912355,-1.73804998398,-0.589257180691,-1.57343637943,-0.287550032139,-1.08865129948,-1.32524454594,0.378199994564,3.51450014114,-0.646885156631,-1.318349123,-1.68009996414,0.0764000117779,-0.783200025558,-1.53305006027,-3.25759983063,-0.433100014925,-2.61154985428,1.23985004425,-0.12332868576,-5.22976589203,0.222400009632,-0.105732887983,-0.395800054073,2.22810006142,-0.663650035858,-0.0149999856949,-0.670650005341,-2.43440008163,-0.621549963951,1.23444998264,-0.936306655407,-1.59909999371,-1.09474992752,-7.2984495163,0.769199967384,-0.835260808468,-1.43616330624,-8.49020004272,-1.67411673069,-0.958413958549,-1.28114581108,-0.319910347462,-0.0665793120861,1.06389570236,-0.294205397367,0.012982532382,-0.256528973579,0.147958993912,0.0100506842136,0.228372499347,0.645878374577,0.265139520168,-0.271966308355,-0.526300013065,0.00153335928917,-0.058933287859,-0.92484998703,-1.92256700993,-1.5402122736,-1.51202464104,-1.65659463406,-0.0644306913018,0.784755945206,-0.165709674358,-0.635439872742,-0.49808126688,-1.3062210083,0.046768039465,-1.4374717474,-1.42739534378,0.709623217583,0.274786889553,-0.0668935701251,-0.0610548257828,-0.111850947142,1.04879999161
3553,2.86597824097,-0.0399300009012,2.00985002518,0.802600026131,0.996999979019,0.180949985981,-0.874050021172,-0.804799973965,1.22360002995,0.131599992514,0.792801976204,-1.01897776127,-0.901624321938,0.343266576529,1.183349967,1.77599132061,5.51505804062,-0.453299999237,0.096351236105,-0.66032743454,0.0397500097752,0.406599998474,0.227450013161,0.309455394745,-0.00605002045631,-0.110899984837,-0.199999988079,-1.07984995842,1.65690004826,-1.28525006771,0.087149977684,-1.7404999733,0.020879894495,-3.11503958702,-0.832299947739,-0.851993918419,-0.933249950409,1.59300005436,2.61354994774,-0.853100001812,-0.0391999930143,1.05970001221,-0.166000008583,0.153200015426,1.69416058064,0.594550013542,-1.28789997101,0.306100010872,-0.993950009346,0.287627726793,-0.00482553243637,4.79309988022,-0.370824366808,0.788382649422,0.40401545167,0.504892528057,-0.149502068758,-0.807963609695,0.515643954277,-0.933017611504,-0.405540108681,0.146226286888,1.54371845722,0.639007508755,-0.211522400379,-0.787474751472,-0.736546516418,0.326733350754,-0.874466717243,1.09710001945,-0.179249972105,-0.122037164867,-0.0660860612988,0.777552485466,0.174286186695,-0.947857320309,-1.52435183525,-0.30186611414,0.0589660406113,-1.35926580429,0.277761459351,0.16906324029,-0.285408228636,0.366317749023,-0.532207787037,-1.59215736389,-0.29025888443,0.3265799582,-1.32232904434,2.34340000153
427,-0.771695792675,-0.8129799366,-0.970899999142,-2.19630002975,-0.55110001564,-0.333350002766,-0.401600003242,0.00619998574257,0.970899999142,0.144700005651,-0.403052955866,0.456274449825,-0.739201545715,1.35886061192,-0.673900008202,-1.01954400539,-0.127940639853,-0.295300006866,-0.0450094118714,-0.705906093121,-0.0280500054359,1.34724998474,-0.603094816208,-0.100668184459,0.21954998374,0.0959499776363,0.148799985647,-0.278750002384,0.399500012398,2.24224996567,2.45169997215,0.363250017166,-0.607744574547,-0.0902169793844,0.191849991679,-0.0382422022521,-0.157150000334,-1.63905000687,-0.00684999674559,2.24419999123,-0.746750056744,-0.368000000715,0.102049998939,1.32035005093,0.255437910557,0.384600043297,2.25360012054,-0.572350025177,0.232199966908,0.106940001249,-0.837448716164,-0.528199970722,0.15547080338,-0.924290895462,-0.237218782306,0.704153358936,-0.0892657861114,0.771993041039,-0.626134455204,-0.0161104798317,0.540609717369,-0.312236130238,-1.18234479427,-1.04214143753,-1.06398963928,-0.511991202831,-0.288569301367,-0.613900005817,-0.392333388329,0.0646333545446,1.40709996223,-1.2690718174,0.574380636215,-0.123642548919,-0.598794460297,-0.562936544418,0.694750547409,0.221340715885,0.373765170574,0.629202604294,0.131235718727,0.869929134846,-0.203062474728,-0.0806872546673,0.97586274147,-0.694930911064,-0.509587049484,0.914996385574,0.712233304977,-0.384000003338
5898,1.12524712086,0.74946218729,2.55279994011,1.59555006027,1.16334998608,-0.272650003433,-0.242449998856,0.0676999986172,0.495799988508,1.41645002365,1.60348677635,0.0270940065384,0.287502348423,0.925315856934,1.02904999256,1.14626669884,0.273012638092,-0.0277999974787,-0.0631311535835,4.02301502228,0.249000012875,1.51065003872,0.742673277855,1.26273322105,2.00329995155,0.75150001049,-0.799950003624,2.16915011406,2.05795001984,-0.835599958897,0.954449951649,1.65549993515,1.60044872761,0.0534583330154,0.279899984598,0.534127831459,1.99440002441,0.0334999859333,-0.25569999218,0.380049973726,1.32930004597,0.2337000072,0.474849998951,0.00780001282692,0.347348421812,-0.704999983311,-0.4945499897,-1.27569997311,0.540300011635,1.47343099117,0.559860885143,0.942099988461,3.41662240028,2.13990187645,1.52854990959,-0.00491818785667,-0.222668781877,-1.05778503418,-1.20803642273,-0.213071286678,-0.319050401449,1.70835268497,0.39474567771,0.667843282223,-0.604980170727,0.089507162571,-1.97008597851,-0.341600000858,-1.63933324814,-1.59726667404,1.40985000134,2.76162075996,0.844404101372,1.68011546135,0.420100986958,1.16991579533,-0.763165354729,-0.356244504452,0.0272190570831,-1.02949428558,0.403424441814,0.0492827296257,0.283893018961,0.810282945633,0.637333750725,-1.52359127998,0.540252864361,0.194915905595,-1.14315319061,1.87689995766
23365,-0.68395113945,-1.13479864597,-1.43805003166,-1.98629999161,-0.0125000029802,1.00059998035,-0.779100000858,-0.201950013638,0.90340000391,-0.102650016546,-1.56398081779,-0.438090205193,-0.201589614153,-1.20620822906,-0.343549996614,-1.53220975399,-1.31431829929,-0.363000005484,0.807733416557,1.07246315479,0.475650012493,0.14564999938,-0.584978818893,-1.05532336235,0.214750006795,0.207950055599,-0.771350026131,-0.856549978256,1.83495008945,-2.03419995308,1.35294997692,-0.386849999428,0.427473634481,-0.925048232079,0.476999998093,0.319081425667,-0.802250027657,1.0610499382,-1.34119999409,0.101649999619,0.433550000191,0.257099986076,-0.712849974632,0.655799984932,-1.71811890602,-0.80630004406,-0.581250011921,1.4794999361,-2.11574983597,-0.504058837891,0.383039981127,0.971099972725,-0.937084197998,-1.25117564201,-0.369859099388,0.280130505562,1.38938093185,-0.379134684801,-0.532923281193,0.596379041672,0.299176216125,-0.99369430542,-0.461783647537,-0.748641490936,-0.50223326683,0.427801966667,-1.22933268547,0.184133335948,0.143933355808,-0.0917333289981,0.266300022602,1.91433691978,0.370248496532,-0.142081126571,-0.275654107332,-0.248984500766,0.217516630888,-0.254083633423,-0.80642080307,-0.932302594185,-0.744131863117,-0.721516549587,-0.460494935513,-0.54504430294,0.0129745155573,-0.736915588379,-0.830665051937,0.586377441883,-0.749750912189,-0.739499986172
6657,0.949950754642,0.458199352026,-1.31999993324,0.0854000002146,-0.0321500301361,0.362850010395,-0.557950019836,-0.904150009155,1.57790005207,0.122200012207,0.972431242466,-0.274251878262,0.367453157902,-1.70534312725,0.738999962807,0.51921325922,1.2945432663,-1.12010002136,0.0354373306036,0.0112436674535,0.0681999921799,0.957399964333,0.796279191971,-0.358558267355,-3.43394994736,0.588899970055,-0.541150033474,-1.24995005131,1.12820005417,-0.318850010633,3.03360009193,-0.869499981403,2.07549858093,3.23030090332,-0.456200003624,-2.31278944016,0.602200031281,0.0825500190258,0.641849994659,-0.0133000016212,-0.758049964905,1.79400002956,-0.436450004578,-0.42049998045,1.074837327,0.408899992704,0.119350016117,5.08360004425,-1.65450000763,0.0533958077431,1.56944406033,5.07140016556,-3.65049576759,-2.7778365612,-2.17697930336,0.0747143626213,-0.729873418808,-0.747760176659,0.0124886631966,0.345577090979,-0.526774764061,0.0424367189407,-0.328770279884,-0.309789538383,-1.73290205002,-1.39108192921,-0.155640423298,-0.795733332634,-0.290500044823,0.129500001669,-0.15395000577,-0.807677268982,-0.526602089405,-0.591054022312,0.24777059257,-1.08088445663,-1.18335676193,-0.53148907423,0.0988607779145,-1.17675232887,-0.368510425091,-0.539385795593,-0.576166808605,0.290520727634,-0.901227474213,-2.02847385406,-0.681279659271,-0.908013641834,-1.08454418182,2.78539991379
