rid,CPC002_HA1E_6H:BRD-K60230970-001-04-3:10,CPC002_HCC515_6H:BRD-K60230970-001-04-3:10,CPC002_HCC515_24H:BRD-K60230970-001-04-3:10,CPC002_PC3_6H:BRD-K60230970-001-04-3:10,CPC002_PC3_24H:BRD-K60230970-001-04-3:10,CPC002_VCAP_6H:BRD-K60230970-001-04-3:10,CPC002_VCAP_24H:BRD-K60230970-001-04-3:10,CPC017_A375_6H:BRD-K60230970-001-04-3:10,CPC017_A549_6H:BRD-K60230970-001-04-3:10,CPC017_A549_24H:BRD-K60230970-001-04-3:10,CPC017_ASC_24H:BRD-K60230970-001-04-3:10,CPC017_HEPG2_6H:BRD-K60230970-001-04-3:10,CPC017_HT29_6H:BRD-K60230970-001-04-3:10,CPC017_MCF7_6H:BRD-K60230970-001-04-3:10,CPC017_MCF7_24H:BRD-K60230970-001-04-3:10,CPC017_NPC_24H:BRD-K60230970-001-04-3:10,CPC017_PHH_24H:BRD-K60230970-001-04-3:10,CPC017_SKB_24H:BRD-K60230970-001-04-3:10,NMH002_FIBRNPC_24H:BRD-K60230970-001-09-2:10,MUC.CP002_MCF7_6H:BRD-K60230970-001-10-0:10,MUC.CP002_MCF7_6H:BRD-K60230970-001-10-0:3.3333,MUC.CP002_MCF7_6H:BRD-K60230970-001-10-0:1.1111,MUC.CP002_MCF7_6H:BRD-K60230970-001-10-0:0.3704,MUC.CP002_MCF7_24H:BRD-K60230970-001-10-0:10,MUC.CP002_MCF7_24H:BRD-K60230970-001-10-0:3.3333,MUC.CP002_MCF7_24H:BRD-K60230970-001-10-0:1.1111,MUC.CP002_MCF7_24H:BRD-K60230970-001-10-0:0.3704,MUC.CP002_NKDBA_24H:BRD-K60230970-001-10-0:10,MUC.CP002_NKDBA_24H:BRD-K60230970-001-10-0:3.3333,MUC.CP002_NKDBA_24H:BRD-K60230970-001-10-0:1.1111,MUC.CP002_NKDBA_24H:BRD-K60230970-001-10-0:0.3704,NMH002_FIBRNPC_6H:BRD-K60230970-001-09-2:10,NMH002_NEU_6H:BRD-K60230970-001-09-2:10,NMH002_NEU_24H:BRD-K60230970-001-09-2:10,NMH002_NPC_6H:BRD-K60230970-001-09-2:10,NMH002_NPC_24H:BRD-K60230970-001-09-2:10,HOG003_A549_24H:BRD-K60230970-001-04-3:10.5126,HOG003_A549_24H:BRD-K60230970-001-04-3:3.5042,HOG003_A549_24H:BRD-K60230970-001-04-3:1.1681,HOG003_A549_24H:BRD-K60230970-001-04-3:0.3894,HOG003_A549_24H:BRD-K60230970-001-04-3:0.1297,HOG003_A549_24H:BRD-K60230970-001-04-3:0.0433,HOG003_A549_24H:BRD-K60230970-001-04-3:0.0144,HOG003_A549_24H:BRD-K60230970-001-04-3:0.0048,HOG003_A549_24H:BRD-K60230970-001-04-3:0.0016,HOG003_A549_6H:BRD-K60230970-001-04-3:10.5126,HOG003_A549_6H:BRD-K60230970-001-04-3:3.5042,HOG003_A549_6H:BRD-K60230970-001-04-3:1.1681,HOG003_A549_6H:BRD-K60230970-001-04-3:0.3894,HOG003_A549_6H:BRD-K60230970-001-04-3:0.1297,HOG003_A549_6H:BRD-K60230970-001-04-3:0.0433,HOG003_A549_6H:BRD-K60230970-001-04-3:0.0144,HOG003_A549_6H:BRD-K60230970-001-04-3:0.0048,HOG003_A549_6H:BRD-K60230970-001-04-3:0.0016,HOG003_MCF7_24H:BRD-K60230970-001-04-3:10.5126,HOG003_MCF7_24H:BRD-K60230970-001-04-3:3.5042,HOG003_MCF7_24H:BRD-K60230970-001-04-3:1.1681,HOG003_MCF7_24H:BRD-K60230970-001-04-3:0.3894,HOG003_MCF7_24H:BRD-K60230970-001-04-3:0.1297,HOG003_MCF7_24H:BRD-K60230970-001-04-3:0.0433,HOG003_MCF7_24H:BRD-K60230970-001-04-3:0.0144,HOG003_MCF7_24H:BRD-K60230970-001-04-3:0.0048,HOG003_MCF7_24H:BRD-K60230970-001-04-3:0.0016,HOG003_MCF7_6H:BRD-K60230970-001-04-3:10.5126,HOG003_MCF7_6H:BRD-K60230970-001-04-3:3.5042,HOG003_MCF7_6H:BRD-K60230970-001-04-3:1.1681,HOG003_MCF7_6H:BRD-K60230970-001-04-3:0.3894,HOG003_MCF7_6H:BRD-K60230970-001-04-3:0.1297,HOG003_MCF7_6H:BRD-K60230970-001-04-3:0.0433,HOG003_MCF7_6H:BRD-K60230970-001-04-3:0.0144,HOG003_MCF7_6H:BRD-K60230970-001-04-3:0.0048,HOG003_MCF7_6H:BRD-K60230970-001-04-3:0.0016
5720,-1.06532144547,-2.18922924995,-0.921800017357,-0.775964021683,-3.93330001831,-2.48575496674,-7.1204996109,-0.501507759094,-1.23883199692,-3.13311290741,-0.919308722019,-2.82521867752,-2.10319256783,-2.85196328163,-4.54511499405,0.0,0.0800328552723,0.386849999428,-0.951214075089,-0.715201377869,-0.701095581055,0.239616721869,-0.553074598312,-0.104338347912,0.398334741592,-0.582306325436,0.76974016428,-0.517263233662,0.354219079018,0.469888329506,-0.128158390522,-0.370092332363,-1.93663454056,-3.46171855927,-1.41353583336,-8.56929969788,-3.31735134125,-3.61540555954,-2.8248257637,-0.654926419258,-0.598733305931,-0.228010520339,-0.742148220539,-1.52451169491,-0.593241512775,-1.25598883629,-1.58425569534,-0.555851399899,-0.10666488111,-0.809405565262,-0.649012863636,-0.400030434132,-0.521435499191,-1.0491900444,-4.78215694427,-4.41980838776,-3.77472734451,-1.51624333858,-0.788541376591,-0.0933447778225,-0.0619392506778,-0.420175343752,-1.55943989754,-1.74942171574,-2.23518657684,-1.7118074894,-1.42340457439,-0.690737128258,-1.05688357353,-0.723701179028,0.170574098825,-1.39494919777
466,-0.482068955898,-3.75424814224,-3.78505015373,-2.12305092812,-1.22539997101,-0.944475889206,0.776708185673,-0.481697916985,-1.12914657593,-2.13723278046,-2.11322546005,-1.04643845558,-1.87211608887,0.53750371933,-4.1379160881,-2.58559989929,-0.201112151146,-1.17004990578,-2.25160908699,0.803723096848,0.241380900145,0.0476967990398,0.285730719566,0.557113289833,0.898331046104,0.0367619842291,0.35236826539,-0.658106207848,-1.36388063431,-1.2330904007,-0.24252037704,-0.567507863045,-0.697416961193,-0.817327737808,-0.13649122417,-0.771300017834,-2.59574985504,-3.13933372498,-3.32819199562,-0.756630897522,-0.464333355427,0.540018618107,-0.212121427059,-2.8726747036,-0.206856057048,-2.13846683502,-1.8998913765,-2.99810147285,-2.95095252991,-0.767774760723,-0.449966609478,-0.611565589905,-0.15316568315,-0.670623898506,-3.89686584473,-2.78467679024,-1.46748232841,-0.969898939133,-2.29781913757,-0.127996101975,-0.354574859142,-0.509700596333,-1.22101187706,-0.37998342514,-2.42163538933,-1.8460931778,-1.28718483448,0.105375155807,-0.830242395401,-0.0492545217276,-0.13833746314,-1.34219932556
6009,0.456469595432,2.25205564499,3.37580013275,1.61331570148,-1.5476000309,-0.126100048423,3.54426956177,0.995256662369,0.779583215714,0.419429600239,4.50202608109,1.68739616871,0.178416907787,2.90209388733,2.57580757141,-3.98270010948,0.536755263805,1.85515010357,1.23035728931,2.35187244415,1.5450937748,0.59784424305,0.082389742136,0.760940909386,0.756735444069,0.42981800437,0.414357542992,0.399148017168,0.270040899515,0.171296790242,0.435467392206,-0.411943614483,1.30080425739,1.26043248177,1.89003968239,-1.03550004959,2.96861934662,1.19103217125,1.90046238899,0.669392287731,0.0419333428144,-0.879031062126,0.317225903273,-0.434094369411,-0.135058581829,0.39068800211,0.257685989141,-0.422422111034,-0.17565870285,-0.884591341019,-0.902159273624,-0.687141656876,-0.57503592968,-1.49478757381,1.22511959076,1.36247324944,1.27459621429,0.864150166512,-0.843578934669,-1.06580495834,-0.813618183136,-0.842109203339,-1.72870731354,2.12945652008,1.49852609634,0.689271986485,0.403563737869,-0.309995055199,-0.129043623805,-0.764653742313,-0.374811112881,-0.433315545321
2309,2.83309578896,5.49311447144,3.90829992294,2.4955291748,4.21099996567,1.06654131413,2.19222974777,2.31950473785,3.1042239666,-0.0388047769666,-0.578794777393,3.235850811,4.72378349304,3.88571166992,2.15210676193,-0.551699995995,1.10627257824,-0.83235001564,0.314291596413,3.09027957916,1.32437086105,0.111226417124,-0.555153012276,0.802127122879,0.576406180859,-0.172256022692,-0.130410939455,1.61900782585,0.861778378487,0.613666594028,-0.440774977207,-0.837195575237,1.07077240944,-0.0472260415554,2.81769871712,1.56400001049,1.62269985676,0.487036406994,0.347022116184,-0.142772436142,0.299300014973,0.218866944313,0.953707695007,-0.225387781858,-0.512812554836,4.09906005859,2.99970507622,1.35079813004,0.388756364584,0.36279669404,0.145436093211,0.825062870979,1.15822982788,-0.0375192463398,2.95285177231,2.32497119904,1.54380536079,0.566121339798,-0.00412487983704,0.47698572278,0.406924068928,-3.71564126015,-1.18654501438,3.10611891747,2.02023863792,0.902170300484,-0.430412352085,-0.469423115253,0.518920063972,0.786011695862,1.32512235641,-0.191825449467
387,0.544236719608,1.12800562382,-1.23064994812,2.29486918449,-1.61380004883,-0.0543936789036,3.16108512878,-0.315650314093,-1.60321593285,-1.58152675629,-1.2310552597,-0.286406993866,-0.0470435321331,-0.0136181116104,-2.59127235413,-4.34840011597,0.452130913734,-1.87630009651,-2.15332508087,-0.32303544879,-0.32158228755,0.57084274292,-0.594248831272,-0.563189029694,-0.548364579678,-0.0386431664228,0.246165364981,-1.07002234459,-1.02981090546,-0.206469714642,-0.372043132782,-1.37292635441,-1.19584417343,-2.24294495583,-0.462643265724,-2.68429994583,-1.07064318657,-0.510009348392,0.557771682739,-1.08930695057,0.284166663885,-0.302338600159,1.03573465347,-1.7545927763,-1.86645281315,-1.60292768478,-0.57553756237,-0.0174929909408,-0.737563729286,-0.0208165794611,-0.028472751379,0.299659758806,-2.47527503967,-2.2267267704,-0.764261901379,0.384712427855,0.164738103747,1.49070310593,0.508723735809,0.659180879593,-0.312647789717,-1.11349475384,-0.192320600152,-1.44280719757,0.339862674475,0.0294747948647,-0.290998935699,-0.0771075710654,1.3963470459,-0.340844601393,-0.386946201324,-0.221875280142
3553,-1.06946158409,-0.989601254463,2.45760011673,-0.22838062048,-1.5068000555,0.629265964031,1.26335299015,0.229990854859,0.6853697896,1.81399476528,8.69284248352,0.0829226225615,0.995647847652,-0.362441539764,1.78435182571,4.55520009995,0.123065955937,1.53860008717,1.1151766777,-0.629784941673,0.832471609116,0.0669210851192,0.39726832509,-0.599932789803,-0.604528546333,-0.206202417612,-0.620619535446,0.425172507763,0.971053719521,0.718025565147,1.11736345291,0.643108844757,-0.169869348407,2.60830879211,-0.233439981937,9.80020046234,0.306542783976,1.36698698997,-0.391145408154,0.216216236353,0.209133327007,0.160730928183,-0.271428346634,0.383152604103,0.271256625652,0.601179182529,0.321063190699,1.26093041897,1.04093468189,1.17985272408,-0.0291027873755,-1.2849367857,0.213760316372,1.14559018612,0.341922819614,0.00833569467068,-0.223798960447,0.121223002672,-0.605526030064,-0.0836203247309,-0.135826200247,0.42604136467,2.11211776733,0.236383497715,0.555720925331,1.14399671555,1.08538007736,0.781518340111,0.110017031431,-0.821254611015,-0.600613415241,1.20541143417
427,-0.380120307207,0.6054225564,-1.78114998341,-0.700584113598,-1.516299963,-0.108341544867,-2.08065795898,0.054896093905,-0.0323602557182,0.249830037355,-1.56358444691,-0.565995573997,-1.389985919,-0.136687010527,-0.547375619411,0.343100011349,-1.29237890244,-0.719649910927,-0.508183121681,0.103469669819,-0.251060783863,-0.324430584908,0.187828585505,-0.875294804573,0.142444610596,-1.20500791073,-0.454893648624,-0.0206625461578,-0.165145099163,0.918060481548,1.34984648228,0.507408440113,-0.865306556225,-0.895876646042,-1.01146006584,-1.78310000896,-1.44596672058,-0.662066996098,1.63885855675,0.114561334252,0.139633327723,0.424954861403,1.00521659851,-0.815966725349,0.50340038538,-0.975398480892,-0.687986135483,-0.61203545332,-0.61738884449,-0.656553149223,-0.0672274827957,0.830981552601,-0.766436576843,-0.414019584656,0.50513535738,1.40952634811,-0.107899695635,1.34174489975,2.70604276657,1.17136955261,0.839357018471,0.625072181225,0.575771033764,-1.39000153542,-0.0792294740677,-0.589305102825,-0.44098046422,0.422416061163,0.00591941503808,0.206150174141,0.692944526672,0.0949968621135
5898,3.460460186,3.91192245483,4.54899978638,1.80022740364,6.02580022812,0.411109805107,6.59723758698,1.06324017048,2.26390957832,2.74843430519,4.58747720718,2.65751314163,2.22661828995,1.1278822422,1.02601766586,1.22469997406,0.828667521477,0.750149965286,-0.763342499733,0.878399074078,0.483815550804,0.673441946507,0.49579206109,1.15108799934,1.02465999126,0.068621173501,0.808841407299,2.74727678299,2.37406659126,1.86434781551,1.90201091766,0.897785782814,0.227202475071,0.986409068108,0.591348588467,3.40229988098,4.1440820694,3.92119956017,2.83561229706,0.0760648101568,0.213100016117,0.386108398438,-0.321548759937,-2.26824331284,-0.0282638147473,0.30667835474,1.19476544857,1.25007736683,-0.571032464504,0.328019559383,0.6722240448,-0.177989840508,-0.724311709404,-0.047925889492,1.77313494682,1.59814929962,1.95460116863,-0.931050360203,-0.167865872383,-0.283085852861,0.368298828602,0.4715885818,-0.962106227875,0.150615632534,-0.104983791709,0.65984582901,-1.75890207291,0.283725053072,0.164442747831,-0.943147182465,0.418277412653,-0.304571688175
23365,0.185224026442,1.44285011292,1.41645002365,2.10412168503,-0.547599971294,0.433344870806,2.65944004059,1.65534734726,-0.342614769936,-0.7003210783,-0.113004788756,1.86191964149,-0.0243762210011,-0.327546298504,1.28857982159,0.124200001359,0.0848686993122,0.0278999954462,0.359508901834,-0.50850212574,-0.251921832561,2.61032533646,0.0955283269286,-0.436025172472,-0.0849570482969,-0.606960058212,-0.03767105937,-0.0142356045544,-0.619317889214,-0.267435729504,-0.132324799895,0.234488785267,-0.779665648937,-1.74165916443,1.07526779175,-2.02999997139,-0.638955712318,0.521334290504,1.39933991432,0.680204033852,0.87403345108,0.385827034712,0.110051818192,-0.594565570354,0.548420071602,0.157299846411,1.09560072422,0.353359520435,0.342806041241,0.835089862347,0.981695592403,0.0186255052686,-1.21200656891,-0.239911824465,-0.625537753105,1.62466824055,0.792700052261,1.17664051056,6.63157701492,1.1611508131,-1.13565278053,-0.926326990128,4.09325933456,-0.381546258926,1.08130204678,2.19489073753,1.54345440865,2.97015333176,1.02547645569,-0.70771241188,-0.763426840305,0.0681114345789
6657,-0.459686934948,-3.82867956161,0.216100007296,-0.558865666389,1.71909999847,0.43540546298,0.207021296024,0.288132697344,-0.46906286478,-0.799872517586,-0.617427647114,-0.17424222827,0.513815879822,0.182635694742,2.26908969879,-7.63070011139,-0.18197478354,-0.276549994946,1.40144705772,-1.04589486122,-0.109292536974,-0.770346641541,0.314875781536,-0.77379578352,-0.618088781834,-0.749556481838,-0.864162325859,0.726174414158,0.489601403475,0.378358662128,0.181753098965,-0.0490512624383,-1.21086001396,-3.08836841583,-4.36431598663,-6.4861998558,-2.13570833206,-1.18847894669,-1.12259912491,-1.41232681274,-0.208499997854,-0.0989109426737,1.00912213326,0.0423231720924,0.478568077087,-2.85690450668,-1.55384492874,-1.74004745483,0.00713488459587,-0.358730047941,-0.553885698318,-0.352655500174,0.640050292015,0.431856393814,0.393635511398,-0.280592501163,0.205192819238,-0.201636910439,0.0690875351429,-0.183360755444,-0.0828308910131,0.096257776022,0.88459032774,0.554439485073,0.598798811436,0.569659948349,0.48811841011,-0.484231352806,-0.800307929516,-0.508387804031,-1.65039098263,0.506252408028
