rid,PCLB002_A375_24H:BRD-A74907996:10,PCLB002_A375_24H:BRD-A74907996:3.33,PCLB002_A375_24H:BRD-A74907996:1.11,PCLB002_A375_24H:BRD-A74907996:0.37,PCLB002_A375_24H:BRD-A74907996:0.12,PCLB002_A375_24H:BRD-A74907996:0.04,PCLB002_A549_24H:BRD-A74907996:10,PCLB002_A549_24H:BRD-A74907996:3.33,PCLB002_A549_24H:BRD-A74907996:1.11,PCLB002_A549_24H:BRD-A74907996:0.37,PCLB002_A549_24H:BRD-A74907996:0.12,PCLB002_A549_24H:BRD-A74907996:0.04,PCLB002_HA1E_24H:BRD-A74907996:10,PCLB002_HA1E_24H:BRD-A74907996:3.33,PCLB002_HA1E_24H:BRD-A74907996:1.11,PCLB002_HA1E_24H:BRD-A74907996:0.37,PCLB002_HA1E_24H:BRD-A74907996:0.12,PCLB002_HA1E_24H:BRD-A74907996:0.04,PCLB002_HCC515_24H:BRD-A74907996:10,PCLB002_HCC515_24H:BRD-A74907996:3.33,PCLB002_HCC515_24H:BRD-A74907996:1.11,PCLB002_HCC515_24H:BRD-A74907996:0.37,PCLB002_HCC515_24H:BRD-A74907996:0.12,PCLB002_HCC515_24H:BRD-A74907996:0.04,PCLB002_HEPG2_24H:BRD-A74907996:10,PCLB002_HEPG2_24H:BRD-A74907996:3.33,PCLB002_HEPG2_24H:BRD-A74907996:1.11,PCLB002_HEPG2_24H:BRD-A74907996:0.37,PCLB002_HEPG2_24H:BRD-A74907996:0.12,PCLB002_HEPG2_24H:BRD-A74907996:0.04,PCLB002_HT29_24H:BRD-A74907996:10,PCLB002_HT29_24H:BRD-A74907996:3.33,PCLB002_HT29_24H:BRD-A74907996:1.11,PCLB002_HT29_24H:BRD-A74907996:0.37,PCLB002_HT29_24H:BRD-A74907996:0.12,PCLB002_HT29_24H:BRD-A74907996:0.04,PCLB002_MCF7_24H:BRD-A74907996:10,PCLB002_MCF7_24H:BRD-A74907996:3.33,PCLB002_MCF7_24H:BRD-A74907996:1.11,PCLB002_MCF7_24H:BRD-A74907996:0.37,PCLB002_MCF7_24H:BRD-A74907996:0.12,PCLB002_MCF7_24H:BRD-A74907996:0.04,PCLB002_PC3_24H:BRD-A74907996:10,PCLB002_PC3_24H:BRD-A74907996:3.33,PCLB002_PC3_24H:BRD-A74907996:1.11,PCLB002_PC3_24H:BRD-A74907996:0.37,PCLB002_PC3_24H:BRD-A74907996:0.12,PCLB002_PC3_24H:BRD-A74907996:0.04
5720,0.0417076721787,0.525005161762,0.63105404377,-0.530293524265,0.469232618809,0.651217401028,-1.22755897045,0.51591026783,0.881688714027,-1.06967544556,-0.613235116005,0.528347849846,-0.684715986252,-0.449408829212,1.28287887573,0.525836408138,0.199611932039,1.09651374817,0.162066787481,-1.73279368877,0.457894384861,-0.123185664415,-0.345189869404,0.115065097809,-0.567981302738,0.599022865295,0.722500145435,2.01968741417,0.809925854206,1.11557686329,-0.0967888534069,-0.225590869784,0.593866229057,-0.208803236485,0.0711999833584,0.216937661171,0.634736537933,0.592781424522,-0.376275420189,-1.12086689472,-0.196296259761,0.332465142012,-0.265303909779,2.40685176849,-0.257205963135,0.111132502556,-2.51761436462,-0.520079314709
466,-0.30713558197,-0.539884924889,-0.162330523133,0.140102297068,0.816589534283,0.0869514495134,-0.221944957972,-0.531110525131,-0.561683535576,-0.49462300539,-0.141597881913,0.0322550758719,0.401589214802,-0.823082268238,-0.0906156301498,-0.259648323059,-0.488944232464,0.91831278801,0.137850701809,-0.365945279598,-0.444097191095,0.443943172693,0.305163711309,0.12981787324,0.843998789787,0.314475536346,0.0869259685278,-2.86389112473,0.552299022675,0.864045679569,1.52484321594,0.759656071663,-0.351816058159,0.0953462123871,0.17150002718,-0.700220823288,0.184546411037,-1.09735798836,-0.819598555565,0.538844168186,0.168056368828,-0.11481063813,-0.159986898303,0.222131311893,-0.337110936642,-0.140225723386,-0.563636124134,1.20306015015
6009,1.22873294353,1.27460670471,0.137223497033,-0.497547209263,1.14483428001,0.139122590423,-0.954457104206,0.200436830521,-0.907128334045,-0.775350511074,-1.00419712067,1.66954517365,0.906228303909,0.14219519496,0.263551235199,0.408203423023,0.247220218182,-0.126946985722,-0.17986407876,-0.168442070484,-0.800462007523,-0.356260865927,0.17569065094,0.176649019122,0.396660864353,0.196834743023,0.352402061224,0.699099898338,-0.718889713287,0.179609790444,-1.21093654633,0.257323801517,-0.498039186001,-0.525272667408,-0.141800016165,-0.125344917178,1.04062759876,0.879549205303,0.862523078918,-0.214859902859,-0.712708115578,0.919014751911,-0.375446528196,0.0821131244302,-0.879127502441,-0.849535346031,-0.12426315248,-0.342161417007
2309,-0.829976677895,0.392466455698,0.616486310959,0.172750160098,0.41168987751,0.143947988749,-0.129459306598,0.0546381399035,-0.561369001865,-0.0661568641663,-0.645752847195,-0.167108386755,0.433067113161,-0.168819189072,-0.338674336672,0.977621734142,-0.294292449951,1.83309137821,0.268963932991,-0.747531950474,-0.284112304449,-0.0734432786703,0.381799638271,-0.65497148037,-0.49174824357,-1.07154178619,-0.041942179203,-0.37413546443,-0.225863263011,-1.50453448296,-0.280198723078,0.174178987741,-1.91608440876,0.0373578965664,-1.29993343353,-1.77035856247,-1.06360793114,0.648121654987,-2.43054819107,0.0715496987104,-0.65723824501,-0.375201195478,0.149802744389,-0.775024652481,-0.281959652901,-0.161206036806,-0.00829111412168,-0.543054282665
387,-0.908403515816,0.527811944485,-0.100469768047,0.415101468563,0.519672989845,-0.439875543118,0.0882502794266,0.355054408312,-0.123403124511,-0.253426671028,0.753287494183,0.475785493851,0.0874038636684,-0.266797304153,-0.419772446156,0.323887050152,0.196529775858,-0.533819377422,0.417371332645,0.0498290657997,-0.202760264277,0.397919982672,-3.00461387634,0.0228573977947,-0.0843105092645,-0.0216827392578,-0.356452465057,-0.160284265876,-0.622649908066,-3.31377124786,0.72770524025,0.196200728416,-0.0791143774986,0.788585662842,-0.434866666794,-0.535861909389,-0.865443825722,-0.530951499939,-0.783604800701,0.102127104998,-0.759532213211,-0.0949497595429,-0.210014849901,-0.46335157752,-0.0447187051177,0.0734683796763,0.189740359783,-0.89264857769
3553,-0.801945507526,-1.10371494293,-0.262578606606,-0.449115514755,-0.27667427063,0.26509526372,-0.299803227186,-1.11853826046,-0.328026950359,0.870916485786,1.01808798313,0.607157170773,-0.441154718399,-0.440890878439,-0.648455500603,-0.697950780392,-0.0218682065606,-0.0629562437534,-0.851720631123,-0.99576073885,-0.625637590885,-1.02666068077,0.697654426098,0.375545114279,-0.150452792645,0.0666657239199,0.13483017683,-0.860300719738,1.3028357029,-0.121220737696,1.1838555336,0.00226743379608,-0.0391963422298,1.3443031311,0.640866696835,0.708649754524,0.61745852232,0.220856785774,1.59127426147,-0.813349664211,-1.01422429085,-0.218131154776,-0.615129709244,0.105142638087,-0.324836373329,-0.544231116772,-0.259611487389,0.38753759861
427,-0.21432441473,0.0223762691021,0.543870091438,0.322909414768,0.463480114937,0.296576440334,-0.453791379929,0.425061047077,0.0976986810565,0.279607534409,0.68312972784,-0.508245766163,-0.991663813591,0.646216928959,-3.6694252491,-0.681651592255,-1.75164365768,0.465921342373,-1.70027530193,0.507958769798,-0.291210949421,0.590528130531,0.0588854551315,0.135657072067,0.00774875283241,0.252742230892,0.411855280399,-0.0805249363184,0.188877552748,-0.770757555962,-2.68845367432,0.673381388187,-2.13489747047,0.137248277664,-0.157533347607,-1.81354892254,1.05230998993,-0.020509056747,1.11222672462,0.00171738862991,0.561108052731,0.11302895844,0.16917309165,0.692652523518,-0.486221075058,-0.137832134962,0.266227722168,0.18409511447
5898,0.74139559269,-0.22832429409,-0.35868448019,0.0258641391993,1.01341032982,0.597451806068,-0.713440418243,-0.757636845112,0.0703291520476,-0.211328476667,1.63025176525,-0.924407303333,-0.15507042408,-0.233926698565,-0.029325671494,-0.234222471714,-0.220102488995,-0.155911192298,-1.02980732918,-0.691255509853,0.57516926527,-0.229778856039,0.363270938396,0.749492049217,-0.91394174099,0.130970999599,0.238978639245,0.926353573799,-0.606990337372,-0.343568503857,-0.618284523487,0.0724942088127,0.460031986237,-0.496994167566,1.11443340778,0.108776777983,0.692930698395,-0.413008213043,0.389237552881,0.139456108212,0.154206186533,0.203625142574,0.656333327293,-0.16174274683,-0.766676127911,-0.32412263751,1.24051094055,-0.0714371725917
23365,0.592879593372,-0.84673166275,-0.525956869125,0.00195370614529,0.187251567841,0.0345376580954,0.223479747772,0.801109135151,-0.90895485878,-0.413071990013,-0.392260819674,0.450130432844,0.619111299515,-0.253253936768,0.40213906765,0.0373806208372,-0.44234341383,0.158377990127,-0.389167129993,0.0161610245705,0.606942951679,-0.424837172031,-0.724103450775,0.432884693146,0.708894252777,-0.553001344204,0.225783392787,-0.555543661118,-0.362645298243,0.144863009453,-0.744376659393,-0.176616996527,0.126442849636,-0.119465827942,-0.388100028038,-0.524586677551,-0.298853635788,0.149489879608,0.59788864851,-0.435422033072,0.0736299455166,0.72273683548,-1.58582246304,-1.19755709171,0.206685826182,0.661319792271,-0.26263999939,-0.228051960468
6657,-0.467783927917,-0.390798598528,-0.695711016655,1.08276212215,0.525607228279,1.00296187401,-0.20690113306,-0.810807406902,1.13148224354,0.44964531064,0.793433904648,-0.364593833685,1.38899040222,-0.523416161537,-0.100296132267,0.415253639221,0.657626032829,0.283505886793,-0.278002738953,1.6377338171,-0.13829164207,-0.391567230225,0.255771279335,-0.935991942883,-0.391992241144,0.96455347538,0.394701808691,-0.249901562929,0.230596274137,0.247877195477,0.540838301182,-0.234372645617,0.363308876753,0.668259739876,0.31603333354,0.216400533915,-0.323078423738,0.00386825017631,0.781366586685,-0.195598065853,0.30405959487,-0.550994634628,1.57407701015,-0.42838665843,-0.420188516378,0.130262419581,-0.227603033185,-0.282828330994
