rid,PCLB002_A375_24H:BRD-A74907996:10,PCLB002_A375_24H:BRD-A74907996:3.33,PCLB002_A375_24H:BRD-A74907996:1.11,PCLB002_A375_24H:BRD-A74907996:0.37,PCLB002_A375_24H:BRD-A74907996:0.12,PCLB002_A375_24H:BRD-A74907996:0.04,PCLB002_A549_24H:BRD-A74907996:10,PCLB002_A549_24H:BRD-A74907996:3.33,PCLB002_A549_24H:BRD-A74907996:1.11,PCLB002_A549_24H:BRD-A74907996:0.37,PCLB002_A549_24H:BRD-A74907996:0.12,PCLB002_A549_24H:BRD-A74907996:0.04,PCLB002_HA1E_24H:BRD-A74907996:10,PCLB002_HA1E_24H:BRD-A74907996:3.33,PCLB002_HA1E_24H:BRD-A74907996:1.11,PCLB002_HA1E_24H:BRD-A74907996:0.37,PCLB002_HA1E_24H:BRD-A74907996:0.12,PCLB002_HA1E_24H:BRD-A74907996:0.04,PCLB002_HCC515_24H:BRD-A74907996:10,PCLB002_HCC515_24H:BRD-A74907996:3.33,PCLB002_HCC515_24H:BRD-A74907996:1.11,PCLB002_HCC515_24H:BRD-A74907996:0.37,PCLB002_HCC515_24H:BRD-A74907996:0.12,PCLB002_HCC515_24H:BRD-A74907996:0.04,PCLB002_HEPG2_24H:BRD-A74907996:10,PCLB002_HEPG2_24H:BRD-A74907996:3.33,PCLB002_HEPG2_24H:BRD-A74907996:1.11,PCLB002_HEPG2_24H:BRD-A74907996:0.37,PCLB002_HEPG2_24H:BRD-A74907996:0.12,PCLB002_HEPG2_24H:BRD-A74907996:0.04,PCLB002_HT29_24H:BRD-A74907996:10,PCLB002_HT29_24H:BRD-A74907996:3.33,PCLB002_HT29_24H:BRD-A74907996:1.11,PCLB002_HT29_24H:BRD-A74907996:0.37,PCLB002_HT29_24H:BRD-A74907996:0.12,PCLB002_HT29_24H:BRD-A74907996:0.04,PCLB002_MCF7_24H:BRD-A74907996:10,PCLB002_MCF7_24H:BRD-A74907996:3.33,PCLB002_MCF7_24H:BRD-A74907996:1.11,PCLB002_MCF7_24H:BRD-A74907996:0.37,PCLB002_MCF7_24H:BRD-A74907996:0.12,PCLB002_MCF7_24H:BRD-A74907996:0.04,PCLB002_PC3_24H:BRD-A74907996:10,PCLB002_PC3_24H:BRD-A74907996:3.33,PCLB002_PC3_24H:BRD-A74907996:1.11,PCLB002_PC3_24H:BRD-A74907996:0.37,PCLB002_PC3_24H:BRD-A74907996:0.12,PCLB002_PC3_24H:BRD-A74907996:0.04
5054,0.272507637739,-1.10227966309,0.737940251827,1.00816726685,0.410059690475,-0.0953829735518,0.253106474876,-0.42555513978,-0.0522135198116,-0.280451655388,-0.277185201645,0.54391849041,0.814450263977,-0.19666904211,-0.792112112045,-0.424031585455,0.123001396656,0.691789627075,-0.937892317772,-0.218849912286,0.3637547791,-1.34177494049,-0.0432341620326,-0.234861403704,0.851550877094,-0.455287277699,1.45677065849,-0.0536952465773,0.474822670221,0.133931457996,1.32007980347,-0.292369067669,1.56298518181,-0.197765111923,0.166866660118,0.239507079124,0.274778842926,-1.03732120991,-0.550704479218,-0.671939373016,1.30631744862,-0.737382531166,-0.514197289944,-0.0601835250854,0.247947156429,0.533710122108,1.1279617548,0.374602168798
3108,0.00567227602005,-1.00790393353,0.0540575832129,0.709412813187,-0.436441063881,0.226560950279,0.00581958889961,0.627094507217,0.112905718386,-0.151578187943,0.0884660333395,0.261865615845,2.33922529221,-0.204130396247,-0.318498581648,-0.100122243166,0.170717716217,-0.902323484421,-0.0510037988424,0.258999496698,-0.274102777243,-0.203085273504,-0.278399646282,0.21582351625,0.433370471001,-0.115939021111,-1.66143941879,-0.463749229908,0.159119069576,0.630682170391,-0.94881093502,-0.787956118584,0.146471202374,-1.13931918144,-0.42013335228,-0.552098572254,0.189363092184,0.671893715858,0.20194196701,-0.390498459339,0.0608058273792,-0.448979943991,0.367187440395,-0.383449167013,-0.0633247047663,-0.999355852604,-0.609131872654,-0.716435670853
1950,0.303927838802,-0.236889541149,0.843488335609,-0.142957255244,-0.254920363426,-0.0104755982757,-0.511050343513,0.785093903542,1.32731890678,0.0966463387012,-0.290149331093,0.460042178631,0.520635664463,-0.512501597404,0.0568354278803,-0.0181068778038,0.268214523792,5.28115510941,-1.12499964237,0.100935660303,-0.713228940964,0.0922748073936,0.184921234846,-1.12409245968,-0.788852095604,-1.2379887104,-0.918651163578,-0.583986461163,0.144769608974,-0.187322586775,-0.0723714232445,0.544592618942,-0.350948244333,0.214430466294,-0.207166656852,-0.502251386642,0.633364975452,1.0135833025,0.424222707748,-1.62980437279,0.438664495945,0.407796323299,0.0236393511295,1.09387266636,0.228483051062,3.42370414734,-0.426420599222,0.00366175174713
351,0.239029407501,-0.504494428635,0.980647265911,-0.291410952806,0.180607646704,0.214812383056,-0.208012700081,-0.970119357109,0.246926993132,-0.525229930878,0.530142188072,1.27234709263,-0.212089136243,0.110823869705,-0.717468202114,-0.353376686573,-0.18407523632,-0.0729904845357,-0.0241314470768,0.208745241165,-0.207672268152,0.619279325008,-0.173045799136,-0.179241582751,-0.588696122169,-0.814123988152,-0.138086795807,0.0285129547119,-1.60811495781,-0.796517491341,0.374781310558,-0.43089106679,0.32715934515,0.239605054259,0.0466333553195,0.63740336895,-0.128139927983,-0.127501964569,0.879465579987,-0.320647925138,-0.170830100775,0.104124389589,0.521978855133,-0.369962453842,-0.287434399128,-1.84806895256,-0.760845839977,-1.65962076187
4846,0.943361759186,0.210913360119,0.0586709678173,-0.211823090911,-0.298194408417,0.181830108166,-0.0992361009121,-1.2281242609,0.32430434227,0.0851328521967,-0.76289999485,-0.120435655117,2.35834717751,0.502737283707,-0.249406829476,-0.182790994644,-0.910137653351,0.401796877384,-0.194164395332,0.46946772933,-0.493735849857,-0.487458586693,1.42640900612,-0.247985348105,0.705676138401,-0.229800969362,-0.290275901556,0.570354282856,-0.344288408756,-0.355295717716,-0.998892903328,0.148208931088,-0.504103541374,-0.244183599949,2.80376672745,-0.16482719779,-0.132395192981,-0.0859380066395,0.182317912579,-0.523336529732,0.92762285471,0.543595731258,0.051215916872,-1.15282940865,0.918476104736,-0.191743820906,0.0389412716031,0.413639307022
1452,-0.00103864329867,-0.675641834736,-0.170411512256,-2.54215025902,0.30249157548,0.892704486847,0.578425884247,-0.226200163364,-0.361865818501,0.691638767719,0.51246881485,0.163444489241,0.811828196049,-0.21558791399,-0.243380188942,0.346808582544,-0.080644339323,0.541882038116,0.42601120472,-0.697286128998,-0.154911711812,0.319261133671,0.123918235302,0.818934440613,0.0279653985053,0.507546126842,0.782448172569,1.12410020828,0.472720205784,0.0538958609104,-0.666709423065,-0.552441477776,-0.628750920296,0.973034799099,-0.0129333436489,-0.137662082911,0.244158759713,-1.07560908794,-1.18784999847,0.427193850279,0.535206973553,0.0977293625474,0.491119205952,0.685311198235,-0.235604286194,0.661134958267,1.18786418438,-0.0668261349201
4776,-0.306672692299,-0.299962878227,0.00878314673901,-0.153051584959,-0.618260920048,-0.654912412167,-0.806561470032,-0.743703305721,1.32963943481,0.169252127409,-0.403494417667,-0.0780226439238,3.86926102638,-0.201667904854,-0.0647177398205,-0.521083414555,-0.572039604187,0.0663011670113,-0.303362667561,-0.276557862759,-0.455071032047,-0.292098164558,0.542811572552,0.410057365894,0.150504916906,-1.09612607956,-1.2470908165,-0.165807127953,-0.177045583725,0.884264588356,0.709410130978,0.620139718056,0.444693803787,1.25672698021,0.849266648293,-0.618265926838,1.57392120361,-0.896359920502,0.0433289408684,0.448935627937,0.359409511089,0.415039241314,-0.692936420441,0.0524724051356,-0.0130978524685,-0.510542988777,-0.576264977455,-0.542058765888
6908,1.57984507084,-0.528111100197,-0.224603205919,1.13841176033,1.10404884815,0.137078613043,-0.165546417236,0.303841739893,-0.134054481983,0.110562086105,-0.137133955956,-0.522189497948,0.271102815866,-0.671532154083,-0.234019204974,-0.313507646322,0.767893433571,-0.116083055735,-0.316012591124,-1.09614634514,0.168995156884,0.471000045538,0.0903421342373,0.140080034733,0.861521720886,0.210603907704,0.542227327824,0.9935978055,0.896760344505,1.08320295811,-1.01263749599,0.901715934277,0.738835453987,0.360071539879,-0.0948000252247,1.06931221485,0.644122779369,1.21338605881,-0.613264322281,0.212520226836,0.263228237629,0.68306851387,-0.177290648222,0.637436151505,-0.23093034327,0.803685486317,0.177119210362,0.255552321672
672,-0.219695329666,0.875509798527,-0.008545614779,0.414828926325,0.526573300362,-0.0446719378233,0.813831567764,0.658884465694,0.606172144413,0.420346170664,0.00384777784348,0.979663550854,0.644227445126,-0.0195139832795,0.189918860793,0.676003217697,0.251951664686,2.27782821655,-0.0623926073313,0.872151374817,0.219948679209,-0.226284235716,-0.189215540886,-0.163039386272,0.299138128757,0.810010969639,0.399094283581,0.254165351391,0.831185102463,-0.245469674468,-0.180364027619,-0.263607800007,-0.112939834595,-0.12792801857,1.17246675491,-0.511464715004,0.910359621048,0.702359497547,0.028699696064,0.414832234383,0.213510513306,0.257883220911,0.988169968128,0.475598096848,0.086040854454,0.202982962132,0.0876907110214,0.103991933167
5710,-0.143958777189,0.689292728901,0.303796321154,-0.699941396713,0.88890516758,0.561170458794,-0.0911847054958,-0.777881264687,0.155491650105,0.268060088158,0.442898392677,-0.378886014223,-0.707929909229,-0.131307408214,-0.530337095261,-0.558704137802,0.447933912277,1.03626382351,0.489662706852,0.238483607769,-0.398417413235,-0.335776627064,0.0378351099789,0.335952043533,0.842158436775,-0.316557139158,0.26099422574,-1.12362670898,-0.218747526407,-0.495792925358,0.0813458040357,-0.189400419593,-0.0584038943052,1.06726980209,0.66183334589,0.491788744926,0.443125724792,0.0832100063562,0.183221817017,0.603038012981,0.0714984983206,0.544410824776,0.310236811638,0.591175556183,0.310801923275,0.512273848057,0.213633164763,-0.526910662651
2115,0.578024804592,0.153038576245,-0.341791093349,1.12012326717,-0.0913809984922,0.824714660645,0.252030670643,-0.780912458897,-0.0290378332138,0.5211622715,0.867112874985,0.689512252808,2.46347355843,-0.422107696533,-0.604079425335,-0.0880953073502,1.59270823002,-0.577679991722,-0.307116508484,0.649506390095,-0.634754776955,0.700611591339,0.488354742527,0.384311378002,0.721466422081,-0.09284517169,-0.369249582291,-0.569207370281,-0.175027221441,-0.277939736843,-1.13469183445,0.119326800108,-0.461551129818,0.628490447998,-0.235399991274,0.176109671593,0.343711942434,0.331438422203,1.90586066246,0.9898904562,0.40564841032,0.267673015594,-1.01376771927,-0.619600653648,-0.421542346478,0.0817974060774,0.0155776413158,0.261007606983
7015,0.0989055633545,0.434235781431,-0.0500504970551,0.0829399600625,-0.630455136299,0.168984651566,0.164922088385,0.165782943368,0.752105891705,-0.494189977646,0.887924134731,0.509723007679,0.576588273048,0.386831313372,0.808845579624,-1.1099832058,-0.385965406895,-0.39843249321,-0.0620922446251,0.502876639366,0.448201537132,-0.269754588604,0.631794989109,-0.188800394535,-0.662437736988,-0.242673486471,-0.127428725362,0.46586188674,0.177327781916,0.324756383896,0.143019884825,-0.0844313502312,-0.396316021681,-0.235560923815,-0.0146000385284,-1.15773773193,1.61771655083,-0.939840376377,1.61315798759,-0.0960288494825,0.739461302757,-0.26295915246,4.20919799805,0.100137025118,0.410516560078,-0.504004716873,-1.60919463634,-0.229624152184
8726,-0.524032235146,3.20941972733,0.288200289011,-0.521549165249,-0.345006942749,-0.414892047644,-0.0934708714485,0.312195420265,0.861095070839,1.38648021221,-1.80704963207,1.74198555946,-0.829324901104,2.33387327194,0.19520676136,2.13238978386,-0.871086299419,1.50926780701,-0.846113801003,0.276210069656,0.466213971376,0.305726736784,0.136408507824,1.00155007839,-0.465060144663,-0.218875050545,-0.219285994768,0.612874865532,0.367582857609,-0.407073497772,0.676030874252,0.490012794733,0.0963699966669,0.458378314972,-0.0670999884605,-0.204750940204,-0.453922063112,0.108836770058,1.4263689518,-0.835573077202,-0.25208479166,-0.361819565296,0.352659285069,-0.467027127743,0.0511099770665,0.117183163762,-0.336449086666,-1.23287069798
2185,-0.319113254547,-0.267503857613,0.519782483578,0.0534483194351,-0.0829570740461,-0.513963639736,0.311717510223,-0.982805550098,-0.442602962255,0.387176245451,0.536996722221,-0.112778782845,0.519483208656,-0.0563019514084,-0.314611673355,-0.677370429039,-0.387754261494,-0.709723412991,0.091266490519,-0.376290231943,-0.58052110672,0.61693239212,0.339330136776,-0.820973694324,-0.257678508759,-0.801942825317,-0.246380239725,0.768122792244,1.08412837982,0.711090922356,0.572288095951,0.588948607445,0.583874583244,-0.240129888058,0.546366631985,0.469580560923,-0.138139590621,-0.827723622322,0.348800629377,-0.440037310123,-0.0123360008001,1.04723680019,0.621362626553,-0.558392882347,0.0408505387604,-0.6199426651,-0.23124781251,-0.117674857378
3315,0.835827350616,0.574240684509,0.00324607267976,-0.423007965088,-0.227657169104,1.07545220852,0.0908670425415,0.323148399591,-0.837908804417,-0.180988267064,-0.433411717415,-0.295824229717,-0.705197632313,-0.756866157055,-0.319236963987,-0.810371398926,0.000730961561203,0.473034024239,-0.127801001072,-2.06404018402,0.0283234938979,-2.45309829712,-0.872907161713,0.406042039394,0.313096344471,-0.0448251515627,-0.471736609936,-0.434262394905,0.830864846706,-0.903258800507,-0.387939125299,-0.516361474991,0.284396439791,-0.00724512338638,-0.285066664219,-0.399567782879,-0.0910275429487,0.396130979061,-0.553960263729,0.281400382519,-1.08822226524,-1.0350856781,0.293155670166,-0.0253009647131,0.174060121179,-0.859631240368,-0.16799543798,0.230166256428
5289,-0.656005620956,-1.69225692749,0.283808320761,0.589407980442,0.307869642973,-0.235855460167,0.280001461506,-0.178175956011,0.207902193069,0.158410817385,-0.488697439432,-0.23054663837,0.676830053329,-0.366027116776,-0.29586994648,-0.979357719421,0.210033506155,0.0102189835161,-0.349361896515,-0.608373820782,-0.835842192173,-0.836120963097,-0.200115740299,-2.03141784668,-0.0460251271725,-0.169892609119,-0.477272808552,-0.715621292591,0.689017772675,0.862224042416,-0.593992948532,-0.284638732672,-0.111887603998,-0.317959606647,-0.673966646194,0.01138022542,-0.196209132671,-0.271712005138,1.75918316841,-0.23492655158,-2.95905590057,0.311900645494,-1.29332697392,-0.598799943924,-0.619648575783,0.355202496052,0.0144129246473,-0.340981662273
868,0.272912979126,-0.38491910696,0.407340377569,0.085590288043,0.324248731136,-0.567721068859,1.04031574726,-0.0553506165743,1.06053745747,-0.475976467133,0.536830186844,-0.292134672403,0.0655626878142,1.19203090668,-0.262206971645,-0.338389247656,-0.852072119713,-0.825650215149,-0.580070614815,-0.690268278122,-0.263437092304,0.515894412994,0.196234643459,3.35319256783,-0.130200654268,0.115526370704,-0.116225302219,1.78176856041,0.228216961026,1.06965875626,-0.976784825325,-0.278811097145,-0.337061107159,2.57359218597,-0.506266653538,3.26768565178,-0.635798990726,-0.993361473083,0.466302812099,0.0209184587002,-0.0486274659634,0.799880564213,0.899429440498,-1.19724500179,-0.548936665058,0.208728298545,0.209859877825,-0.942199885845
1677,0.105675429106,-0.110085308552,-0.105400815606,0.299801170826,0.269034355879,-0.368827104568,0.627314865589,-0.277185171843,-0.271762222052,1.11148357391,0.689412474632,0.554566144943,1.48729777336,-0.374588519335,-0.248017698526,-0.732215940952,-0.787893354893,-0.550199687481,0.268713861704,-1.00710999966,0.191841468215,0.374532192945,0.33073541522,-0.675062417984,0.00211691856384,-0.799996733665,0.414810448885,-0.627122700214,0.362971365452,0.33581957221,0.547390699387,-0.157516166568,0.264431506395,0.0879525318742,-0.541166722775,1.70817232132,0.226802140474,0.5687687397,1.32143831253,-0.486762166023,0.124670147896,0.423174679279,0.27605459094,-0.165236830711,0.525915563107,0.14703515172,-0.344015300274,0.999230742455
7043,0.519456684589,-1.11710035801,-0.00957434624434,0.0887742638588,1.45578598976,-0.467370510101,0.462481528521,-1.3013433218,0.175718426704,0.866315722466,0.204502522945,-0.521050870419,1.2131125927,-0.612222194672,-0.374027848244,-1.29211783409,-0.273670256138,-1.42563974857,0.934006333351,-2.33917307854,0.409910231829,0.139284521341,2.36120033264,-0.246988117695,0.0658351033926,-0.0708741247654,-0.606548130512,-1.18202006817,-0.508214592934,0.147823125124,0.708771348,-0.0873365700245,0.563908398151,1.06311237812,0.167866677046,0.219303891063,0.223020538688,-1.71759796143,-0.63776922226,-0.351565420628,-0.0585119053721,0.37559017539,0.826419234276,-0.869112789631,0.332483351231,1.2283372879,-0.249105036259,-0.794975817204
5613,-0.53495156765,0.047375023365,0.1729709059,-0.15614131093,-0.915959239006,-0.174976378679,0.468774288893,-0.42563533783,0.981783330441,1.24528515339,-0.183941185474,-0.108104795218,0.544698655605,0.824920773506,-0.279522687197,-1.08091640472,0.482903301716,-0.407736569643,-0.795240402222,-0.216110065579,0.782746553421,2.46663856506,0.0385217443109,0.0778355896473,-0.537966012955,-0.00930114369839,-0.927174806595,-0.502590596676,0.209916323423,0.238364085555,1.35071146488,0.9884288311,0.0653922706842,1.66889107227,-0.0734666585922,2.16992688179,1.21825993061,-0.830119013786,0.328519821167,-0.804595172405,1.54142415524,0.540955364704,0.352229684591,0.389105439186,3.93610525131,3.62416195869,0.235607147217,-1.09692287445
595,0.499670445919,-2.23609161377,-0.158246457577,1.02226638794,0.415842533112,0.69779920578,0.0459443032742,-0.827879369259,0.381538748741,0.846660852432,0.912094652653,0.216150760651,0.118932664394,-1.23978567123,-0.619750857353,-1.09066236019,-0.900447547436,-0.369771748781,0.394763946533,-1.38013195992,0.339812427759,0.891729295254,-0.421028077602,0.48808786273,0.499488949776,0.169569954276,-0.0343542918563,-0.304872214794,-0.30582857132,-0.0162240192294,0.128214210272,-0.219056963921,0.71032500267,-0.13381883502,-0.298433333635,-0.344638317823,-0.107761517167,-0.726770281792,-0.40395617485,0.381029963493,0.602236032486,0.392518430948,1.28471922874,0.166256427765,-0.0124185234308,0.86890745163,0.346969544888,1.81612694263
