rid,CVD001_HEPG2_6H:BRD-K57064803-001-01-0:10.0929,CVD001_HEPG2_6H:BRD-K57064803-001-01-0:2.5232,CVD001_HEPG2_24H:BRD-K57064803-001-01-0:10.0929,CVD001_HEPG2_24H:BRD-K57064803-001-01-0:2.5232,CVD001_HUH7_6H:BRD-K57064803-001-01-0:10.0929,CVD001_HUH7_6H:BRD-K57064803-001-01-0:2.5232,CVD001_HUH7_24H:BRD-K57064803-001-01-0:10.0929,CVD001_HUH7_24H:BRD-K57064803-001-01-0:2.5232,CVD001_PHH_6H:BRD-K57064803-001-01-0:10.0929,CVD001_PHH_6H:BRD-K57064803-001-01-0:2.5232,CVD001_PHH_24H:BRD-K57064803-001-01-0:10.0929,CVD001_PHH_24H:BRD-K57064803-001-01-0:2.5232,DOS017_VCAP_6H:BRD-K57064803-001-01-0:5.05,DOS017_VCAP_24H:BRD-K57064803-001-01-0:5.05,PCLB003_A375_24H:BRD-K57064803-001-01-0:10,PCLB003_A375_24H:BRD-K57064803-001-01-0:3.33,PCLB003_A375_24H:BRD-K57064803-001-01-0:1.11,PCLB003_A375_24H:BRD-K57064803-001-01-0:0.37,PCLB003_A375_24H:BRD-K57064803-001-01-0:0.12,PCLB003_A375_24H:BRD-K57064803-001-01-0:0.04,PCLB003_A549_24H:BRD-K57064803-001-01-0:10,PCLB003_A549_24H:BRD-K57064803-001-01-0:3.33,PCLB003_A549_24H:BRD-K57064803-001-01-0:1.11,PCLB003_A549_24H:BRD-K57064803-001-01-0:0.37,PCLB003_A549_24H:BRD-K57064803-001-01-0:0.12,PCLB003_A549_24H:BRD-K57064803-001-01-0:0.04,PCLB003_HA1E_24H:BRD-K57064803-001-01-0:10,PCLB003_HA1E_24H:BRD-K57064803-001-01-0:3.33,PCLB003_HA1E_24H:BRD-K57064803-001-01-0:1.11,PCLB003_HA1E_24H:BRD-K57064803-001-01-0:0.37,PCLB003_HA1E_24H:BRD-K57064803-001-01-0:0.12,PCLB003_HA1E_24H:BRD-K57064803-001-01-0:0.04,PCLB003_HCC515_24H:BRD-K57064803-001-01-0:10,PCLB003_HCC515_24H:BRD-K57064803-001-01-0:3.33,PCLB003_HCC515_24H:BRD-K57064803-001-01-0:1.11,PCLB003_HCC515_24H:BRD-K57064803-001-01-0:0.37,PCLB003_HCC515_24H:BRD-K57064803-001-01-0:0.12,PCLB003_HCC515_24H:BRD-K57064803-001-01-0:0.04,PCLB003_HEPG2_24H:BRD-K57064803-001-01-0:10,PCLB003_HEPG2_24H:BRD-K57064803-001-01-0:3.33,PCLB003_HEPG2_24H:BRD-K57064803-001-01-0:1.11,PCLB003_HEPG2_24H:BRD-K57064803-001-01-0:0.37,PCLB003_HEPG2_24H:BRD-K57064803-001-01-0:0.12,PCLB003_HEPG2_24H:BRD-K57064803-001-01-0:0.04,PCLB003_HT29_24H:BRD-K57064803-001-01-0:10,PCLB003_HT29_24H:BRD-K57064803-001-01-0:3.33,PCLB003_HT29_24H:BRD-K57064803-001-01-0:1.11,PCLB003_HT29_24H:BRD-K57064803-001-01-0:0.37,PCLB003_HT29_24H:BRD-K57064803-001-01-0:0.12,PCLB003_HT29_24H:BRD-K57064803-001-01-0:0.04,PCLB003_MCF7_24H:BRD-K57064803-001-01-0:10,PCLB003_MCF7_24H:BRD-K57064803-001-01-0:3.33,PCLB003_MCF7_24H:BRD-K57064803-001-01-0:1.11,PCLB003_MCF7_24H:BRD-K57064803-001-01-0:0.37,PCLB003_MCF7_24H:BRD-K57064803-001-01-0:0.12,PCLB003_MCF7_24H:BRD-K57064803-001-01-0:0.04,PCLB003_PC3_24H:BRD-K57064803-001-01-0:10,PCLB003_PC3_24H:BRD-K57064803-001-01-0:3.33,PCLB003_PC3_24H:BRD-K57064803-001-01-0:1.11,PCLB003_PC3_24H:BRD-K57064803-001-01-0:0.37,PCLB003_PC3_24H:BRD-K57064803-001-01-0:0.12,PCLB003_PC3_24H:BRD-K57064803-001-01-0:0.04
5720,-1.20750379562,0.494480669498,-0.599056243896,0.4944216609,0.69980442524,-0.946543812752,-0.294263154268,-0.179129421711,0.191621869802,1.38949155807,0.72144061327,0.381087690592,1.59608817101,1.42879629135,-0.61562871933,-1.43131709099,-0.712024450302,0.0726510286331,0.363127410412,0.173289448023,-2.78367638588,-2.49292564392,0.188234686852,-0.200715690851,0.0438200235367,0.14088767767,-1.03254640102,-0.21622915566,-0.172869980335,-0.529246687889,-0.401386469603,-0.0321372114122,-0.641468167305,-0.758895993233,0.688710987568,-0.594040930271,-0.207205057144,-1.24080014229,-1.61522853374,-0.920737922192,0.172048225999,-0.927279472351,-0.47184625268,0.110160157084,-3.05939865112,-2.55638504028,-0.0443333387375,0.245649114251,0.792728304863,0.848924636841,-2.18123102188,-0.789551198483,-0.38520142436,-0.36704608798,0.187204241753,0.00484102964401,-1.53820538521,-1.98008239269,-0.533990859985,-4.05375242233,-0.646245002747,-0.386956691742
466,1.21567428112,-0.249899029732,-1.14496958256,-0.330126196146,-0.299397528172,-2.3853802681,0.647288858891,-0.538119494915,0.883017718792,-0.122771769762,0.53525865078,-0.229361310601,1.65372097492,0.987339794636,-0.461363345385,-3.11854124069,0.193728923798,1.12418806553,2.12529611588,0.0259591788054,-0.311093091965,1.05038106441,0.080687046051,-0.243870198727,0.216750502586,1.27363872528,-0.408977270126,0.686802446842,-0.853027939796,-1.07868623734,-0.995163619518,0.122634917498,-0.0175588354468,-0.598149716854,-0.39345869422,-0.277555882931,-0.456032067537,-0.0555333793163,-0.038655474782,1.03251445293,0.380851119757,-0.77794533968,-1.1922018528,0.103888094425,-0.513803482056,-0.299739956856,0.204199999571,-0.196969181299,0.51755541563,0.553539156914,-1.76480197906,-1.91433537006,-0.0879359766841,-0.151083707809,0.27788233757,0.159442275763,-0.377298116684,-0.0632611438632,-0.298238813877,0.606964468956,1.7317122221,-0.199998646975
6009,0.615375161171,0.13646158576,0.289211422205,-0.680475950241,1.03405821323,-0.137721538544,-0.563585639,-0.277139574289,0.478519380093,0.702044487,0.400270968676,-0.229425773025,1.23106479645,0.357785433531,1.6216211319,-1.61450648308,0.352907896042,0.158350139856,-0.0915279984474,-1.47519135475,1.11084532738,1.03731167316,-0.0151554271579,-1.33942985535,0.210075289011,-0.873182356358,0.971699237823,0.340782701969,-0.0161994993687,-0.628658771515,-0.650504827499,-0.787963926792,1.99804377556,1.55473530293,-0.0440457165241,0.872484743595,0.571715474129,-0.360033363104,2.4195432663,2.09074258804,0.456014335155,0.913085997105,0.564173698425,-0.0453124344349,2.30313539505,2.26227235794,0.115733340383,0.303866028786,-0.00394942611456,-0.233097672462,0.955324292183,0.742035448551,0.755709648132,-0.15141287446,-0.25404766202,-1.23243200779,1.88529312611,-1.07512414455,0.584027886391,1.29561758041,1.54111790657,-0.313169389963
2309,1.17759728432,0.46259367466,0.815662145615,-0.147256463766,1.05502951145,0.286172896624,-0.0507219284773,0.497855365276,-0.566158652306,-2.1511464119,-0.67985355854,0.197309330106,-0.720928251743,-0.780683934689,2.02472615242,0.276506185532,-0.0465031526983,-0.493774205446,0.467046320438,-0.0301153659821,0.11983256042,-0.758254230022,0.464687913656,-0.262708753347,0.150023519993,0.516479492188,0.299772143364,0.406370908022,0.219773232937,0.533121645451,0.0191548317671,-0.321326851845,0.476117253304,0.816625893116,-0.261358320713,0.958586335182,-0.0257424712181,0.270900011063,-0.0120686292648,-1.16386449337,-1.80377793312,-0.695350646973,-1.95037913322,-0.498741328716,0.0909259319305,0.960141658783,-0.243600040674,-1.00193953514,-0.273053467274,0.164191454649,-1.28207850456,-0.55392408371,0.505389750004,-1.03925561905,0.0268256664276,-0.872887015343,2.71513032913,0.275903642178,-0.560363411903,-0.0116693675518,-0.0554546266794,-0.0150126218796
387,0.885425746441,-0.411699622869,-0.266035616398,0.340040922165,-1.34772634506,-0.408927291632,-1.59635186195,-0.487196296453,1.0207349062,0.785811662674,0.250556826591,0.343935787678,0.143077597022,0.180478811264,1.74350667,-0.320958077908,0.62574326992,0.631660938263,0.759230434895,3.55100750923,2.0245141983,0.743537306786,-0.499497354031,-1.07169699669,-0.276602655649,-2.00638604164,0.465901136398,-2.66761279106,-0.598470807076,-1.5637717247,0.300290942192,-1.25138366222,2.75544381142,-0.889977097511,-2.25330495834,0.708039402962,0.144853398204,0.411633342505,1.5683683157,1.02936565876,-1.23818814754,1.4271068573,0.608510732651,-1.55604076385,0.704278409481,0.879827022552,-0.345233350992,0.34378901124,0.543270051479,0.259797811508,1.42676234245,-0.257781922817,0.313165158033,0.885137915611,0.248248338699,0.0419038534164,1.82365274429,0.119629397988,0.166948184371,0.176776170731,1.32136464119,-0.175483182073
3553,-0.206029504538,0.226014047861,0.261757433414,-0.429911106825,0.182642698288,0.358233332634,-0.408983409405,0.219406560063,-1.17727947235,0.424859672785,-0.671372890472,-0.410942971706,0.831941008568,-0.282721430063,0.397405892611,-0.442405998707,-0.441678166389,0.182640224695,-0.720346689224,-0.318755507469,0.216854140162,-1.10384941101,0.937556266785,0.242881536484,-0.239292427897,-0.65375483036,-1.39530301094,-0.659316837788,1.52740001678,-0.244265273213,0.335891246796,-0.129614785314,-0.148444965482,-0.0328183174133,-0.292542695999,0.263199537992,-0.189352154732,-0.142833352089,0.363427191973,0.395779788494,-1.15316367149,2.24487662315,0.232057601213,3.10097455978,0.381319224834,-0.744918465614,-0.295166671276,-0.594721078873,-1.01915180683,0.147126734257,-0.202986642718,0.299653410912,-0.914783239365,-0.0530949793756,-0.0851290524006,-0.18941642344,0.947626948357,0.802508533001,0.562352538109,1.78824746609,1.68861842155,1.47230505943
427,0.389727294445,0.590951681137,0.30602055788,-0.0286098122597,1.20008826256,-0.159466058016,0.476324379444,-0.370178073645,1.34077143669,0.479291588068,0.139540180564,0.0261599346995,1.12006211281,0.342750817537,1.64440870285,2.82756257057,0.41930347681,-0.0378694534302,0.681109905243,1.3008146286,0.435338109732,0.890599250793,-0.566157996655,0.111736871302,0.71447968483,0.977857708931,-1.89393138885,0.220250576735,-0.228819862008,1.31212663651,0.943386256695,-0.239221274853,-3.05871963501,0.266296952963,-0.0694451630116,-0.103555381298,0.378461122513,0.20070001483,-1.21229970455,0.345632016659,-0.0398957841098,-1.79401659966,0.477490693331,-0.732569217682,-0.531550705433,-0.439805418253,-0.0858666747808,0.461894005537,0.119173765182,0.633093893528,1.25160813332,0.986698269844,0.573716402054,0.10498393327,-0.00124832987785,0.407685518265,-0.505041658878,-4.01766729355,-2.56357884407,-4.9642624855,1.71972203255,0.269498080015
5898,1.14200210571,0.572328448296,1.08280181885,0.251995593309,-0.791214466095,0.0462730675936,0.572060763836,-0.827371001244,0.64567565918,0.0901562124491,0.352589666843,-0.573046684265,1.27248477936,0.746984004974,-2.68363595009,-5.18356895447,-0.08816254884,0.182061195374,0.478766351938,0.974536955357,0.309504687786,-3.15143299103,-0.240762263536,0.0264993309975,0.216866895556,-0.752461254597,0.603101015091,0.302960842848,-0.817259609699,-0.27105140686,-4.42400407791,-1.0185546875,1.01689422131,1.0529897213,-0.739051222801,0.181233242154,0.303515732288,-0.545633375645,0.796735882759,0.662785768509,0.199950903654,-3.68006873131,0.460759937763,0.782319784164,0.262054264545,-0.0217881202698,0.0419666692615,0.0390735566616,-0.278219074011,-1.03940653801,-5.32102441788,-1.2403690815,0.421473503113,0.113090030849,-2.60786676407,-1.51455938816,-3.10191917419,-2.26588821411,-0.836225986481,0.221800744534,0.442918390036,-1.083558321
23365,0.386905103922,0.508157432079,0.493989706039,0.761698365211,-1.08244609833,-1.06923937798,-0.366492897272,-0.748037695885,-0.46690133214,-0.0738179981709,-0.105009555817,0.822622001171,-1.19100344181,-1.87551367283,1.9271825552,0.766346395016,-0.0715091824532,0.348097503185,0.34838193655,0.536343336105,0.0189451277256,0.338015139103,-1.06031155586,-0.102458924055,-0.378112494946,-0.606670260429,-0.181765854359,-0.778793096542,0.552506089211,-0.485078364611,-0.0881406515837,1.78266167641,-0.64849114418,-0.29931011796,0.447781085968,0.422726035118,-0.1435367167,-0.0144666805863,0.17700201273,-0.213605880737,-0.0587900876999,-0.643103718758,-0.421899288893,0.234267175198,0.413880616426,0.510346591473,0.307433307171,0.225073456764,-0.389368534088,0.361506402493,0.866359353065,1.32589328289,0.554921507835,1.38859701157,-0.0613748878241,0.202475786209,0.0295278429985,-0.197069481015,-0.205170661211,0.577452540398,0.262367814779,-0.491880595684
6657,-0.282989233732,0.435645729303,0.625689327717,-0.445765286684,0.789481520653,1.27736413479,0.602182745934,0.766795754433,-0.860772013664,0.190457165241,-0.465960711241,0.149732559919,-0.38518640399,-0.734548926353,-1.87301540375,-0.202258557081,-0.399945229292,-0.326983809471,0.312569797039,-0.301148533821,-1.17719602585,-0.534500062466,0.809190452099,-0.172925710678,-0.100227862597,-0.926481544971,-0.85855692625,-0.541707515717,0.720278799534,0.207442894578,0.0679923295975,-0.0674006789923,0.125655412674,-0.858779788017,0.69819444418,-0.136741429567,0.100668251514,0.547433376312,1.38133573532,0.804525256157,-0.145641416311,3.67394781113,0.356419950724,-0.810624063015,0.0554188080132,-0.592717647552,-0.416933357716,-0.954731702805,-0.522228360176,-0.376531630754,-1.40051460266,-0.158085331321,-0.144478797913,-0.216457486153,-1.11868393421,-0.117339387536,1.07293093204,-0.358918964863,-0.237398907542,-0.416644960642,-0.273963838816,0.486515343189
