rid,CPC001_HA1E_6H:BRD-K96670504-001-01-9:10,CPC001_HA1E_24H:BRD-K96670504-001-01-9:10,CPC001_HCC515_6H:BRD-K96670504-001-01-9:10,CPC001_HCC515_24H:BRD-K96670504-001-01-9:10,CPC001_PC3_6H:BRD-K96670504-001-01-9:10,CPC001_PC3_24H:BRD-K96670504-001-01-9:10,CPC001_VCAP_6H:BRD-K96670504-001-01-9:10,CPC001_VCAP_24H:BRD-K96670504-001-01-9:10,CPC006_A375_6H:BRD-K78513633-001-07-4:177.6,CPC006_A375_24H:BRD-K78513633-001-07-4:177.6,CPC006_A549_6H:BRD-K78513633-001-07-4:177.6,CPC006_A549_24H:BRD-K78513633-001-07-4:177.6,CPC006_A673_6H:BRD-K78513633-001-07-4:177.6,CPC006_AGS_6H:BRD-K78513633-001-07-4:177.6,CPC006_CL34_6H:BRD-K78513633-001-07-4:177.6,CPC006_CORL23_6H:BRD-K78513633-001-07-4:177.6,CPC006_COV644_6H:BRD-K78513633-001-07-4:177.6,CPC006_DV90_6H:BRD-K78513633-001-07-4:177.6,CPC006_EFO27_6H:BRD-K78513633-001-07-4:177.6,CPC006_HA1E_6H:BRD-K78513633-001-07-4:177.6,CPC006_HA1E_24H:BRD-K78513633-001-07-4:177.6,CPC006_HCC15_6H:BRD-K78513633-001-07-4:177.6,CPC006_HCC515_6H:BRD-K78513633-001-07-4:177.6,CPC006_HCC515_24H:BRD-K78513633-001-07-4:177.6,CPC006_HCT116_6H:BRD-K78513633-001-07-4:177.6,CPC006_HEC108_6H:BRD-K78513633-001-07-4:177.6,CPC006_HEPG2_6H:BRD-K78513633-001-07-4:177.6,CPC006_HT115_6H:BRD-K78513633-001-07-4:177.6,CPC006_HT29_6H:BRD-K78513633-001-07-4:177.6,CPC006_HT29_24H:BRD-K78513633-001-07-4:177.6,CPC006_JHUEM2_6H:BRD-K78513633-001-07-4:177.6,CPC006_LOVO_6H:BRD-K78513633-001-07-4:177.6,CPC006_MCF7_6H:BRD-K78513633-001-07-4:177.6,CPC006_MCF7_24H:BRD-K78513633-001-07-4:177.6,CPC006_MDST8_6H:BRD-K78513633-001-07-4:177.6,CPC006_NCIH1694_6H:BRD-K78513633-001-07-4:177.6,CPC006_NCIH1836_6H:BRD-K78513633-001-07-4:177.6,CPC006_NCIH2073_6H:BRD-K78513633-001-07-4:177.6,CPC006_NCIH508_6H:BRD-K78513633-001-07-4:177.6,CPC006_NCIH596_6H:BRD-K78513633-001-07-4:177.6,CPC006_NOMO1_6H:BRD-K78513633-001-07-4:177.6,CPC006_OV7_6H:BRD-K78513633-001-07-4:177.6,CPC006_PC3_6H:BRD-K78513633-001-07-4:177.6,CPC006_PC3_24H:BRD-K78513633-001-07-4:177.6,CPC006_PL21_6H:BRD-K78513633-001-07-4:177.6,CPC006_RMGI_6H:BRD-K78513633-001-07-4:177.6,CPC006_RMUGS_6H:BRD-K78513633-001-07-4:177.6,CPC006_SKLU1_6H:BRD-K78513633-001-07-4:177.6,CPC006_SKM1_6H:BRD-K78513633-001-07-4:177.6,CPC006_SKMEL1_6H:BRD-K78513633-001-07-4:177.6,CPC006_SKMEL28_6H:BRD-K78513633-001-07-4:177.6,CPC006_SNGM_6H:BRD-K78513633-001-07-4:177.6,CPC006_SNU1040_6H:BRD-K78513633-001-07-4:177.6,CPC006_SNUC4_6H:BRD-K78513633-001-07-4:177.6,CPC006_SNUC5_6H:BRD-K78513633-001-07-4:177.6,CPC006_SW480_6H:BRD-K78513633-001-07-4:177.6,CPC006_SW620_6H:BRD-K78513633-001-07-4:177.6,CPC006_SW948_6H:BRD-K78513633-001-07-4:177.6,CPC006_T3M10_6H:BRD-K78513633-001-07-4:177.6,CPC006_THP1_6H:BRD-K78513633-001-07-4:177.6,CPC006_TYKNU_6H:BRD-K78513633-001-07-4:177.6,CPC006_U937_6H:BRD-K78513633-001-07-4:177.6,CPC006_VCAP_6H:BRD-K78513633-001-07-4:177.6,CPC006_VCAP_24H:BRD-K78513633-001-07-4:177.6,CPC006_WSUDLCL2_6H:BRD-K78513633-001-07-4:177.6,CPC016_A375_6H:BRD-K96670504-001-01-9:10,CPC016_A549_6H:BRD-K96670504-001-01-9:10,CPC016_A549_24H:BRD-K96670504-001-01-9:10,CPC016_ASC_24H:BRD-K96670504-001-01-9:10,CPC016_HEPG2_6H:BRD-K96670504-001-01-9:10,CPC016_HT29_6H:BRD-K96670504-001-01-9:10,CPC016_MCF7_6H:BRD-K96670504-001-01-9:10,CPC016_MCF7_24H:BRD-K96670504-001-01-9:10,CPC016_NEU_24H:BRD-K96670504-001-01-9:10,CPC016_NPC_24H:BRD-K96670504-001-01-9:10,CPC016_SKB_24H:BRD-K96670504-001-01-9:10,CPC006_H1299_6H:BRD-K78513633-001-07-4:177.6,CPC006_RKO_6H:BRD-K78513633-001-07-4:177.6
5720,-4.09273672104,-1.92788124084,-0.395300030708,-0.266633450985,0.309816598892,0.415049433708,0.548996448517,0.255000442266,0.693558573723,-0.0457138940692,0.626343727112,0.10989074409,-0.0314999967813,-0.355499982834,0.0359499901533,0.641400039196,-0.692249953747,-0.988049983978,0.882000029087,0.293139219284,-0.410877645016,-6.40965414047,0.937512874603,0.538620948792,-0.254799991846,0.856153845787,-0.207984939218,-0.822200000286,-0.0695954561234,-1.0347340107,-0.462300002575,0.261449992657,-0.041689440608,1.42266249657,0.12839999795,0.114150002599,-0.588249981403,0.382700026035,0.575600028038,0.777099967003,-1.01440000534,0.102249994874,-0.195487499237,0.517226874828,0.532100021839,-0.306850016117,-0.342703580856,-0.107699990273,1.24990010262,-0.401050001383,0.995150029659,-1.13594996929,-4.43660020828,-0.0751499980688,0.544499993324,-1.33980000019,-2.01520752907,0.267923593521,-0.137649998069,-0.0851500034332,-0.366900026798,-0.547299981117,0.110926225781,-0.355302751064,-0.00450000166893,-0.284502804279,0.328350007534,-0.0849857479334,0.00307929515839,-0.980495274067,0.41623711586,-0.392944306135,0.015278307721,0.0543000027537,0.516334712505,0.166377544403,-0.540149986744,-0.25594997406
466,0.718448340893,0.501065611839,0.758650004864,-0.361595362425,0.269188344479,0.938838481903,1.53940010071,0.917503356934,0.524671494961,-0.280773818493,0.759636878967,0.658435761929,-0.655149996281,-0.317650020123,-0.50720000267,-0.094549998641,0.39019998908,-1.21685004234,-0.693050026894,0.717511892319,0.48336482048,-3.50512671471,2.09399676323,1.67593216896,-0.750849962234,-0.294182211161,0.530597567558,-2.37164998055,-0.0493116080761,0.315292924643,-0.887749969959,0.149599984288,-0.191966950893,0.244630157948,-0.450450003147,-0.102300003171,1.20724999905,0.2146499753,-0.346249997616,-0.106550008059,-0.0285000056028,0.599749982357,-0.453062713146,0.626466870308,1.17674994469,0.365049988031,-0.0241583772004,-0.419550001621,0.562350034714,-0.199450016022,-0.660149991512,-0.390100002289,-0.800700008869,-0.0844999998808,0.589599967003,0.520200014114,-2.07569384575,0.16860063374,-1.71609997749,0.17499999702,0.250900000334,0.105599999428,-0.0131333693862,-0.631931900978,-0.781800031662,-0.301280498505,-0.0660500228405,0.624493956566,0.211597144604,-1.41878843307,0.657116293907,-0.167878389359,0.0674898475409,-0.0806666761637,-1.46720278263,-0.523557722569,-1.41484999657,0.180099993944
6009,0.191066160798,0.254890084267,1.41410005093,0.702177524567,0.565638780594,0.300383538008,-0.111489124596,-0.30765658617,-0.297826319933,-0.0436596870422,0.121148012578,0.0310033112764,-0.146950006485,-0.0179999917746,0.111450001597,-0.242300003767,0.664050042629,0.712000012398,1.08194994926,-0.0481608957052,-0.229558616877,2.01875591278,-0.531255066395,-0.225665718317,0.182600006461,0.602957129478,-0.195434570312,-2.86289978027,0.387486666441,-0.019901663065,-0.410199999809,-0.932700037956,-0.60577917099,0.901419520378,-0.615049958229,0.183650016785,-0.522599995136,0.6861500144,-0.170800000429,0.196099996567,3.00504994392,0.579750001431,0.40534594655,0.0249033160508,0.0773499906063,-0.238150000572,-0.513231039047,-0.297049999237,0.670949995518,0.0536499992013,1.5516500473,-0.575550019741,1.19089996815,0.304800003767,0.592649996281,0.30324998498,0.626992106438,0.545676290989,1.62465000153,-0.0545000061393,0.0970499813557,-1.04655003548,-0.662720441818,-1.04677295685,1.65020000935,-1.05467224121,-0.539950013161,0.094865091145,-0.345735609531,-0.238966524601,-0.618452966213,-0.153012409806,0.242412298918,0.815833389759,-0.632603406906,-0.957785964012,-0.158050000668,0.383850008249
2309,0.620307505131,0.0482999235392,0.217950001359,-0.417608737946,0.00484919548035,-0.295333504677,-1.8700978756,-0.877103924751,0.0659583956003,-0.641125917435,0.620705723763,0.775119900703,0.382950007915,-0.259599983692,-0.183500021696,-0.0450000017881,0.972149968147,1.03059995174,0.763350009918,-0.235619440675,-0.0708450302482,-0.676375448704,0.476838350296,0.445428401232,0.38789999485,0.197345688939,0.0300123225898,0.426249980927,0.151695564389,1.24727022648,-0.765949964523,-1.32150006294,-0.636521458626,-0.660552799702,2.0748500824,-0.274749994278,0.826199948788,-1.33904993534,1.07735002041,0.490549981594,0.119399979711,-0.0649499893188,0.962802290916,0.528865933418,0.454100012779,1.80219995975,0.66530418396,0.876249969006,1.07535004616,0.0791999995708,0.082800000906,-0.870149970055,0.675800025463,0.325550019741,2.24100017548,0.445649981499,0.0973682105541,0.33047708869,2.73320007324,0.762449979782,0.689050018787,0.968699991703,0.0127367377281,0.0614949949086,-1.05735003948,0.247457846999,-1.14910006523,0.252809643745,0.107749998569,-0.773914635181,0.404886215925,-0.356513559818,-0.0288137122989,0.442666679621,-0.509664833546,-0.395123749971,1.17044997215,-0.813799977303
387,1.06767308712,0.413894474506,0.326049983501,0.0144484937191,0.385009586811,-0.0846497267485,-0.846483469009,-0.304539561272,0.0892928615212,-0.236122384667,-0.431054770947,0.571930348873,-0.27144998312,-0.264899998903,-0.122299998999,-0.28979998827,-0.324299991131,-0.153600007296,-0.761600017548,-0.0254581421614,0.223949447274,-7.27795171738,-0.320804774761,-0.38618388772,-1.26135003567,0.0991896092892,0.0878840833902,-0.181500017643,-0.728263735771,0.00391352176666,-0.398449987173,-1.05964994431,-0.152179926634,-0.151175200939,0.451399981976,-0.357299983501,1.09329986572,0.0347999930382,0.191199988127,-0.121749997139,-1.22245001793,0.187300011516,-1.32702660561,-0.57149463892,-0.343100011349,0.428649961948,-0.581398844719,-0.833850026131,0.0429500043392,-0.25,-0.188199996948,-1.15164995193,1.72870004177,0.0967499986291,-0.321200013161,-0.0435499995947,-0.89110571146,0.208335503936,1.61379992962,-1.64900004864,-2.05395007133,-0.902100026608,-0.705701291561,-1.34130644798,1.5516500473,0.0684090107679,0.664749979973,0.744583308697,-0.707498192787,-0.51041996479,0.081664070487,0.423762351274,0.306766629219,-0.786199986935,-0.0688668265939,-0.3941437006,-0.171449959278,-0.0894500017166
3553,-0.212036147714,-0.766272008419,-1.58255004883,-0.937218010426,0.207952469587,0.133804023266,-0.355215162039,-0.982916235924,0.698735058308,0.99033921957,-0.0512908175588,0.4851141572,0.0710499882698,0.554799973965,-0.221450001001,1.16944992542,0.145550012589,1.93729996681,-0.870800018311,-0.18704855442,-1.35544538498,2.67690181732,-0.418277323246,0.036758236587,0.205049991608,-0.305011451244,-0.336878180504,1.64109992981,0.158998385072,-0.382587045431,-0.587099969387,0.327849984169,0.282911926508,0.95429122448,-0.696850001812,0.0717000067234,2.05955004692,0.562649965286,-0.306850016117,0.336600005627,0.293399989605,-0.20814999938,1.26760721207,2.85177183151,-0.431849986315,-0.0361500009894,-0.959846258163,0.335100024939,-0.564300000668,-0.0566999912262,-0.00494998693466,0.823149979115,0.321399986744,-0.540899991989,-0.527350008488,-0.0931000038981,1.98040032387,0.0946471020579,-0.858049988747,-0.380250006914,0.624400019646,-1.38890004158,0.263849556446,1.11060166359,-0.779000043869,-0.130483880639,0.169200003147,-0.347232043743,-0.305550515652,1.83512210846,-0.694185733795,-0.483618080616,0.641506195068,0.37623333931,0.908718705177,0.800608217716,-0.0967500060797,0.580000042915
427,1.0450668335,-1.24487578869,-0.201049998403,0.539524316788,0.697805047035,-0.0243148952723,3.713991642,0.432719618082,0.837347328663,0.618395447731,0.250215798616,0.422688573599,0.895300030708,0.0999999940395,-0.537600040436,1.64040005207,0.206499993801,0.0505999922752,-0.462749987841,0.394400894642,-0.826922357082,-0.93980884552,0.0873537063599,-0.310726702213,-0.763799965382,1.2185022831,-0.429057836533,1.15429997444,-0.0980051234365,-0.185704171658,-0.608000040054,-0.480899989605,-0.60834813118,0.150223717093,-0.304150015116,-0.205200001597,2.69959998131,-0.930350005627,0.163549989462,0.833750009537,0.835399985313,1.00694990158,-0.460610181093,-0.339964836836,0.369249999523,-0.124899998307,-0.333744943142,-0.0406500101089,1.33395004272,-0.497749984264,-0.566100001335,-0.00195000320673,-0.314999997616,1.66844987869,-0.620149970055,-0.644450008869,-1.33246731758,0.62304776907,1.52160000801,-0.753000020981,0.25150001049,0.585700035095,-0.346065074205,-0.194796532393,-0.134599998593,0.327710390091,-0.506900012493,-0.338724911213,-0.0458245798945,-1.05400717258,0.901687979698,-0.00554174184799,-2.52834510803,0.205533355474,-0.0519569963217,0.06632078439,0.462799996138,-0.48219999671
5898,0.862894058228,0.347526520491,-0.39414998889,-2.1718006134,0.166432097554,0.729969799519,0.272187560797,-0.639071464539,1.45621216297,2.09993553162,1.4290626049,1.67129588127,-0.13560000062,0.279200017452,-0.93489998579,1.62724995613,0.557950019836,-0.544049978256,0.507049977779,0.978434801102,0.40297549963,3.18857240677,0.180038511753,0.699840307236,0.644249975681,-0.37995916605,0.444564163685,-3.3056499958,0.232396960258,-0.333946913481,0.491400003433,-1.74549996853,0.765922665596,1.14820683002,0.523550033569,-0.250950008631,1.1684499979,0.376899987459,-1.19805002213,-0.406599998474,-1.09124994278,0.393150001764,0.996262252331,0.5500472188,0.438800007105,0.675550043583,1.11169528961,0.535650014877,-0.147099971771,-0.0179499983788,1.07760000229,0.467399984598,-0.519400000572,0.238800019026,0.268899977207,0.571799993515,-1.07144212723,-0.0513121336699,-0.263000011444,0.326550006866,-0.112550020218,0.186999976635,-0.0405476167798,1.04436588287,2.84210014343,-1.1325507164,0.271100014448,0.633708357811,-0.712709724903,-0.777086615562,-0.158742457628,-0.420889407396,-0.0645712539554,0.00330001115799,-1.1549860239,-1.53995573521,-1.62650001049,0.461600005627
23365,0.829949498177,-0.241422906518,-0.199650004506,-0.334024608135,0.45043066144,-0.00693840719759,-0.261810481548,-0.539407908916,-0.337219953537,0.663949251175,-0.113166093826,-0.146736830473,0.0391499996185,1.21144998074,-0.523999989033,0.504549980164,-1.07400000095,-0.705049991608,-1.79659998417,0.3729839921,-0.119354844093,-0.092634908855,-0.386313945055,-0.171019613743,-0.344150006771,-0.681383550167,-0.537441134453,0.147500008345,-0.340033531189,-1.0352973938,0.627950012684,-1.16369998455,-0.393712818623,-0.0566497892141,-0.669200003147,-0.405699968338,1.34000003338,-0.531099975109,-0.886599957943,-0.248849987984,1.43044996262,0.53149998188,-0.434750378132,-0.39037668705,-0.309150010347,0.51734995842,0.0869400948286,-2.07984995842,0.241899996996,-1.4239500761,-0.98759996891,-1.22350001335,-0.344000011683,0.337249994278,0.65155005455,0.0590499937534,-0.9409314394,-0.23974275589,1.04399991035,0.47879999876,0.735350012779,0.23964998126,0.166337564588,-0.0187838673592,0.174800008535,-0.201682403684,0.200349986553,0.173905804753,-0.918530344963,-0.304902136326,-0.19101819396,-0.211299836636,0.784598886967,0.429733365774,-0.0245638266206,-0.767831385136,-0.37270000577,-0.824400007725
6657,-0.346580505371,-0.267786622047,-0.450800001621,0.157289028168,-0.738576292992,0.143930405378,0.68575412035,-0.621992349625,-1.61583590508,-2.14322686195,-1.2066411972,-1.08238172531,-0.224550008774,0.0413500070572,-0.283450007439,0.39870005846,-0.375949978828,1.02095007896,-1.05089998245,-0.913194000721,-1.07500195503,1.03482067585,-0.242145270109,-0.138896614313,0.381299972534,-0.515671372414,-0.142147749662,0.423550009727,0.178048074245,-0.452716231346,0.169449985027,-0.058749999851,0.242819339037,0.34875229001,-0.165199995041,0.392700016499,-0.829049944878,-0.41835001111,0.27009999752,0.433099985123,0.654799997807,0.11969999969,0.867687046528,-0.87516438961,-0.142650008202,-0.292450010777,-0.73682820797,-0.391600012779,-0.0171500146389,-0.584600031376,-0.202350005507,1.11774992943,-1.55620002747,-0.150200009346,-0.151099994779,-0.28639999032,-0.318947941065,-0.249168992043,0.904250025749,-0.190399989486,-0.486649990082,0.887699961662,-0.169392645359,0.561663866043,-0.538300037384,0.0952643305063,0.107349991798,-0.764463067055,0.480436295271,0.884254872799,-0.712494134903,-0.48818218708,-0.762499272823,-0.243666678667,-0.679959058762,0.526980042458,1.62945008278,0.0454499945045
