rid,CPC005_A375_6H:BRD-K48300629-001-03-8:10,CPC005_A375_24H:BRD-K48300629-001-03-8:10,CPC005_A549_6H:BRD-K48300629-001-03-8:10,CPC005_A549_24H:BRD-K48300629-001-03-8:10,CPC005_HA1E_6H:BRD-K48300629-001-03-8:10,CPC005_HA1E_24H:BRD-K48300629-001-03-8:10,CPC005_HCC515_6H:BRD-K48300629-001-03-8:10,CPC005_HT29_6H:BRD-K48300629-001-03-8:10,CPC005_HT29_24H:BRD-K48300629-001-03-8:10,CPC005_MCF7_24H:BRD-K48300629-001-03-8:10,CPC005_MCF7_6H:BRD-K48300629-001-03-8:10,CPC005_PC3_6H:BRD-K48300629-001-03-8:10,CPC005_PC3_24H:BRD-K48300629-001-03-8:10,CPC005_VCAP_6H:BRD-K48300629-001-03-8:10,CPC005_VCAP_24H:BRD-K48300629-001-03-8:10,CPD002_MCF7_24H:BRD-K48300629-001-07-9:10,CPD002_MCF7_6H:BRD-K48300629-001-07-9:10,CPD002_PC3_6H:BRD-K48300629-001-07-9:10,CPD002_PC3_24H:BRD-K48300629-001-07-9:10,NMH001_FIBRNPC_6H:BRD-K48300629-001-10-3:10,NMH001_FIBRNPC_6H:BRD-A28095882-001-08-1:10,NMH001_FIBRNPC_24H:BRD-K48300629-001-10-3:10,NMH001_FIBRNPC_24H:BRD-A28095882-001-08-1:10,NMH001_NEU_6H:BRD-K48300629-001-10-3:10,NMH001_NEU_6H:BRD-A28095882-001-08-1:10,NMH001_NEU_24H:BRD-K48300629-001-10-3:10,NMH001_NEU_24H:BRD-A28095882-001-08-1:10,NMH001_NPC_6H:BRD-K48300629-001-10-3:10,NMH001_NPC_6H:BRD-A28095882-001-08-1:10,NMH001_NPC_24H:BRD-K48300629-001-10-3:10,NMH001_NPC_24H:BRD-A28095882-001-08-1:10
5720,0.469324201345,0.222117424011,-5.38592004776,-4.81909942627,-0.161350011826,0.409431874752,-0.205899998546,0.302168607712,0.0376247912645,-1.0115404129,1.01843750477,0.677896916866,-0.142031088471,0.226923555136,0.613976061344,0.415727257729,0.000923674553633,-0.151687398553,1.91280281544,-1.06295001507,-0.332650005817,0.265600025654,0.12555000186,-1.11040949821,0.442650049925,-1.31719994545,0.347661495209,0.246789142489,0.378355622292,-0.221083343029,0.369232445955
466,1.1707662344,-0.0847674608231,2.58930873871,2.28177976608,-2.09170007706,1.06157970428,-0.195950001478,0.156797885895,1.05908179283,-0.424642771482,1.13110113144,-0.0960677266121,-0.772214889526,-0.295871913433,0.143319696188,-0.574520289898,-0.227398604155,0.0336908400059,-0.991968333721,0.347100019455,-0.0590500086546,-2.0015001297,-1.7079000473,0.447585135698,-0.522824645042,1.18169999123,0.132544606924,0.8544023633,0.593619167805,-1.11168158054,0.280725121498
6009,0.00518526136875,-0.0226548612118,-0.199600666761,-1.1890963316,0.33520001173,-0.0959267690778,0.836149990559,-1.69401168823,0.61703312397,0.0480742640793,0.711527109146,-0.55245923996,0.434849262238,-0.495158225298,0.0290319174528,-0.844557702541,0.0205406844616,-0.931976556778,0.611402869225,1.27915000916,-0.716449975967,1.07519996166,-1.61735010147,1.58648169041,0.750947117805,-0.613049983978,1.0174536705,1.07417190075,-1.07158327103,1.55478262901,0.545788049698
2309,0.0573336966336,-0.171265155077,1.17893505096,1.41501367092,-0.0223000049591,-0.138451725245,0.0721000134945,-1.1760661602,0.760615706444,0.103205613792,-1.69944608212,0.149047747254,-0.106507539749,-0.127090528607,-0.422040045261,0.277896314859,-1.40854740143,-0.73225748539,0.542609035969,-1.28725004196,-1.4715000391,-1.31529998779,-0.175650000572,-0.206414923072,0.573476850986,1.00084996223,1.04291129112,-1.66185069084,-0.0528656616807,0.629807829857,0.129514530301
387,0.196719795465,0.34684446454,1.37765884399,0.512024581432,1.07069993019,-0.958761155605,-0.460500001907,-1.49162173271,0.282925695181,0.348588049412,0.473906636238,0.00967206433415,-0.159613549709,0.219578295946,-0.298349142075,-0.531436264515,-0.437668561935,-0.0499524176121,0.125607728958,1.05415010452,-0.816249966621,1.07795000076,0.0128500014544,1.11402761936,1.32707369328,-1.25119996071,-0.960641264915,-0.525026082993,0.0385955572128,1.46305799484,0.328884750605
3553,-0.261867493391,-0.229885667562,0.410003900528,-0.102258086205,0.929799973965,-0.80033582449,-0.172949999571,-0.668045639992,-0.803881764412,0.41660797596,-0.105229064822,-0.377393484116,-0.0511444285512,-0.0343745499849,0.447470664978,1.88735032082,1.04773187637,0.56988132,0.240354821086,-0.17515000701,0.0619500279427,0.532199978828,-0.547149956226,-0.11687964946,-0.645072579384,0.430200010538,-0.0293659418821,0.149402588606,-0.272586673498,0.00245906412601,-1.25759017467
427,0.672969281673,0.0299515128136,1.0872181654,0.0549764186144,-0.700199961662,1.09298729897,-0.991999983788,0.610336244106,0.489558756351,-1.07800889015,1.27076625824,-0.308664500713,-0.00422421097755,-0.75330978632,0.373629748821,0.856140136719,2.03766775131,0.110448598862,-1.74528610706,0.0166499987245,0.387800008059,-0.80235004425,-0.528750002384,0.586902618408,-0.046412255615,0.802500009537,1.09623599052,1.24598634243,0.536978125572,0.0156157184392,-0.32059058547
5898,0.596500396729,0.696261227131,1.62061703205,0.172574549913,0.166550010443,0.0719258785248,-2.28600001335,-0.034165173769,0.656331479549,0.565290689468,0.913098990917,-0.555274963379,-0.453363478184,-0.498300969601,0.364766269922,-0.313834935427,-0.912433803082,0.304795742035,0.69997292757,0.402100026608,0.10609999299,-3.53789997101,-1.44945001602,0.770445108414,-0.193144023418,1.09060001373,-0.781297326088,-0.482491821051,0.40225404501,0.3501971066,-0.53407907486
23365,0.290513277054,0.330005288124,0.872520804405,0.230541571975,0.502099990845,0.0108635425568,-0.768999993801,-0.653591156006,-0.785498738289,0.317731380463,-0.543777048588,0.354143202305,-0.0289595574141,-1.50891137123,0.599619328976,-1.0123026371,0.592842936516,0.395325154066,-0.0412096679211,0.702899992466,-1.26259994507,0.295199990273,-1.93575000763,0.825390815735,0.305574268103,0.773900032043,0.439141333103,-1.40862894058,0.525354206562,2.07385659218,0.172977939248
6657,-1.19938111305,-0.289079368114,-0.52468752861,1.06522226334,-0.250400006771,0.568655848503,0.890849947929,0.570155024529,0.576294839382,0.786391079426,-0.354083627462,-0.485218822956,0.376453757286,-0.519640445709,-0.280877530575,0.743146419525,2.93893194199,0.0353381037712,-0.755685508251,0.264949977398,-0.819149971008,0.949400007725,-0.428449988365,0.0661607533693,1.1759506464,-0.34944999218,0.322390824556,-1.08414816856,0.466743826866,0.543374955654,-0.163415208459
