rid,DOS026_VCAP_6H:BRD-K90546933-001-01-8:5.08,DOS048_A375_24H:BRD-K90546933-001-01-8:5.08,DOS048_A549_24H:BRD-K90546933-001-01-8:5.08
5720,-1.91565001011,-0.109700024128,1.29725003242
466,-0.0540000014007,0.379700005054,-0.808249950409
6009,-2.17764997482,-0.257699996233,1.09584999084
2309,-0.408299982548,0.309850007296,-1.09140002728
387,-0.799250006676,3.68254995346,2.01670002937
3553,-0.404100000858,-0.602999985218,-0.117900013924
427,0.240449994802,-0.475199997425,0.0620500147343
5898,-0.992399990559,-0.488250017166,-1.6114000082
23365,-0.433699995279,0.607849955559,-0.0505500137806
6657,0.388350009918,1.41565001011,-0.358200013638
5054,0.220649987459,0.163999974728,-1.22720003128
3108,0.0700500011444,1.8654500246,0.26914998889
1950,1.47889995575,2.56489992142,-0.181600004435
351,-0.596499979496,1.65659999847,0.520850002766
4846,-0.615899980068,2.51845002174,-0.0736999958754
1452,-0.501399993896,0.548600018024,0.741400003433
4776,-0.0646000057459,1.60625004768,-0.300550013781
6908,-1.27675008774,-0.747249960899,1.57274997234
672,0.100099995732,-0.764550030231,0.379899978638
5710,-1.04865002632,-0.133749991655,-0.215800002217
2115,-0.0559000000358,0.268150001764,-0.702600002289
7015,0.435750007629,1.79824995995,-0.314100027084
8726,0.0947500020266,-1.08724999428,-0.300199985504
2185,0.683099985123,1.9550999403,0.180399984121
3315,0.866299986839,1.89065003395,0.337099999189
5289,0.614199995995,1.35415005684,0.22864998877
868,-2.20729994774,0.887149989605,-2.10439991951
1677,-0.110249996185,0.969699978828,-0.33544999361
7043,-0.377200007439,0.0644500032067,-1.26380002499
5613,0.422050029039,1.37695002556,-0.636550009251
595,-1.62385010719,0.546049952507,-0.0183500051498
4793,-0.401549994946,0.243149995804,0.716350078583
2736,-0.565699994564,0.679099977016,0.704800009727
5290,1.57780003548,0.3899500072,0.0409500002861
6194,-0.411100000143,-0.00034999998752,-0.00164999999106
1676,-0.692900002003,1.63925004005,-0.212100028992
23512,0.389499992132,-2.87764978409,-1.2580499649
148022,-1.05089998245,-0.283149987459,0.400250017643
1906,-0.0986499935389,-0.411300003529,-0.487599998713
8878,-2.04274988174,-0.727849960327,-0.472450017929
3091,-0.425249993801,0.311049997807,-0.458499997854
5743,0.545050024986,0.596749961376,2.65450000763
5321,1.14779996872,0.526099979877,-0.110300004482
4144,-2.15044999123,-0.936650037766,-0.00245000002906
1981,0.576799988747,0.845749974251,-0.33085000515
695,0.5924000144,0.453950017691,1.52759993076
10398,0.46099999547,1.00469994545,-0.864499986172
5708,0.633849978447,0.116150021553,-0.830599963665
1213,0.17650000751,-0.754799962044,0.652600049973
226,-0.731050014496,-0.841350078583,-0.44494998455
6777,-0.00139999948442,-0.164099991322,1.54535007477
2113,0.00704999640584,0.327199995518,-0.616549968719
3329,-1.52254998684,-0.701099991798,0.814400017262
1050,-0.713199973106,0.412050008774,-1.22024989128
9491,-0.0893999934196,0.270799994469,0.633900046349
22926,-1.70235002041,-0.913600027561,-0.568300008774
5899,-0.0183500051498,0.0977500081062,0.670950055122
5467,-1.59415006638,0.629299998283,-0.172949999571
6774,0.288049995899,0.636799991131,-0.572499990463
1788,0.385550022125,0.00879999995232,-0.0216000080109
5921,-2.09590005875,0.164149999619,-1.12705004215
5721,-1.17194998264,-0.0795000046492,0.26344999671
2263,0.568149983883,0.956149995327,0.00924998521805
808,1.21654999256,1.17674994469,-0.03125
30001,-0.364749997854,-0.352199971676,0.910199999809
348,-0.270749986172,0.836700081825,-0.999650001526
30849,-0.485800027847,-0.195050001144,1.55750000477
1454,-0.847999989986,0.921100020409,-0.897899985313
6500,-1.4607000351,-1.03775000572,0.566349983215
5627,-0.440550029278,-3.35964989662,-0.410199999809
5715,-0.917999982834,-0.584699988365,-0.280900001526
4791,0.725250005722,0.268800020218,-0.18979999423
56924,-1.02075004578,-0.840950012207,-1.88220000267
2690,1.88529992104,-0.211099997163,-0.181950002909
1019,0.529799997807,-0.602450013161,-2.86969995499
51422,0.820349991322,1.23880004883,1.21230006218
5788,-0.394400000572,0.448699980974,-0.169349968433
6709,-0.827550053596,-0.607550024986,-0.688400030136
1277,0.0484500005841,2.18225002289,0.238499999046
993,-0.95265007019,-0.255750000477,-1.3873000145
7157,-0.858299970627,1.12475001812,-0.417750000954
1958,-0.0576999783516,-0.000900000333786,-0.647549986839
4582,-0.621349990368,0.180350005627,-0.245900005102
9212,-0.131949990988,1.25074994564,-0.213249996305
8440,1.35339999199,0.215300023556,0.0980999916792
6790,-1.24900007248,1.18009996414,-0.288399994373
